pXC50,SM15_EA.bo.,SM14_EA.bo.,SM13_EA.bo.,SM11_EA.bo.,SpMax1_Bh.v.,SpMax1_Bh.e.,SM12_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,GGI6,MPC08,Eig01_AEA.bo.,SpMax_AEA.bo.,SM10_EA.bo.,GGI5,MPC09,CATS2D_09_AP,piPC10,SM15_EA.ri.,MPC07,SRW09,SpDiam_AEA.ri.,Eig06_AEA.dm.,SM08_EA.ed.,nRCONH2,SM13_EA.ri.,SM15_EA.ed.,SM15_EA,SM09_EA.bo.,SpDiam_AEA.bo.,SM13_EA.ed.,SM14_EA.ed.,CATS2D_02_AP,SM11_EA.ed.,SM12_EA.ed.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_09_DA,piPC09,Eig01_AEA.ri.,SpMax_AEA.ri.,ATS5m,SM07_EA.ed.,SM14_AEA.ed.,SM15_AEA.ed.,piPC06,MPC05,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,ATS7s,SpDiam_EA.ed.,CATS2D_07_PL,CATS2D_05_AP,MPC06,SM14_EA,SM13_AEA.ed.,ATS6m,SM06_EA.ed.,ATS8s,X5A,MPC10,Eig05_AEA.dm.
5.971,23.342,21.808,20.261,17.196,4.094,4.171,18.748,4.728,4.728,7.728,4.728,0.774,5.017,4.761,4.761,15.726,1.369,5.043,0,7.829,18.079,4.89,7.209,5.369,2.231,20.17,0,15.774,37.326,18.399,14.155,5.661,32.385,34.858,0,27.457,29.928,3.242,5.242,3.242,0,7.56,4.31,4.31,4.113,17.661,27.639,29.548,6.45,4.575,3.341,3.341,5.341,3.341,6.103,19.245,1,0,4.691,17.224,25.737,4.086,15.417,6.031,0.071,5.081,2.718
5.434,22.984,21.469,19.931,16.884,4.077,4.156,18.436,4.625,4.625,7.625,4.625,0.376,4.554,4.659,4.659,15.434,0.921,4.511,0,7.474,17.178,4.511,7.034,5.193,1.731,19.41,1,14.922,36.175,17.573,13.846,5.43,31.355,33.769,1,26.537,28.957,3.133,5.133,3.133,0,7.254,4.191,4.191,3.579,16.916,26.904,28.791,6.257,4.304,3.218,3.218,5.218,3.218,5.641,18.245,2,1,4.382,16.424,25.024,3.463,14.761,5.28,0.072,4.407,2.206
7.31,23.602,22.042,20.471,17.35,4.105,4.175,18.927,4.818,4.818,7.818,4.818,0.857,5.088,4.849,4.849,15.845,1.508,5.118,0,7.966,18.255,4.977,7.248,5.523,2.813,20.589,1,15.861,38.371,18.576,14.248,5.738,33.261,35.818,1,28.157,30.716,3.365,5.365,3.365,1,7.696,4.416,4.416,4.373,17.983,27.936,29.885,6.6,4.71,3.44,3.44,5.44,3.44,6.243,20.548,2,1,4.844,17.358,25.994,4.301,15.652,6.162,0.067,5.106,2.857
4.469,23.33,21.789,20.231,17.139,4.097,4.173,18.706,4.733,4.733,7.733,4.733,0.576,4.828,4.769,4.769,15.655,1.359,4.771,0,7.635,17.742,4.787,7.222,5.327,2.141,20.101,1,15.404,37.511,18.183,14.058,5.559,32.511,35.014,1,27.514,30.021,3.256,5.256,3.256,0,7.448,4.325,4.325,3.955,17.534,27.488,29.416,6.446,4.543,3.355,3.355,5.355,3.355,6.116,19.44,3,1,4.654,16.987,25.566,3.896,15.262,5.818,0.069,4.635,2.218
6.421,23.329,21.788,20.23,17.138,4.086,4.158,18.706,4.733,4.733,7.733,4.733,0.495,4.754,4.769,4.769,15.654,1.279,4.682,0,7.572,17.52,4.7,7.222,5.313,2.239,20.092,1,15.213,37.495,18.176,14.057,5.544,32.498,34.999,1,27.502,30.008,3.207,5.207,3.207,0,7.4,4.307,4.307,4.068,17.527,27.484,29.412,6.419,4.5,3.353,3.353,5.353,3.353,5.934,19.422,2,1,4.595,16.98,25.562,3.899,15.253,5.53,0.069,4.522,2.577
5.024,23.301,21.755,20.199,17.1,4.086,4.165,18.664,4.726,4.726,7.726,4.726,0.54,4.533,4.757,4.757,15.593,1.032,4.357,0,6.734,17.636,4.554,7.209,5.315,1.9,19.947,1,15.299,37.238,18.082,14.008,5.702,32.274,34.759,1,27.311,29.802,3.237,5.237,3.237,0,6.764,4.305,4.305,3.854,17.39,27.393,29.318,6.224,4.344,3.335,3.335,5.335,3.335,5.852,19.213,2,1,4.443,16.888,25.473,3.711,15.13,5.657,0.073,4.263,2.136
5.907,23.327,21.79,20.236,17.156,4.093,4.17,18.717,4.728,4.728,7.728,4.728,0.632,4.89,4.761,4.761,15.678,1.286,4.86,0,7.744,17.689,4.796,7.209,5.324,2.189,19.994,0,15.365,37.268,18.144,14.092,5.57,32.302,34.788,0,27.34,29.83,3.242,5.242,3.242,0,7.496,4.311,4.311,3.95,17.443,27.441,29.36,6.458,4.522,3.341,3.341,5.341,3.341,5.878,19.244,1,0,4.644,16.957,25.53,3.933,15.212,5.71,0.069,4.812,2.553
5.752,23.422,21.877,20.317,17.222,4.094,4.171,18.789,4.76,4.76,7.76,4.76,0.657,4.875,4.802,4.802,15.734,1.258,4.762,0,7.734,18.1,4.796,7.222,5.372,2.135,20.266,1,15.727,37.75,18.358,14.143,5.575,32.723,35.24,1,27.702,30.222,3.329,5.329,3.329,0,7.502,4.369,4.369,3.899,17.688,27.703,29.637,6.499,4.522,3.389,3.389,5.389,3.389,5.789,19.971,1,1,4.625,17.156,25.776,3.762,15.414,5.674,0.068,4.644,2.613
4.13,23.315,21.775,20.218,17.129,4.092,4.168,18.695,4.728,4.728,7.728,4.728,0.495,4.771,4.76,4.76,15.646,1.23,4.691,0,7.615,17.655,4.71,7.209,5.312,2.101,19.979,0,15.326,37.265,18.121,14.051,5.533,32.299,34.785,0,27.335,29.826,3.238,5.238,3.238,0,7.403,4.309,4.309,3.933,17.425,27.422,29.344,6.401,4.466,3.34,3.34,5.34,3.34,5.641,19.24,0,0,4.554,16.93,25.507,3.805,15.18,5.38,0.07,4.595,2.241
7.327,23.593,22.037,20.469,17.357,4.095,4.173,18.929,4.813,4.813,7.813,4.813,0.861,5.05,4.841,4.841,15.856,1.508,5.05,1,7.999,18.243,4.92,7.235,5.457,2.805,20.505,1,15.854,38.203,18.535,14.266,5.657,33.116,35.662,1,28.034,30.582,3.361,5.361,3.361,2,7.7,4.407,4.407,4.144,17.906,27.893,29.837,6.582,4.673,3.429,3.429,5.429,3.429,6.189,20.402,2,1,4.779,17.322,25.955,4.097,15.599,6.239,0.067,5.043,2.838
5.025,23.301,21.756,20.199,17.101,4.087,4.165,18.665,4.726,4.726,7.726,4.726,0.595,4.615,4.757,4.757,15.595,1.087,4.454,0,6.801,17.644,4.605,7.209,5.316,1.9,19.951,0,15.309,37.24,18.087,14.01,5.702,32.276,34.761,0,27.313,29.804,3.238,5.238,3.238,0,6.814,4.305,4.305,3.903,17.396,27.398,29.322,6.24,4.369,3.335,3.335,5.335,3.335,5.929,19.217,1,0,4.489,16.894,25.48,3.823,15.138,5.783,0.072,4.357,2.136
7.492,23.498,21.947,20.383,17.277,4.095,4.172,18.848,4.783,4.783,7.783,4.783,0.742,4.97,4.803,4.803,15.782,1.369,5.004,1,7.85,17.859,4.86,7.222,5.403,2.509,20.267,1,15.509,37.784,18.33,14.188,5.618,32.751,35.27,1,27.721,30.244,3.281,5.281,3.281,2,7.611,4.353,4.353,4.099,17.688,27.661,29.596,6.493,4.605,3.384,3.384,5.384,3.384,6.086,19.928,2,1,4.718,17.129,25.733,4.095,15.407,5.975,0.069,4.949,2.81
6.377,23.488,21.935,20.367,17.254,4.094,4.172,18.83,4.783,4.783,7.783,4.783,0.661,4.92,4.803,4.803,15.754,1.369,4.92,1,7.768,17.855,4.82,7.222,5.403,2.238,20.258,1,15.502,37.784,18.316,14.154,5.618,32.75,35.27,1,27.719,30.242,3.281,5.281,3.281,2,7.55,4.353,4.353,4.029,17.678,27.65,29.587,6.451,4.575,3.384,3.384,5.384,3.384,6.04,19.928,2,1,4.673,17.112,25.719,3.995,15.387,5.909,0.07,4.836,2.641
5.896,23.334,21.793,20.235,17.146,4.098,4.175,18.712,4.734,4.734,7.734,4.734,0.692,5.043,4.77,4.77,15.665,1.369,5.081,0,7.843,17.745,4.92,7.222,5.39,2.272,20.106,1,15.413,37.499,18.192,14.072,5.689,32.502,35.004,1,27.508,30.013,3.256,5.256,3.256,0,7.608,4.324,4.324,4.144,17.546,27.503,29.427,6.499,4.625,3.355,3.355,5.355,3.355,6.202,19.431,2,1,4.754,17.0,25.586,4.099,15.286,5.978,0.071,5.075,2.723
5.86,23.488,21.935,20.368,17.255,4.094,4.172,18.83,4.783,4.783,7.783,4.783,0.661,4.956,4.803,4.803,15.756,1.369,4.97,2,7.793,17.856,4.844,7.222,5.419,2.238,20.26,1,15.504,37.784,18.318,14.156,5.655,32.75,35.27,1,27.719,30.243,3.281,5.281,3.281,2,7.565,4.353,4.353,4.052,17.681,27.654,29.59,6.456,4.585,3.384,3.384,5.384,3.384,6.033,19.928,2,1,4.691,17.115,25.724,4.032,15.392,5.927,0.07,4.913,2.643
6.62,23.37,21.838,20.292,17.232,4.098,4.175,18.781,4.734,4.734,7.734,4.734,0.856,5.088,4.77,4.77,15.764,1.424,5.142,0,7.929,18.121,4.956,7.222,5.384,2.558,20.275,1,15.81,37.547,18.457,14.198,5.67,32.573,35.061,1,27.611,30.098,3.256,5.256,3.256,0,7.663,4.324,4.324,4.217,17.757,27.703,29.615,6.538,4.644,3.355,3.355,5.355,3.355,6.232,19.432,2,1,4.787,17.279,25.798,4.213,15.498,6.103,0.07,5.176,2.853
5.91,23.315,21.775,20.218,17.129,4.092,4.169,18.695,4.728,4.728,7.728,4.728,0.495,4.787,4.76,4.76,15.646,1.23,4.691,0,7.587,17.672,4.71,7.209,5.312,2.13,19.979,1,15.344,37.265,18.121,14.051,5.534,32.299,34.785,1,27.335,29.826,3.24,5.24,3.24,0,7.399,4.309,4.309,3.816,17.425,27.422,29.344,6.401,4.466,3.34,3.34,5.34,3.34,5.662,19.243,1,1,4.554,16.93,25.507,3.697,15.18,5.521,0.07,4.554,2.181
4.954,23.308,21.768,20.212,17.124,4.087,4.166,18.69,4.726,4.726,7.726,4.726,0.6,4.654,4.757,4.757,15.642,1.011,4.564,0,7.145,17.659,4.635,7.209,5.314,2.133,19.96,1,15.333,37.238,18.096,14.047,5.631,32.275,34.76,1,27.313,29.803,3.238,5.238,3.238,0,6.976,4.305,4.305,3.81,17.41,27.412,29.333,6.296,4.443,3.335,3.335,5.335,3.335,5.762,19.213,2,1,4.5,16.908,25.497,3.679,15.164,5.582,0.073,4.585,2.322
7.923,23.604,22.044,20.473,17.355,4.1,4.178,18.931,4.819,4.819,7.819,4.819,1.056,5.136,4.85,4.85,15.851,1.591,5.13,1,8.003,18.298,5.017,7.248,5.482,2.606,20.607,1,15.907,38.378,18.605,14.257,5.672,33.268,35.825,1,28.165,30.723,3.372,5.372,3.372,2,7.746,4.419,4.419,4.262,18.005,27.97,29.914,6.631,4.727,3.442,3.442,5.442,3.442,6.362,20.56,2,1,4.875,17.39,26.033,4.27,15.687,6.318,0.065,5.069,2.841
6.24,23.315,21.775,20.219,17.13,4.086,4.161,18.696,4.728,4.728,7.728,4.728,0.55,4.836,4.761,4.761,15.648,1.286,4.771,0,7.651,17.368,4.754,7.209,5.292,2.195,19.983,0,15.089,37.267,18.126,14.053,5.57,32.301,34.787,0,27.337,29.828,3.173,5.173,3.173,0,7.433,4.289,4.289,4.09,17.43,27.428,29.349,6.415,4.489,3.341,3.341,5.341,3.341,5.73,19.244,1,0,4.595,16.936,25.514,3.971,15.189,5.558,0.069,4.682,2.334
7.018,23.3,21.763,20.21,17.13,4.081,4.161,18.692,4.722,4.722,7.722,4.722,0.745,4.898,4.755,4.755,15.654,1.206,4.913,1,7.864,17.865,4.804,7.066,5.36,2.481,20.067,1,15.532,37.357,18.101,14.067,5.57,32.384,34.874,1,27.417,29.91,3.273,5.273,3.273,2,7.581,4.31,4.31,3.969,17.516,27.518,29.436,6.468,4.522,3.329,3.329,5.329,3.329,6.061,19.509,2,1,4.654,16.921,25.605,3.97,15.273,6.058,0.069,4.875,2.818
4.189,23.315,21.775,20.218,17.129,4.092,4.169,18.695,4.728,4.728,7.728,4.728,0.495,4.771,4.76,4.76,15.646,1.23,4.691,0,7.615,17.662,4.71,7.209,5.312,2.081,19.979,0,15.333,37.265,18.121,14.051,5.533,32.299,34.785,0,27.335,29.826,3.239,5.239,3.239,0,7.403,4.309,4.309,3.806,17.425,27.422,29.344,6.401,4.466,3.34,3.34,5.34,3.34,5.7,19.24,2,1,4.554,16.93,25.507,3.695,15.18,5.45,0.07,4.595,2.147
8.101,23.602,22.042,20.471,17.351,4.099,4.177,18.927,4.818,4.818,7.818,4.818,0.838,5.069,4.849,4.849,15.845,1.563,5.075,1,7.957,18.283,4.963,7.248,5.469,2.593,20.589,1,15.885,38.371,18.577,14.248,5.664,33.262,35.818,1,28.157,30.716,3.371,5.371,3.371,2,7.715,4.418,4.418,4.214,17.983,27.936,29.885,6.61,4.7,3.44,3.44,5.44,3.44,6.3,20.549,2,1,4.836,17.358,25.994,4.202,15.652,6.214,0.066,4.99,2.837
5.828,23.316,21.776,20.22,17.132,4.094,4.171,18.698,4.728,4.728,7.728,4.728,0.692,5.004,4.761,4.761,15.652,1.313,5.024,0,7.817,17.687,4.875,7.209,5.367,2.231,19.987,0,15.364,37.268,18.131,14.06,5.646,32.301,34.788,0,27.338,29.829,3.242,5.242,3.242,0,7.555,4.31,4.31,4.051,17.434,27.432,29.352,6.448,4.564,3.341,3.341,5.341,3.341,6.055,19.245,1,0,4.682,16.943,25.52,4.005,15.2,5.945,0.071,5.043,2.718
6.444,23.488,21.935,20.367,17.254,4.094,4.172,18.83,4.783,4.783,7.783,4.783,0.661,4.92,4.803,4.803,15.754,1.369,4.92,2,7.768,17.856,4.82,7.222,5.402,2.238,20.258,2,15.504,37.784,18.316,14.154,5.618,32.75,35.27,2,27.719,30.242,3.281,5.281,3.281,2,7.55,4.353,4.353,4.025,17.678,27.65,29.587,6.451,4.575,3.384,3.384,5.384,3.384,6.016,19.928,4,1,4.673,17.112,25.719,3.988,15.387,5.887,0.07,4.836,2.64
4.866,23.315,21.775,20.218,17.129,4.092,4.169,18.695,4.728,4.728,7.728,4.728,0.495,4.771,4.76,4.76,15.646,1.23,4.691,0,7.615,17.67,4.71,7.209,5.312,2.099,19.979,0,15.341,37.265,18.121,14.051,5.533,32.299,34.785,0,27.335,29.826,3.241,5.241,3.241,0,7.403,4.309,4.309,3.829,17.425,27.422,29.344,6.401,4.466,3.34,3.34,5.34,3.34,5.772,19.24,0,0,4.554,16.93,25.507,3.705,15.18,5.482,0.07,4.595,2.223
5.498,23.315,21.775,20.219,17.131,4.094,4.171,18.697,4.728,4.728,7.728,4.728,0.555,4.963,4.761,4.761,15.65,1.313,4.97,0,7.774,17.68,4.836,7.209,5.368,2.23,19.983,1,15.355,37.265,18.125,14.057,5.668,32.299,34.785,1,27.335,29.827,3.242,5.242,3.242,0,7.525,4.31,4.31,4.024,17.429,27.427,29.347,6.437,4.554,3.34,3.34,5.34,3.34,5.955,19.241,2,1,4.654,16.937,25.513,3.961,15.192,5.826,0.073,4.977,2.717
6.466,23.329,21.788,20.23,17.138,4.095,4.172,18.706,4.733,4.733,7.733,4.733,0.495,4.754,4.769,4.769,15.654,1.279,4.682,0,7.572,17.735,4.7,7.222,5.326,2.117,20.092,1,15.397,37.495,18.176,14.057,5.544,32.498,34.999,1,27.502,30.008,3.255,5.255,3.255,0,7.4,4.323,4.323,3.871,17.527,27.484,29.412,6.419,4.5,3.353,3.353,5.353,3.353,6.006,19.422,2,1,4.595,16.98,25.562,3.789,15.253,5.568,0.069,4.522,2.215
7.602,23.606,22.052,20.486,17.38,4.096,4.174,18.949,4.814,4.814,7.814,4.814,0.879,5.063,4.842,4.842,15.881,1.563,5.069,1,7.968,18.248,4.934,7.235,5.458,2.757,20.534,1,15.861,38.208,18.566,14.294,5.658,33.124,35.668,1,28.047,30.592,3.361,5.361,3.361,2,7.703,4.408,4.408,4.213,17.942,27.939,29.879,6.589,4.673,3.43,3.43,5.43,3.43,6.195,20.404,2,1,4.796,17.356,26.006,4.244,15.642,6.228,0.066,5.011,2.837
6.678,23.441,21.894,20.333,17.237,4.099,4.176,18.804,4.766,4.766,7.766,4.766,0.855,5.094,4.811,4.811,15.75,1.452,5.124,0,7.966,18.156,4.97,7.235,5.439,2.633,20.376,1,15.778,37.969,18.419,14.161,5.696,32.912,35.443,1,27.861,30.394,3.342,5.342,3.342,0,7.713,4.383,4.383,4.174,17.791,27.766,29.702,6.595,4.663,3.403,3.403,5.403,3.403,6.223,20.162,2,1,4.804,17.213,25.835,4.122,15.498,6.069,0.068,5.118,2.849
6.745,22.99,21.475,19.937,16.893,4.079,4.159,18.443,4.626,4.626,7.626,4.626,0.574,4.844,4.66,4.66,15.446,1.011,4.89,0,7.736,17.193,4.745,7.034,5.249,2.208,19.432,1,14.942,36.187,17.596,13.861,5.545,31.366,33.781,1,26.549,28.969,3.134,5.134,3.134,0,7.457,4.193,4.193,3.869,16.943,26.929,28.812,6.347,4.431,3.221,3.221,5.221,3.221,5.878,18.254,2,1,4.554,16.451,25.052,3.805,14.8,5.778,0.073,4.92,2.689
6.824,23.622,22.073,20.509,17.413,4.1,4.177,18.983,4.813,4.813,7.813,4.813,0.939,5.236,4.841,4.841,15.934,1.702,5.298,1,8.334,18.317,5.106,7.235,5.457,2.8,20.559,1,15.949,38.209,18.588,14.341,5.657,33.127,35.67,1,28.055,30.598,3.361,5.361,3.361,2,7.968,4.407,4.407,4.276,17.976,27.968,29.904,6.778,4.844,3.429,3.429,5.429,3.429,6.238,20.402,2,1,4.949,17.384,26.039,4.199,15.689,6.24,0.069,5.371,2.837
5.28,22.99,21.475,19.937,16.891,4.078,4.158,18.442,4.626,4.626,7.626,4.626,0.488,4.727,4.661,4.661,15.443,0.983,4.7,0,7.609,17.198,4.654,7.034,5.196,1.787,19.432,0,14.945,36.189,17.597,13.856,5.468,31.368,33.782,0,26.551,28.971,3.135,5.135,3.135,0,7.363,4.193,4.193,3.705,16.943,26.93,28.814,6.323,4.369,3.221,3.221,5.221,3.221,5.65,18.26,1,0,4.489,16.45,25.053,3.668,14.796,5.509,0.071,4.644,2.21
6.347,23.315,21.776,20.219,17.132,4.094,4.171,18.697,4.728,4.728,7.728,4.728,0.637,4.984,4.761,4.761,15.652,1.258,4.99,0,7.774,17.678,4.852,7.209,5.376,2.188,19.986,1,15.355,37.265,18.129,14.06,5.68,32.299,34.786,1,27.336,29.827,3.241,5.241,3.241,0,7.529,4.309,4.309,4.061,17.434,27.432,29.351,6.438,4.564,3.34,3.34,5.34,3.34,5.993,19.244,1,1,4.663,16.941,25.52,3.972,15.201,5.916,0.073,4.997,2.735
6.693,23.026,21.519,19.992,16.973,4.08,4.159,18.507,4.626,4.626,7.626,4.626,0.656,4.86,4.66,4.66,15.536,1.067,4.913,0,7.748,17.773,4.762,7.034,5.252,2.208,19.731,1,15.515,36.351,18.019,13.975,5.561,31.568,33.962,1,26.796,29.19,3.134,5.134,3.134,0,7.463,4.193,4.193,3.943,17.29,27.251,29.127,6.349,4.443,3.221,3.221,5.221,3.221,5.935,18.254,2,1,4.564,16.878,25.379,3.902,15.109,5.879,0.073,4.963,2.688
6.638,23.315,21.775,20.218,17.129,4.088,4.16,18.695,4.728,4.728,7.728,4.728,0.495,4.771,4.76,4.76,15.646,1.23,4.691,0,7.615,17.312,4.71,7.209,5.288,2.19,19.979,1,15.038,37.265,18.121,14.051,5.533,32.299,34.785,1,27.335,29.826,3.161,5.161,3.161,0,7.403,4.285,4.285,4.408,17.425,27.422,29.344,6.401,4.466,3.34,3.34,5.34,3.34,5.624,19.24,2,1,4.554,16.93,25.507,4.094,15.18,5.4,0.07,4.595,2.315
5.142,23.435,21.89,20.331,17.237,4.094,4.171,18.803,4.762,4.762,7.762,4.762,0.657,4.844,4.804,4.804,15.749,1.32,4.727,0,7.719,17.953,4.812,7.222,5.37,2.161,20.304,1,15.608,37.789,18.384,14.158,5.577,32.761,35.278,1,27.739,30.259,3.29,5.29,3.29,0,7.472,4.362,4.362,3.927,17.726,27.734,29.668,6.529,4.543,3.393,3.393,5.393,3.393,5.948,20.082,2,1,4.644,17.18,25.806,3.768,15.45,5.549,0.068,4.644,2.228
5.237,23.639,22.112,20.574,17.518,4.098,4.176,19.061,4.734,4.734,7.734,4.734,0.774,5.037,4.77,4.77,16.034,1.424,5.075,0,7.86,17.85,4.92,7.222,5.402,2.285,20.267,1,15.543,37.546,18.444,14.472,5.663,32.571,35.06,1,27.609,30.096,3.256,5.256,3.256,0,7.614,4.324,4.324,4.155,17.747,27.693,29.607,6.499,4.615,3.355,3.355,5.355,3.355,6.203,19.431,2,1,4.745,17.265,25.785,4.125,15.48,6.04,0.07,5.081,2.724
6.156,23.455,21.918,20.368,17.3,4.112,4.186,18.852,4.759,4.759,7.759,4.759,1.169,5.318,4.791,4.791,15.826,1.907,5.361,0,8.041,18.271,5.159,7.222,5.409,2.444,20.413,1,15.959,37.648,18.592,14.259,5.699,32.677,35.164,1,27.725,30.207,3.283,5.283,3.283,0,7.842,4.349,4.349,4.331,17.897,27.867,29.776,6.672,4.754,3.378,3.378,5.378,3.378,6.37,19.527,2,1,4.942,17.412,25.963,4.333,15.645,6.331,0.068,5.288,2.743
6.474,23.373,21.83,20.27,17.176,4.119,4.195,18.744,4.746,4.746,7.746,4.746,0.676,5.063,4.799,4.799,15.691,1.372,5.056,0,7.834,18.061,5.004,7.943,5.416,2.206,20.397,1,15.696,38.01,18.469,14.097,5.695,32.948,35.481,1,27.891,30.427,3.32,5.32,3.32,0,7.647,4.386,4.386,4.003,17.812,27.748,29.686,6.572,4.673,3.414,3.414,5.414,3.414,5.994,20.164,2,1,4.844,17.259,25.816,3.991,15.512,5.669,0.064,4.934,2.592
4.647,23.303,21.757,20.201,17.103,4.09,4.169,18.666,4.727,4.727,7.727,4.727,0.495,4.771,4.759,4.759,15.596,1.23,4.691,0,6.968,17.676,4.71,7.209,5.312,2.098,19.979,1,15.347,37.265,18.121,14.012,5.759,32.299,34.785,1,27.335,29.826,3.242,5.242,3.242,0,6.952,4.31,4.31,3.84,17.425,27.422,29.344,6.274,4.466,3.34,3.34,5.34,3.34,5.796,19.24,2,1,4.554,16.93,25.507,3.734,15.18,5.576,0.07,4.595,2.215
4.423,23.713,22.151,20.578,17.458,4.112,4.197,19.033,4.849,4.849,7.849,4.849,0.781,4.949,4.868,4.868,15.95,1.789,4.949,0,8.088,18.373,4.913,7.248,5.435,2.404,20.656,1,15.969,38.465,18.641,14.36,5.643,33.345,35.907,1,28.232,30.795,3.389,5.389,3.389,0,7.78,4.432,4.432,4.173,18.048,28.01,29.96,6.694,4.682,3.452,3.452,5.452,3.452,6.402,20.67,2,1,4.812,17.42,26.067,4.095,15.714,5.89,0.065,4.89,2.675
6.759,23.602,22.042,20.471,17.351,4.105,4.174,18.927,4.818,4.818,7.818,4.818,0.838,5.069,4.849,4.849,15.845,1.563,5.075,1,7.957,18.255,4.963,7.248,5.516,2.714,20.589,1,15.86,38.371,18.577,14.248,5.664,33.262,35.818,1,28.157,30.716,3.365,5.365,3.365,2,7.715,4.416,4.416,4.298,17.983,27.936,29.885,6.61,4.7,3.44,3.44,5.44,3.44,6.272,20.549,2,1,4.836,17.358,25.994,4.294,15.652,6.193,0.066,4.99,2.85
4.36,23.334,21.793,20.235,17.144,4.098,4.175,18.711,4.734,4.734,7.734,4.734,0.688,4.99,4.771,4.771,15.661,1.421,4.956,0,7.765,17.755,4.913,7.222,5.329,2.18,20.113,0,15.418,37.516,18.197,14.066,5.589,32.517,35.019,0,27.52,30.026,3.258,5.258,3.258,0,7.558,4.326,4.326,4.044,17.549,27.503,29.429,6.503,4.595,3.357,3.357,5.357,3.357,6.114,19.451,2,0,4.745,17.002,25.584,4.051,15.283,5.982,0.068,4.86,2.264
4.337,23.602,22.043,20.472,17.354,4.11,4.18,18.93,4.818,4.818,7.818,4.818,0.782,4.997,4.843,4.843,15.851,1.452,4.984,1,8.096,18.311,4.89,7.235,5.414,2.466,20.502,1,15.912,38.203,18.527,14.254,5.617,33.116,35.662,1,28.033,30.582,3.376,5.376,3.376,2,7.814,4.411,4.411,4.098,17.902,27.887,29.832,6.646,4.635,3.429,3.429,5.429,3.429,6.154,20.402,3,1,4.745,17.313,25.947,4.041,15.588,6.102,0.067,4.92,2.736
5.821,23.378,21.843,20.293,17.221,4.101,4.185,18.777,4.737,4.737,7.737,4.737,0.632,4.868,4.766,4.766,15.745,1.348,4.796,0,7.854,17.731,4.796,7.209,5.317,2.19,20.015,1,15.41,37.276,18.165,14.166,5.539,32.312,34.797,1,27.353,29.841,3.248,5.248,3.248,0,7.618,4.314,4.314,3.869,17.469,27.484,29.4,6.535,4.5,3.344,3.344,5.344,3.344,5.869,19.259,2,1,4.615,16.978,25.575,3.799,15.236,6.035,0.069,4.718,2.336
4.777,23.309,21.769,20.213,17.125,4.088,4.166,18.691,4.726,4.726,7.726,4.726,0.656,4.727,4.757,4.757,15.644,1.067,4.644,0,7.19,17.666,4.682,7.209,5.315,2.133,19.964,0,15.343,37.241,18.102,14.049,5.632,32.277,34.762,0,27.316,29.805,3.238,5.238,3.238,0,7.017,4.305,4.305,3.861,17.415,27.417,29.337,6.311,4.466,3.335,3.335,5.335,3.335,5.846,19.217,1,0,4.543,16.914,25.504,3.794,15.172,5.717,0.072,4.654,2.324
6.213,23.623,22.069,20.505,17.405,4.116,4.188,18.971,4.818,4.818,7.818,4.818,1.074,5.257,4.835,4.835,15.91,1.817,5.308,0,8.099,18.397,5.124,7.235,5.455,2.362,20.609,1,16.046,38.163,18.699,14.331,5.741,33.106,35.636,1,28.063,30.59,3.337,5.337,3.337,0,7.84,4.396,4.396,4.369,18.053,27.989,29.919,6.675,4.779,3.421,3.421,5.421,3.421,6.464,20.391,3,1,4.949,17.502,26.065,4.368,15.749,6.374,0.068,5.323,2.724
4.587,23.315,21.775,20.219,17.131,4.093,4.17,18.697,4.728,4.728,7.728,4.728,0.637,4.949,4.761,4.761,15.65,1.258,4.963,0,7.786,17.674,4.836,7.209,5.366,2.231,19.983,0,15.348,37.265,18.125,14.057,5.645,32.299,34.785,0,27.335,29.827,3.241,5.241,3.241,0,7.529,4.31,4.31,4.018,17.429,27.427,29.347,6.435,4.543,3.34,3.34,5.34,3.34,6.016,19.241,0,0,4.644,16.937,25.513,3.917,15.191,5.846,0.072,4.977,2.719
6.26,23.487,21.934,20.366,17.252,4.093,4.171,18.828,4.783,4.783,7.783,4.783,0.496,4.796,4.803,4.803,15.752,1.341,4.762,0,7.661,17.857,4.727,7.222,5.355,1.92,20.255,0,15.504,37.78,18.313,14.15,5.613,32.746,35.266,0,27.716,30.239,3.281,5.281,3.281,0,7.442,4.353,4.353,3.919,17.676,27.65,29.587,6.406,4.522,3.383,3.383,5.383,3.383,5.849,19.913,2,0,4.605,17.108,25.719,3.847,15.383,5.657,0.069,4.682,2.239
6.907,23.602,22.042,20.471,17.351,4.099,4.177,18.927,4.818,4.818,7.818,4.818,0.838,5.069,4.849,4.849,15.845,1.563,5.075,2,7.957,18.284,4.963,7.248,5.467,2.593,20.589,2,15.886,38.371,18.577,14.248,5.664,33.262,35.818,2,28.157,30.716,3.371,5.371,3.371,2,7.715,4.418,4.418,4.21,17.983,27.936,29.885,6.61,4.7,3.44,3.44,5.44,3.44,6.281,20.549,3,1,4.836,17.358,25.994,4.197,15.652,6.179,0.066,4.99,2.836
