pXC50,nN.CO.2,NaaNH,nPyrimidines,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,SpDiam_EA.bo.,C.041,C.042,Eig01_AEA.ed.,SpMax_AEA.ed.,nCconj,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,nROH,P_VSA_MR_3,SpDiam_EA.ed.,O.056,nOHs,Eig07_EA.dm.,NsOH,CATS2D_04_DD,C.009,SM09_EA.dm.,P_VSA_e_3,nOxolanes,SRW09,SpDiam_AEA.dm.,Eig01_AEA.ri.,SpMax_AEA.ri.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,Eig01_AEA.dm.,SpMax_AEA.dm.,SM07_EA.dm.,O.058,CATS2D_03_AP,P_VSA_i_4,ALOGP2,NdO,Eig02_AEA.ed.,SM05_EA.dm.,P_VSA_LogP_4,CATS2D_03_DD,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA.ed.,SM11_AEA.dm.,Eig01_EA.ri.,SpMax_EA.ri.,P_VSA_LogP_5,SM14_EA.bo.,SM11_EA.dm.,nPyrroles,C.031,GATS1e,nDB,NdssC,SM15_EA.bo.,SM12_EA.bo.,NaasN,SM13_EA.dm.,SM12_EA.dm.,SpMax2_Bh.s.,SM13_EA.bo.,C.008,JGI6
4.301,0,0,0,4.48,4.48,4.48,7.48,0,0,7.014,7.014,1,12.01,12.01,12.01,1,0.0,19.59,0,0,0.0,1,1,0,0.0,70.021,0,7.034,5.617,4.297,4.297,3.332,3.332,5.332,3.332,3.617,3.617,0.0,1,0,70.021,30.544,1,6.437,0.0,142.514,0,4.272,4.272,9.914,9.914,3.218,3.218,81.754,21.6,0.0,0,0,0.809,1,1,23.049,18.691,1,0.0,5.05,6.351,20.116,0,0.019
4.721,0,0,0,4.516,4.516,4.516,7.516,0,0,7.39,7.39,1,13.044,13.044,13.044,1,0.0,20.999,0,0,0.0,1,1,0,12.074,70.021,0,7.081,6.474,4.424,4.424,3.503,3.503,5.503,3.503,4.474,4.474,9.388,1,0,114.902,38.132,1,6.742,6.69,142.514,0,4.284,4.284,10.798,10.798,3.275,3.275,110.391,21.656,14.758,0,0,0.623,1,1,23.114,18.734,1,17.441,16.1,7.999,20.166,0,0.022
4.301,0,0,0,4.483,4.483,4.483,7.483,0,0,7.028,7.028,1,12.086,12.086,12.086,1,0.0,19.651,0,0,0.0,1,1,0,0.0,70.021,0,7.05,5.612,4.303,4.303,3.338,3.338,5.338,3.338,3.612,3.612,0.0,1,0,70.021,33.106,1,6.409,0.0,142.514,0,4.272,4.272,9.79,9.79,3.226,3.226,65.511,21.574,0.0,0,0,0.778,1,1,23.024,18.661,1,0.0,5.047,6.351,20.087,0,0.017
4.301,0,0,0,4.416,4.416,4.416,7.416,0,0,6.878,6.878,1,11.504,11.504,11.504,1,0.0,19.025,0,0,0.0,1,1,0,0.0,70.021,0,6.843,5.61,4.22,4.22,3.257,3.257,5.257,3.257,3.61,3.61,0.0,1,0,70.021,23.081,1,6.404,0.0,154.286,0,4.232,4.232,9.75,9.75,3.139,3.139,71.802,21.405,0.0,0,0,0.785,1,1,22.839,18.521,1,0.0,5.047,6.351,19.928,0,0.015
4.301,0,0,0,4.539,4.539,4.539,7.539,0,0,7.014,7.014,1,12.003,12.003,12.003,1,0.0,19.564,0,0,0.0,1,1,0,0.0,70.021,0,7.034,5.611,4.301,4.301,3.336,3.336,5.336,3.336,3.611,3.611,0.0,1,0,84.982,28.009,1,6.51,0.0,142.514,0,4.335,4.335,10.183,10.183,3.223,3.223,74.632,21.732,0.0,0,0,0.685,1,1,23.199,18.791,1,0.0,5.047,7.475,20.235,0,0.018
7.469,0,1,0,4.422,4.422,4.422,7.422,0,0,6.98,6.98,0,11.871,11.871,11.871,0,0.0,19.38,0,0,0.0,0,0,0,0.0,145.372,0,6.26,6.491,4.258,4.258,3.279,3.279,5.279,3.279,4.491,4.491,0.0,0,0,145.372,7.236,0,5.929,0.0,80.874,0,3.622,3.622,8.202,8.202,3.216,3.216,116.937,20.925,0.0,0,0,0.964,0,0,22.376,18.02,0,0.0,14.926,6.815,19.441,0,0.016
5.333,0,0,1,4.648,4.648,4.648,7.648,0,1,7.01,7.01,2,11.955,11.955,11.955,0,0.0,19.573,0,0,0.0,0,0,0,0.0,54.277,0,7.31,5.758,4.31,4.31,3.335,3.335,5.335,3.335,3.758,3.758,0.0,1,0,54.277,10.228,1,6.359,0.0,86.445,0,3.859,3.859,9.725,9.725,3.249,3.249,32.897,21.621,0.0,0,0,0.577,2,2,23.128,18.611,0,0.0,1.824,5.111,20.093,0,0.019
6.728,0,0,0,4.259,4.259,4.259,7.259,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.05,0,0,0.0,0,0,0,6.253,52.807,0,0.0,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,52.807,29.098,2,6.955,3.201,100.027,0,3.801,3.801,11.78,11.78,3.312,3.312,56.208,20.659,7.72,0,0,0.721,3,4,22.029,17.878,0,9.167,8.564,7.427,19.202,0,0.016
5.369,0,0,0,4.333,4.333,4.333,7.333,0,0,7.119,7.119,3,12.338,12.338,12.338,0,0.0,20.338,0,0,0.0,0,0,0,6.259,21.135,0,0.0,5.808,4.366,4.366,3.379,3.379,5.379,3.379,3.808,3.808,4.768,2,0,51.055,43.287,2,6.436,3.238,59.699,0,3.902,3.902,9.848,9.848,3.333,3.333,56.356,20.847,7.722,0,0,0.589,3,4,22.244,18.025,0,9.168,8.566,8.191,19.378,0,0.017
4.947,0,0,0,4.734,4.734,4.734,7.734,0,0,7.426,7.426,3,13.058,13.058,13.058,0,0.0,20.902,0,0,0.0,0,0,0,0.0,18.011,0,0.0,7.211,4.393,4.393,3.48,3.48,5.48,3.48,5.211,5.211,0.0,3,0,18.011,8.165,3,6.482,0.0,75.713,0,4.013,4.013,10.025,10.025,3.214,3.214,28.557,21.88,0.0,0,0,0.556,4,3,23.411,18.824,0,0.0,13.675,7.428,20.338,0,0.025
5.388,0,0,0,4.734,4.734,4.734,7.734,0,0,7.426,7.426,3,13.058,13.058,13.058,0,0.0,20.902,0,0,0.0,0,0,0,6.248,36.022,0,0.0,7.211,4.393,4.393,3.48,3.48,5.48,3.48,5.211,5.211,4.75,4,0,36.022,13.743,4,6.482,3.201,105.563,0,4.014,4.014,10.027,10.027,3.214,3.214,31.314,21.894,7.714,0,0,0.587,5,4,23.42,18.849,0,9.16,13.681,7.43,20.352,0,0.022
5.151,0,0,0,4.734,4.734,4.734,7.734,0,0,7.426,7.426,3,13.058,13.058,13.058,0,0.0,20.902,0,0,0.0,0,0,0,6.248,36.022,0,7.086,7.211,4.393,4.393,3.48,3.48,5.48,3.48,5.211,5.211,4.75,4,0,36.022,8.707,4,6.482,3.201,105.563,0,4.014,4.014,10.027,10.027,3.214,3.214,28.557,21.881,7.714,0,0,0.584,5,4,23.412,18.827,0,9.16,13.681,7.43,20.34,0,0.02
5.993,0,0,0,4.734,4.734,4.734,7.734,0,0,7.426,7.426,3,13.058,13.058,13.058,0,0.0,20.902,0,0,0.0,0,0,0,6.379,21.135,0,0.0,7.211,4.393,4.393,3.48,3.48,5.48,3.48,5.211,5.211,4.86,4,0,21.135,27.55,4,6.482,3.291,105.563,0,4.014,4.014,10.027,10.027,3.214,3.214,38.744,21.937,7.867,0,0,0.565,5,4,23.456,18.907,0,9.336,13.682,7.429,20.403,0,0.021
6.389,0,0,0,4.209,4.209,4.209,7.209,0,0,6.815,6.815,3,11.269,11.269,11.269,0,0.0,18.779,0,0,0.0,0,0,0,6.253,67.081,0,0.0,6.123,4.216,4.216,3.223,3.223,5.223,3.223,4.123,4.123,4.754,2,0,67.081,31.942,2,5.956,3.201,76.301,0,3.87,3.87,8.325,8.325,3.199,3.199,72.989,20.52,7.72,0,0,0.666,3,4,21.885,17.752,0,9.167,9.636,7.427,19.076,0,0.016
6.436,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,6.253,36.022,0,6.293,5.681,4.279,4.279,3.283,3.283,5.283,3.283,3.681,3.681,4.754,2,0,36.022,28.704,2,6.2,3.201,59.699,0,3.719,3.719,9.12,9.12,3.269,3.269,44.435,20.556,7.72,0,0,0.75,3,4,21.935,17.764,0,9.167,8.564,7.427,19.098,0,0.014
5.234,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,6.248,52.807,0,6.293,5.683,4.267,4.267,3.283,3.283,5.283,3.283,3.683,3.683,4.75,2,0,52.807,17.409,2,6.445,3.201,89.185,0,3.719,3.719,10.151,10.151,3.233,3.233,40.79,20.522,7.714,0,0,0.731,3,4,21.915,17.718,0,9.16,8.557,7.427,19.073,0,0.019
7.699,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.681,4.267,4.267,3.283,3.283,5.283,3.283,3.681,3.681,4.754,2,0,52.807,32.785,2,6.2,3.201,89.185,0,3.719,3.719,9.121,9.121,3.233,3.233,43.975,20.577,7.72,0,0,0.723,3,4,21.955,17.789,0,9.167,8.564,7.427,19.122,1,0.015
8.364,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,1,42.683,19.337,1,0,0.0,1,0,0,6.253,52.807,0,6.293,5.681,4.267,4.267,3.283,3.283,5.283,3.283,3.681,3.681,4.754,2,0,52.807,18.61,2,6.2,3.201,89.185,1,3.719,3.719,9.121,9.121,3.233,3.233,43.975,20.577,7.72,0,0,0.791,3,4,21.955,17.789,0,9.167,8.564,7.427,19.122,1,0.015
6.298,0,0,0,4.259,4.259,4.259,7.259,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.05,0,0,0.0,0,0,0,6.253,52.807,0,0.0,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,52.807,33.905,2,6.955,3.201,88.256,0,3.801,3.801,11.78,11.78,3.312,3.312,46.732,20.659,7.72,0,0,0.721,3,4,22.029,17.878,0,9.167,8.564,7.427,19.202,0,0.016
7.921,0,0,0,4.262,4.262,4.262,7.262,0,0,7.712,7.712,3,14.272,14.272,14.272,0,0.0,21.827,0,0,0.0,0,0,0,6.253,52.807,0,8.04,5.912,4.577,4.577,3.596,3.596,5.596,3.596,3.912,3.912,4.754,2,0,52.807,26.734,2,6.956,3.201,89.185,0,3.906,3.906,11.781,11.781,3.525,3.525,43.975,20.731,7.72,0,0,0.714,3,4,22.111,17.943,0,9.167,8.564,7.427,19.285,0,0.015
6.054,0,0,0,4.259,4.259,4.259,7.259,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.05,0,0,0.0,0,0,0,6.253,52.807,0,0.0,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,52.807,29.098,2,6.955,3.201,100.027,0,3.801,3.801,11.78,11.78,3.312,3.312,56.208,20.659,7.72,0,0,0.721,3,4,22.029,17.878,0,9.167,8.564,7.427,19.202,0,0.016
8.589,0,0,0,4.262,4.262,4.262,7.262,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.051,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,52.807,29.237,2,6.956,3.201,89.185,0,3.801,3.801,11.781,11.781,3.312,3.312,43.975,20.667,7.72,0,0,0.723,3,4,22.045,17.882,0,9.167,8.564,7.427,19.219,0,0.016
7.509,0,0,0,4.273,4.273,4.273,7.273,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.056,0,0,0.0,0,0,0,6.253,55.618,0,6.555,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,55.618,31.058,2,6.958,3.201,79.296,0,3.803,3.803,11.792,11.792,3.312,3.312,47.419,20.736,7.72,0,0,0.676,3,4,22.116,17.949,0,9.167,8.564,7.427,19.29,0,0.017
5.28,0,0,0,4.73,4.73,4.73,7.73,0,0,7.407,7.407,3,12.915,12.915,12.915,0,0.0,20.75,0,0,0.0,0,0,0,6.253,36.022,0,0.0,7.21,4.379,4.379,3.47,3.47,5.47,3.47,5.21,5.21,4.754,4,0,36.022,9.599,4,6.447,3.201,105.563,0,4.008,4.008,9.893,9.893,3.192,3.192,35.558,21.911,7.72,0,0,0.604,5,4,23.436,18.872,0,9.167,13.681,7.43,20.378,0,0.021
6.404,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.681,4.267,4.267,3.283,3.283,5.283,3.283,3.681,3.681,4.754,2,0,52.807,27.062,2,6.2,3.201,89.185,0,3.719,3.719,9.12,9.12,3.233,3.233,43.975,20.575,7.72,0,0,0.723,3,4,21.953,17.786,0,9.167,8.564,7.427,19.119,1,0.015
7.689,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.681,4.267,4.267,3.283,3.283,5.283,3.283,3.681,3.681,4.754,2,0,52.807,27.062,2,6.2,3.201,89.185,0,3.719,3.719,9.12,9.12,3.233,3.233,43.975,20.575,7.72,0,0,0.723,3,4,21.953,17.786,0,9.167,8.564,7.427,19.119,1,0.015
5.0,0,0,0,4.756,4.756,4.756,7.756,0,0,7.473,7.473,3,13.324,13.324,13.324,0,0.0,21.208,0,0,0.0,0,0,0,6.253,36.022,0,0.0,7.21,4.431,4.431,3.508,3.508,5.508,3.508,5.21,5.21,4.754,4,0,36.022,17.061,4,6.601,3.201,105.563,0,4.062,4.062,10.347,10.347,3.279,3.279,38.744,22.006,7.72,0,0,0.587,5,4,23.53,18.965,0,9.167,13.681,7.43,20.467,0,0.018
5.574,0,0,0,4.262,4.262,4.262,7.262,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.051,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,52.807,25.836,2,6.955,3.201,89.185,0,3.801,3.801,11.781,11.781,3.312,3.312,40.79,20.626,7.72,0,0,0.73,3,4,22.017,17.823,0,9.167,8.564,7.427,19.182,0,0.019
7.444,0,0,0,4.262,4.262,4.262,7.262,1,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,4.491,70.818,0,6.293,5.68,4.268,4.268,3.283,3.283,5.283,3.283,3.68,3.68,3.422,2,0,70.818,22.005,2,6.2,2.324,84.481,0,3.719,3.719,9.12,9.12,3.236,3.236,30.918,20.556,5.54,0,0,0.734,3,4,21.935,17.764,0,6.576,6.145,7.428,19.098,0,0.014
7.77,0,0,0,4.262,4.262,4.262,7.262,1,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.051,0,0,0.0,0,0,0,4.491,70.818,0,6.293,5.77,4.365,4.365,3.387,3.387,5.387,3.387,3.77,3.77,3.422,2,0,70.818,27.81,2,6.956,2.324,84.481,0,3.801,3.801,11.781,11.781,3.31,3.31,30.918,20.667,5.54,0,0,0.733,3,4,22.045,17.882,0,6.576,6.145,7.428,19.219,0,0.016
5.288,0,0,0,4.262,4.262,4.262,7.262,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.051,0,0,0.0,0,0,0,9.968,52.807,0,6.293,6.259,4.365,4.365,3.387,3.387,5.387,3.387,4.259,4.259,7.771,2,0,97.687,21.441,2,6.957,5.561,89.185,0,3.801,3.801,11.784,11.784,3.312,3.312,85.67,20.634,12.169,0,0,0.607,3,4,22.024,17.837,0,14.374,13.273,7.999,19.194,0,0.023
7.149,0,0,0,4.262,4.262,4.262,7.262,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.051,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,52.807,20.642,2,6.956,3.201,89.185,0,3.801,3.801,11.781,11.781,3.312,3.312,57.033,20.667,7.72,0,0,0.762,3,4,22.045,17.882,0,9.167,8.566,7.427,19.219,0,0.016
5.715,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,5.757,52.807,0,6.293,5.68,4.268,4.268,3.283,3.283,5.283,3.283,3.68,3.68,4.414,2,0,52.807,27.74,2,6.2,3.032,89.185,0,3.719,3.719,9.12,9.12,3.236,3.236,30.918,20.556,7.078,0,0,0.67,3,4,21.935,17.764,0,8.386,7.784,7.427,19.098,0,0.014
7.432,0,0,0,4.262,4.262,4.262,7.262,0,0,6.956,6.956,3,11.781,11.781,11.781,0,0.0,19.337,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.681,4.267,4.267,3.283,3.283,5.283,3.283,3.681,3.681,4.754,2,0,52.807,23.277,2,6.2,3.201,89.185,0,3.719,3.719,9.12,9.12,3.233,3.233,43.975,20.556,7.72,0,0,0.724,3,4,21.935,17.764,0,9.167,8.564,7.427,19.098,0,0.014
6.979,0,0,0,4.262,4.262,4.262,7.262,0,0,7.306,7.306,3,12.495,12.495,12.495,0,0.0,20.051,0,0,0.0,0,0,0,6.253,52.807,0,6.293,5.794,4.365,4.365,3.387,3.387,5.387,3.387,3.794,3.794,4.754,2,0,67.767,31.501,2,6.956,3.201,89.185,0,3.801,3.801,11.781,11.781,3.312,3.312,53.096,20.701,7.72,0,0,0.65,3,4,22.077,17.921,0,9.167,8.564,7.431,19.258,0,0.017
6.676,0,0,0,4.734,4.734,4.734,7.734,0,0,7.426,7.426,3,13.058,13.058,13.058,0,0.0,20.902,0,0,0.0,0,0,0,6.253,36.022,0,0.0,7.211,4.393,4.393,3.48,3.48,5.48,3.48,5.211,5.211,4.754,4,0,36.022,25.431,4,6.482,3.201,105.563,0,4.014,4.014,10.027,10.027,3.214,3.214,38.744,21.935,7.72,0,0,0.579,5,4,23.455,18.903,0,9.167,13.681,7.43,20.4,0,0.02
6.184,0,0,0,4.333,4.333,4.333,7.333,0,0,7.119,7.119,3,12.338,12.338,12.338,0,11.0,20.338,0,0,0.0,0,0,0,6.254,21.135,0,0.0,5.808,4.366,4.366,3.379,3.379,5.379,3.379,3.808,3.808,4.765,2,0,51.055,24.278,2,6.436,3.238,70.699,0,3.902,3.902,9.848,9.848,3.333,3.333,53.17,20.812,7.716,0,0,0.637,3,4,22.222,17.974,0,9.161,8.559,8.191,19.347,0,0.018
5.151,0,0,0,4.303,4.303,4.303,7.303,0,0,7.007,7.007,3,11.962,11.962,11.962,0,11.0,19.559,0,0,0.0,0,0,0,6.248,36.022,0,0.0,5.696,4.302,4.302,3.309,3.309,5.309,3.309,3.696,3.696,4.75,2,0,65.942,22.292,2,6.332,3.201,70.699,0,3.889,3.889,9.554,9.554,3.285,3.285,53.17,20.729,7.714,0,0,0.648,3,4,22.128,17.905,0,9.16,8.558,8.191,19.267,0,0.018
5.228,0,0,0,4.741,4.741,4.741,7.741,0,0,7.467,7.467,3,13.255,13.255,13.255,0,0.0,21.255,0,0,0.0,0,0,0,6.259,21.135,0,0.0,7.213,4.438,4.438,3.517,3.517,5.517,3.517,5.213,5.213,4.768,4,0,21.135,27.55,4,6.653,3.238,105.563,0,4.052,4.052,10.492,10.492,3.27,3.27,38.744,21.963,7.722,0,0,0.565,5,4,23.484,18.93,0,9.168,13.681,7.43,20.428,0,0.021
5.301,0,0,0,4.734,4.734,4.734,7.734,0,0,7.426,7.426,3,13.058,13.058,13.058,0,11.0,20.902,0,0,0.0,0,0,0,6.248,36.022,0,0.0,7.211,4.393,4.393,3.48,3.48,5.48,3.48,5.211,5.211,4.75,4,0,36.022,4.252,4,6.482,3.201,116.563,0,4.014,4.014,10.027,10.027,3.214,3.214,28.557,21.881,7.714,0,0,0.646,5,4,23.412,18.826,0,9.16,13.681,7.43,20.339,0,0.021
6.453,0,0,0,4.741,4.741,4.741,7.741,0,0,7.467,7.467,3,13.255,13.255,13.255,0,0.0,21.255,0,0,0.0,0,0,0,6.259,21.135,0,0.0,7.213,4.438,4.438,3.517,3.517,5.517,3.517,5.213,5.213,4.768,4,0,21.135,15.366,4,6.653,3.238,105.563,0,4.052,4.052,10.492,10.492,3.27,3.27,31.742,21.923,7.722,0,0,0.572,5,4,23.449,18.877,0,9.168,13.681,7.43,20.381,0,0.02
6.721,0,0,1,4.861,4.861,4.861,7.861,0,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,6.091,87.848,0,7.803,5.637,4.252,4.252,3.308,3.308,5.308,3.308,3.637,3.637,4.654,1,0,87.848,15.508,1,6.185,3.168,98.462,0,3.976,3.976,9.228,9.228,3.124,3.124,24.149,22.224,7.5,0,2,0.734,1,1,23.782,19.117,1,8.894,8.273,5.27,20.654,0,0.018
6.602,0,0,1,4.861,4.861,4.861,7.861,0,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,6.091,87.848,0,7.803,5.637,4.252,4.252,3.308,3.308,5.308,3.308,3.637,3.637,4.654,1,0,87.848,22.263,1,6.185,3.168,98.462,0,3.976,3.976,9.227,9.227,3.124,3.124,27.334,22.233,7.5,0,2,0.727,1,1,23.787,19.133,1,8.894,8.273,5.27,20.662,0,0.014
6.745,0,0,1,4.861,4.861,4.861,7.861,0,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,6.091,87.848,0,7.803,5.645,4.252,4.252,3.309,3.309,5.309,3.309,3.645,3.645,4.654,1,0,87.848,26.735,1,6.513,3.168,98.462,0,4.432,4.432,10.233,10.233,3.125,3.125,32.48,22.45,7.5,0,2,0.719,1,1,23.992,19.374,1,8.894,8.273,5.271,20.893,0,0.014
5.0,1,0,0,4.366,4.366,4.366,7.366,1,0,7.107,7.107,3,12.223,12.223,12.223,0,0.0,20.223,0,0,0.0,0,0,0,5.093,70.887,0,7.05,5.999,4.34,4.34,3.393,3.393,5.393,3.393,3.999,3.999,3.9,2,0,24.933,17.923,2,6.34,2.673,74.108,0,3.688,3.688,9.394,9.394,3.21,3.21,8.14,20.757,6.266,0,0,0.689,3,2,22.199,17.871,1,7.427,6.91,7.411,19.289,0,0.019
5.0,0,0,1,4.879,4.879,4.879,7.879,0,0,6.923,6.923,0,11.68,11.68,11.68,0,0.0,19.289,0,0,0.0,0,0,0,0.0,102.735,0,7.803,5.339,4.263,4.263,3.319,3.319,5.319,3.319,3.339,3.339,0.0,0,1,102.735,8.194,0,6.316,0.0,82.099,0,4.029,4.029,9.582,9.582,3.136,3.136,47.724,22.288,0.0,0,1,0.87,0,0,23.849,19.177,1,0.0,0.283,5.083,20.717,0,0.015
7.187,0,0,1,4.857,4.857,4.857,7.857,0,0,6.865,6.865,0,11.486,11.486,11.486,0,0.0,19.02,0,0,0.0,0,0,0,0.0,102.735,0,7.803,5.311,4.241,4.241,3.296,3.296,5.296,3.296,3.311,3.311,0.0,0,1,102.735,1.3,0,6.18,0.0,68.612,0,3.974,3.974,9.211,9.211,3.116,3.116,20.963,22.202,0.0,0,2,0.906,0,0,23.764,19.086,1,0.0,0.0,5.085,20.632,0,0.018
7.046,0,0,1,4.861,4.861,4.861,7.861,1,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,4.464,105.859,0,7.803,5.576,4.252,4.252,3.308,3.308,5.308,3.308,3.576,3.576,3.407,1,0,105.859,23.04,1,6.185,2.324,93.757,0,3.976,3.976,9.228,9.228,3.124,3.124,30.406,22.242,5.504,0,2,0.764,1,1,23.794,19.147,1,6.531,6.091,5.271,20.674,0,0.014
7.244,0,0,1,4.861,4.861,4.861,7.861,1,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,4.464,105.859,0,7.803,5.576,4.252,4.252,3.308,3.308,5.308,3.308,3.576,3.576,3.407,1,0,105.859,14.196,1,6.185,2.324,93.757,0,3.976,3.976,9.227,9.227,3.123,3.123,27.221,22.233,5.504,0,2,0.784,1,1,23.79,19.13,1,6.531,6.091,5.27,20.665,0,0.015
6.854,0,0,1,4.861,4.861,4.861,7.861,0,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,6.248,87.848,0,7.803,5.63,4.252,4.252,3.308,3.308,5.308,3.308,3.63,3.63,4.75,1,0,87.848,22.395,1,6.185,3.201,98.462,0,3.976,3.976,9.227,9.227,3.124,3.124,40.392,22.232,7.714,0,2,0.77,1,1,23.786,19.132,1,9.16,8.557,5.271,20.661,0,0.013
-3.23,0,0,1,4.587,4.587,4.587,7.587,0,1,6.931,6.931,0,11.649,11.649,11.649,3,139.05,19.374,3,2,0.0,3,1,1,0.0,70.266,1,7.627,5.586,4.226,4.226,3.302,3.302,5.302,3.302,3.586,3.586,0.0,0,0,70.266,0.668,0,6.552,0.0,113.243,1,3.457,3.457,10.23,10.23,3.049,3.049,15.847,21.365,0.0,0,0,1.022,0,0,22.869,18.355,1,0.0,1.444,6.453,19.837,4,0.02
6.096,0,0,1,4.861,4.861,4.861,7.861,1,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,4.464,105.859,0,7.803,5.575,4.252,4.252,3.308,3.308,5.308,3.308,3.575,3.575,3.407,1,0,105.859,20.934,1,6.185,2.324,93.757,0,3.976,3.976,9.227,9.227,3.123,3.123,43.149,22.241,5.504,0,2,0.813,1,1,23.794,19.146,1,6.531,6.092,5.271,20.673,0,0.015
6.824,0,0,1,4.861,4.861,4.861,7.861,1,0,6.884,6.884,0,11.582,11.582,11.582,0,0.0,19.145,0,0,0.0,0,0,0,4.464,105.859,0,7.803,5.576,4.252,4.252,3.308,3.308,5.308,3.308,3.576,3.576,3.407,1,0,105.859,10.524,1,6.184,2.324,93.757,0,3.976,3.976,9.222,9.222,3.123,3.123,27.221,22.233,5.504,0,2,0.797,1,1,23.789,19.13,1,6.531,6.091,5.27,20.665,0,0.016
7.523,0,0,1,4.841,4.841,4.841,7.841,1,0,6.876,6.876,0,11.547,11.547,11.547,0,0.0,19.093,0,0,0.0,0,0,0,4.464,87.42,0,7.322,5.576,4.24,4.24,3.294,3.294,5.294,3.294,3.576,3.576,3.407,1,0,87.42,22.224,1,6.162,2.324,77.094,0,3.93,3.93,9.121,9.121,3.119,3.119,29.373,22.172,5.504,0,1,0.779,1,1,23.723,19.078,0,6.531,6.091,5.249,20.606,0,0.018
7.155,0,1,1,4.842,4.842,4.842,7.842,1,0,6.872,6.872,0,11.528,11.528,11.528,0,0.0,19.075,0,0,0.0,0,1,0,4.464,120.746,0,7.719,5.576,4.234,4.234,3.292,3.292,5.292,3.292,3.576,3.576,3.407,1,0,120.746,5.838,1,6.156,2.324,107.244,0,3.911,3.911,9.093,9.093,3.105,3.105,49.439,22.169,5.504,0,1,0.851,1,1,23.723,19.072,0,6.531,6.091,5.284,20.603,0,0.015
7.237,0,0,1,4.861,4.861,4.861,7.861,1,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,4.464,105.859,0,7.803,5.575,4.252,4.252,3.308,3.308,5.308,3.308,3.575,3.575,3.407,1,0,105.859,13.542,1,6.185,2.324,93.757,0,3.977,3.977,9.228,9.228,3.124,3.124,43.149,22.234,5.504,0,2,0.83,2,2,23.79,19.132,1,6.531,6.092,5.271,20.666,0,0.019
