pXC50,JGI3,nBM,P_VSA_MR_7,SpMAD_AEA.dm.,Uc,ARR,C.016,C.017,C.020,Eig02_EA.dm.,Eig03_EA.dm.,Eig04_EA.dm.,GATS4e,GATS4m,N.075,NaaN,NaasC,nAB,nCar,nCconj,nDB,NdsCH,NdssC,nRCOOR,nR.Ct,SaaN,SdsCH,SpDiam_AEA.bo.,ATSC4s,Eig03_AEA.dm.,PCR,SpMax2_Bh.s.,SpMax3_Bh.s.,X5A,SpMAD_EA.bo.,ATSC4e,Eta_B,GATS1e,P_VSA_MR_2,MATS2e,ATSC2e,CATS2D_04_AA,Eig01_AEA.bo.,Eta_beta_A,Eta_betaP_A,GATS4s,MATS4e,nR.Cs,P_VSA_LogP_2,SM02_EA.dm.,SM04_EA.dm.,SM06_EA.dm.,SpAD_EA.dm.,SpDiam_EA.dm.,SpMax_AEA.bo.,SaasC,TWC,ATSC6e,ATSC6s,ATSC8s,Eig04_AEA.ri.,Eig04_EA,Eig04_EA.ri.,Eig06_EA,GATS1s,GGI3,MATS4m,MPC06,MWC10,NdO,O.058,SdO,SM03_EA.ri.,SM05_EA.ri.,SM06_EA.ri.,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,SM10_EA.ri.,SM12_AEA.bo.,SM14_AEA.bo.,Eig01_EA.ri.,SpMax_EA.ri.,MATS2i,SM11_EA.ri.,ATSC7s,SM03_EA.dm.,SM05_EA.dm.,DLS_cons,PCD,C.002,D.Dtr05,nCs,SsOH,ATSC3s,ATSC5s,SpDiam_AEA.ri.,SpMAD_EA.dm.,P_VSA_m_3,P_VSA_v_2,SAacc,ATS5s,DELS,GATS6s,GGI1,MATS6e,SM03_EA,SM03_EA.ed.,SM04_EA.ed.,SM05_EA,SM05_EA.ed.,SM06_EA.ed.,SM07_AEA.ed.,SM07_EA,SM07_EA.ed.,SM08_AEA.ed.,SM08_EA,SM08_EA.ed.,SM09_AEA.ed.,SM09_EA,SM09_EA.ed.,SM10_AEA.ed.,SM10_EA,SM10_EA.ed.,SM11_AEA.ed.,SM11_EA,SM11_EA.ed.,SM12_AEA.ed.,SM12_EA,SM13_AEA.ed.,SM13_EA,SM14_AEA.ed.,SM14_EA,SM15_AEA.ed.,SM15_EA,X3A,C.024,NaaCH,SaaCH,Eig04_AEA.dm.,CATS2D_04_AL,ATSC5e,ATSC7e,CATS2D_06_AA,CATS2D_06_AL,Eig01_AEA.ed.,Eig01_EA,Eig01_EA.dm.,Eig01_EA.ed.,Eig05_AEA.dm.,Eig05_AEA.ed.,Eig05_EA,Eig05_EA.ed.,MATS1s,P_VSA_LogP_6,SM04_EA.ri.,SM07_EA.dm.,SM08_EA.dm.,SM09_AEA.bo.,SM09_EA.dm.,SM10_AEA.dm.,SM10_EA.dm.,SM11_EA.dm.,SM12_EA.dm.,SM12_EA.ed.,SM13_AEA.bo.,SM13_EA.dm.,SM13_EA.ed.,SM14_AEA.dm.,SM14_EA.dm.,SM14_EA.ed.,SM15_EA.dm.,SM15_EA.ed.,SpDiam_EA,SpDiam_EA.ed.,SpMax_AEA.ed.,SpMax_EA,SpMax_EA.dm.,SpMax_EA.ed.,TIE,Eig05_AEA.ri.,Eig05_EA.ri.,Eig06_AEA.ed.,Eig06_AEA.ri.,Eig06_EA.ed.,Eig06_EA.ri.,Ram,SM15_AEA.dm.,Eig01_AEA.ri.,Eta_C_A,GATS2i,nCsp3,nR05,P_VSA_i_4,SpMax_AEA.ri.,ATS4s,Eig06_AEA.dm.,GGI5,Eig06_AEA.bo.,Eig06_EA.bo.,Eig05_AEA.bo.,MWC09,SpMax7_Bh.s.,ATS6s,CATS2D_06_DA,GGI4,SPI,ATS6m,Eig05_EA.bo.,SM15_AEA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SM15_EA.ri.,SpDiam_EA.ri.,Eig01_AEA.dm.,Eig02_AEA.dm.,SpMax_AEA.dm.,GATS6e,SpDiam_AEA.dm.,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5v,ATS6e,ATS6i,ATS6p,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3v,ATSC4i,ATSC4m,ATSC4p,ATSC4v,ATSC5i,ATSC5m,ATSC5p,ATSC5v,ATSC6i,ATSC6m,ATSC6p
8.699,0.07,5,9.476,1.627,2.585,0.0,1,2,1,1.656,0.988,0.522,0.393,0.677,0,0,0,0,0,6,5,1,6,1,2,0.0,1.336,5.535,83.257,3.34,1.15,7.432,7.412,0.07,1.756,0.643,0.541,0.698,86.435,0.363,0.413,3,4.545,1.066,0.395,0.516,0.457,1,48.694,2.64,3.429,4.372,9.774,3.428,4.545,0.0,12.221,0.617,107.159,47.75,3.172,2.203,2.117,1.736,0.502,1.972,0.274,4.205,11.695,3,3,34.404,3.858,6.141,7.504,8.327,9.528,10.51,11.652,2.203,1.736,3.118,3.118,-0.007,12.709,63.24,1.195,2.324,1.0,0.969,5,0.0,5,0.0,62.14,73.255,5.263,0.465,86.435,122.456,122.456,5.507,29.553,0.855,4.5,0.143,3.892,7.277,10.337,6.217,12.113,14.755,13.973,8.447,16.902,15.779,9.685,19.397,17.604,10.678,21.703,19.445,11.851,24.143,21.299,12.926,26.513,23.164,14.078,25.039,15.193,26.921,16.341,28.81,17.476,0.173,0,0,0.0,2.784,6,0.525,0.406,2,5,6.78,3.189,1.721,11.129,2.658,4.881,1.859,5.411,-0.002,4.276,5.65,3.444,5.378,3.189,4.539,11.129,6.413,5.615,7.461,28.934,1.859,6.679,31.328,5.411,8.515,33.742,7.737,36.146,5.189,18.129,6.78,3.189,1.721,11.129,37.292,2.835,1.801,4.634,2.744,4.708,1.717,7,4.708,4.167,0.803,1.116,6,0,36.022,4.167,5.765,2.434,0.663,3.136,2.185,3.285,10.792,3.876,5.66,1,1.214,8.805,3.253,2.375,2.375,13.834,14.927,16.049,17.16,5.104,3.82,3.567,3.82,0.882,5.742,1.668,7.737,1.851,3.427,65.666,7.948,3.631,3.733,3.24,3.127,4.77,3.143,4.169,4.319,3.569,3.483,5.43,3.454,4.41,4.614,3.591,3.564,5.532,3.535,4.367,4.561,3.621,3.495,3.46,4.336,4.543,3.331,3.386,3.34,4.204,4.424,3.209,3.165,3.969,4.16,2.925,3.042,5.112,2.99,3.84,4.044,2.899,2.79,5.022,2.782,0.105,0.486,6.117,2.999,13.564,3.599,0.742,12.356,5.288,38.142,6.852,0.447,0.847,18.406,6.297,8.376,0.801,17.395,6.064,8.416,0.744,17.672,5.358,7.026,0.625,16.169,4.698
8.097,0.072,5,9.476,1.642,2.585,0.0,1,2,1,1.656,0.988,0.522,0.332,0.597,0,0,0,0,0,6,5,1,6,1,2,0.0,1.338,5.535,94.539,3.391,1.147,7.432,7.412,0.069,1.755,0.717,0.705,0.691,86.435,0.369,0.416,3,4.545,1.038,0.375,0.438,0.449,1,48.694,2.64,3.429,4.372,9.774,3.428,4.545,0.0,12.371,0.621,109.49,37.684,3.173,2.204,2.118,1.738,0.513,2.097,0.387,4.234,11.852,3,3,34.572,4.18,6.653,8.004,9.028,10.266,11.399,12.606,2.204,1.738,3.391,3.391,0.087,13.78,59.978,1.195,2.324,1.0,0.959,5,0.0,5,0.0,54.258,71.521,5.487,0.444,86.435,122.456,122.456,5.562,30.419,0.804,6.0,0.17,4.205,7.87,10.828,6.698,12.929,15.532,14.465,9.09,17.881,16.348,10.344,20.388,18.246,11.471,22.817,20.155,12.687,25.298,22.072,13.859,27.755,23.995,15.064,25.922,16.255,27.854,17.458,29.788,18.656,0.175,0,0,0.0,3.339,6,0.503,0.371,2,5,7.071,3.391,1.721,12.092,2.778,4.881,1.86,5.412,-0.013,4.276,5.914,3.444,5.378,3.391,4.539,12.092,6.413,5.615,7.461,30.229,1.86,6.679,32.696,5.412,8.515,35.169,7.737,37.642,5.391,19.093,7.071,3.391,1.721,12.092,41.681,2.838,1.805,4.635,2.745,4.711,1.717,8,4.711,4.391,0.885,1.033,7,0,36.022,4.391,5.842,2.442,0.774,3.137,2.186,3.287,10.94,3.877,5.708,1,1.294,10.7,3.332,2.378,2.378,14.98,16.17,17.371,18.57,5.378,3.82,3.567,3.82,0.824,5.743,1.634,7.85,2.057,4.233,70.141,7.676,3.705,3.812,3.285,3.202,4.826,3.207,4.253,4.413,3.651,3.584,5.476,3.55,4.512,4.701,3.648,3.708,5.61,3.653,4.582,4.827,3.659,3.632,3.555,4.439,4.66,3.379,3.486,3.42,4.321,4.558,3.333,3.272,4.075,4.255,3.09,3.232,5.199,3.172,4.061,4.263,3.208,3.08,5.257,3.064,0.089,0.524,7.095,3.338,11.4,4.155,0.812,14.219,5.891,40.274,7.789,0.375,0.968,19.678,7.275,9.677,0.949,23.538,7.629,11.233,0.822,20.014,6.082,8.315,0.701,18.522,5.404
6.845,0.054,6,16.663,1.477,2.807,0.455,0,0,0,0.0,0.0,0.0,1.099,1.024,1,1,2,5,3,1,1,0,1,0,0,3.821,0.0,4.939,43.273,1.813,1.231,6.351,4.954,0.09,1.876,0.322,0.264,0.797,67.828,0.226,0.186,1,4.229,1.091,0.5,1.106,-0.02,0,5.069,1.635,2.253,2.922,2.873,2.873,4.229,0.971,11.054,0.179,28.5,27.26,1.854,0.875,0.849,-0.46,0.743,0.597,-0.03,2.708,10.481,1,1,10.347,2.866,5.12,6.503,7.211,8.383,9.253,10.336,0.875,-0.46,2.778,2.778,-0.356,11.284,23.071,0.0,0.0,0.85,1.087,2,30.376,2,8.495,27.322,16.184,4.774,0.261,67.828,101.154,84.491,4.279,13.373,1.569,2.5,-0.324,2.944,6.163,9.14,5.252,10.707,13.167,12.895,7.393,15.048,14.634,8.584,17.323,16.383,9.486,19.345,18.14,10.591,21.544,19.901,11.568,23.632,21.667,12.636,23.437,13.649,25.209,14.703,26.984,15.733,0.201,1,1,1.561,1.015,1,0.13,0.142,0,1,5.998,2.85,1.437,8.556,0.704,3.0,0.655,1.501,-0.093,2.757,4.765,0.0,3.619,2.85,0.0,8.556,4.33,0.0,5.047,25.8,0.655,0.0,27.919,1.501,5.769,30.074,0.0,32.207,4.753,14.41,5.998,2.85,1.437,8.556,16.213,1.646,0.647,1.836,0.53,-0.749,-0.454,3,-0.749,3.828,0.618,1.504,3,1,33.326,3.828,4.985,0.415,0.191,0.673,-0.502,2.051,9.65,2.855,4.306,0,0.535,6.072,1.797,0.955,0.955,12.329,13.314,14.343,15.346,4.659,3.582,2.742,3.582,1.518,5.416,1.684,5.455,1.576,2.482,40.201,7.342,3.144,3.271,2.656,2.565,4.37,2.566,3.612,3.798,2.936,2.864,4.946,2.832,3.757,4.004,2.779,2.812,4.933,2.736,3.687,3.931,2.635,2.619,2.568,3.336,3.608,2.117,2.364,2.245,3.176,3.424,2.042,1.942,2.825,3.063,1.501,1.579,4.167,1.522,2.417,2.631,0.571,0.996,3.784,0.929,0.085,0.295,4.518,1.774,10.038,2.379,0.418,7.886,2.541,34.143,3.928,0.256,0.397,10.017,2.686,4.361,0.326,9.78,2.145,3.521,0.247,6.552,1.673,2.82,0.163,5.934,1.345
6.166,0.052,6,16.663,1.542,2.807,0.455,0,0,0,0.0,0.0,0.0,1.063,1.065,1,1,2,5,3,1,1,0,1,0,0,3.831,0.0,4.903,47.774,1.973,1.231,6.351,4.956,0.083,1.941,0.368,0.391,0.797,67.828,0.233,0.19,1,4.268,1.091,0.5,1.024,-0.049,0,0.0,1.635,2.253,2.922,2.873,2.873,4.268,0.927,11.187,0.116,17.12,5.352,1.764,0.797,0.761,-1.0,0.769,0.625,-0.072,2.833,10.622,1,1,10.366,3.16,5.418,6.718,7.521,8.66,9.587,10.662,0.797,-1.0,2.849,2.849,-0.247,11.646,52.627,0.0,0.0,0.85,1.087,0,30.167,0,8.509,22.836,19.975,4.84,0.261,67.828,101.154,84.491,4.239,13.411,1.449,3.0,-0.095,3.219,6.438,9.393,5.525,11.031,13.505,13.195,7.676,15.431,14.962,8.838,17.728,16.737,9.79,19.785,18.516,10.889,22.011,20.3,11.899,24.13,22.086,12.973,23.875,14.01,25.665,15.076,27.456,16.127,0.2,1,1,1.549,1.028,0,0.156,0.294,0,2,6.118,2.918,1.437,8.895,0.662,3.25,0.645,1.579,-0.121,2.757,4.905,0.0,3.619,2.918,0.0,8.895,4.33,0.0,5.047,26.327,0.645,0.0,28.477,1.579,5.769,30.663,0.0,32.829,4.815,14.895,6.118,2.918,1.437,8.895,17.052,1.637,0.639,1.839,0.016,-2.0,-0.947,4,-2.0,3.896,0.654,1.4,3,1,33.326,3.896,5.085,0.409,0.222,0.491,-1.0,2.095,9.781,3.124,4.423,0,0.66,6.797,1.972,0.94,0.94,12.697,13.709,14.751,15.777,4.723,3.584,2.977,3.584,1.351,5.418,1.684,4.818,1.582,2.502,40.174,7.342,3.144,3.271,2.656,2.565,4.384,2.566,3.612,3.798,2.979,2.886,4.954,2.864,3.764,3.98,2.861,2.889,4.999,2.819,3.827,4.09,2.663,2.715,2.642,3.424,3.726,1.982,2.369,2.207,3.031,3.257,1.902,1.871,2.932,3.109,0.924,1.382,4.431,1.35,1.844,2.277,0.042,0.626,1.946,0.348,0.085,0.295,4.518,1.774,9.21,2.379,0.425,7.905,2.562,35.759,3.932,0.23,0.43,9.647,2.825,4.46,0.369,11.419,2.353,4.041,0.246,7.462,1.84,3.147,0.13,4.983,1.297
5.903,0.046,12,16.663,1.498,3.7,0.688,0,0,0,0.68,0.0,0.0,0.683,0.899,1,1,3,11,9,1,1,0,1,0,0,3.687,0.0,5.005,34.889,2.413,1.37,6.351,4.96,0.086,2.018,0.279,0.332,0.77,67.828,0.192,0.16,0,4.244,1.367,0.767,0.75,0.151,0,2.535,1.801,2.297,2.933,4.233,2.873,4.244,1.984,11.522,0.202,30.832,21.914,2.444,1.446,1.441,1.0,0.735,0.785,0.124,3.401,10.956,1,1,10.584,3.16,5.427,6.912,7.526,8.768,9.572,10.697,1.446,1.0,2.805,2.805,-0.24,11.601,10.444,0.0,0.0,0.8,2.095,1,40.962,1,8.682,25.886,22.986,4.852,0.265,67.828,101.154,84.491,4.759,14.316,1.245,3.0,-0.244,3.219,6.457,9.481,5.525,10.976,13.464,13.192,7.663,15.298,14.915,8.911,17.583,16.649,9.75,19.575,18.391,10.886,21.776,20.14,11.823,23.845,21.895,12.907,23.653,13.895,25.415,14.956,27.18,15.97,0.197,6,6,11.366,1.751,1,0.153,0.097,0,3,6.007,2.872,1.437,8.623,1.421,3.528,1.08,2.586,-0.108,2.757,5.189,0.0,3.621,2.872,0.0,8.623,4.33,0.0,5.048,26.012,1.08,0.0,28.12,2.586,5.769,30.273,0.0,32.4,4.872,14.537,6.007,2.872,1.437,8.623,19.888,2.059,1.042,3.253,2.0,2.136,1.0,4,2.136,3.852,0.53,1.304,1,1,33.326,3.852,5.09,1.0,0.167,2.5,1.5,2.574,10.115,3.409,4.783,0,0.561,6.325,2.632,1.526,1.526,12.67,13.627,14.669,15.655,4.805,3.583,2.968,3.583,1.298,5.583,1.633,7.133,2.152,4.629,55.695,8.089,3.339,3.445,2.957,2.891,4.605,2.891,3.768,3.9,3.26,3.223,5.141,3.199,3.951,4.142,3.128,3.227,5.178,3.152,3.959,4.203,2.969,3.069,2.979,3.675,3.898,2.777,2.88,2.81,3.614,3.843,2.725,2.665,3.281,3.503,2.443,2.404,4.583,2.374,2.99,3.144,2.117,1.938,4.568,1.983,0.081,0.362,4.386,2.166,9.491,2.491,0.543,7.21,3.365,29.342,4.212,0.224,0.606,10.187,4.036,5.318,0.566,12.129,4.097,5.726,0.447,8.488,2.976,4.002,0.399,8.517,2.622
4.196,0.039,12,55.812,1.543,3.7,0.688,0,0,0,0.0,0.0,0.0,0.905,0.966,1,1,4,11,9,1,1,0,1,0,0,3.654,0.0,5.008,33.794,2.684,1.379,6.351,5.019,0.078,2.073,0.334,0.421,0.764,67.828,0.124,0.222,0,4.355,1.383,0.767,0.922,-0.012,0,0.0,1.635,2.253,2.922,2.873,2.873,4.355,2.029,11.714,0.209,19.395,32.636,2.497,1.54,1.422,0.836,0.757,0.75,-0.05,3.638,11.165,1,1,10.604,3.257,5.563,7.008,7.718,8.945,9.829,10.958,1.54,0.836,2.908,2.908,-0.232,11.929,32.824,0.0,0.0,0.77,2.166,0,39.053,0,8.691,33.128,34.358,4.957,0.18,67.828,101.154,84.491,4.821,17.585,0.987,3.5,-0.109,3.434,6.749,9.782,5.771,11.408,13.943,13.496,7.953,15.896,15.261,9.174,18.247,17.036,10.094,20.348,18.82,11.229,22.626,20.611,12.228,24.796,22.407,13.327,24.207,14.366,26.01,15.452,27.816,16.511,0.189,5,5,8.568,1.991,2,0.292,0.21,0,4,6.246,2.979,1.437,9.419,1.373,3.583,1.191,2.633,-0.151,2.757,5.218,0.0,3.619,2.979,0.0,9.419,4.33,0.0,5.047,27.046,1.191,0.0,29.25,2.633,5.769,31.49,0.0,33.71,4.979,15.807,6.246,2.979,1.437,9.419,21.229,2.173,1.145,3.45,1.806,2.163,0.801,5,2.163,3.957,0.548,1.28,0,1,33.326,3.957,5.108,1.018,0.372,2.354,1.229,2.675,10.301,3.386,4.762,0,0.802,7.646,2.901,1.741,1.741,13.015,14.029,15.097,16.133,4.908,3.582,3.023,3.582,1.152,5.582,1.874,6.4,2.781,7.735,55.95,10.12,3.244,3.328,3.042,2.839,4.587,2.852,3.645,3.737,3.416,3.184,5.149,3.179,3.819,3.963,3.35,3.196,5.206,3.146,3.753,3.922,3.228,3.021,2.98,3.604,3.809,3.007,2.825,2.764,3.297,3.45,2.563,2.531,3.006,3.141,2.414,2.054,4.577,2.091,2.647,2.751,2.487,1.571,4.613,1.667,0.127,0.312,2.154,1.687,13.351,1.559,0.456,3.314,2.639,32.739,2.668,0.313,0.498,8.685,3.528,3.782,0.461,8.42,3.226,3.438,0.386,9.297,2.887,3.188,0.25,7.701,2.19
4.0,0.056,6,16.663,1.573,2.807,0.417,0,0,0,1.307,0.447,0.0,1.035,1.118,1,1,3,5,3,1,1,0,1,0,0,3.787,0.0,5.325,44.061,2.052,1.217,6.351,4.994,0.077,1.932,0.406,0.298,0.903,67.828,-0.125,0.389,1,4.483,1.182,0.5,1.144,-0.063,0,9.185,2.191,2.737,3.353,6.383,2.873,4.483,1.539,11.664,0.187,26.221,0.0,2.231,1.28,1.192,0.148,0.757,0.722,-0.077,3.296,11.134,1,1,10.495,3.16,5.583,6.95,7.846,9.044,10.073,11.213,1.28,0.148,3.052,3.052,-0.155,12.293,2.956,0.0,0.0,0.74,1.131,0,37.963,0,8.611,29.216,50.747,5.19,0.532,78.828,112.154,95.491,4.7,16.786,2.537,2.0,-0.766,3.219,6.79,9.894,5.707,11.764,14.375,13.575,8.028,16.553,15.413,9.267,19.008,17.264,10.31,21.301,19.125,11.484,23.702,20.993,12.585,26.04,22.867,13.736,24.744,14.861,26.626,16.005,28.509,17.139,0.174,0,0,0.0,1.872,0,0.435,0.026,0,0,6.663,3.133,1.437,10.67,1.211,3.348,0.816,1.93,-0.125,2.757,5.03,0.0,3.996,3.133,0.0,10.67,4.655,0.0,5.325,28.421,0.816,0.0,30.776,1.93,6.005,33.149,0.0,35.512,5.133,17.612,6.663,3.133,1.437,10.67,13.673,1.711,0.722,2.812,1.101,0.365,0.139,4,0.365,4.109,0.538,1.236,2,2,33.326,4.109,4.977,0.647,0.16,1.365,0.174,2.052,10.245,2.755,3.526,0,0.445,4.682,0.506,0.982,0.982,13.416,14.517,15.633,16.742,4.925,3.646,3.181,3.646,2.199,5.495,1.865,4.182,0.156,0.024,36.131,9.067,3.049,3.133,2.745,2.433,4.352,2.517,3.542,3.653,3.099,2.79,4.995,2.867,3.522,3.662,2.934,2.687,4.882,2.713,3.513,3.71,2.698,2.34,2.406,3.123,3.308,2.109,1.736,1.791,2.299,2.52,0.93,0.852,1.02,1.365,0.014,0.255,1.099,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.255,2.558,1.35,17.469,1.32,0.382,5.576,2.005,42.563,2.21,0.307,0.354,4.961,1.985,2.531,0.249,7.138,1.524,2.11,0.113,6.069,1.163,1.518,0.038,3.001,0.472
5.451,0.059,6,16.663,1.55,2.807,0.385,0,0,0,0.0,0.0,0.0,1.006,1.106,1,1,3,5,3,1,1,0,1,0,0,3.972,0.0,5.419,41.604,1.964,1.209,6.351,4.938,0.079,1.898,0.332,0.298,0.763,67.828,0.2,0.183,1,4.475,1.083,0.458,0.909,-0.025,0,10.138,1.635,2.253,2.922,2.873,2.873,4.475,2.136,11.672,0.239,41.255,1.518,2.414,1.414,1.403,0.447,0.678,0.944,-0.134,3.401,11.137,1,1,10.663,3.16,5.574,7.025,7.854,9.101,10.097,11.264,1.414,0.447,3.063,3.063,-0.223,12.33,19.49,0.0,0.0,0.85,1.13,4,20.061,4,8.758,30.434,37.27,5.104,0.221,67.828,101.154,84.491,4.724,14.919,2.913,2.0,-0.599,3.219,6.79,9.899,5.673,11.753,14.371,13.576,7.991,16.541,15.412,9.251,18.999,17.261,10.271,21.289,19.12,11.453,23.69,20.986,12.541,26.026,22.859,13.694,24.736,14.811,26.616,15.954,28.499,17.083,0.177,0,0,0.0,1.673,2,0.258,0.119,0,1,6.658,3.122,1.437,10.656,1.179,3.509,1.0,2.375,-0.043,2.757,5.127,0.0,3.619,3.122,0.0,10.656,4.33,0.0,5.047,28.405,1.0,0.0,30.759,2.375,5.769,33.131,0.0,35.492,5.122,17.589,6.658,3.122,1.437,10.656,16.474,1.977,0.97,3.0,1.434,1.045,0.437,4,1.045,4.104,0.693,1.37,4,1,33.326,4.104,5.156,0.672,0.118,1.681,0.533,2.32,10.255,2.944,4.441,0,0.547,5.05,1.597,1.278,1.278,13.466,14.563,15.687,16.797,5.063,3.634,3.066,3.634,2.544,5.488,1.677,4.667,1.69,2.856,43.44,7.555,3.227,3.344,2.788,2.708,4.381,2.709,3.76,3.927,3.139,3.115,5.005,3.078,3.995,4.229,3.084,3.151,5.04,3.069,3.938,4.174,2.919,2.911,2.858,3.621,3.888,2.237,2.424,2.329,3.124,3.356,1.738,1.687,2.35,2.631,0.445,0.976,3.481,0.83,1.02,1.365,0.014,0.255,1.099,0.13,0.084,0.332,4.604,1.997,10.385,2.542,0.526,8.571,3.317,34.044,4.714,0.258,0.572,12.218,3.954,6.013,0.481,12.025,2.886,4.599,0.285,9.458,2.107,3.264,0.123,6.177,1.257
4.421,0.033,12,16.663,1.537,3.7,0.688,0,0,0,0.0,0.0,0.0,0.945,1.055,1,1,4,11,9,1,1,0,1,0,0,3.932,0.0,4.998,42.092,2.499,1.378,6.351,4.99,0.078,2.067,0.307,0.421,0.77,67.828,0.208,0.168,1,4.347,1.367,0.767,1.006,0.035,0,0.0,1.635,2.253,2.922,2.873,2.873,4.347,2.815,11.7,0.081,8.391,27.019,2.56,1.571,1.541,0.918,0.752,0.625,-0.055,3.664,11.149,1,1,10.628,3.386,5.688,7.1,7.824,9.031,9.917,11.035,1.571,0.918,2.913,2.913,-0.121,12.003,24.206,0.0,0.0,0.8,2.156,0,40.137,0,8.718,17.968,19.886,4.952,0.18,67.828,101.154,84.491,4.66,14.556,0.795,3.5,-0.031,3.434,6.749,9.76,5.771,11.39,13.906,13.489,7.943,15.859,15.251,9.161,18.197,17.024,10.073,20.295,18.805,11.205,22.564,20.593,12.198,24.73,22.386,13.294,24.184,14.328,25.984,15.41,27.788,16.465,0.192,5,5,9.274,1.979,2,0.151,0.168,0,3,6.233,2.97,1.437,9.363,1.212,3.573,1.0,2.325,-0.13,2.757,5.303,0.0,3.619,2.97,0.0,9.363,4.33,0.0,5.047,26.972,1.0,0.0,29.171,2.325,5.769,31.404,0.0,33.619,4.97,15.678,6.233,2.97,1.437,9.363,20.247,2.0,1.0,3.414,1.889,2.275,0.88,5,2.275,3.952,0.547,1.182,1,1,33.326,3.952,5.246,1.0,0.452,2.422,1.321,2.5,10.289,3.413,4.65,0,0.722,7.744,2.625,1.5,1.5,13.083,14.093,15.158,16.191,4.913,3.582,2.885,3.582,0.928,5.582,1.633,7.0,2.603,6.775,56.187,8.089,3.339,3.445,2.957,2.891,4.612,2.891,3.767,3.905,3.289,3.229,5.146,3.213,3.916,4.081,3.21,3.26,5.185,3.202,3.979,4.197,3.041,3.105,3.034,3.702,3.972,2.691,2.85,2.753,3.358,3.545,2.589,2.561,3.332,3.509,2.399,2.358,4.772,2.349,3.136,3.383,1.783,1.991,4.324,1.903,0.081,0.362,4.386,2.166,8.633,2.491,0.541,7.434,3.359,31.123,4.241,0.195,0.599,9.178,3.947,5.068,0.583,11.869,3.989,5.294,0.455,9.484,3.109,4.535,0.316,5.696,2.176
5.442,0.045,12,55.812,1.526,3.7,0.647,0,0,0,0.68,0.0,0.0,0.767,0.948,1,1,4,11,9,1,1,0,1,0,0,3.679,0.0,5.012,42.933,2.835,1.362,6.351,4.979,0.085,2.013,0.374,0.438,0.742,67.828,0.144,0.211,0,4.247,1.328,0.719,0.806,0.07,0,2.535,1.801,2.297,2.933,4.233,2.873,4.247,2.522,11.634,0.29,38.119,28.007,2.849,1.912,1.702,1.0,0.731,0.847,-0.009,3.526,11.07,1,1,10.611,3.257,5.491,6.951,7.572,8.802,9.609,10.728,1.912,1.0,2.807,2.807,-0.231,11.633,14.223,0.0,0.0,0.77,2.1,1,45.139,1,8.701,30.794,28.515,4.854,0.249,67.828,101.154,84.491,4.788,17.657,1.321,4.0,-0.333,3.434,6.613,9.597,5.707,11.072,13.551,13.32,7.816,15.362,15.034,9.033,17.645,16.759,9.882,19.621,18.492,11.002,21.821,20.231,11.941,23.88,21.977,13.015,23.727,14.002,25.482,15.056,27.241,16.069,0.197,5,5,8.904,2.33,1,0.215,0.164,0,3,6.008,2.875,1.437,8.624,1.662,3.67,1.11,2.671,-0.116,2.757,5.231,0.0,3.621,2.875,0.0,8.624,4.33,0.0,5.048,26.045,1.11,0.0,28.147,2.671,5.769,30.299,0.0,32.423,4.875,14.541,6.008,2.875,1.437,8.624,23.712,2.085,1.062,3.414,2.0,2.275,1.0,5,2.275,3.854,0.596,1.293,1,1,33.326,3.854,5.155,1.0,0.223,2.5,1.5,2.596,10.226,3.574,4.863,0,0.752,8.236,2.848,1.551,1.551,12.699,13.656,14.696,15.683,4.807,3.583,3.028,3.583,1.374,5.583,1.821,7.813,2.816,7.929,60.5,9.467,3.351,3.443,3.096,2.937,4.639,2.936,3.783,3.897,3.459,3.289,5.2,3.264,3.975,4.138,3.369,3.316,5.272,3.237,3.977,4.201,3.128,3.137,3.041,3.684,3.897,2.941,2.927,2.859,3.639,3.839,2.819,2.75,3.307,3.499,2.875,2.523,4.697,2.501,3.054,3.132,2.708,2.196,4.758,2.215,0.112,0.351,3.178,2.047,12.091,2.142,0.525,5.609,3.323,32.278,3.788,0.311,0.584,11.014,4.266,4.956,0.556,14.404,4.537,5.701,0.443,8.252,3.167,3.877,0.387,10.618,3.007
