pXC50,CATS2D_09_LL,IC3,Eig04_EA.bo.,SM14_AEA.ri.,P_VSA_e_2,X1A,P_VSA_p_3,P_VSA_v_3,LOC,SpMin2_Bh.p.,nBnz,SpMin2_Bh.e.,Eig04_AEA.bo.,SpMax1_Bh.m.,D.Dtr06,SpMaxA_AEA.dm.,SpMax7_Bh.s.,GGI10,Eig06_AEA.bo.,SpMax2_Bh.p.,C.024,SpMin6_Bh.i.,ATSC5m,Eig08_EA.ed.,SM03_AEA.ri.,SpDiam_EA.bo.,ATSC6p,SpMin5_Bh.v.,ATSC5p,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,GGI9,NaaCH,ZM1V,SpMin6_Bh.e.,CATS2D_06_AP,RBN,NRS,SpMin5_Bh.p.,SpMax2_Bh.m.,ATSC5i,SpMin2_Bh.v.,ZM1MulPer,D.Dtr09,IC2,ATSC6v,ATS8m,ZM1Kup,ATSC4i,ATSC3i,ATSC7p,SpMax3_Bh.m.,ATSC6i,D.Dtr05,SpMin2_Bh.i.,SpMAD_AEA.ri.,ATS3p,X3v,RBF,Eig04_EA,SM12_AEA.bo.,C.034,nH,MSD,ATS4p,SaaaC,RDCHI,SpMax4_Bh.p.,SpMax6_Bh.s.,IC5,Eig12_EA.bo.,IDE,GGI8,Eig12_EA,SM06_AEA.dm.,SpMax4_Bh.v.,P_VSA_m_2,CATS2D_04_AP,SpMax2_Bh.v.,GMTI,ATSC4p,IC4,HVcpx,ATSC7v,P_VSA_p_1,ATS7i,Eig10_AEA.ri.,ATS5p,NsOH,SpMin4_Bh.e.,NaaaC,piPC02,SM02_EA.bo.,CSI,Hypnotic.80,GMTIV,SpMax4_Bh.m.,SpMin4_Bh.p.,SpMax2_Bh.i.,SMTI,PJI2,Depressant.80,ATSC1m,SpMin6_Bh.s.,Eig12_EA.ed.,SM07_AEA.ri.,ATS3v,SpMax1_Bh.p.,SpMaxA_EA,ATS4v,nPyrroles,CATS2D_08_LL,SpMin6_Bh.p.,Eig03_EA.bo.,SM13_AEA.ri.,SpMax4_Bh.i.,C.019,MW,SpMin4_Bh.v.,Chi0_EA.ri.,XMOD,P_VSA_LogP_7,UNIP,CIC0,SpMaxA_AEA.ri.,ECC,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.ed.,ATSC3v,CID,S2K,ATS6e,X1,Eig13_AEA.ri.,P_VSA_s_4,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.
6.034,9,4.67,2.417,2.417,115.891,0.439,115.891,115.891,0.0,2.036,2,1.939,3.352,3.93,288.672,0.121,3.674,0.041,2.926,3.868,9,1.064,30.805,2.997,2.997,6.815,11.138,1.503,12.058,3.815,3.815,3.815,0.094,9,240.0,1.153,0,4,3,1.473,3.856,1.464,2.05,251.317,0.0,3.949,15.945,3.129,255.381,1.595,1.565,10.286,3.687,1.338,0.0,1.911,1.466,4.171,5.538,0.074,2.228,2.228,0,27,6.753,4.113,0.0,3.887,3.425,3.807,4.967,0.313,3.659,0.111,0.294,0.294,3.413,119.015,0,3.862,7797.0,13.334,4.913,3.506,15.007,317.82,5.056,1.984,4.019,0,1.555,0,4.007,4.691,621.0,0,14299.0,3.407,1.706,3.965,7163.0,0.875,0,12.302,0.796,0.746,0.746,4.018,3.919,0.109,3.916,0,8,1.376,2.694,2.694,3.597,0,321.5,1.734,17.031,72.621,317.82,98.0,4.441,0.144,278.0,-0.277,-0.277,10.26,17.933,3.936,7.502,4.807,11.865,0.861,88.411,13.404,13.404,13.404
6.0,13,4.916,2.674,2.674,123.017,0.441,123.017,123.017,0.542,2.047,2,1.948,3.557,3.96,318.943,0.11,3.678,0.078,3.012,3.88,8,1.096,35.936,3.038,3.038,6.921,13.445,1.545,14.613,3.921,3.921,3.921,0.104,8,252.0,1.169,0,5,3,1.523,3.861,1.743,2.066,264.238,0.0,4.17,19.305,3.303,267.381,1.885,1.752,12.441,3.69,1.596,0.0,1.914,1.46,4.311,6.335,0.083,2.325,2.325,0,31,7.16,4.29,0.0,4.02,3.466,3.784,5.083,0.487,3.75,0.16,0.446,0.446,3.456,126.142,0,3.871,9439.0,15.747,5.083,3.596,18.055,364.904,5.259,1.984,4.204,0,1.584,0,4.078,4.762,707.0,0,17157.0,3.456,1.741,3.979,8789.0,1.0,0,13.985,0.821,0.802,0.802,4.147,3.966,0.103,4.08,0,10,1.421,2.894,2.894,3.629,0,349.56,1.757,18.413,78.511,364.904,113.0,4.625,0.137,321.0,0.645,0.645,10.899,20.553,4.009,8.37,4.994,12.797,1.261,89.817,14.315,14.315,14.315
6.35,5,4.602,2.417,2.417,117.472,0.439,117.472,117.472,0.0,2.016,2,1.89,3.352,3.915,288.672,0.123,3.674,0.041,2.926,3.829,9,1.064,29.058,2.997,2.997,6.815,10.349,1.451,11.114,3.815,3.815,3.815,0.094,9,272.0,1.153,0,4,3,1.429,3.851,1.338,2.013,284.855,0.0,4.03,14.63,3.135,299.116,1.461,1.45,9.1,3.687,1.259,0.0,1.873,1.466,4.088,5.104,0.077,2.228,2.228,0,25,6.753,4.028,0.0,3.887,3.381,3.822,4.88,0.313,3.659,0.111,0.294,0.294,3.378,120.596,0,3.834,7797.0,12.144,4.798,3.506,13.154,294.278,4.954,1.984,3.95,0,1.518,0,4.007,4.691,621.0,0,15815.0,3.395,1.694,3.94,7163.0,0.875,1,11.541,0.737,0.746,0.746,3.961,3.9,0.109,3.853,0,5,1.376,2.694,2.694,3.578,0,323.47,1.716,17.147,73.529,294.278,98.0,4.293,0.143,278.0,-0.277,-0.277,10.26,16.058,3.936,7.477,4.776,11.865,0.85,88.411,13.404,13.404,13.404
7.509,0,4.788,2.976,2.976,117.888,0.433,117.888,117.888,0.9,1.955,2,1.86,3.659,4.053,104.679,0.131,3.928,0.012,3.298,3.785,5,1.099,36.402,3.479,3.479,7.365,12.27,1.538,12.969,4.365,4.365,4.365,0.117,5,356.0,1.183,0,3,2,1.523,3.808,1.728,1.959,376.909,69.3,4.389,16.732,3.327,424.872,1.76,1.6,12.143,3.514,1.618,36.134,1.835,1.509,4.153,5.284,0.059,2.353,2.353,0,23,4.904,4.246,0.0,3.476,3.31,4.119,4.954,0.314,3.09,0.234,0.291,0.291,3.306,124.137,0,3.786,5944.0,12.633,4.829,2.962,16.531,285.695,5.201,1.864,4.232,0,1.443,0,4.159,4.844,433.0,0,15202.0,3.345,1.66,3.89,5777.0,1.0,1,10.557,0.576,0.425,0.425,4.096,4.006,0.122,4.156,0,0,1.479,3.21,3.21,3.526,0,342.45,1.667,17.714,77.037,270.735,72.0,4.052,0.157,200.0,-0.386,-0.386,9.792,13.816,3.966,6.505,4.998,12.118,0.781,83.792,13.701,13.701,13.701
7.032,0,5.019,3.002,3.002,155.903,0.433,195.052,195.052,0.476,2.018,2,1.871,3.769,4.088,390.37,0.108,4.039,0.131,3.454,3.776,7,1.26,53.8,4.448,4.448,7.068,16.007,1.692,18.29,4.068,4.068,4.068,0.234,7,442.0,1.337,0,5,4,1.673,3.97,2.193,2.028,471.825,133.742,4.18,21.997,3.964,454.443,2.252,2.193,16.47,3.837,2.054,70.969,1.836,1.515,4.47,7.854,0.076,2.563,2.563,0,30,7.596,4.505,0.0,4.386,3.582,4.266,5.309,1.341,3.828,0.371,1.0,1.0,3.579,138.095,0,3.773,15449.0,18.714,5.309,3.619,21.346,356.322,5.377,2.35,4.457,0,1.721,0,4.304,4.99,927.0,0,39932.0,3.726,1.88,3.933,14338.0,0.889,0,13.109,0.909,2.275,2.275,4.33,4.031,0.092,4.321,0,0,1.54,3.112,3.112,3.812,0,473.11,1.893,22.553,102.628,341.362,143.0,4.376,0.119,419.0,2.275,2.275,12.819,21.12,4.213,9.84,5.169,15.581,1.967,75.707,17.774,17.774,17.774
7.337,0,4.749,2.773,2.773,101.575,0.437,140.724,140.724,0.902,2.018,2,1.868,3.605,4.1,210.776,0.127,3.971,0.054,3.175,3.776,7,1.064,44.125,3.14,3.14,7.146,13.091,1.585,15.08,4.146,4.146,4.146,0.188,7,362.0,1.153,0,4,3,1.561,3.834,1.706,2.028,386.057,99.822,4.211,17.791,3.597,393.754,1.707,1.683,11.435,3.716,1.57,52.147,1.836,1.511,4.228,6.12,0.075,2.305,2.305,0,24,5.828,4.294,0.0,3.743,3.321,4.297,4.964,0.957,3.427,0.306,0.892,0.892,3.315,107.824,0,3.774,7510.0,14.22,4.964,3.299,15.153,285.695,5.04,2.0,4.272,1,1.502,0,4.127,4.812,586.0,0,20612.0,3.461,1.709,3.902,7227.0,1.0,1,10.594,0.825,1.784,1.784,4.113,4.032,0.115,4.144,0,0,1.376,2.913,2.913,3.541,0,374.92,1.719,18.309,81.95,270.735,88.0,4.086,0.149,270.0,-0.239,-0.239,10.559,16.372,4.004,7.653,4.967,12.669,0.788,72.582,14.285,14.285,14.285
6.602,0,4.517,2.617,2.617,78.094,0.435,78.094,78.094,1.015,1.848,1,1.646,3.408,4.124,62.199,0.17,3.467,0.0,2.439,3.628,2,0.889,23.851,1.821,1.821,7.646,6.3,1.349,8.979,4.646,4.646,4.646,0.0,3,216.0,0.954,0,2,1,1.306,3.669,1.09,1.85,229.973,48.695,4.35,9.238,1.909,233.714,1.202,1.086,4.457,3.368,0.84,28.521,1.586,1.529,3.867,4.126,0.053,1.972,1.972,1,18,4.055,3.892,2.212,2.946,3.087,3.556,4.517,-1.0,2.797,0.0,-1.0,-1.0,3.082,98.004,0,3.63,2439.0,9.521,4.517,2.733,6.509,200.109,4.333,0.614,3.723,0,1.361,2,3.917,4.6,245.0,1,5460.0,3.138,1.587,3.839,2454.0,1.0,1,8.223,0.469,-2.0,-2.0,3.756,4.091,0.163,3.736,1,0,1.241,2.819,2.819,3.324,0,242.35,1.613,12.377,54.121,176.567,43.0,3.768,0.213,115.0,-3.067,-3.067,6.976,11.405,3.638,4.342,4.374,8.703,-0.1,59.341,9.787,9.787,9.787
8.237,17,5.129,2.836,2.836,132.509,0.445,132.509,132.509,0.887,2.012,2,1.925,3.694,4.126,219.042,0.11,3.917,0.129,2.963,3.866,7,1.423,40.044,3.213,3.213,7.646,15.973,1.727,16.344,4.646,4.646,4.646,0.199,8,296.0,1.49,0,8,2,1.699,3.847,1.976,2.032,312.648,99.455,4.532,23.221,3.724,313.714,1.902,1.762,14.371,3.697,1.984,58.54,1.894,1.471,4.303,6.176,0.131,2.452,2.452,1,30,6.566,4.35,2.241,4.018,3.47,3.994,5.362,0.957,3.586,0.21,0.836,0.836,3.462,152.418,0,3.857,10006.0,14.835,5.362,3.4,20.803,341.362,5.376,2.0,4.351,0,1.556,2,4.273,4.959,670.0,0,20384.0,3.475,1.767,3.969,9482.0,1.0,0,13.529,0.784,1.916,1.916,4.169,4.094,0.105,4.191,1,20,1.651,3.365,3.365,3.669,0,374.57,1.763,19.8,84.514,317.82,108.0,4.574,0.137,306.0,1.293,1.293,11.855,19.344,4.077,8.855,5.201,13.796,1.669,98.755,15.239,15.239,15.239
7.208,8,5.24,2.899,2.899,116.176,0.44,116.176,116.176,0.998,2.047,1,1.877,3.834,4.127,277.344,0.11,4.218,0.226,3.418,3.79,2,1.464,51.701,4.689,4.689,7.646,17.197,1.761,17.479,4.646,4.646,4.646,0.308,3,394.0,1.525,0,9,2,1.765,3.856,2.229,2.047,422.099,128.454,4.614,25.453,3.915,438.83,2.386,2.2,16.16,3.708,2.121,75.403,1.836,1.495,4.507,7.361,0.123,2.716,2.716,1,37,7.73,4.544,2.131,4.3,3.512,4.281,5.354,1.069,3.823,0.428,0.87,0.87,3.501,139.21,0,3.796,15793.0,18.692,5.354,3.581,24.449,423.76,5.612,2.468,4.47,0,1.601,2,4.347,5.034,907.0,0,35156.0,3.504,1.787,3.98,15147.0,1.0,0,16.621,0.831,2.11,2.11,4.391,4.094,0.092,4.4,1,6,1.682,3.365,3.365,3.7,0,451.67,1.82,22.304,98.377,400.217,152.0,4.723,0.12,421.0,1.913,1.913,12.84,23.63,4.224,10.01,5.325,15.825,1.802,72.148,17.666,17.666,17.666
8.187,8,5.142,2.899,2.899,111.043,0.438,111.043,111.043,0.904,2.047,1,1.877,3.834,4.107,260.48,0.117,4.045,0.226,3.303,3.79,3,1.407,48.913,4.349,4.349,7.525,16.15,1.754,16.596,4.525,4.525,4.525,0.268,4,342.0,1.462,0,8,2,1.745,3.856,2.112,2.047,364.975,121.673,4.458,24.106,3.805,375.094,2.274,2.129,15.325,3.698,1.984,71.503,1.836,1.495,4.467,7.096,0.113,2.715,2.715,1,37,7.497,4.494,2.615,4.204,3.499,4.223,5.289,0.993,3.772,0.379,0.827,0.827,3.487,134.077,0,3.796,13767.0,18.018,5.289,3.534,23.252,423.76,5.55,2.205,4.406,0,1.601,2,4.28,4.966,820.0,0,27423.0,3.485,1.786,3.979,13082.0,0.875,0,16.647,0.829,2.058,2.058,4.337,4.081,0.097,4.332,1,6,1.628,3.292,3.292,3.694,0,423.66,1.82,20.961,91.978,411.989,139.0,4.731,0.127,377.0,1.505,1.505,12.13,23.235,4.165,9.362,5.257,14.876,1.65,70.2,16.756,16.756,16.756
8.699,1,4.972,2.559,2.559,107.309,0.429,107.309,107.309,0.951,1.895,2,1.786,3.295,4.067,117.931,0.15,3.524,0.0,2.917,3.717,6,0.901,28.442,2.674,2.674,7.347,10.351,1.491,11.713,4.347,4.347,4.347,0.016,6,238.0,0.939,0,2,1,1.456,3.721,1.429,1.905,252.098,0.0,4.484,14.555,2.236,249.795,1.38,1.24,7.795,3.514,1.223,0.0,1.758,1.511,4.074,4.814,0.047,1.99,1.99,0,19,4.264,4.132,0.0,3.214,3.255,3.827,5.072,-0.333,2.88,0.078,-0.268,-0.268,3.24,110.433,0,3.713,3794.0,11.161,5.072,2.811,10.872,211.88,4.695,1.311,4.076,1,1.394,0,4.06,4.745,325.0,0,8037.0,3.224,1.558,3.823,3646.0,0.8,1,8.762,0.275,-0.585,-0.585,3.979,4.062,0.14,4.01,0,3,1.158,2.789,2.789,3.44,0,277.39,1.592,14.786,62.904,211.88,56.0,4.036,0.182,147.0,-1.339,-1.339,8.6,13.058,3.81,4.833,4.693,10.292,0.485,69.458,11.835,11.835,11.835
4.067,0,4.807,2.453,2.453,81.779,0.434,81.779,81.779,0.68,1.93,2,1.826,3.265,3.999,140.667,0.16,3.675,0.0,2.821,3.769,6,0.839,24.322,2.759,2.759,7.095,7.685,1.304,8.706,4.095,4.095,4.095,0.016,6,252.0,0.883,0,1,2,1.274,3.794,1.187,1.928,272.316,0.0,4.346,10.9,2.645,273.257,1.265,1.114,7.094,3.404,1.027,0.0,1.807,1.509,3.912,3.948,0.025,2.175,2.175,0,18,4.449,3.922,0.0,3.1,3.054,4.189,4.965,-0.672,2.953,0.123,-0.562,-0.562,3.054,117.8,1,3.771,3306.0,9.665,4.912,2.87,10.295,164.795,4.761,0.936,3.838,2,1.195,0,3.989,4.673,307.0,1,8738.0,3.095,1.413,3.865,3291.0,0.8,1,8.434,0.207,-1.53,-1.53,3.827,3.987,0.146,3.79,0,0,1.168,3.042,3.042,3.28,0,270.36,1.43,13.406,59.492,164.795,52.0,3.765,0.191,144.0,-2.185,-2.185,7.578,11.167,3.734,4.998,4.536,9.559,0.192,68.378,10.827,10.827,10.827
7.06,1,4.871,2.516,2.516,76.977,0.456,116.125,116.125,1.009,1.918,1,1.7,3.345,4.039,78.954,0.151,4.026,0.049,2.98,3.665,2,1.096,38.798,1.465,1.465,7.119,8.729,1.535,9.353,4.119,4.119,4.119,0.217,2,326.0,1.157,1,4,2,1.522,3.758,1.239,1.925,351.154,0.0,4.429,13.171,3.567,338.61,1.353,1.286,8.393,3.491,1.068,0.0,1.63,1.45,4.021,4.482,0.082,2.201,2.201,0,25,5.416,4.06,0.0,3.323,3.207,4.1,5.038,-0.309,3.253,0.27,-0.3,-0.3,3.217,134.133,1,3.673,4797.0,11.016,5.038,3.12,12.078,258.964,4.973,1.137,3.928,0,1.364,0,3.861,4.543,410.0,0,12821.0,3.313,1.61,3.904,4956.0,0.833,1,11.261,0.571,-0.804,-0.804,3.935,3.88,0.128,3.92,0,1,1.438,2.757,2.757,3.508,0,340.9,1.637,15.704,72.509,258.964,75.0,3.96,0.169,202.0,-1.162,-1.162,8.755,13.493,3.845,8.194,4.78,10.939,0.493,53.306,11.677,11.677,11.677
6.495,1,4.947,2.516,2.516,85.373,0.459,124.522,124.522,1.066,1.919,1,1.701,3.345,4.044,83.145,0.145,4.02,0.065,2.994,3.665,2,1.11,44.048,1.623,1.623,7.128,9.362,1.609,10.562,4.128,4.128,4.128,0.217,2,334.0,1.183,0,5,2,1.582,3.758,1.333,1.927,357.973,0.0,4.374,14.064,3.614,347.63,1.44,1.351,9.016,3.493,1.147,0.0,1.63,1.446,4.07,4.707,0.096,2.202,2.202,0,27,5.635,4.135,0.0,3.408,3.221,4.1,5.103,-0.231,3.336,0.27,-0.209,-0.209,3.231,127.643,0,3.674,5400.0,11.71,5.103,3.197,12.994,294.278,5.014,1.355,4.027,0,1.376,0,3.882,4.564,456.0,0,13718.0,3.316,1.646,3.908,5582.0,1.0,1,12.151,0.607,-0.331,-0.331,3.983,3.885,0.124,3.998,0,1,1.484,2.759,2.759,3.533,0,354.93,1.657,16.638,76.006,294.278,81.0,4.076,0.162,225.0,-0.806,-0.806,9.276,14.35,3.887,8.9,4.856,11.477,0.616,61.702,12.115,12.115,12.115
8.347,2,5.079,2.494,2.494,80.369,0.462,119.517,119.517,1.059,1.919,1,1.718,3.341,4.044,79.497,0.151,3.941,0.049,2.794,3.706,2,1.109,40.339,1.594,1.594,7.128,9.071,1.608,10.586,4.128,4.128,4.128,0.182,2,312.0,1.182,0,5,2,1.576,3.751,1.243,1.928,334.217,0.0,4.609,13.146,3.492,321.985,1.36,1.305,8.662,3.491,1.079,0.0,1.658,1.431,4.038,4.654,0.1,2.157,2.157,0,26,5.545,4.075,0.0,3.365,3.235,4.058,5.079,-0.25,3.321,0.208,-0.222,-0.222,3.238,119.515,0,3.702,4897.0,11.209,5.079,3.199,12.167,282.506,4.918,1.355,3.964,0,1.375,0,3.839,4.522,435.0,0,12035.0,3.306,1.638,3.906,5048.0,1.0,1,11.604,0.568,-0.351,-0.351,3.94,3.886,0.129,3.935,0,3,1.483,2.705,2.705,3.509,0,339.91,1.652,16.081,72.946,282.506,76.0,4.05,0.169,214.0,-1.012,-1.012,9.143,14.403,3.849,8.76,4.777,11.083,0.557,50.181,11.632,11.632,11.632
7.721,2,5.012,2.494,2.494,71.972,0.458,111.121,111.121,1.003,1.917,1,1.717,3.341,4.039,75.307,0.158,3.951,0.049,2.75,3.706,2,1.093,35.084,1.409,1.409,7.119,8.429,1.535,9.37,4.119,4.119,4.119,0.182,2,304.0,1.146,1,4,2,1.522,3.751,1.149,1.927,327.398,0.0,4.556,12.248,3.439,312.965,1.277,1.242,8.042,3.49,1.001,0.0,1.657,1.436,3.987,4.429,0.085,2.153,2.153,0,24,5.327,3.995,0.0,3.28,3.22,4.06,5.012,-0.414,3.241,0.208,-0.413,-0.413,3.223,126.005,1,3.702,4334.0,10.523,5.012,3.123,11.264,247.193,4.874,1.052,3.859,0,1.362,0,3.818,4.5,391.0,0,11216.0,3.301,1.598,3.901,4464.0,0.833,1,10.719,0.528,-1.012,-1.012,3.891,3.881,0.134,3.853,0,3,1.424,2.703,2.703,3.481,0,325.88,1.631,15.147,69.449,247.193,70.0,3.93,0.176,192.0,-1.471,-1.471,8.622,13.571,3.805,8.041,4.695,10.545,0.371,41.785,11.194,11.194,11.194
4.58,1,4.539,2.376,2.376,84.031,0.438,123.18,123.18,0.584,1.915,2,1.835,3.165,4.062,122.256,0.176,3.674,0.0,2.5,3.778,7,0.747,20.003,2.136,2.136,7.104,6.538,1.107,7.186,4.104,4.104,4.104,0.016,7,250.0,0.801,0,1,2,1.062,3.822,0.845,1.932,268.39,0.0,4.05,8.385,2.388,238.686,0.915,0.898,5.3,3.527,0.708,0.0,1.811,1.498,3.781,3.698,0.029,1.824,1.824,0,14,4.186,3.719,0.0,3.013,3.021,3.702,4.625,-1.089,2.874,0.057,-1.0,-1.0,3.005,102.042,0,3.769,2596.0,7.562,4.625,2.836,6.802,141.253,4.235,0.632,3.628,1,1.136,0,3.892,4.575,270.0,1,7300.0,3.109,1.298,3.857,2550.0,0.8,1,5.93,0.19,-2.347,-2.347,3.677,3.98,0.158,3.583,0,2,1.06,3.06,3.06,3.185,0,259.75,1.327,12.482,56.731,141.253,45.0,3.497,0.207,125.0,-2.381,-2.381,7.284,9.603,3.642,4.729,4.233,8.754,-0.037,66.334,9.877,9.877,9.877
6.0,10,4.612,2.593,2.593,116.432,0.437,116.432,116.432,0.382,1.962,2,1.891,3.463,3.985,226.42,0.14,3.674,0.097,2.956,3.882,9,1.064,28.836,2.965,2.965,7.005,10.812,1.449,11.754,4.005,4.005,4.005,0.097,9,252.0,1.153,0,4,3,1.424,3.862,1.401,1.977,267.085,102.39,3.974,15.284,3.08,267.381,1.587,1.533,9.518,3.68,1.321,52.347,1.869,1.486,4.17,5.673,0.077,2.201,2.201,0,25,6.538,4.099,0.0,3.82,3.398,3.771,4.921,0.297,3.598,0.147,0.278,0.278,3.39,119.556,0,3.873,7508.0,13.124,4.865,3.42,13.561,294.278,4.943,1.984,3.996,0,1.604,0,4.06,4.745,587.0,0,14773.0,3.393,1.755,3.98,6939.0,1.0,1,11.265,0.746,0.709,0.709,4.021,3.977,0.117,3.912,0,11,1.376,2.815,2.815,3.558,0,319.48,1.773,16.737,71.947,294.278,95.0,4.372,0.155,263.0,-0.292,-0.292,10.022,17.467,3.932,6.906,4.783,11.793,0.893,88.411,13.372,13.372,13.372
6.24,12,4.181,2.392,2.392,113.833,0.437,113.833,113.833,0.0,1.964,2,1.896,3.308,3.964,218.218,0.123,3.674,0.064,2.879,3.882,9,1.064,28.422,2.945,2.945,6.838,11.433,1.458,12.193,3.838,3.838,3.838,0.057,9,204.0,1.153,0,4,3,1.428,3.86,1.439,1.982,213.797,98.126,3.646,16.529,3.02,207.645,1.651,1.581,9.925,3.68,1.372,50.099,1.871,1.474,4.19,5.726,0.075,2.168,2.168,0,27,6.527,4.122,0.0,3.806,3.4,3.674,4.604,0.286,3.6,0.147,0.271,0.271,3.385,116.957,0,3.872,6969.0,13.73,4.524,3.432,14.374,317.82,4.992,1.984,4.017,0,1.623,0,3.989,4.673,564.0,0,11797.0,3.367,1.764,3.98,6389.0,1.0,0,12.152,0.764,0.689,0.689,4.006,3.979,0.115,3.897,0,12,1.376,2.68,2.68,3.56,0,305.5,1.798,16.209,68.804,317.82,91.0,4.53,0.154,251.0,-0.541,-0.541,9.814,18.636,3.895,6.884,4.814,11.365,0.783,88.411,12.921,12.921,12.921
6.062,13,4.859,2.613,2.613,123.017,0.442,123.017,123.017,0.542,2.047,2,1.948,3.419,3.963,314.711,0.114,3.674,0.054,3.035,3.88,8,1.135,37.01,3.038,3.038,7.028,14.371,1.549,14.955,4.028,4.028,4.028,0.139,8,252.0,1.204,0,5,3,1.529,3.862,1.788,2.066,264.011,0.0,4.148,20.681,3.33,267.381,1.89,1.752,12.748,3.689,1.693,0.0,1.914,1.461,4.311,6.355,0.083,2.272,2.272,0,31,7.013,4.301,0.0,3.989,3.464,3.804,5.083,0.527,3.706,0.123,0.477,0.477,3.45,126.142,0,3.871,9271.0,15.712,5.083,3.526,18.695,364.904,5.306,1.988,4.241,0,1.583,0,4.078,4.762,677.0,0,16757.0,3.438,1.731,3.979,8634.0,0.875,0,13.985,0.82,0.971,0.971,4.152,3.966,0.106,4.104,0,11,1.449,2.711,2.711,3.623,0,349.56,1.753,18.458,78.612,364.904,111.0,4.625,0.14,307.0,0.558,0.558,10.942,20.536,4.009,8.37,5.06,12.814,1.226,89.817,14.309,14.309,14.309
5.603,10,4.592,2.417,2.417,117.948,0.439,117.948,117.948,0.0,2.034,2,1.939,3.352,3.932,288.672,0.119,3.674,0.041,2.926,3.868,9,1.064,29.714,2.997,2.997,6.815,11.685,1.462,12.282,3.815,3.815,3.815,0.094,9,240.0,1.153,0,4,3,1.437,3.856,1.456,2.048,251.41,0.0,3.978,16.735,3.126,255.381,1.647,1.58,9.977,3.687,1.396,0.0,1.91,1.464,4.185,5.546,0.074,2.228,2.228,0,27,6.753,4.127,0.0,3.887,3.442,3.755,4.967,0.313,3.659,0.111,0.294,0.294,3.428,121.073,0,3.862,7797.0,13.626,4.913,3.506,14.45,317.82,5.046,1.984,4.042,0,1.568,0,4.007,4.691,621.0,0,14459.0,3.414,1.71,3.964,7163.0,0.875,1,12.302,0.752,0.746,0.746,4.028,3.923,0.109,3.926,0,9,1.376,2.694,2.694,3.606,0,321.5,1.74,17.028,72.712,317.82,98.0,4.441,0.145,278.0,-0.277,-0.277,10.26,18.195,3.936,7.502,4.866,11.865,0.873,88.411,13.404,13.404,13.404
5.87,2,4.525,2.515,2.515,80.483,0.445,80.483,80.483,1.466,1.92,1,1.728,3.32,3.993,120.461,0.167,3.632,0.0,2.612,3.588,3,0.913,32.778,2.117,2.117,7.107,11.122,1.623,11.505,4.107,4.107,4.107,0.063,3,252.0,1.015,0,5,1,1.622,3.625,1.46,1.935,266.404,0.0,4.297,16.766,2.95,282.761,1.407,1.324,9.479,3.432,1.36,0.0,1.662,1.479,3.977,4.392,0.106,2.074,2.074,0,24,4.634,4.047,0.0,3.211,3.332,4.01,4.525,-0.445,3.009,0.131,-0.414,-0.414,3.32,86.731,0,3.586,3719.0,10.294,4.525,2.891,14.14,282.506,5.092,1.279,4.064,0,1.469,0,3.818,4.5,323.0,1,7605.0,3.279,1.652,3.815,3739.0,0.8,1,10.963,0.558,-0.908,-0.908,3.885,3.937,0.142,3.927,0,4,1.298,2.848,2.848,3.546,0,288.43,1.664,14.803,64.042,282.506,60.0,4.078,0.184,152.0,-1.073,-1.073,8.735,13.718,3.787,6.266,4.94,10.241,0.521,52.328,11.301,11.301,11.301
6.0,2,4.392,2.34,2.34,73.768,0.444,73.768,73.768,1.473,1.91,1,1.744,3.199,4.008,75.791,0.165,3.294,0.0,2.478,3.596,3,0.964,29.908,2.101,2.101,7.094,10.987,1.528,11.487,4.094,4.094,4.094,0.031,3,168.0,1.038,0,5,1,1.492,3.627,1.445,1.931,175.163,113.936,3.93,16.486,2.586,175.29,1.432,1.36,9.422,3.301,1.317,30.678,1.681,1.481,3.999,4.595,0.106,2.0,2.0,0,26,4.451,4.052,0.0,3.109,3.307,3.608,4.481,-0.501,2.964,0.128,-0.457,-0.457,3.29,80.017,0,3.593,2970.0,10.75,4.436,2.859,13.961,306.049,5.064,0.797,4.028,0,1.539,0,3.701,4.382,290.0,0,4401.0,3.279,1.738,3.826,2966.0,0.8,1,11.585,0.58,-1.175,-1.175,3.847,3.984,0.154,3.875,0,8,1.281,2.575,2.575,3.511,0,258.45,1.785,13.514,57.13,306.049,51.0,4.304,0.2,135.0,-1.902,-1.902,8.072,14.954,3.694,5.64,4.905,9.33,0.071,52.328,10.334,10.334,10.334
