pXC50,GATS5s,GATS6s,nDB,SRW07,SRW09,SdO,GATS4p,SaaN,PW5,MATS4p,nImidazoles,GATS5e,SpMAD_EA.dm.,SM06_EA.dm.,SM04_EA.dm.,SpMaxA_EA.dm.,SM08_EA.dm.,SM12_EA.dm.,SM10_EA.dm.,SM02_EA.dm.,Eig01_EA.dm.,SM14_EA.dm.,SpMax_EA.dm.,X4A,SpAD_EA.dm.,GATS4v,NdssC,SpDiam_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Eig02_EA.dm.,Eig03_EA.dm.,C.032,SpMin1_Bh.i.,MATS7p,MATS4v,C.034,O.058,GATS6e,X3A,SdssC,NdO,D.Dtr05,nR05,C.028,GATS4i,GATS7v,SRW05,SpMin1_Bh.e.,Eig02_AEA.dm.,X5A,F.084,SM07_EA.dm.,nPyrimidines,Eig04_EA.dm.,SM05_EA.dm.,SM09_EA.dm.,SM11_EA.dm.,SM13_EA.dm.,SM15_EA.dm.,SM03_EA.dm.,MATS7v,P_VSA_LogP_6,Eig03_AEA.dm.,JGI6,N.075,NaaN,GATS7p
5.2,0.951,1.254,0,4.727,6.823,0.0,1.075,3.745,0.108,-0.106,0,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,1.053,0,0.0,3.244,5.244,3.244,0.0,0.0,0,1.988,0.001,-0.094,1,0,1.231,0.173,0.0,0,29.891,1,0,1.137,1.001,2.398,2.003,2.751,0.073,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.164,2.325,0.018,1,1,0.974
5.1,1.264,1.183,2,5.283,7.286,23.995,0.906,7.882,0.092,0.052,0,1.232,0.241,4.057,3.042,0.067,5.198,7.643,6.405,2.263,1.886,8.897,1.886,0.114,6.757,0.956,2,3.272,3.728,5.728,3.728,1.2,0.293,0,1.931,0.078,0.012,2,2,1.415,0.18,-0.614,2,126.332,2,1,0.888,0.882,3.045,1.95,3.621,0.073,0,4.353,0,0.0,3.026,5.658,6.949,8.23,9.506,1.668,0.015,7.593,3.008,0.017,2,2,0.838
6.0,0.975,1.213,3,4.727,6.783,12.039,0.922,0.0,0.092,0.053,0,1.113,0.496,8.334,5.8,0.146,10.885,15.994,13.438,3.442,3.655,18.553,3.655,0.122,12.388,0.999,3,7.134,4.69,6.69,4.69,1.055,0.86,0,1.89,0.043,-0.04,0,1,1.069,0.19,0.877,1,65.811,1,0,1.017,0.851,2.398,1.903,3.458,0.081,0,7.845,0,0.624,4.966,10.642,13.39,16.105,18.797,1.998,0.111,0.693,3.129,0.019,0,0,0.922
5.1,1.458,2.098,1,4.595,6.581,11.872,1.011,3.947,0.089,-0.1,0,1.231,0.205,3.261,2.443,0.072,4.173,6.114,5.131,1.848,1.659,7.11,1.659,0.124,4.711,1.066,1,2.921,3.551,5.551,3.551,0.564,0.133,0,1.911,0.129,-0.086,1,1,1.773,0.193,-0.235,1,52.506,1,0,1.123,0.876,2.398,1.936,2.946,0.083,0,3.415,0,0.0,2.324,4.478,5.522,6.554,7.577,1.195,0.074,6.42,2.93,0.018,1,1,0.794
5.1,1.382,0.865,1,0.0,0.0,10.907,0.882,4.025,0.094,0.067,0,1.55,0.582,5.295,3.982,0.12,6.658,9.429,8.039,2.822,2.035,10.824,2.035,0.129,9.901,0.842,1,4.069,4.087,6.087,4.087,1.907,0.86,0,1.821,-0.204,0.093,0,1,0.665,0.188,-0.261,1,0.0,0,0,0.847,1.244,0.0,1.849,3.535,0.078,0,4.409,0,0.149,3.032,5.75,7.068,8.374,9.674,1.593,-0.288,7.143,3.12,0.024,1,1,1.144
5.1,0.929,1.176,1,5.476,7.67,12.346,1.288,13.141,0.122,-0.198,0,1.286,0.131,3.143,2.344,0.06,4.023,5.892,4.946,1.701,1.629,6.852,1.629,0.1,3.542,1.011,1,2.86,3.74,5.74,3.74,0.142,0.0,0,1.825,0.104,-0.048,1,1,1.495,0.161,-0.242,1,57.413,2,0,1.211,0.999,3.045,1.861,3.3,0.063,0,3.301,0,0.0,2.262,4.321,5.326,6.319,7.305,1.195,-0.094,5.634,2.901,0.018,3,3,0.78
5.1,1.014,0.859,2,5.533,7.751,25.095,1.159,14.009,0.109,-0.155,0,0.962,0.201,4.192,3.157,0.037,5.4,7.978,6.675,2.515,1.94,9.292,1.94,0.108,10.428,1.132,2,3.348,3.67,5.67,3.67,1.058,0.86,0,1.917,-0.006,-0.147,2,2,0.878,0.17,-0.072,2,222.363,2,1,1.141,0.992,3.045,1.939,3.629,0.068,0,4.541,1,0.8,3.144,5.912,7.263,8.602,9.936,1.738,-0.021,7.229,3.392,0.019,3,3,0.983
6.5,0.97,1.257,0,5.416,7.506,0.0,1.036,8.639,0.101,-0.051,0,0.946,0.051,0.593,0.739,0.025,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.114,1.72,1.047,0,1.72,3.164,5.164,3.164,0.0,0.0,0,1.969,0.023,-0.063,2,0,1.273,0.178,0.0,0,143.259,2,1,1.014,0.941,3.045,1.988,3.145,0.076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,16.672,2.96,0.012,2,2,0.945
5.1,1.202,1.164,2,4.844,7.05,24.039,0.78,8.827,0.109,0.114,0,1.301,0.315,4.689,3.545,0.076,5.898,8.399,7.14,2.548,1.907,9.669,1.907,0.107,7.884,0.797,2,3.306,3.729,5.729,3.729,1.886,0.149,0,2.027,-0.158,0.081,0,2,1.332,0.174,-0.273,2,39.572,1,1,0.994,1.149,2.398,2.05,3.589,0.066,0,5.057,0,0.0,3.675,6.392,7.701,8.997,10.286,2.179,-0.203,2.328,3.121,0.021,2,2,1.126
6.2,0.732,1.123,1,4.727,6.862,11.225,1.091,4.127,0.109,-0.152,0,0.826,0.093,1.019,1.045,0.047,0.993,0.942,0.967,1.072,0.98,0.917,0.98,0.109,1.96,1.095,1,1.96,3.52,5.52,3.52,0.0,0.0,0,1.961,-0.133,-0.142,2,1,1.068,0.174,-0.466,1,34.815,1,0,1.037,1.121,2.398,1.979,3.143,0.071,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049,17.064,2.881,0.022,1,1,1.198
5.1,1.105,1.288,2,4.727,6.823,24.271,1.088,0.0,0.1,-0.105,0,1.118,0.416,8.067,5.476,0.109,10.736,16.1,13.417,3.347,3.825,18.783,3.825,0.112,14.564,0.999,2,5.335,4.471,6.471,4.471,1.656,1.081,0,1.986,0.076,0.002,0,2,1.294,0.171,-0.956,2,74.193,1,0,1.095,0.913,2.398,2.002,3.65,0.07,0,9.391,0,0.473,6.701,12.075,14.758,17.441,20.124,3.949,-0.068,4.276,3.563,0.022,0,0,0.866
5.1,0.98,0.533,3,0.0,0.0,36.546,1.061,8.907,0.094,-0.129,0,0.873,0.248,4.149,3.049,0.049,5.385,7.976,6.67,2.377,1.94,9.292,1.94,0.116,9.912,1.152,1,3.348,4.704,6.704,4.704,0.86,0.8,1,1.97,-0.036,-0.204,0,3,0.728,0.185,0.083,3,0.0,0,0,1.144,0.94,0.0,1.966,3.671,0.074,0,4.541,1,0.555,3.144,5.912,7.263,8.602,9.936,1.738,0.022,4.227,3.237,0.02,2,2,1.064
5.1,1.277,1.137,2,0.0,0.0,23.393,1.102,0.0,0.09,-0.125,0,1.36,0.206,3.31,2.567,0.059,4.182,6.094,5.121,2.044,1.656,7.085,1.656,0.126,5.766,1.05,2,2.912,3.563,5.563,3.563,0.98,0.247,0,1.976,-0.001,-0.065,0,2,1.169,0.191,-0.767,2,0.0,0,0,1.151,1.015,0.0,1.996,3.503,0.081,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.08,4.276,2.87,0.017,0,0,0.949
6.9,0.597,0.55,1,4.844,7.081,11.371,0.643,17.463,0.099,0.265,1,0.663,0.157,5.201,3.63,0.067,6.849,10.216,8.526,2.291,2.341,11.912,2.341,0.105,5.482,0.779,1,3.925,3.982,5.982,3.982,0.4,0.0,1,1.896,-0.269,0.152,1,1,0.655,0.177,-0.958,1,66.004,1,3,0.738,1.222,2.398,1.923,3.41,0.065,2,5.889,1,0.0,4.112,7.625,9.342,11.051,12.755,2.243,-0.259,46.347,3.132,0.016,4,4,1.266
5.1,0.703,1.405,1,4.844,7.066,12.028,1.081,13.377,0.116,-0.074,1,0.871,0.166,1.199,1.339,0.027,1.111,0.994,1.046,1.641,0.98,0.952,0.98,0.109,5.96,1.02,1,1.96,3.578,5.578,3.578,0.8,0.8,1,1.896,-0.07,-0.018,1,1,1.253,0.174,-0.6,1,67.621,1,2,1.105,1.064,2.398,1.935,3.157,0.072,0,0.346,1,0.4,0.479,0.237,0.158,0.104,0.068,0.57,-0.084,16.427,3.097,0.017,3,3,1.042
6.7,1.298,1.537,3,0.0,0.0,13.467,0.876,4.106,0.107,0.071,0,1.262,0.164,2.512,2.131,0.04,2.993,4.142,3.544,1.899,1.399,4.769,1.399,0.115,5.757,0.876,4,2.522,3.812,5.812,3.812,1.005,0.27,0,1.962,-0.078,0.07,0,1,1.619,0.183,1.569,1,0.0,0,0,0.984,1.088,0.0,1.984,3.006,0.073,0,2.257,0,0.204,1.554,2.951,3.641,4.328,5.012,0.81,-0.144,1.899,2.937,0.016,1,1,1.025
5.1,0.991,1.376,1,0.0,0.0,12.177,1.128,8.539,0.103,-0.154,0,0.989,0.119,3.244,2.415,0.052,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.118,3.806,1.09,1,2.912,3.575,5.575,3.575,0.247,0.0,0,2.014,0.096,-0.121,0,1,1.321,0.182,-0.525,1,0.0,0,2,1.139,0.923,0.0,2.038,3.2,0.077,1,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,0.059,19.236,3.12,0.018,2,2,0.873
5.1,0.725,1.107,1,4.727,6.783,11.337,0.876,7.777,0.094,0.06,0,0.848,0.08,0.016,0.097,0.02,0.003,0.0,0.0,0.495,0.4,0.0,0.4,0.123,1.6,0.897,0,0.8,3.113,5.113,3.113,0.4,0.0,0,1.851,-0.158,0.064,0,1,1.274,0.194,0.0,1,56.697,1,0,0.922,1.171,2.398,1.88,2.907,0.084,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.229,19.616,2.454,0.017,2,2,1.291
6.3,1.452,1.402,1,2.708,5.38,11.849,1.014,7.661,0.11,-0.103,0,1.262,0.162,1.34,1.27,0.059,1.423,1.599,1.51,1.27,1.058,1.69,1.058,0.116,2.917,1.034,1,2.117,3.62,5.62,3.62,0.4,0.0,0,1.857,-0.179,-0.128,0,1,1.281,0.178,-0.178,1,0.0,0,0,0.998,1.428,0.0,1.888,2.93,0.076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.304,2.328,2.635,0.014,2,2,1.217
5.7,1.376,1.265,0,4.727,6.823,0.0,1.042,11.775,0.097,-0.08,0,1.393,0.081,0.597,0.763,0.028,0.47,0.283,0.367,1.029,0.86,0.217,0.86,0.117,2.52,1.018,0,1.72,3.495,5.495,3.495,0.4,0.0,1,1.892,-0.223,-0.076,0,0,1.076,0.174,0.0,0,63.277,1,0,0.873,1.123,2.398,1.909,3.22,0.071,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.191,88.139,3.059,0.02,3,3,1.255
5.1,1.556,1.335,1,4.727,6.88,12.366,1.074,8.483,0.1,-0.045,0,1.528,0.098,3.244,2.415,0.042,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.116,3.806,0.983,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.949,-0.026,0.009,1,1,1.309,0.18,-0.297,1,82.347,1,0,1.143,1.004,2.398,1.967,3.367,0.075,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.065,53.182,2.971,0.013,2,2,1.018
5.1,1.017,1.139,1,0.0,0.0,12.457,1.067,8.267,0.103,-0.107,0,1.021,0.448,8.066,5.471,0.116,10.736,16.1,13.417,3.335,3.825,18.783,3.825,0.116,14.777,1.04,1,5.335,4.47,6.47,4.47,1.656,0.86,0,2.019,0.099,-0.076,0,1,1.039,0.176,-0.619,1,0.0,0,1,0.978,0.871,0.0,2.04,3.57,0.076,0,9.391,0,0.8,6.701,12.075,14.758,17.441,20.124,3.956,0.135,8.932,3.132,0.019,2,2,0.848
5.7,1.35,1.095,1,4.727,6.823,12.971,1.015,4.324,0.102,-0.031,0,1.249,0.044,0.593,0.739,0.022,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.117,1.72,1.001,1,1.72,3.609,5.609,3.609,0.0,0.0,0,1.978,0.029,-0.027,1,1,1.264,0.182,-0.117,1,87.432,1,0,1.022,0.96,2.398,1.995,3.162,0.077,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,13.915,3.004,0.014,1,1,0.948
5.1,1.09,1.578,1,4.595,6.581,12.441,0.981,4.412,0.093,-0.017,0,1.079,0.111,1.438,1.343,0.039,1.555,1.807,1.679,1.331,1.081,1.939,1.081,0.12,3.107,1.011,1,2.162,3.564,5.564,3.564,0.473,0.0,0,1.968,-0.018,-0.053,0,1,1.404,0.186,-0.082,1,59.653,1,0,0.991,1.023,2.398,1.989,3.002,0.078,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.087,11.771,2.729,0.012,1,1,0.978
5.5,1.035,0.972,0,5.416,7.516,0.0,0.976,13.191,0.108,-0.038,0,1.457,0.033,0.039,0.138,0.016,0.011,0.001,0.003,0.434,0.522,0.0,0.522,0.109,1.043,0.955,0,1.043,3.293,5.293,3.293,0.0,0.0,0,1.952,0.0,-0.017,1,0,1.071,0.173,0.0,0,135.793,2,2,1.166,1.024,3.045,1.974,3.074,0.071,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041,2.757,2.745,0.012,3,3,0.991
5.1,1.514,1.089,0,4.595,6.529,0.0,1.103,4.323,0.079,-0.134,0,1.843,0.138,0.732,0.938,0.036,0.57,0.334,0.438,1.235,0.86,0.252,0.86,0.133,3.32,1.06,0,1.72,3.119,5.119,3.119,0.8,0.0,0,1.912,-0.17,-0.089,0,0,1.009,0.2,0.0,0,65.446,1,0,1.067,1.105,2.398,1.942,2.935,0.088,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.122,0.0,2.728,0.008,1,1,1.153
5.5,0.72,0.899,2,0.0,0.0,12.107,0.991,0.0,0.121,0.008,0,0.762,0.249,1.516,1.678,0.033,1.39,1.201,1.287,1.926,0.98,1.128,0.98,0.104,7.457,0.937,2,1.96,3.67,5.67,3.67,0.916,0.86,0,2.01,-0.029,0.074,0,1,0.874,0.168,0.6,1,0.0,0,0,1.028,0.987,0.0,2.024,3.35,0.067,0,0.515,0,0.8,0.581,0.441,0.373,0.314,0.264,0.57,0.033,0.0,3.038,0.023,0,0,1.023
5.1,1.326,0.925,3,4.727,6.823,35.387,1.078,4.156,0.088,-0.029,0,1.268,0.142,4.037,2.904,0.066,5.25,7.771,6.501,1.953,1.907,9.051,1.907,0.117,4.112,0.984,1,3.306,4.458,6.458,4.458,0.149,0.0,0,1.996,-0.094,-0.024,1,3,0.969,0.183,-0.1,3,68.676,1,0,1.023,1.115,2.398,2.014,3.594,0.073,0,4.409,0,0.0,3.032,5.75,7.068,8.374,9.674,1.593,-0.135,4.472,3.112,0.02,1,1,0.995
5.1,0.935,0.883,0,5.476,7.644,0.0,1.128,8.552,0.11,-0.194,0,0.892,0.265,4.969,3.606,0.075,6.379,9.217,7.797,2.458,2.035,10.638,2.035,0.105,7.149,1.144,0,4.069,4.057,6.057,4.057,0.86,0.68,0,1.898,-0.121,-0.222,1,0,1.104,0.169,0.0,0,79.893,2,2,1.09,1.116,3.045,1.911,3.48,0.065,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076,54.88,3.171,0.021,2,2,1.123
5.1,0.924,0.859,1,0.0,0.0,0.0,1.0,8.136,0.086,-0.009,0,1.23,0.086,0.593,0.739,0.043,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.138,1.72,0.994,0,1.72,2.928,4.928,2.928,0.0,0.0,0,1.884,-0.127,-0.006,0,0,0.826,0.208,0.0,0,0.0,0,0,0.924,1.047,0.0,1.912,2.544,0.092,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088,0.0,2.289,0.008,2,2,1.074
5.1,0.755,0.828,1,4.727,6.862,11.592,1.087,9.169,0.089,-0.103,1,0.738,0.15,1.114,1.211,0.034,1.054,0.969,1.007,1.435,0.98,0.935,0.98,0.118,4.36,1.064,1,1.96,3.546,5.546,3.546,0.8,0.4,0,1.908,0.116,-0.089,1,1,0.972,0.185,-0.491,1,57.388,1,2,1.133,0.855,2.398,1.93,3.048,0.075,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,0.125,4.472,2.788,0.016,2,2,0.853
5.8,0.719,0.627,3,4.727,6.862,34.338,1.09,4.173,0.093,-0.21,0,0.776,0.327,7.186,5.039,0.123,9.348,13.675,11.511,3.012,2.95,15.838,2.95,0.109,7.86,1.187,1,5.9,5.18,7.18,5.18,0.98,0.0,0,2.023,-0.158,-0.26,2,3,0.655,0.174,-0.473,3,44.973,1,0,1.169,1.115,2.398,2.02,3.519,0.069,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.106,2.104,3.116,0.028,1,1,1.216
5.1,1.846,1.023,1,4.595,6.581,12.017,1.129,4.077,0.089,-0.175,0,1.424,0.101,1.338,1.255,0.05,1.422,1.599,1.51,1.176,1.058,1.69,1.058,0.121,2.117,1.133,1,2.117,3.573,5.573,3.573,0.0,0.0,0,1.918,-0.086,-0.169,0,1,0.725,0.188,-0.174,1,43.987,1,1,1.09,1.068,2.398,1.94,2.946,0.079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,11.771,2.902,0.013,1,1,1.085
5.1,0.996,1.0,1,0.0,0.0,0.0,1.212,8.041,0.087,-0.225,0,1.048,0.101,0.593,0.739,0.051,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.137,1.72,1.178,0,1.72,2.892,4.892,2.892,0.0,0.0,0,1.883,-0.028,-0.178,0,0,0.822,0.207,0.0,0,0.0,0,0,1.142,0.916,0.0,1.911,2.537,0.093,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,2.242,0.007,2,2,0.989
5.1,1.456,1.846,2,4.727,6.862,24.763,1.193,8.077,0.099,-0.201,0,1.272,0.179,3.348,2.617,0.05,4.204,6.1,5.132,2.084,1.656,7.087,1.656,0.119,5.923,1.053,2,2.912,3.621,5.621,3.621,1.058,0.247,0,1.891,-0.054,-0.069,0,2,1.788,0.183,-0.656,2,75.544,1,0,1.252,1.062,2.398,1.921,3.562,0.079,0,3.407,1,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.03,18.375,3.033,0.023,2,2,1.1
5.2,1.084,0.844,2,5.533,7.751,24.854,1.139,13.966,0.107,-0.144,0,1.073,0.174,4.18,3.11,0.039,5.397,7.977,6.674,2.388,1.94,9.292,1.94,0.108,8.708,1.121,2,3.348,3.67,5.67,3.67,1.058,0.8,0,1.916,-0.023,-0.138,2,2,0.956,0.171,-0.003,2,213.012,2,1,1.107,1.033,3.045,1.942,3.622,0.068,0,4.541,1,0.555,3.144,5.912,7.263,8.602,9.936,1.738,-0.045,7.229,3.387,0.018,3,3,1.007
5.1,1.03,1.556,2,0.0,0.0,12.474,1.185,0.0,0.107,-0.228,0,1.099,0.198,4.267,3.096,0.066,5.533,8.167,6.84,2.183,1.969,9.505,1.969,0.115,5.94,1.178,2,3.473,3.623,5.623,3.623,0.782,0.219,0,2.065,0.241,-0.228,0,1,1.553,0.18,0.757,1,0.0,0,0,1.256,0.743,0.0,2.083,3.388,0.076,0,4.586,0,0.0,3.123,6.005,7.398,8.774,10.141,1.593,0.181,0.0,3.048,0.015,0,0,0.68
5.1,1.689,0.877,3,4.949,7.209,35.344,1.091,0.0,0.1,-0.155,0,1.673,0.312,3.353,2.78,0.062,3.977,5.305,4.632,2.295,1.437,5.99,1.437,0.111,7.171,1.058,3,2.873,3.982,5.982,3.982,1.349,0.8,0,1.881,-0.245,-0.145,0,3,0.708,0.169,-2.294,3,41.046,1,0,1.116,1.216,2.398,1.896,3.61,0.067,0,1.621,0,0.0,0.931,2.316,2.996,3.659,4.307,0.325,-0.152,0.0,3.256,0.02,0,0,1.242
6.3,0.999,1.305,0,5.416,7.526,0.0,1.146,8.532,0.104,-0.082,0,0.978,0.052,0.593,0.739,0.026,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.114,1.72,1.04,0,1.72,3.163,5.163,3.163,0.0,0.0,0,1.918,0.081,-0.031,3,0,1.273,0.178,0.0,0,128.076,2,0,1.072,0.886,3.045,1.942,3.087,0.076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,16.019,2.894,0.011,2,2,0.876
5.3,0.699,0.617,0,5.82,7.947,0.0,0.58,17.288,0.105,0.313,1,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.657,0,0.0,3.665,5.665,3.665,0.0,0.0,0,1.902,-0.145,0.293,1,0,0.724,0.165,0.0,0,186.255,3,2,0.733,1.098,3.434,1.93,3.387,0.062,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099,56.219,3.105,0.016,4,4,1.142
5.1,0.831,1.479,3,4.727,6.783,12.021,0.927,0.0,0.093,0.053,0,1.032,0.516,8.334,5.8,0.152,10.885,15.994,13.438,3.442,3.655,18.553,3.655,0.124,12.388,0.984,3,7.134,4.69,6.69,4.69,1.055,0.86,0,1.892,0.031,-0.017,0,1,1.225,0.191,1.066,1,61.633,1,0,1.021,0.897,2.398,1.911,3.458,0.082,0,7.845,0,0.624,4.966,10.642,13.39,16.105,18.797,1.998,0.05,0.693,3.047,0.016,0,0,0.936
5.8,0.872,1.116,3,4.727,6.763,11.442,0.817,0.0,0.087,-0.014,0,0.996,0.772,9.498,6.564,0.25,12.447,18.364,15.402,3.767,4.503,21.331,4.503,0.124,13.892,1.035,3,8.638,4.866,6.866,4.866,1.059,0.86,0,1.89,0.109,-0.101,0,1,0.995,0.191,0.779,1,47.816,1,0,0.933,0.81,2.398,1.903,3.688,0.082,0,9.734,0,0.524,6.466,12.919,16.056,19.161,22.245,3.036,0.276,0.0,3.152,0.023,0,0,0.997
6.0,1.205,0.964,2,4.844,7.066,22.566,1.25,0.0,0.12,-0.179,0,1.161,0.32,4.068,3.0,0.1,5.259,7.772,6.504,2.194,1.907,9.051,1.907,0.102,6.072,1.024,2,3.306,3.653,5.653,3.653,0.98,0.149,0,1.907,-0.161,-0.107,2,2,0.907,0.169,-0.93,2,35.153,1,0,1.186,1.482,2.398,1.911,3.486,0.067,0,4.409,0,0.0,3.032,5.75,7.068,8.374,9.674,1.593,-0.361,2.104,3.397,0.019,0,0,1.116
5.2,1.582,1.316,1,4.727,6.862,12.193,1.118,8.274,0.099,-0.116,0,1.604,0.123,3.244,2.415,0.053,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.117,3.806,1.041,1,2.912,3.563,5.563,3.563,0.247,0.0,1,1.925,0.033,-0.052,0,1,1.306,0.176,-0.299,1,65.647,1,0,1.197,0.973,2.398,1.948,3.264,0.073,0,3.407,1,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.031,20.274,2.746,0.017,2,2,0.824
5.3,1.581,1.421,1,5.283,7.31,12.373,0.988,4.422,0.093,0.041,0,1.467,0.164,3.315,2.573,0.042,4.186,6.096,5.124,2.072,1.656,7.085,1.656,0.117,6.411,0.901,1,2.912,3.563,5.563,3.563,1.053,0.249,0,1.945,-0.092,0.108,1,1,1.373,0.18,-0.282,1,186.396,2,0,1.076,1.094,3.045,1.964,3.366,0.074,0,3.438,0,0.247,2.389,4.478,5.51,6.533,7.552,1.305,-0.159,53.182,3.018,0.015,1,1,1.028
5.2,1.2,1.038,1,4.727,6.823,13.064,0.984,4.318,0.103,-0.011,0,1.082,0.043,0.593,0.739,0.022,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.117,1.72,0.989,1,1.72,3.613,5.613,3.613,0.0,0.0,0,1.978,0.051,-0.014,1,1,1.142,0.182,-0.194,1,90.486,1,0,1.022,0.943,2.398,1.995,3.162,0.077,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,13.915,3.007,0.015,1,1,0.931
5.1,0.564,0.761,0,4.727,6.862,0.0,0.883,8.882,0.115,0.076,0,0.822,0.064,0.239,0.379,0.032,0.156,0.066,0.102,0.673,0.8,0.043,0.8,0.108,1.6,0.915,0,1.2,3.36,5.36,3.36,0.0,0.0,0,1.925,-0.128,0.042,0,0,1.062,0.172,0.0,0,40.473,1,0,0.907,1.116,2.398,1.95,2.904,0.07,0,0.188,1,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.155,14.099,2.558,0.013,2,2,1.074
5.1,0.985,1.088,1,0.0,0.0,12.069,1.107,7.129,0.091,-0.159,0,0.955,0.637,8.755,6.134,0.128,11.428,16.793,14.11,3.817,3.825,19.476,3.825,0.116,19.108,1.151,1,5.335,4.461,6.461,4.461,3.825,1.656,0,2.016,0.171,-0.126,0,1,1.076,0.179,-0.917,1,0.0,0,2,1.038,0.904,0.0,2.039,4.46,0.075,0,10.083,0,0.247,7.388,12.768,15.451,18.134,20.818,4.61,0.045,6.604,3.569,0.024,2,2,0.74
7.1,1.423,1.098,3,5.416,7.535,25.032,1.08,8.283,0.101,-0.052,0,1.325,0.034,0.089,0.23,0.017,0.033,0.004,0.012,0.542,0.6,0.002,0.6,0.111,1.2,1.048,0,1.2,4.686,6.686,4.686,0.0,0.0,0,1.977,0.031,-0.101,2,2,1.065,0.173,0.0,2,133.011,2,1,1.028,1.052,3.045,1.976,3.354,0.071,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067,5.218,2.795,0.015,2,2,0.845
5.1,1.166,1.147,4,0.0,0.0,23.622,0.979,0.0,0.13,-0.084,0,1.109,0.461,5.024,3.752,0.092,6.397,9.22,7.803,2.748,2.035,10.639,2.035,0.104,10.151,0.997,6,4.069,4.13,6.13,4.13,1.2,1.041,0,1.974,0.022,-0.159,0,2,0.954,0.163,-1.704,2,0.0,0,0,0.975,1.195,0.0,1.981,3.73,0.063,0,0.0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.0,3.358,0.025,0,0,1.224
5.1,1.856,1.087,1,4.595,6.581,12.022,1.074,3.937,0.089,-0.104,0,1.351,0.101,1.338,1.255,0.05,1.422,1.599,1.51,1.176,1.058,1.69,1.058,0.121,2.117,1.077,1,2.117,3.573,5.573,3.573,0.0,0.0,0,1.924,-0.034,-0.086,1,1,0.81,0.188,-0.167,1,43.987,1,0,1.083,1.075,2.398,1.947,2.946,0.079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061,2.144,2.902,0.013,1,1,1.028
5.1,0.58,0.893,0,4.443,6.293,0.0,0.847,4.317,0.097,0.005,0,0.672,0.038,0.008,0.05,0.019,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.117,0.8,0.994,0,0.8,3.033,5.033,3.033,0.0,0.0,0,2.036,-0.11,-0.049,0,0,0.889,0.184,0.0,0,46.816,1,0,0.983,1.099,2.398,2.056,2.745,0.075,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.115,25.87,2.416,0.017,1,1,1.091
