pXC50,P_VSA_LogP_4,SpMin1_Bh.i.,ATSC1m,ATSC5v,MATS2p,MATS2v,GATS2i,SaasC,SpMax5_Bh.p.,SpMin5_Bh.i.,SpMin6_Bh.m.,SpMin8_Bh.m.,GATS7e,SpMax2_Bh.s.,ATS4i,ATS5i,ATS6e,ATS6i,ATS8e,ATS8i,ATSC1p,ATSC2p,ATSC6m,ATSC7i,ATSC7v,ATSC8m,ATSC8v,CIC0,Si,SpMaxA_EA.ed.,C.005,JGI2,JGI6,nArOR,SpMax4_Bh.s.,GATS2p,ATSC8i,ATSC8p,ATS3p,ATSC4i,SpMin3_Bh.m.,SpMax5_Bh.i.,SpMin5_Bh.v.,MATS7e,SpMaxA_AEA.dm.,ATSC4v,AAC,IC0,BLTA96,BLTD48,BLTF96,Eta_sh_y,MLOGP,P_VSA_LogP_1,SIC0,P_VSA_e_5,P_VSA_m_3,P_VSA_p_2,P_VSA_s_6,P_VSA_v_2,SAacc,Eta_FL,ATS4p,ATSC4p,CATS2D_09_DD,GATS2v,P_VSA_MR_5,ATSC4s,ATSC5s,TPSA.NO.,TPSA.Tot.,ATS4e,ATSC7m,SpMax5_Bh.m.,SpMax5_Bh.v.,SpMin1_Bh.s.,ATS6p,DELS,Eta_alpha_A,ATSC1s,ATSC3s,ATSC4e,H.050,Hy,nHDon,CATS2D_06_LL,PW5,Eta_B,SpMax6_Bh.s.,TIE,ATSC3e,MATS2i,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3s,ATS3v,ATS4m,ATS4s,ATS4v,ATS5e,ATS5m,ATS5p,ATS5s,ATS5v,ATS6m,ATS6s,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2s,ATSC2v,ATSC3i,ATSC3m,ATSC3p,ATSC3v,ATSC4m,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC6e,ATSC6i,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7p,ATSC7s,ATSC8e,ATSC8s,BAC,BBI,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BID,BLI,C.,C.001,C.002,C.003,C.004,C.006
4.639,89.205,1.739,2.57,1.553,-0.148,-0.037,1.253,0.0,1.63,0.0,0.376,0.0,1.424,6.465,3.475,3.118,2.228,2.372,0.635,0.899,1.464,2.044,2.288,0.024,0.351,0.43,0.151,2.439,18.083,0.83,0,0.103,0.0,0,4.69,1.205,0.006,0.063,2.524,0.21,1.071,2.298,0.559,-0.36,0.357,2.028,1.561,1.561,-0.09,-0.23,-0.42,0.346,-1.142,0.0,0.39,121.512,121.512,121.512,121.512,121.512,121.512,2.596,2.189,1.714,0,0.959,0.0,56.849,55.971,70.67,70.67,3.322,1.636,2.026,1.723,0.919,0.968,19.511,0.433,27.41,64.361,0.435,2,0.839,2,0,0.078,0.264,3.137,17.595,0.559,-0.18,4.6,-1.462,2.137,35.054,8.883,0.0,2.939,2.986,2.582,2.317,4.367,2.398,3.327,3.4,2.867,2.562,4.792,2.653,3.509,3.598,2.908,5.268,2.607,2.356,4.815,2.206,2.907,1.83,1.661,4.561,1.643,1.19,4.097,0.983,1.663,1.922,0.214,0.492,2.708,0.416,0.007,0.135,0.693,0.067,0.19,0.189,1.302,0.305,0.262,4.364,38.691,1.948,0.272,6.434,2.142,2.244,6.192,0.304,0.126,4.827,1.071,0.194,0.051,0.412,34.014,0.498,0.091,0.214,14.375,0.014,2.066,11.0,13,0.368,0.853,0.912,0.912,0.912,0.912,2.442,0.796,37.5,0,0,0,0,1
6.62,285.471,1.92,14.86,21.96,-0.119,-0.125,1.232,1.898,3.572,1.675,1.718,1.502,1.338,7.439,5.641,5.626,5.464,5.646,5.555,5.718,7.543,12.419,50.837,2.7,21.817,54.248,23.581,4.766,94.315,0.191,0,0.075,0.017,0,7.428,1.158,2.784,19.398,4.568,2.465,2.032,3.794,1.894,-0.18,0.071,21.316,1.627,1.627,-1.38,-1.47,-1.52,0.349,0.154,0.0,0.254,275.774,275.774,346.592,275.774,346.592,329.807,13.356,4.544,17.055,2,1.083,83.014,212.739,267.862,220.29,220.29,5.443,57.745,3.694,3.595,1.262,4.585,89.057,0.459,38.21,172.114,1.464,7,3.524,7,4,0.097,1.294,6.471,175.196,1.419,-0.107,16.0,2.955,8.734,179.814,8.128,0.407,4.541,4.635,4.148,4.047,5.793,4.062,5.038,5.161,4.512,4.432,6.342,4.422,5.355,5.526,4.583,6.627,4.531,4.531,6.647,4.506,5.43,4.669,4.531,6.856,4.516,4.712,6.795,4.588,5.555,5.737,4.763,4.651,6.914,4.658,4.835,4.735,7.029,4.722,0.296,1.165,8.409,0.767,1.84,26.761,85.699,14.857,2.347,43.361,16.433,20.265,51.323,1.839,2.446,50.884,16.706,1.569,2.57,16.661,195.391,20.489,1.872,18.3,274.729,2.127,312.941,66.0,74,0.242,0.596,0.744,0.849,0.904,0.908,3.935,0.861,42.9,0,3,0,0,1
5.672,311.525,1.92,12.874,18.537,-0.121,-0.132,1.267,1.237,3.49,1.588,1.716,1.449,1.172,7.469,5.528,5.515,5.352,5.531,5.456,5.613,6.669,10.892,44.98,2.361,19.06,48.293,20.38,4.564,85.694,0.211,0,0.076,0.016,0,7.43,1.183,2.446,17.103,4.429,2.143,1.883,3.723,1.823,-0.156,0.079,17.769,1.684,1.684,-0.44,-0.57,-0.72,0.361,-0.786,0.0,0.27,300.919,300.919,371.737,300.919,371.737,354.952,12.031,4.409,14.387,2,1.099,83.014,249.443,368.096,237.36,237.36,5.341,50.81,3.623,3.513,1.258,4.453,91.991,0.451,51.655,215.608,1.728,7,3.661,7,3,0.096,1.264,7.423,182.051,1.626,-0.116,14.261,1.022,1.045,159.537,8.351,0.327,4.446,4.537,4.066,3.915,5.737,3.947,4.944,5.064,4.434,4.293,6.334,4.299,5.26,5.427,4.498,6.576,4.41,4.485,6.629,4.401,5.337,4.62,4.395,6.945,4.404,4.613,6.755,4.462,5.442,5.622,4.664,4.527,6.817,4.541,4.741,4.612,6.935,4.613,0.385,1.064,7.217,0.947,1.657,23.647,121.596,12.878,2.069,39.231,14.15,17.213,45.628,2.288,2.115,45.823,14.254,1.816,2.235,14.365,261.671,17.998,2.005,15.745,292.259,2.164,318.42,90.0,67,0.256,0.625,0.775,0.872,0.915,0.919,3.853,0.85,40.8,0,3,0,0,1
5.349,242.787,1.92,14.825,21.642,-0.121,-0.133,1.222,2.094,3.572,1.675,1.72,1.504,1.412,7.439,5.621,5.611,5.455,5.642,5.537,5.704,7.468,12.337,50.928,2.685,21.679,53.788,23.567,4.767,93.106,0.195,0,0.071,0.016,0,7.428,1.151,2.757,19.316,4.558,2.439,2.037,3.794,1.894,-0.197,0.073,21.134,1.609,1.609,-1.82,-1.88,-1.89,0.332,0.591,0.0,0.252,233.091,233.091,303.909,233.091,303.909,287.123,13.115,4.531,16.833,2,1.089,83.014,193.265,259.291,200.06,200.06,5.422,57.101,3.691,3.595,1.262,4.58,81.965,0.461,30.899,160.748,1.304,6,2.76,6,4,0.097,1.188,6.462,162.764,1.303,-0.107,15.429,3.223,10.386,178.12,8.033,0.415,4.523,4.621,4.126,4.042,5.753,4.051,5.027,5.154,4.484,4.425,6.307,4.408,5.339,5.516,4.553,6.583,4.513,4.514,6.616,4.491,5.416,4.656,4.523,6.846,4.507,4.698,6.776,4.578,5.54,5.723,4.738,4.643,6.89,4.645,4.795,4.727,6.956,4.707,0.234,1.152,8.526,0.713,1.824,27.065,83.504,14.981,2.329,43.299,16.348,20.512,50.431,1.749,2.43,50.25,16.539,1.434,2.568,16.691,180.658,20.753,1.689,18.163,253.938,1.867,274.594,51.0,72,0.24,0.581,0.718,0.81,0.867,0.878,3.915,0.87,43.4,0,3,0,0,1
4.523,91.024,1.871,3.411,3.154,0.165,0.151,0.873,0.748,2.252,0.397,0.515,0.0,0.406,6.468,3.778,3.685,2.777,2.994,2.003,2.278,1.833,2.622,4.239,0.075,1.003,2.182,0.517,2.777,21.289,0.791,1,0.095,0.02,1,4.257,0.848,0.046,0.385,2.843,0.345,1.261,2.589,0.792,0.163,0.287,3.469,1.471,1.471,-2.66,-2.68,-2.61,0.3,1.433,10.883,0.346,78.828,78.828,78.828,78.828,78.828,78.828,3.372,2.654,2.855,0,0.789,0.0,47.661,39.186,46.53,46.53,3.623,2.017,2.381,2.286,1.058,1.61,15.312,0.455,7.869,18.475,0.381,1,-0.119,1,0,0.078,0.226,3.317,16.846,0.179,0.153,5.182,1.306,1.705,40.806,8.008,0.545,3.052,3.125,2.641,2.538,4.398,2.557,3.46,3.581,2.879,2.8,4.736,2.812,3.559,3.669,2.936,4.932,2.852,2.699,5.2,2.609,3.417,2.0,2.225,4.534,2.107,1.523,4.127,1.525,2.17,2.435,0.989,1.227,3.258,1.091,0.306,0.67,3.219,0.573,0.08,0.226,1.957,0.19,0.322,6.23,20.798,2.887,0.354,6.55,2.884,3.179,8.17,0.254,0.263,8.197,2.264,0.232,0.126,1.051,27.301,1.362,0.039,0.67,4.222,0.099,19.421,14.0,14,0.325,0.712,0.828,0.884,0.884,0.884,2.522,0.845,42.1,0,0,0,0,0
5.638,91.024,1.919,5.176,5.339,0.086,0.101,0.986,1.453,2.618,0.804,0.782,0.479,0.978,6.468,4.292,4.142,3.344,3.603,2.626,2.918,2.479,3.906,6.896,0.165,2.032,3.637,0.933,3.26,26.91,0.745,0,0.111,0.027,0,4.09,0.982,0.09,0.721,3.248,0.57,1.417,2.971,1.131,0.021,0.265,6.791,1.325,1.325,-3.85,-3.81,-3.62,0.353,2.621,17.65,0.289,67.828,67.828,67.828,67.828,67.828,67.828,2.844,3.119,4.912,0,0.932,17.65,51.485,36.175,37.3,37.3,4.053,4.349,2.499,2.57,1.252,2.247,13.463,0.472,7.359,16.474,0.214,1,-0.244,1,0,0.077,0.353,3.467,21.456,0.047,0.08,5.333,2.516,6.331,48.534,6.843,0.5,3.229,3.338,2.688,2.789,4.423,2.742,3.703,3.879,2.975,3.13,4.777,3.055,3.942,4.132,3.049,5.083,3.151,2.832,5.301,2.973,3.853,2.322,2.753,4.865,2.571,1.775,4.378,2.084,2.926,3.209,1.504,1.815,4.078,1.651,0.539,1.067,3.892,0.935,0.021,0.291,3.144,0.041,0.454,8.728,14.395,5.169,0.558,11.34,4.797,6.415,13.477,0.154,0.437,11.397,3.778,0.138,0.25,2.118,29.515,2.871,0.043,1.425,12.0,0.13,29.0,21.0,16,0.276,0.656,0.761,0.802,0.802,0.802,2.597,0.982,41.7,2,0,1,0,0
4.311,76.999,1.973,35.295,72.09,0.087,0.11,1.202,0.0,3.619,1.699,1.897,1.741,0.829,6.511,6.628,6.713,6.485,6.741,6.56,6.79,14.769,25.94,156.458,5.956,74.841,170.742,76.964,5.707,154.922,0.28,0,0.131,0.028,0,6.45,1.174,6.161,52.439,5.289,5.398,1.957,3.84,1.919,0.026,0.061,66.998,1.381,1.381,-0.2,-0.34,-0.52,0.337,-1.028,61.776,0.195,503.833,503.833,503.833,503.833,503.833,503.833,5.618,5.441,46.082,1,1.044,98.364,374.063,340.239,266.91,266.91,6.4,163.947,3.717,3.643,1.644,5.499,138.273,0.454,65.364,385.383,3.414,10,5.652,10,23,0.107,2.839,6.435,239.485,3.223,0.076,16.597,-1.073,1.152,215.064,6.523,0.0,5.021,5.123,4.448,4.431,5.991,4.418,5.693,5.843,4.972,4.96,6.625,4.935,6.142,6.307,5.23,7.257,5.228,5.226,7.315,5.327,6.466,5.191,5.484,7.279,5.347,5.235,7.278,5.368,6.522,6.768,5.341,5.532,7.418,5.422,5.324,5.56,7.509,5.442,0.329,1.783,19.185,1.186,3.122,70.752,135.667,34.949,4.48,113.437,37.573,52.146,145.257,3.355,5.689,154.277,48.956,2.924,5.794,49.87,334.939,73.852,3.557,50.861,403.888,3.667,455.681,291.0,118,0.193,0.379,0.621,0.778,0.853,0.876,4.145,0.994,33.1,7,9,3,5,3
4.262,65.999,1.972,31.51,67.441,0.103,0.131,1.173,0.0,3.605,1.696,1.876,1.707,0.772,6.511,6.546,6.655,6.389,6.654,6.296,6.55,13.402,23.943,141.9,4.948,63.531,130.524,59.205,5.553,137.633,0.312,0,0.13,0.028,0,6.448,1.146,4.671,40.067,5.229,5.156,1.985,3.79,1.923,0.0,0.068,63.279,1.366,1.366,-1.63,-1.7,-1.73,0.338,0.397,61.776,0.197,407.466,407.466,407.466,407.466,407.466,407.466,4.623,5.392,44.032,1,1.02,86.645,316.459,312.824,217.22,217.22,6.321,134.517,3.651,3.615,1.641,5.375,112.446,0.458,49.968,298.68,2.682,8,4.179,8,25,0.118,2.56,6.433,187.841,2.476,0.092,17.2,-0.048,0.002,192.402,6.472,0.0,4.907,5.01,4.336,4.338,5.852,4.319,5.588,5.739,4.881,4.881,6.486,4.851,6.043,6.209,5.154,7.099,5.166,5.171,7.229,5.278,6.408,5.091,5.412,7.241,5.271,5.029,7.203,5.217,6.338,6.609,5.014,5.32,7.133,5.174,4.934,5.261,7.156,5.115,0.229,1.61,17.401,0.941,2.869,63.6,108.187,32.133,4.199,102.14,35.29,48.513,133.425,2.953,5.371,145.76,46.091,2.778,5.227,45.265,315.149,67.149,2.232,42.73,267.252,2.641,302.503,227.0,109,0.195,0.387,0.642,0.822,0.885,0.903,4.028,0.998,33.9,7,8,4,5,2
4.035,54.999,1.973,32.159,68.319,0.102,0.128,1.191,0.0,3.621,1.69,1.891,1.708,0.765,6.511,6.551,6.658,6.401,6.67,6.442,6.682,13.518,23.943,141.963,5.404,68.478,150.142,69.738,5.585,140.048,0.316,0,0.134,0.029,0,6.45,1.166,5.565,47.526,5.217,5.094,1.957,3.828,1.918,0.021,0.069,63.278,1.358,1.358,-1.22,-1.31,-1.38,0.318,-0.009,61.776,0.196,439.15,439.15,439.15,439.15,439.15,439.15,4.529,5.382,43.633,0,1.041,89.18,326.455,316.595,228.22,228.22,6.319,142.951,3.7,3.64,1.644,5.412,117.252,0.458,54.36,318.301,2.644,9,4.987,9,23,0.108,2.592,6.435,212.076,2.457,0.091,14.255,-0.348,0.121,194.576,6.383,0.0,4.913,5.02,4.321,4.339,5.871,4.315,5.583,5.739,4.851,4.875,6.488,4.838,6.041,6.211,5.116,7.117,5.145,5.135,7.226,5.259,6.403,5.073,5.419,7.22,5.268,5.064,7.15,5.259,6.402,6.659,5.175,5.431,7.229,5.301,5.187,5.456,7.332,5.329,0.235,1.621,17.719,0.814,2.861,63.547,110.373,32.449,4.157,102.378,35.036,48.678,132.908,2.698,5.369,143.557,46.342,2.18,5.349,46.307,280.893,68.724,2.371,46.501,298.113,2.536,343.324,261.0,106,0.193,0.382,0.633,0.81,0.887,0.904,4.028,1.01,33.3,7,9,3,5,2
4.839,203.07,1.89,6.259,6.869,-0.091,-0.057,1.169,-1.235,2.755,0.856,1.099,0.797,1.088,6.562,4.592,4.489,4.07,4.275,3.869,4.014,3.411,5.26,14.3,0.473,4.305,9.937,4.15,3.64,39.163,0.434,0,0.104,0.022,0,6.446,1.156,0.468,3.826,3.581,0.78,1.672,3.006,1.149,-0.099,0.167,6.882,1.489,1.489,-2.6,-2.62,-2.56,0.368,1.371,0.0,0.29,206.878,206.878,206.878,206.878,206.878,206.878,5.938,3.431,6.323,0,1.017,7.127,128.672,134.843,107.22,107.22,4.439,10.507,2.897,2.78,1.208,3.108,39.234,0.452,35.092,88.388,0.815,4,1.921,4,3,0.081,0.6,4.646,59.96,0.618,-0.094,9.571,2.521,6.353,73.729,8.294,0.545,3.682,3.747,3.281,3.165,5.034,3.194,4.1,4.192,3.625,3.503,5.475,3.517,4.383,4.511,3.732,5.88,3.593,3.52,5.857,3.434,4.307,3.371,3.25,5.834,3.222,3.166,5.419,3.077,3.897,4.044,3.13,3.069,5.369,3.064,3.058,3.072,5.243,3.055,0.221,0.425,3.353,0.348,0.645,9.961,40.1,5.674,0.798,15.479,6.526,7.342,18.755,0.964,0.67,17.928,5.563,0.606,0.548,4.608,82.044,5.847,0.461,3.871,78.573,0.388,64.872,26.0,30,0.274,0.613,0.727,0.829,0.872,0.872,3.102,0.842,42.9,0,1,0,0,1
4.855,109.335,1.973,36.088,74.543,0.081,0.11,1.191,0.0,3.619,1.699,1.897,1.741,0.844,6.527,6.641,6.743,6.539,6.789,6.601,6.823,15.251,26.549,166.306,6.229,77.802,178.133,80.217,5.752,160.547,0.269,0,0.127,0.027,0,6.453,1.163,6.509,55.23,5.309,5.552,1.957,3.84,1.919,0.026,0.058,68.336,1.388,1.388,-0.5,-0.63,-0.77,0.339,-0.725,70.602,0.194,497.294,497.294,497.294,497.294,497.294,497.294,6.414,5.47,47.325,1,1.03,107.19,367.908,384.904,272.98,272.98,6.416,172.231,3.717,3.643,1.644,5.543,145.693,0.454,64.409,385.702,3.474,9,4.783,9,23,0.11,2.945,6.446,256.958,3.398,0.069,16.738,-0.694,0.482,224.216,6.59,0.0,5.055,5.156,4.492,4.465,6.034,4.453,5.726,5.876,5.01,4.983,6.683,4.961,6.163,6.326,5.256,7.264,5.252,5.276,7.326,5.363,6.502,5.273,5.525,7.365,5.399,5.305,7.361,5.419,6.567,6.81,5.406,5.576,7.453,5.472,5.417,5.619,7.567,5.512,0.334,1.843,19.709,1.345,3.199,72.886,149.991,35.658,4.568,115.67,38.215,52.668,147.594,3.663,5.933,160.622,50.907,3.454,6.073,52.102,379.185,76.904,3.941,53.091,415.56,3.964,473.024,330.0,122,0.192,0.392,0.643,0.794,0.864,0.884,4.192,0.989,33.3,8,9,3,5,3
4.416,120.889,1.891,4.153,4.119,-0.183,-0.111,1.129,1.752,2.735,0.821,1.045,0.617,0.871,6.473,4.301,4.036,3.728,3.842,3.55,3.723,2.638,4.127,7.198,0.377,3.225,6.716,3.592,3.442,31.914,0.514,0,0.074,0.017,1,4.835,1.105,0.357,3.021,3.507,0.641,1.514,2.925,1.107,0.036,0.177,5.832,1.416,1.416,-3.0,-3.0,-2.9,0.396,1.773,0.0,0.291,121.512,121.512,121.512,121.512,121.512,121.512,5.801,3.33,5.347,0,0.948,0.0,53.321,36.685,70.67,70.67,4.136,6.586,2.77,2.729,1.097,3.043,27.049,0.465,16.277,43.231,0.421,2,0.341,2,7,0.103,0.541,4.219,33.137,0.4,-0.195,8.474,2.602,6.769,70.435,8.767,0.571,3.517,3.573,3.201,3.121,4.836,3.138,3.936,4.004,3.579,3.478,5.284,3.493,4.187,4.3,3.578,5.587,3.506,3.336,5.433,3.297,3.882,3.194,3.109,5.197,3.116,3.1,5.249,3.037,3.628,3.76,2.918,2.958,4.99,2.918,2.747,2.773,4.994,2.716,0.115,0.326,2.436,0.126,0.505,6.223,13.478,4.085,0.656,10.999,5.353,5.218,12.638,0.299,0.49,9.867,4.039,0.305,0.41,3.333,48.297,3.19,0.266,3.112,36.997,0.219,33.281,10.0,30,0.268,0.564,0.69,0.787,0.836,0.867,3.011,0.814,51.7,0,0,0,0,0
6.108,285.471,1.922,15.364,23.607,-0.098,-0.104,1.222,1.879,3.588,1.696,1.814,1.559,1.31,7.439,5.695,5.692,5.519,5.704,5.619,5.78,7.746,12.953,53.384,2.89,22.771,57.062,24.238,4.816,98.814,0.178,0,0.08,0.017,0,7.428,1.129,2.996,20.218,4.64,2.664,2.032,3.81,1.895,-0.145,0.066,22.205,1.644,1.644,-0.97,-1.07,-1.17,0.37,-0.26,0.0,0.254,275.774,275.774,363.378,275.774,363.378,329.807,14.191,4.626,17.996,3,1.053,99.799,210.771,272.578,236.08,236.08,5.5,60.06,3.716,3.611,1.262,4.643,92.454,0.459,38.415,174.127,1.512,8,4.253,8,4,0.099,1.397,6.471,170.674,1.449,-0.097,16.057,3.249,10.555,190.9,8.202,0.448,4.597,4.693,4.216,4.106,5.842,4.124,5.098,5.221,4.593,4.506,6.39,4.5,5.408,5.576,4.66,6.67,4.606,4.606,6.696,4.588,5.493,4.717,4.599,6.888,4.577,4.777,6.833,4.645,5.609,5.79,4.846,4.711,6.968,4.722,4.92,4.797,7.088,4.794,0.316,1.252,8.586,0.793,1.988,27.673,87.074,15.396,2.515,44.715,17.233,21.1,53.021,1.904,2.636,53.79,17.992,1.649,2.746,17.663,200.903,21.802,1.968,19.123,275.468,2.231,323.424,66.0,81,0.241,0.603,0.751,0.831,0.86,0.874,3.992,0.853,43.2,0,3,0,0,1
4.896,170.733,1.929,5.483,5.383,-0.155,-0.106,1.183,0.986,2.746,0.841,1.025,0.587,0.992,6.488,4.394,4.197,3.813,4.018,3.728,3.889,2.864,4.341,10.004,0.431,4.182,9.052,3.888,3.477,33.329,0.459,0,0.068,0.014,0,6.446,1.168,0.401,3.309,3.485,0.679,1.492,2.977,1.132,-0.082,0.158,7.326,1.429,1.429,-3.09,-3.09,-2.97,0.36,1.862,0.0,0.291,170.733,170.733,170.733,170.733,170.733,170.733,5.438,3.325,5.767,0,1.031,0.0,69.551,58.862,80.92,80.92,4.195,8.646,2.856,2.756,1.131,3.049,26.651,0.463,24.133,47.311,0.44,4,1.996,4,5,0.083,0.544,4.419,37.614,0.29,-0.162,8.056,2.747,7.544,68.289,8.142,0.632,3.522,3.593,3.111,3.071,4.881,3.078,3.881,3.967,3.445,3.409,5.258,3.401,4.186,4.318,3.441,5.518,3.451,3.283,5.611,3.256,4.002,2.95,3.139,5.225,3.062,2.962,4.999,2.988,3.748,3.91,2.998,2.979,5.054,2.955,2.97,2.775,5.382,2.779,0.14,0.352,2.875,0.089,0.523,7.378,11.377,4.806,0.679,12.424,5.616,6.16,14.826,0.356,0.55,12.573,4.611,0.2,0.47,4.008,32.813,5.054,0.182,3.596,30.911,0.351,54.867,17.0,26,0.272,0.506,0.654,0.79,0.854,0.871,2.959,0.833,46.7,0,0,0,0,0
5.662,242.787,1.92,15.975,22.596,-0.081,-0.069,1.237,1.418,3.534,1.644,1.717,1.53,1.311,7.439,5.658,5.672,5.437,5.63,5.542,5.728,7.458,12.328,52.516,2.558,22.135,57.093,25.67,4.745,92.521,0.211,0,0.083,0.015,0,7.428,1.153,2.703,19.425,4.52,2.414,2.006,3.754,1.877,-0.179,0.079,22.189,1.612,1.612,-1.48,-1.56,-1.6,0.355,0.249,17.65,0.254,233.091,233.091,303.909,233.091,303.909,287.123,11.128,4.518,16.391,2,1.069,100.664,188.588,301.816,200.06,200.06,5.448,56.828,3.631,3.548,1.318,4.527,80.346,0.459,30.424,167.75,1.315,6,2.834,6,5,0.093,1.209,6.462,176.406,1.305,-0.091,14.239,2.966,8.797,167.098,7.716,0.327,4.5,4.605,4.063,3.984,5.707,3.989,5.023,5.169,4.425,4.37,6.268,4.347,5.337,5.524,4.52,6.56,4.473,4.5,6.632,4.476,5.464,4.6,4.495,6.878,4.47,4.61,6.73,4.514,5.509,5.703,4.661,4.604,6.808,4.592,4.755,4.706,6.916,4.674,0.225,1.145,9.036,0.732,1.8,29.895,90.665,15.936,2.265,45.599,16.002,21.274,53.555,1.982,2.372,56.064,16.455,1.512,2.41,15.871,208.491,20.949,1.599,16.965,238.916,1.803,263.183,90.0,67,0.243,0.612,0.79,0.87,0.906,0.91,3.853,0.901,40.2,2,3,1,0,1
4.071,118.078,2.045,24.818,52.418,0.152,0.196,1.107,0.0,3.513,1.635,1.76,1.597,1.067,7.425,6.314,6.406,6.095,6.338,6.0,6.235,11.114,19.593,107.546,3.707,44.736,96.79,45.361,5.293,115.723,0.35,0,0.136,0.026,0,6.521,1.082,3.716,31.708,5.033,4.23,1.973,3.684,1.865,-0.075,0.083,50.694,1.379,1.379,-0.84,-0.95,-1.06,0.318,-0.391,70.602,0.207,396.218,396.218,396.218,396.218,396.218,396.218,5.586,5.19,36.008,0,0.947,83.274,367.769,427.069,211.28,211.28,6.096,100.109,3.548,3.514,1.611,5.094,116.096,0.458,54.903,296.198,2.019,7,3.538,7,23,0.106,2.454,6.454,255.134,1.749,0.135,14.375,-0.488,0.238,174.932,6.656,0.0,4.706,4.811,4.133,4.166,5.766,4.138,5.342,5.501,4.668,4.689,6.338,4.653,5.794,5.948,4.96,7.003,4.975,4.998,7.183,5.087,6.168,4.957,5.175,7.263,5.06,4.897,7.24,4.981,6.022,6.255,4.829,5.039,7.138,4.934,4.849,5.043,7.081,4.934,0.208,1.329,14.171,0.531,2.33,47.953,113.444,25.903,3.41,77.801,28.625,38.273,106.061,2.542,4.281,115.604,36.5,2.339,3.961,33.787,429.833,48.733,2.128,31.425,408.3,1.831,338.472,333.0,88,0.203,0.486,0.71,0.861,0.884,0.887,3.895,0.983,35.3,8,5,3,4,1
4.0,0.0,1.935,8.976,12.075,0.335,0.278,0.685,4.961,2.987,1.145,1.542,1.099,0.668,4.893,4.667,4.84,4.487,4.685,4.385,4.646,4.246,6.25,20.758,0.849,10.054,19.417,9.548,4.036,46.99,0.399,4,0.059,0.01,4,4.58,0.66,0.792,6.845,3.741,0.967,1.605,3.337,1.546,0.021,0.136,10.754,1.357,1.357,-4.08,-4.03,-3.81,0.29,2.848,43.532,0.252,44.0,44.0,44.0,44.0,44.0,44.0,6.415,3.788,8.254,0,0.666,0.0,28.459,28.811,36.92,36.92,4.498,18.696,3.111,3.004,1.151,3.64,14.244,0.47,8.452,17.503,0.315,0,-0.807,0,5,0.102,0.392,4.173,30.123,0.165,0.333,9.5,3.751,14.067,87.366,7.152,0.522,3.817,3.909,3.344,3.305,4.964,3.295,4.309,4.466,3.595,3.598,5.364,3.584,4.351,4.476,3.678,5.427,3.703,3.623,5.538,3.695,4.601,3.498,3.751,5.486,3.632,3.354,5.434,3.533,4.4,4.638,3.296,3.561,5.276,3.435,3.317,3.425,5.3,3.32,0.013,0.509,5.134,0.298,0.757,16.953,26.199,7.534,0.842,16.432,7.033,8.564,19.584,0.241,1.03,23.175,8.894,0.359,0.896,7.563,33.09,9.654,0.156,7.358,21.889,0.381,30.661,33.0,30,0.24,0.489,0.587,0.678,0.72,0.773,3.146,0.891,42.9,0,0,0,0,0
6.137,107.366,1.931,14.3,17.483,-0.092,-0.075,1.278,1.37,3.233,1.316,1.404,1.184,0.863,6.511,5.478,5.351,5.064,5.238,5.231,5.418,6.65,10.7,35.344,1.644,17.472,44.511,18.109,4.549,74.741,0.257,0,0.099,0.018,2,6.446,1.251,1.65,13.679,4.276,1.661,1.896,3.421,1.568,-0.018,0.09,18.052,1.495,1.495,0.07,-0.08,-0.28,0.438,-1.302,0.0,0.247,385.466,385.466,385.466,385.466,385.466,385.466,7.644,4.229,13.696,0,1.097,14.254,262.889,158.453,198.76,198.76,5.296,38.47,3.248,3.226,1.294,4.232,78.729,0.444,68.819,263.996,2.439,8,4.83,8,4,0.089,1.124,6.435,116.899,2.22,-0.097,12.194,0.404,0.163,120.11,7.735,0.308,4.33,4.402,3.872,3.714,5.54,3.755,4.878,4.978,4.286,4.123,6.082,4.153,5.249,5.391,4.464,6.667,4.29,4.276,6.599,4.2,5.144,4.137,4.196,6.236,4.143,4.254,6.192,4.204,5.152,5.315,4.316,4.271,6.367,4.248,4.27,4.236,6.376,4.208,0.462,0.832,7.327,1.005,1.329,26.679,107.143,12.438,1.675,43.943,13.615,17.138,49.457,1.583,1.552,41.684,13.026,1.213,1.549,12.906,100.919,16.65,1.413,13.618,132.779,1.743,169.464,65.0,56,0.24,0.552,0.708,0.801,0.854,0.883,3.616,0.879,36.4,0,2,0,0,2
