pXC50,nROR,C.009,P_VSA_LogP_3,TPC,Wap,MPC09,MPC10,piID,ATS3s,H.048,SsssCH,IDDE,Eig03_AEA.ed.,Eig03_EA,Eig03_EA.ed.,SM11_AEA.bo.,SM12_AEA.dm.,CIC2,P_VSA_MR_4,CATS2D_09_DL,Eig04_EA.ed.,Eig05_EA.ed.,SM13_AEA.dm.,SM14_AEA.dm.,ATS4s,P_VSA_LogP_6,CATS2D_08_DD,GATS6s,ATSC3e,CATS2D_05_DA,GGI2,SpMaxA_AEA.dm.,SpMaxA_EA.dm.,Eig04_AEA.ed.,MATS6i,MATS6p,MATS6s,ATS2v,ATS3p,ATS3v,ATSC2p,SpMax5_Bh.v.,nROH,NsOH,O.056,P_VSA_MR_3,SsOH,MPC08,ATS7m,ATS7v,CATS2D_08_AA,PHI,RBN,S2K,MATS7s,Hy,CIC0,Eta_C_A,SpMin5_Bh.p.,Uindex,TIE,BIC1,GATS6p,Eta_F_A,Eta_alpha_A,MATS1e,ATSC2s,Eig03_AEA.ri.,piPC10,SM08_AEA.ed.,SM09_AEA.ed.,SM09_EA.ri.,SM10_EA,SM10_EA.ri.,SM11_EA.ri.,SM12_EA.ri.,SpMax1_Bh.e.,C.008,SpMin6_Bh.p.,H.047,ATS1s,ATS3m,Chi0_EA.bo.,Chi1_EA.bo.,Psi_e_0,SpMaxA_EA.bo.,X1Mad,H.050,nHDon,SAdon,SpMin6_Bh.e.,SpMin6_Bh.v.,ATS8m,ATS8v,ATSC2e,ATSC8s,CATS2D_08_NN,CATS2D_09_DN,Eig14_EA.bo.,Eig15_EA.bo.,Eta_beta,Eta_betaS,Eta_FL,GGI7,HDcpx,IDM,nBM,O.059,SM04_EA.bo.,SM05_EA.bo.,SM06_EA.bo.,SpMaxA_AEA.ed.,SpMaxA_AEA.ri.,SpMaxA_EA,SpMaxA_EA.ri.,Uc,X0sol,X1sol,X0Av,P_VSA_i_1,P_VSA_m_4,MATS6e,CIC5,IDMT,Xu,NsssCH,P_VSA_e_5,P_VSA_m_3,P_VSA_s_6,SpMin8_Bh.m.,GATS6e,ATS8e,Chi0_EA.ed.,Chi1_EA.ed.,Eig12_AEA.dm.,ON1,SpMax6_Bh.i.,DBI,ATS8s,nCs,GATS3e,GATS3s,MATS5e,MATS6m,X3Av,SpMin6_Bh.i.,MATS4m,GATS4p,ATS7p,BIC0,ATS2p,ATS4e,ATS4i,ATSC2i,ATSC3i,ATSC4m,Eig02_AEA.dm.,nC,SpMax4_Bh.i.,SpMax4_Bh.v.,SpMax5_Bh.i.,SpMin4_Bh.e.,SpMin4_Bh.i.,SpMin4_Bh.p.,SpMin4_Bh.s.,SpMin4_Bh.v.,SpMin5_Bh.e.,SpMin5_Bh.s.,SpMin5_Bh.v.,ATSC8i,ATS4p,ATSC4i,CIC3,S3K,SpMaxA_EA.ed.,MATS7e,AMR,ATS1e,ATS1v
5.928,5,3,462.904,9.4,159946.0,6.423,6.532,9.912,7.03,3,-53.592,5.588,6.921,3.344,11.711,3.344,11.711,2.77,1.079,0,10.593,10.296,10.593,10.296,7.368,35.313,4,1.003,7.121,20,9.111,0.066,0.042,6.616,-0.072,-0.053,-0.161,4.675,4.798,4.829,18.709,3.621,11,11,11,570.511,105.3,6.263,6.308,5.461,54,22.484,28,24.794,0.075,6.618,4.965,1.491,1.772,256.217,762.504,0.449,1.115,2.096,0.444,-0.172,804.891,4.304,6.971,17.867,19.751,12.754,14.195,13.898,15.02,16.159,4.116,12,1.759,18,6.117,5.32,40.048,32.243,25.366,0.057,22.582,11,11,430.057,1.509,1.782,6.329,5.475,5.691,2523.38,6,12,3.009,2.464,88.25,55.25,16.599,4.8,1.96,11.343,22,15,8.548,9.868,11.4,0.094,0.056,0.044,0.041,4.524,62.638,44.151,0.575,31.768,31.768,-0.081,0.941,291980.0,56.952,15,1057.95,1057.95,1057.95,1.216,1.031,6.494,24.091,11.752,3.628,15.0,3.753,9.407,8.419,12,1.111,0.721,0.038,0.022,0.112,1.612,-0.107,1.087,5.363,0.256,4.515,5.961,6.01,1.912,2.568,85.135,5.054,18,3.764,3.623,3.761,1.531,1.624,1.777,0.919,1.797,1.523,0.886,1.793,4.606,5.0,3.138,2.086,24.899,0.167,0.069,211.999,4.931,4.325
4.573,3,3,336.487,8.316,40216.0,5.823,5.961,8.836,6.651,3,-32.351,4.976,6.507,3.141,10.344,3.141,10.344,2.064,1.079,1,10.286,10.201,10.286,10.201,6.983,47.084,5,1.104,4.963,13,6.0,0.092,0.061,6.489,-0.023,0.014,-0.216,4.31,4.416,4.444,13.146,3.598,8,8,8,405.586,74.078,5.805,5.909,4.978,43,15.529,19,17.067,0.091,4.723,4.449,1.259,1.724,180.83,481.661,0.493,0.995,1.792,0.444,-0.179,572.183,4.132,6.471,17.446,19.312,12.43,13.795,13.577,14.7,15.842,4.083,6,1.715,10,5.763,4.932,27.634,22.258,16.88,0.081,15.539,8,8,312.769,1.464,1.743,5.812,4.933,3.905,1734.11,3,6,1.996,1.122,62.5,38.5,11.672,3.278,1.885,10.317,16,10,8.215,9.538,11.068,0.126,0.079,0.061,0.06,4.087,44.259,31.125,0.577,22.639,22.639,-0.078,0.474,104867.0,43.404,10,760.09,760.09,760.09,0.971,1.049,6.002,16.73,8.207,2.789,10.472,3.727,7.937,8.199,6,1.145,0.761,-0.011,0.07,0.113,1.586,-0.093,1.04,4.865,0.275,4.15,5.577,5.624,1.32,1.743,61.345,5.052,12,3.763,3.622,3.731,1.523,1.622,1.77,0.872,1.794,1.469,0.545,1.749,2.576,4.627,2.142,1.482,18.423,0.215,0.079,147.988,4.573,3.97
4.79,4,2,295.692,8.237,37178.0,5.784,5.9,8.713,6.608,2,-28.921,4.959,6.493,3.131,10.297,3.131,10.297,2.396,0.719,0,10.158,10.093,10.158,10.093,6.842,23.542,2,0.967,4.609,14,6.0,0.095,0.062,6.448,-0.08,-0.058,-0.126,4.269,4.378,4.409,12.097,3.595,7,7,7,377.49,64.679,5.69,5.729,4.926,33,15.451,19,17.03,0.057,3.95,4.445,1.255,1.718,169.557,419.166,0.48,1.118,1.693,0.442,-0.154,534.307,4.119,6.368,17.361,19.226,12.324,13.691,13.465,14.584,15.72,4.06,8,1.7,15,5.739,4.871,27.485,21.773,16.352,0.084,15.606,7,7,273.673,1.448,1.728,5.693,4.877,4.023,1434.01,3,6,1.201,1.007,58.25,37.25,11.222,2.705,1.877,10.208,14,11,8.101,9.413,10.941,0.131,0.082,0.064,0.061,3.907,42.216,29.552,0.579,21.3,21.3,-0.035,0.877,95005.6,42.237,10,687.681,687.681,687.681,0.975,0.983,5.955,16.545,7.965,2.723,10.347,3.713,7.616,7.868,8,1.072,0.676,0.084,0.023,0.106,1.573,-0.096,1.135,4.831,0.277,4.101,5.542,5.602,1.253,1.675,56.147,5.048,13,3.762,3.62,3.728,1.523,1.62,1.773,0.878,1.794,1.466,0.607,1.745,2.525,4.583,2.049,1.901,17.156,0.223,0.011,144.913,4.561,3.937
7.076,9,5,684.372,10.617,1160060.0,6.091,6.203,10.712,7.505,5,-47.098,6.177,6.72,3.175,10.798,3.175,10.798,2.586,1.438,5,10.614,10.44,10.614,10.44,7.531,63.131,20,0.915,6.396,19,11.111,0.053,0.035,6.674,0.006,0.007,0.037,4.964,5.147,5.143,25.03,3.639,16,16,16,781.932,171.347,5.953,5.464,5.306,4,24.491,25,29.857,-0.041,14.019,5.649,1.818,1.95,150.08,400.674,0.432,0.986,1.042,0.44,-0.199,312.393,4.118,6.244,17.412,19.254,11.726,13.436,12.849,13.885,14.987,4.031,23,1.915,37,6.311,5.364,52.007,40.503,31.333,0.038,34.721,20,20,754.976,1.721,1.92,5.46,5.299,2.826,1065.86,0,0,2.277,2.186,58.25,53.75,11.14,2.56,1.95,11.292,3,9,7.248,7.804,9.222,0.08,0.05,0.038,0.036,2.0,57.758,38.195,0.551,32.22,32.22,0.015,0.858,462470.0,62.136,28,857.367,857.367,857.367,1.774,1.001,6.492,29.965,13.697,2.827,17.694,3.822,6.364,7.836,31,0.925,0.835,0.013,0.009,0.1,1.679,-0.049,1.038,5.314,0.223,4.956,6.287,6.475,3.197,3.91,139.713,3.695,46,3.875,3.684,3.838,1.767,1.729,1.964,1.295,1.966,1.739,1.273,1.935,4.587,5.176,4.006,1.725,15.393,0.131,-0.006,255.461,5.185,4.532
6.951,9,5,731.753,10.0,456855.0,6.033,6.157,10.65,7.394,5,-47.51,5.821,6.72,3.175,10.798,3.175,10.798,2.794,1.438,2,10.614,10.393,10.614,10.393,7.403,58.856,19,0.926,6.19,19,9.778,0.052,0.029,6.674,-0.006,0.004,0.041,4.743,4.885,4.94,18.22,3.635,16,16,16,781.932,170.051,5.875,5.359,5.16,5,19.052,17,23.635,-0.058,11.81,5.399,1.638,1.95,124.357,314.954,0.444,1.024,1.169,0.43,-0.234,309.753,4.118,6.296,17.29,19.134,11.578,13.296,12.703,13.741,14.846,4.009,20,1.914,37,6.171,5.217,42.858,33.111,26.31,0.049,29.118,17,17,700.944,1.695,1.896,5.365,5.157,2.853,1053.96,0,0,2.096,2.075,53.25,45.25,11.53,2.434,1.917,10.813,7,9,7.201,7.684,9.249,0.096,0.059,0.046,0.043,3.0,48.145,31.47,0.526,0.0,0.0,0.011,0.997,234941.0,52.867,25,818.077,818.077,818.077,1.576,0.985,6.343,24.679,11.152,2.625,14.806,3.786,5.292,7.76,20,0.96,0.863,0.008,0.027,0.082,1.67,-0.056,1.046,5.131,0.222,4.678,6.077,6.238,2.362,2.953,108.176,3.671,38,3.868,3.68,3.824,1.764,1.745,1.973,1.249,1.965,1.727,1.232,1.929,3.839,4.932,3.123,1.948,11.731,0.157,-0.028,202.79,4.977,4.321
7.066,10,5,732.113,9.904,398229.0,6.038,6.157,10.582,7.35,5,-46.105,5.819,6.718,3.174,10.79,3.174,10.79,2.984,1.798,7,10.609,10.393,10.609,10.393,7.374,58.856,17,0.877,5.876,20,9.556,0.054,0.022,6.674,0.012,0.015,0.052,4.716,4.865,4.915,18.088,3.631,16,16,16,792.932,169.85,5.872,5.325,5.157,4,17.946,16,22.336,-0.075,11.007,5.411,1.651,1.943,115.374,285.971,0.413,1.032,1.11,0.431,-0.228,294.621,4.123,6.412,17.276,19.122,11.6,13.283,12.732,13.774,14.883,4.01,20,1.913,37,6.122,5.186,41.151,31.92,25.096,0.051,27.864,16,16,682.933,1.694,1.895,5.34,5.156,2.77,968.224,0,0,2.077,2.012,49.0,43.0,10.598,2.453,1.907,10.682,6,10,7.143,7.617,9.193,0.1,0.062,0.048,0.045,2.807,45.86,30.076,0.529,0.0,0.0,0.015,1.153,201300.0,50.851,25,792.932,792.932,792.932,1.573,0.977,6.327,23.556,10.6,2.61,14.139,3.785,4.899,7.726,20,0.935,0.84,0.004,0.025,0.083,1.67,-0.049,1.032,5.138,0.215,4.656,6.063,6.226,2.292,2.887,107.894,3.651,37,3.858,3.674,3.818,1.758,1.739,1.973,1.248,1.957,1.723,1.232,1.924,3.901,4.903,3.025,2.102,10.836,0.163,-0.044,194.94,4.944,4.288
4.071,4,2,385.212,8.846,100918.0,5.737,5.62,9.646,6.944,2,-27.78,5.532,6.492,3.136,10.293,3.136,10.293,2.139,0.719,0,10.293,10.13,10.293,10.13,7.168,23.542,5,1.069,5.595,16,7.778,0.067,0.044,6.49,-0.042,-0.044,-0.144,4.635,4.762,4.766,17.181,3.617,8,8,8,425.132,74.349,5.775,5.913,5.147,33,22.776,29,25.702,0.025,5.015,4.873,1.3,1.784,236.677,627.421,0.531,1.118,1.794,0.447,-0.077,706.878,4.131,6.289,17.52,19.375,12.487,13.836,13.628,14.74,15.875,4.072,8,1.771,27,6.079,5.147,39.495,30.514,23.72,0.059,24.232,9,9,330.779,1.519,1.79,5.791,5.062,5.168,1809.46,1,4,2.423,2.412,84.25,51.25,16.602,3.028,1.939,11.122,24,12,8.341,9.582,11.132,0.092,0.058,0.045,0.043,4.644,57.761,40.379,0.571,24.343,24.343,0.005,0.825,319348.0,56.912,10,829.925,829.925,829.925,1.431,0.961,6.153,24.728,12.021,3.517,14.833,3.755,8.972,8.155,8,0.957,0.691,0.066,0.035,0.105,1.599,-0.037,1.116,5.079,0.272,4.518,5.866,5.961,2.039,2.604,82.843,5.049,25,3.774,3.622,3.762,1.633,1.623,1.877,1.041,1.864,1.532,0.922,1.798,3.363,4.923,3.066,1.625,25.406,0.156,0.092,216.883,4.904,4.306
4.796,5,2,343.073,8.744,91972.0,5.485,5.505,9.532,6.908,2,-25.341,5.241,6.492,3.131,10.293,3.131,10.293,2.022,0.719,0,10.289,10.093,10.289,10.093,7.096,23.542,4,1.056,5.193,17,7.333,0.07,0.046,6.49,-0.075,-0.067,-0.126,4.608,4.749,4.748,16.705,3.604,7,7,7,388.49,64.988,5.583,5.732,5.052,25,22.188,28,25.141,0.184,4.275,4.875,1.287,1.784,220.805,553.976,0.535,1.16,1.69,0.447,-0.062,661.936,4.119,6.192,17.448,19.303,12.379,13.752,13.519,14.629,15.762,4.066,8,1.767,30,6.045,5.107,38.639,29.607,27.699,0.062,23.939,8,8,291.683,1.507,1.772,5.434,4.898,5.003,1487.69,1,4,2.418,2.109,79.0,49.0,15.782,2.229,1.928,10.989,22,12,8.239,9.462,11.014,0.096,0.06,0.047,0.045,4.524,55.011,38.306,0.574,21.3,21.3,0.033,0.875,294351.0,55.506,10,748.97,748.97,748.97,1.52,0.94,6.044,24.188,11.645,2.913,14.458,3.737,8.631,7.937,8,0.94,0.686,0.116,0.087,0.104,1.591,-0.016,1.184,4.987,0.271,4.501,5.853,5.958,2.011,2.573,89.602,5.053,26,3.776,3.622,3.762,1.636,1.623,1.879,1.041,1.866,1.531,0.926,1.797,2.986,4.908,3.031,1.542,23.494,0.163,0.136,211.373,4.883,4.278
4.554,6,2,253.553,9.507,232862.0,5.778,5.872,9.862,7.15,2,-25.676,4.672,6.492,3.128,10.289,3.128,10.289,2.649,0.719,0,10.289,10.106,10.289,10.106,7.311,23.542,2,1.163,5.56,16,8.889,0.057,0.038,6.49,-0.044,-0.042,-0.111,4.915,5.14,5.086,23.821,3.726,6,6,6,351.848,57.021,5.808,5.739,5.302,24,27.024,30,31.373,0.254,3.982,5.417,1.642,2.017,209.48,579.939,0.451,1.104,1.486,0.452,0.004,715.586,4.117,6.213,17.536,19.386,12.371,13.78,13.51,14.606,15.736,4.085,12,1.867,30,6.213,5.299,49.766,38.578,29.09,0.05,31.61,8,8,270.598,1.613,1.841,5.494,5.274,5.406,1303.29,0,0,2.421,2.402,82.0,58.0,14.99,2.26,1.969,11.536,16,12,8.171,9.362,10.888,0.079,0.049,0.038,0.037,4.087,64.089,44.47,0.59,18.257,18.257,0.042,1.783,489461.0,63.433,14,718.306,718.306,718.306,1.625,1.015,6.35,30.365,14.461,3.545,17.75,3.759,8.888,7.894,26,0.763,0.596,0.157,0.085,0.115,1.601,0.086,1.142,5.292,0.247,4.887,6.222,6.398,3.052,3.967,144.801,5.053,40,3.929,3.729,3.919,1.802,1.816,2.024,1.311,2.009,1.801,1.311,2.008,4.666,5.262,4.431,2.185,24.844,0.133,0.149,270.472,5.161,4.543
4.469,4,2,337.831,9.229,163088.0,5.878,5.948,9.631,7.205,2,-28.418,5.013,6.793,3.259,11.244,3.259,11.244,2.547,0.719,0,10.293,10.293,10.293,10.293,7.419,23.542,4,1.014,6.273,18,9.556,0.054,0.035,6.492,-0.052,-0.058,-0.088,4.961,5.174,5.118,25.061,3.714,8,8,8,425.132,75.908,5.883,6.036,5.458,36,29.876,36,33.612,0.207,5.411,5.44,1.687,1.994,281.254,845.363,0.466,1.156,1.672,0.452,0.003,872.778,4.258,6.395,17.686,19.54,12.648,13.991,13.793,14.906,16.044,4.093,10,1.889,26,6.29,5.343,51.477,40.445,30.911,0.047,32.384,10,10,348.79,1.644,1.877,5.881,5.425,6.207,2056.13,2,4,2.812,2.699,92.5,62.5,16.72,3.354,1.987,11.778,20,12,8.383,9.62,11.143,0.074,0.046,0.036,0.035,4.392,70.934,48.84,0.592,24.343,24.343,0.076,1.692,600004.0,66.988,12,880.215,880.215,880.215,1.604,0.903,6.545,31.527,15.283,3.553,18.694,3.78,10.0,8.285,22,0.803,0.613,0.118,0.085,0.117,1.624,0.112,1.073,5.446,0.249,4.92,6.275,6.449,3.123,4.047,156.774,5.054,39,3.93,3.73,3.895,1.806,1.816,2.026,1.312,2.014,1.803,1.311,2.001,5.197,5.278,4.488,2.139,31.917,0.125,0.231,287.824,5.213,4.597
6.889,8,4,596.626,10.491,640210.0,6.784,6.998,11.336,7.309,4,-71.784,5.932,6.897,3.32,11.625,3.32,11.625,3.193,1.438,4,11.489,10.297,11.489,10.297,7.529,47.084,7,0.906,9.213,25,11.556,0.047,0.031,6.859,-0.01,0.013,-0.095,4.998,5.118,5.142,25.424,3.731,13,13,13,707.339,128.271,6.637,6.58,5.821,90,30.573,39,34.562,-0.015,7.646,5.422,1.697,1.956,297.87,922.622,0.448,0.976,2.315,0.446,-0.117,1045.17,4.28,7.489,18.023,19.886,12.967,14.342,14.109,15.224,16.36,4.125,16,1.776,31,6.414,5.568,55.632,44.29,35.704,0.041,32.724,13,13,508.249,1.527,1.796,6.642,5.902,7.881,3386.32,8,16,3.447,3.255,119.25,74.25,22.87,7.078,2.02,12.212,32,21,8.773,10.047,11.589,0.064,0.04,0.031,0.03,5.044,82.795,58.633,0.571,39.558,39.558,-0.037,1.496,691464.0,71.266,20,1283.41,1283.41,1283.41,1.525,0.989,6.903,34.017,16.602,5.025,20.569,3.765,10.512,8.848,16,1.022,0.642,0.082,0.033,0.104,1.623,-0.072,1.105,5.74,0.242,4.851,6.258,6.328,2.749,3.628,112.93,5.048,31,3.906,3.758,3.885,1.778,1.794,1.975,1.275,1.978,1.745,1.133,1.953,7.397,5.308,4.413,2.612,33.087,0.11,0.016,295.916,5.247,4.649
6.796,8,4,587.15,10.645,788798.0,6.802,7.018,11.606,7.344,4,-71.837,6.053,6.897,3.32,11.625,3.32,11.625,3.035,1.438,4,11.489,10.297,11.489,10.297,7.561,47.084,7,0.9,9.352,25,12.0,0.045,0.029,6.859,-0.023,0.003,-0.09,5.056,5.196,5.203,27.56,3.731,13,13,13,707.339,128.909,6.655,6.588,5.846,90,32.607,42,36.692,-0.004,7.557,5.532,1.762,1.958,317.83,985.854,0.449,1.002,2.281,0.448,-0.08,1122.51,4.28,7.53,18.033,19.894,12.976,14.348,14.117,15.231,16.366,4.131,16,1.817,30,6.449,5.595,58.391,46.178,37.281,0.04,34.656,13,13,508.249,1.646,1.852,6.651,5.923,8.324,3380.8,8,16,3.637,3.255,121.25,76.25,22.852,7.161,2.027,12.316,32,21,8.788,10.057,11.6,0.062,0.039,0.03,0.029,5.044,85.786,60.565,0.578,39.558,39.558,-0.01,1.452,783579.0,73.492,20,1283.41,1283.41,1283.41,1.557,0.96,6.926,35.731,17.365,5.025,21.569,3.765,10.677,8.854,19,0.954,0.613,0.119,0.044,0.106,1.623,-0.041,1.104,5.774,0.24,4.932,6.321,6.406,2.999,3.945,130.701,5.048,35,3.915,3.759,3.886,1.779,1.795,1.992,1.298,1.984,1.745,1.275,1.953,7.617,5.378,4.76,2.494,34.782,0.106,0.04,314.76,5.306,4.706
7.456,10,5,751.403,12.13,5867420.0,7.083,7.284,15.271,7.61,6,-95.383,6.572,6.913,3.335,11.683,3.335,11.683,3.306,1.798,3,11.572,11.466,11.572,11.466,7.819,70.627,9,0.879,11.844,31,15.556,0.034,0.022,6.882,-0.018,0.016,-0.071,5.355,5.499,5.5,36.445,3.748,16,16,16,872.263,162.008,6.944,6.831,6.113,117,41.933,56,48.382,-0.019,9.346,5.861,1.934,1.985,359.481,1161.51,0.445,0.979,2.473,0.449,-0.058,1436.14,4.294,8.268,18.302,20.164,13.23,14.603,14.375,15.488,16.624,4.194,20,1.967,41,6.727,5.863,78.208,61.572,51.085,0.03,47.473,16,16,625.537,1.766,1.972,6.906,6.199,10.579,4362.85,11,22,4.423,4.423,162.75,100.75,30.623,9.114,2.075,13.088,48,26,9.075,10.315,11.879,0.046,0.029,0.023,0.022,5.615,111.969,79.615,0.574,48.686,48.686,0.0,1.582,1901270.0,91.571,25,1581.27,1581.27,1614.47,1.852,0.959,7.214,48.409,23.579,5.025,28.639,3.905,12.042,9.112,26,0.927,0.595,0.13,0.055,0.103,1.76,-0.035,1.099,6.051,0.237,5.245,6.597,6.692,4.195,5.446,171.844,5.048,50,3.936,3.773,3.93,1.805,1.812,2.019,1.31,2.008,1.79,1.302,1.991,10.295,5.672,6.521,2.647,43.08,0.079,0.039,426.163,5.587,4.997
6.886,8,4,628.315,11.147,1774420.0,6.836,7.012,13.278,7.471,4,-72.291,6.2,6.931,3.354,11.749,3.354,11.749,2.949,1.438,3,11.625,11.489,11.625,11.489,7.697,47.084,7,0.887,9.714,25,14.222,0.04,0.026,6.897,-0.017,0.003,-0.07,5.21,5.385,5.37,32.43,3.732,13,13,13,707.339,129.652,6.711,6.619,5.919,90,36.916,49,41.888,0.014,8.086,5.696,1.813,1.963,342.953,1081.92,0.457,0.993,2.269,0.452,-0.041,1242.93,4.311,7.851,18.213,20.092,13.074,14.509,14.219,15.336,16.474,4.204,16,1.954,40,6.563,5.729,66.616,52.278,43.071,0.038,40.192,14,14,524.654,1.745,1.954,6.668,5.983,8.985,3576.77,8,16,4.422,4.276,137.75,85.25,25.739,7.2,2.045,12.624,39,21,8.929,10.19,11.759,0.059,0.035,0.027,0.025,5.322,96.218,67.993,0.585,45.365,45.365,0.031,1.317,1245820.0,81.982,20,1327.72,1327.72,1327.72,1.767,0.928,7.018,41.056,19.896,5.025,24.556,3.867,11.358,8.887,22,0.904,0.603,0.13,0.067,0.11,1.747,-0.033,1.1,5.872,0.241,5.121,6.47,6.572,3.705,4.844,162.498,5.048,44,3.919,3.761,3.886,1.798,1.797,2.0,1.322,1.997,1.778,1.298,1.982,8.435,5.556,5.795,2.301,37.272,0.103,0.071,371.239,5.445,4.853
6.597,10,5,732.45,11.752,3650380.0,7.041,7.253,13.344,7.612,6,-95.174,6.558,6.913,3.335,11.683,3.335,11.683,3.434,1.798,3,11.572,11.466,11.572,11.466,7.818,70.627,9,0.872,11.979,31,14.889,0.034,0.022,6.882,-0.006,0.02,-0.063,5.353,5.499,5.491,37.036,3.748,16,16,16,872.263,161.904,6.902,6.83,6.119,117,44.509,60,50.444,-0.008,9.346,5.911,1.973,1.985,399.519,1294.33,0.431,0.986,2.414,0.449,-0.047,1477.47,4.294,7.803,18.264,20.125,13.196,14.574,14.338,15.451,16.586,4.174,20,1.974,39,6.728,5.849,78.71,61.936,51.068,0.03,47.49,16,16,625.537,1.768,1.974,6.906,6.206,10.78,4388.34,11,22,4.423,4.423,158.25,100.25,29.401,9.067,2.074,13.077,43,26,9.024,10.276,11.826,0.047,0.029,0.023,0.022,5.459,112.228,79.632,0.578,48.686,48.686,0.017,1.692,1943950.0,91.961,25,1581.27,1581.27,1614.47,1.854,0.944,7.229,48.849,23.868,5.025,28.833,3.882,12.166,9.114,30,0.9,0.581,0.144,0.071,0.107,1.766,-0.008,1.097,6.064,0.235,5.251,6.616,6.722,4.216,5.443,188.327,5.048,50,3.934,3.773,3.905,1.821,1.812,1.996,1.328,2.004,1.797,1.309,1.996,10.291,5.668,6.458,2.803,46.785,0.079,0.06,428.117,5.604,5.001
6.796,8,4,549.245,10.405,575635.0,6.75,6.957,10.854,7.327,4,-71.289,5.947,6.897,3.32,11.625,3.32,11.625,3.251,1.438,3,11.489,10.297,11.489,10.297,7.543,47.084,7,0.884,9.603,25,11.333,0.047,0.031,6.859,-0.012,0.017,-0.08,5.018,5.16,5.164,26.858,3.633,13,13,13,707.339,128.384,6.613,6.576,5.826,90,33.645,44,36.976,0.0,7.624,5.535,1.812,1.947,356.807,1123.76,0.415,0.988,2.207,0.446,-0.082,1144.8,4.28,7.351,18.014,19.878,12.96,14.336,14.102,15.219,16.355,4.124,16,1.792,26,6.423,5.567,57.065,45.316,36.093,0.041,33.199,13,13,508.249,1.591,1.823,6.635,5.903,8.395,3423.88,8,16,3.255,3.205,113.25,74.25,20.912,7.019,2.021,12.236,26,21,8.737,10.036,11.566,0.064,0.04,0.031,0.03,4.755,83.924,59.116,0.583,39.558,39.558,-0.006,1.448,722057.0,71.944,20,1283.41,1283.41,1283.41,1.561,0.954,6.932,34.885,17.003,5.025,21.069,3.765,10.77,8.85,22,0.944,0.6,0.117,0.065,0.109,1.623,-0.024,1.102,5.755,0.239,4.895,6.31,6.399,2.859,3.763,136.678,5.048,32,3.886,3.732,3.837,1.775,1.766,1.961,1.298,1.978,1.745,1.275,1.953,7.312,5.351,4.537,2.583,36.249,0.11,0.04,303.581,5.295,4.674
6.854,8,4,605.674,10.94,1303970.0,6.792,6.989,12.599,7.396,5,-71.73,6.08,6.897,3.32,11.625,3.32,11.625,3.048,1.438,3,11.489,10.297,11.489,10.297,7.602,58.856,7,0.901,9.603,25,12.222,0.042,0.027,6.859,-0.012,0.011,-0.078,5.137,5.273,5.271,29.361,3.732,13,13,13,707.339,129.377,6.662,6.595,5.875,90,35.111,47,40.126,0.009,7.419,5.568,1.78,1.963,314.118,951.686,0.457,1.002,2.229,0.449,-0.055,1177.0,4.28,7.583,18.057,19.918,12.99,14.367,14.133,15.245,16.379,4.141,16,1.955,33,6.522,5.637,63.567,49.933,40.271,0.037,38.454,13,13,508.249,1.745,1.954,6.653,5.95,8.631,3440.21,8,16,3.953,3.259,130.5,81.5,24.522,7.072,2.037,12.491,37,21,8.829,10.075,11.628,0.057,0.036,0.028,0.027,5.248,91.02,64.6,0.576,39.558,39.558,0.003,1.348,1043180.0,78.718,20,1283.41,1283.41,1316.61,1.65,0.964,6.975,39.496,19.276,5.025,23.347,3.849,10.886,8.863,22,0.924,0.595,0.125,0.061,0.105,1.735,-0.024,1.103,5.815,0.247,5.028,6.385,6.485,3.379,4.343,145.166,5.048,40,3.919,3.761,3.886,1.797,1.797,1.991,1.298,1.992,1.777,1.275,1.979,7.961,5.44,5.151,2.397,36.967,0.098,0.059,346.517,5.386,4.787
6.959,8,4,624.626,11.386,2433020.0,6.849,7.034,14.554,7.423,5,-71.804,6.171,6.897,3.32,11.625,3.32,11.625,3.007,1.438,3,11.489,10.856,11.489,10.856,7.628,58.856,7,0.897,9.573,25,12.889,0.04,0.026,6.859,-0.026,0.007,-0.074,5.188,5.335,5.329,30.918,3.732,13,13,13,707.339,129.674,6.72,6.604,5.893,90,34.984,47,40.659,0.012,7.342,5.616,1.776,1.969,296.287,886.652,0.463,0.998,2.237,0.45,-0.042,1191.31,4.28,8.137,18.104,19.966,13.032,14.403,14.177,15.29,16.427,4.171,16,1.957,35,6.551,5.674,65.893,51.569,41.788,0.036,40.437,13,13,508.249,1.745,1.954,6.659,5.966,8.736,3430.16,8,16,4.422,3.742,137.0,84.0,25.744,7.119,2.043,12.578,42,21,8.894,10.123,11.694,0.055,0.034,0.027,0.026,5.426,93.589,66.583,0.574,39.558,39.558,0.012,1.261,1180040.0,81.039,20,1283.41,1283.41,1316.61,1.689,0.956,6.986,41.056,19.987,5.025,24.153,3.886,10.932,8.867,22,0.906,0.587,0.138,0.067,0.104,1.736,-0.027,1.098,5.835,0.245,5.089,6.418,6.518,3.606,4.648,147.18,5.048,44,3.932,3.761,3.918,1.798,1.797,2.0,1.302,1.998,1.777,1.298,1.982,8.272,5.498,5.518,2.334,35.744,0.094,0.063,362.968,5.417,4.832
