pXC50,Eig02_AEA.bo.,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,Eig03_EA.ed.,SM12_AEA.dm.,Eig03_EA.ri.,Eig03_AEA.ed.,Eig03_AEA.bo.,Eig04_AEA.ed.,Eig04_EA.ri.,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_EA,SM12_AEA.bo.,Eig04_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,piPC10,PCR,piPC09,SpMax2_Bh.e.,Hy,SpMax2_Bh.i.,MATS5m,Eig01_EA.ri.,SpMax_EA.ri.,PCD,MATS7s,MATS5s,MATS5e,CATS2D_05_DN,MATS7e,IC3,H.050,GGI9,SpDiam_EA.ri.,SpMax2_Bh.m.,SpMAD_AEA.bo.,SM14_EA.ri.,SM15_EA.ri.,nHDon,SpMax5_Bh.s.,SM03_EA.ri.,piID,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SAdon,ATSC3s,D.Dtr05,DELS,ATSC8s,Eig02_AEA.ed.,SpMax8_Bh.s.,GATS6p,SM09_EA.ri.,SpMax7_Bh.s.,X3Av,IC2,SM07_EA.ri.,PW2,CATS2D_02_DN,GATS7m,SM10_EA.ri.,Eig02_EA.ri.,Eig05_AEA.dm.
4.963,4.357,3.94,2.963,2.963,9.935,9.935,2.899,6.453,4.343,6.158,2.748,9.08,9.08,2.811,2.811,3.798,4.25,4.25,7.256,1.401,7.322,3.956,0.216,3.984,-0.041,3.309,3.309,3.228,-0.19,0.06,-0.036,0,-0.152,5.465,2,0.38,5.309,3.97,1.526,17.123,18.274,1,6.999,4.44,11.282,13.672,14.83,15.965,18.011,80.241,113.669,65.341,156.057,6.517,4.47,1.113,11.397,4.736,0.11,4.87,9.133,0.592,0,1.171,12.57,2.949,3.556
4.0,3.7,3.085,2.096,2.096,5.534,5.534,2.056,4.945,3.547,4.292,1.703,4.066,4.066,1.719,1.719,2.713,3.102,3.102,4.407,1.215,4.447,3.759,0.445,3.804,-0.054,2.997,2.997,1.205,-0.162,0.073,0.095,0,-0.201,4.577,2,0.031,4.997,3.688,1.419,15.42,16.499,2,4.716,3.407,6.808,12.153,13.26,14.322,57.278,93.006,0.0,35.29,60.098,5.625,3.674,1.059,9.995,3.83,0.171,4.126,7.844,0.559,0,0.817,11.128,2.394,1.838
4.0,4.087,3.703,2.707,2.707,8.471,8.471,2.684,6.003,3.937,5.425,2.504,7.186,7.186,2.554,2.554,3.532,3.469,3.469,6.155,1.244,6.169,3.91,2.159,3.942,0.137,3.382,3.382,1.783,-0.237,0.294,0.264,0,-0.269,5.102,5,0.496,5.382,3.86,1.493,17.226,18.411,5,6.45,4.407,9.101,13.686,14.872,16.035,158.52,159.875,0.0,76.009,320.832,6.328,4.788,1.269,11.369,6.343,0.128,4.624,9.081,0.576,2,1.208,12.565,2.873,2.76
5.301,4.529,3.894,2.897,2.897,9.452,9.452,2.883,6.349,4.053,5.916,2.589,8.172,8.172,2.635,2.635,3.623,3.94,3.94,6.534,1.323,6.397,3.96,2.185,3.992,-0.029,3.417,3.417,2.423,-0.109,0.223,0.191,1,-0.151,5.38,5,0.563,5.417,4.083,1.526,17.489,18.68,5,6.351,4.55,9.924,13.934,15.122,16.296,132.622,134.356,116.721,69.648,332.804,6.541,4.774,0.881,11.597,4.97,0.13,4.963,9.283,0.588,2,1.049,12.791,3.044,3.13
7.116,4.343,3.911,2.962,2.962,9.146,9.146,2.793,6.197,4.131,5.641,2.156,7.155,7.155,2.42,2.42,3.323,4.031,4.031,6.317,1.261,6.202,3.929,-0.671,3.943,-0.089,2.885,2.885,2.074,-0.01,-0.015,0.018,0,-0.014,5.33,0,0.364,4.885,3.916,1.503,15.698,16.724,0,7.427,4.064,10.013,12.566,13.635,14.644,0.0,158.302,101.377,70.51,157.271,6.461,4.462,0.882,10.489,4.625,0.095,4.903,8.409,0.585,0,0.995,11.595,2.807,3.332
5.963,4.141,3.289,2.363,2.363,6.486,6.486,2.167,5.254,3.477,4.919,1.92,5.671,5.671,2.105,2.105,3.027,3.253,3.253,5.15,1.176,4.891,3.874,0.364,3.912,-0.146,2.859,2.859,1.139,-0.016,-0.018,-0.064,0,0.022,4.881,2,0.199,4.859,3.875,1.496,15.171,16.19,1,4.502,3.673,7.616,12.06,13.124,14.123,18.011,70.741,72.005,38.625,71.32,6.064,3.822,1.049,10.0,4.148,0.104,4.642,7.939,0.582,0,0.989,11.101,2.741,2.713
5.0,4.172,3.747,2.777,2.777,8.605,8.605,2.686,6.028,4.15,5.665,2.483,7.678,7.678,2.568,2.568,3.536,3.776,3.776,8.129,1.484,7.76,3.892,0.102,3.928,-0.103,3.137,3.137,3.828,-0.067,-0.202,-0.211,0,0.007,5.03,2,0.333,5.137,3.838,1.515,16.7,17.814,2,4.635,4.299,11.732,13.338,14.474,15.571,36.022,46.296,77.106,27.424,47.454,6.446,4.009,0.941,11.116,4.29,0.089,4.267,8.898,0.586,0,1.163,12.277,3.091,2.698
6.318,4.343,3.912,2.962,2.962,9.146,9.146,2.796,6.197,4.181,6.042,2.708,8.647,8.647,2.785,2.785,3.76,4.031,4.031,6.585,1.27,6.439,3.929,-0.713,3.944,-0.143,2.887,2.887,2.245,0.005,-0.038,-0.002,0,0.008,5.406,0,0.374,4.887,3.922,1.507,15.866,16.885,0,7.426,4.162,10.554,12.741,13.813,14.813,0.0,139.421,116.814,74.821,133.285,6.462,4.623,1.045,10.666,4.726,0.094,4.747,8.578,0.583,0,0.971,11.782,2.808,3.333
5.292,4.168,3.667,2.684,2.684,8.37,8.37,2.633,5.962,4.033,5.493,2.52,7.345,7.345,2.539,2.539,3.529,3.54,3.54,8.015,1.471,7.68,3.903,0.089,3.935,-0.151,3.145,3.145,3.724,-0.014,-0.252,-0.299,0,0.073,4.922,2,0.344,5.145,3.83,1.518,16.78,17.901,2,4.743,4.33,11.632,13.4,14.541,15.645,36.022,46.569,81.484,26.176,48.073,6.446,3.922,0.809,11.167,4.266,0.089,4.132,8.942,0.583,0,1.064,12.332,3.127,2.718
5.658,4.169,3.668,2.697,2.697,8.376,8.376,2.633,5.963,4.086,5.601,2.472,7.697,7.697,2.675,2.675,3.599,3.712,3.712,8.15,1.453,7.833,3.892,0.162,3.927,-0.093,3.148,3.148,3.559,-0.091,-0.277,-0.335,0,0.035,5.02,2,0.369,5.148,4.094,1.539,16.781,17.906,2,4.764,4.371,11.423,13.398,14.536,15.646,36.022,45.629,163.822,28.519,35.002,6.446,3.911,0.743,11.166,4.252,0.094,4.552,8.945,0.591,0,1.138,12.321,3.128,2.843
7.56,4.223,3.521,2.55,2.55,7.187,7.187,2.479,5.448,3.832,5.189,2.006,6.368,6.368,2.156,2.156,3.093,3.71,3.71,5.898,1.286,5.805,3.911,0.289,3.946,-0.081,2.86,2.86,2.031,-0.073,0.124,0.107,0,-0.031,5.149,2,0.219,4.86,3.882,1.477,15.25,16.258,1,4.407,3.683,9.138,12.155,13.221,14.205,18.011,51.355,78.67,32.735,39.481,6.064,3.962,0.892,10.105,4.114,0.103,4.854,8.043,0.572,0,1.172,11.218,2.741,2.7
6.18,4.194,3.747,2.778,2.778,8.606,8.606,2.685,6.028,4.151,5.96,2.625,8.352,8.352,2.682,2.682,3.662,3.778,3.778,8.382,1.499,8.009,3.892,0.118,3.927,-0.297,3.147,3.147,3.968,0.126,-0.152,-0.179,0,0.158,5.069,2,0.333,5.147,3.858,1.53,16.784,17.902,1,4.669,4.349,11.914,13.415,14.552,15.653,18.011,43.606,79.595,33.106,54.473,6.446,4.112,0.859,11.187,4.281,0.087,4.357,8.963,0.589,0,1.009,12.347,3.114,3.027
6.187,4.315,3.898,2.936,2.936,9.626,9.626,2.81,6.381,4.167,5.962,2.632,8.367,8.367,2.683,2.683,3.666,3.983,3.983,8.272,1.483,7.91,3.901,0.134,3.927,-0.131,3.153,3.153,3.878,0.137,-0.218,-0.256,0,0.187,4.954,2,0.373,5.153,3.867,1.533,16.878,17.998,2,4.906,4.435,11.899,13.505,14.642,15.746,36.022,65.512,81.549,50.479,91.909,6.446,4.332,0.922,11.274,4.516,0.081,4.292,9.048,0.592,0,1.095,12.433,3.131,2.987
5.155,4.186,3.795,2.805,2.805,8.831,8.831,2.781,6.094,4.133,6.017,2.672,8.543,8.543,2.746,2.746,3.726,3.781,3.781,8.257,1.481,7.916,3.894,0.118,3.927,0.137,3.16,3.16,3.821,0.065,-0.011,-0.064,0,0.069,5.069,2,0.413,5.16,3.84,1.531,16.827,17.94,2,4.763,4.391,11.766,13.472,14.604,15.701,36.022,46.151,79.395,38.709,101.904,6.4,4.177,0.897,11.252,4.374,0.083,4.325,9.033,0.59,0,1.103,12.407,3.09,3.009
5.0,4.292,3.87,2.904,2.904,9.317,9.317,2.808,6.216,4.171,6.028,2.686,8.606,8.606,2.777,2.777,3.747,3.971,3.971,8.832,1.572,8.399,3.936,-0.41,3.965,-0.154,3.151,3.151,4.827,0.009,-0.284,-0.325,0,0.111,5.106,1,0.403,5.151,3.892,1.545,16.894,18.01,1,4.715,4.437,13.274,13.53,14.665,15.765,18.011,47.116,173.23,35.09,57.254,6.446,4.247,0.9,11.304,4.33,0.079,4.406,9.08,0.591,0,1.112,12.464,3.13,2.898
6.131,4.158,3.749,2.779,2.779,8.607,8.607,2.688,6.028,4.11,5.961,2.637,8.356,8.356,2.69,2.69,3.673,3.776,3.776,8.21,1.475,7.865,3.892,0.105,3.927,0.185,3.146,3.146,3.796,0.125,0.003,-0.029,0,0.173,5.105,2,0.302,5.146,3.838,1.519,16.775,17.889,2,4.764,4.384,11.793,13.417,14.55,15.647,36.022,54.387,83.537,38.611,56.556,6.397,4.269,0.872,11.199,4.343,0.088,4.365,8.986,0.588,0,0.982,12.355,3.103,3.033
5.194,4.158,3.702,2.716,2.716,8.361,8.361,2.669,5.961,4.043,5.571,2.597,7.601,7.601,2.622,2.622,3.615,3.776,3.776,8.227,1.454,7.877,3.902,0.105,3.953,0.045,3.146,3.146,3.714,0.103,-0.119,-0.143,0,0.155,5.273,2,0.26,5.146,3.838,1.493,16.328,17.422,2,4.764,4.129,11.891,13.019,14.145,15.21,36.022,60.181,191.155,38.384,58.338,6.028,4.241,0.897,10.847,4.298,0.094,4.383,8.681,0.578,0,1.048,12.007,2.701,2.553
6.921,4.316,3.748,2.779,2.779,8.607,8.607,2.687,6.028,4.157,5.96,2.632,8.355,8.355,2.685,2.685,3.667,3.776,3.776,8.244,1.45,7.886,3.934,0.093,3.982,0.075,3.301,3.301,3.695,0.097,-0.133,-0.159,0,0.153,5.3,2,0.325,5.301,3.839,1.51,17.209,18.368,2,4.764,4.384,11.914,13.727,14.897,16.041,36.022,58.689,198.061,39.354,59.827,6.857,4.263,0.874,11.429,4.344,0.096,4.45,9.139,0.585,0,1.076,12.617,3.145,3.031
6.409,4.18,3.792,2.799,2.799,8.606,8.606,2.775,6.028,4.169,5.97,2.686,8.399,8.399,2.777,2.777,3.747,3.776,3.776,8.28,1.488,7.911,3.925,0.755,3.949,-0.142,3.15,3.15,3.982,0.025,-0.23,-0.268,1,0.075,5.253,3,0.429,5.15,3.874,1.538,16.892,18.007,3,6.351,4.521,12.142,13.537,14.668,15.766,78.705,63.579,89.864,52.282,130.048,6.446,4.635,0.913,11.321,4.709,0.081,4.591,9.111,0.595,0,1.091,12.473,3.13,3.043
6.658,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.15,5.96,2.63,8.352,8.352,2.682,2.682,3.665,3.776,3.776,8.222,1.481,7.873,3.892,0.118,3.927,-0.129,3.15,3.15,3.821,0.074,-0.23,-0.276,0,0.14,5.024,2,0.333,5.15,3.838,1.527,16.827,17.947,2,4.764,4.384,11.766,13.451,14.59,15.693,36.022,53.787,79.595,37.858,64.87,6.446,4.256,0.916,11.22,4.332,0.083,4.248,8.995,0.589,0,1.126,12.381,3.13,2.984
6.357,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.151,5.961,2.628,8.357,8.357,2.705,2.705,3.675,3.776,3.776,8.249,1.48,7.888,3.891,0.162,3.918,-0.095,3.15,3.15,3.852,0.114,-0.217,-0.215,0,0.173,5.254,2,0.409,5.15,3.969,1.531,16.826,17.947,2,4.903,4.41,11.874,13.452,14.589,15.694,36.022,57.799,82.948,43.117,74.224,6.446,4.33,0.91,11.223,4.389,0.084,4.677,9.002,0.594,0,0.873,12.38,3.13,2.985
5.523,4.168,3.671,2.687,2.687,8.375,8.375,2.646,5.963,4.052,5.574,2.625,7.611,7.611,2.647,2.647,3.641,3.655,3.655,8.226,1.477,7.875,3.905,0.089,3.935,-0.153,3.149,3.149,3.793,-0.086,-0.253,-0.306,0,0.016,5.087,2,0.369,5.149,3.837,1.526,16.813,17.934,2,4.72,4.406,11.738,13.438,14.577,15.68,36.022,45.291,80.194,26.446,44.337,6.446,3.921,0.817,11.21,4.257,0.087,4.347,8.991,0.589,0,1.146,12.37,3.129,2.811
5.921,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.151,5.961,2.625,8.357,8.357,2.705,2.705,3.675,3.776,3.776,8.249,1.48,7.888,3.891,1.491,3.925,-0.098,3.15,3.15,3.852,0.117,-0.203,-0.22,0,0.158,5.29,4,0.409,5.15,3.839,1.531,16.829,17.949,4,4.905,4.443,11.874,13.459,14.594,15.698,68.919,61.249,82.948,43.178,79.295,6.446,4.331,0.933,11.234,4.635,0.081,4.731,9.019,0.594,0,1.077,12.389,3.13,2.984
6.066,4.168,3.668,2.685,2.685,8.374,8.374,2.634,5.963,4.033,5.529,2.516,7.451,7.451,2.558,2.558,3.54,3.54,3.54,7.833,1.379,7.568,3.892,0.102,3.927,-0.068,3.149,3.149,2.981,-0.122,-0.195,-0.263,0,-0.017,4.936,2,0.293,5.149,3.824,1.511,16.79,17.913,2,4.338,4.33,10.846,13.406,14.548,15.654,36.022,48.372,77.642,26.241,51.163,6.446,3.91,0.991,11.171,4.201,0.102,4.333,8.943,0.584,0,1.218,12.335,3.129,2.59
5.638,4.173,3.747,2.778,2.778,8.606,8.606,2.686,6.028,4.15,5.96,2.593,8.354,8.354,2.688,2.688,3.645,3.776,3.776,8.198,1.459,7.855,3.891,0.222,3.918,-0.075,3.149,3.149,3.608,0.063,-0.203,-0.214,0,0.099,5.144,2,0.308,5.149,4.111,1.537,16.809,17.933,2,4.902,4.358,11.471,13.429,14.566,15.675,36.022,53.473,170.731,40.086,72.163,6.446,4.256,0.902,11.194,4.332,0.087,4.688,8.967,0.591,0,1.099,12.349,3.129,2.984
5.0,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.15,5.96,2.618,8.354,8.354,2.688,2.688,3.663,3.776,3.776,8.198,1.459,7.855,3.891,0.832,3.954,-0.124,3.15,3.15,3.608,0.072,-0.217,-0.22,0,0.108,5.217,3,0.308,5.15,3.838,1.537,16.821,17.943,3,4.901,4.377,11.471,13.446,14.582,15.689,52.685,55.895,170.731,39.202,70.827,6.446,4.256,0.954,11.216,4.332,0.08,4.699,8.994,0.591,0,1.111,12.37,3.13,2.984
6.699,4.682,4.133,3.132,3.132,10.157,10.157,2.965,6.446,4.173,6.028,2.686,8.606,8.606,2.778,2.778,3.748,4.488,4.488,8.3,1.484,7.949,4.031,0.725,4.023,-0.161,3.15,3.15,4.084,0.101,-0.186,-0.259,0,0.197,5.447,3,0.505,5.15,4.133,1.505,17.016,18.13,3,6.999,4.646,12.527,13.664,14.793,15.891,52.426,97.72,108.176,59.815,96.057,6.741,4.635,0.84,11.447,4.753,0.103,4.729,9.235,0.59,0,0.913,12.595,3.13,3.043
6.824,4.682,4.133,3.132,3.132,10.157,10.157,3.059,6.446,4.24,6.097,2.868,8.904,8.904,2.884,2.884,3.88,4.62,4.62,8.443,1.581,8.075,4.07,1.329,4.057,-0.108,3.151,3.151,5.248,0.079,-0.198,-0.216,0,0.146,5.621,4,0.614,5.151,4.135,1.525,17.188,18.301,4,7.427,4.794,14.278,13.837,14.967,16.064,70.437,87.813,122.125,72.163,154.106,6.857,4.742,0.887,11.62,4.91,0.095,4.77,9.405,0.597,0,0.881,12.769,3.13,3.235
6.77,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.151,5.961,2.636,8.357,8.357,2.705,2.705,3.68,3.776,3.776,8.249,1.48,7.888,3.891,1.491,3.925,-0.098,3.15,3.15,3.852,0.12,-0.196,-0.209,0,0.172,5.29,4,0.409,5.15,3.838,1.531,16.832,17.952,4,4.905,4.443,11.874,13.462,14.597,15.7,68.919,59.227,82.948,42.959,79.795,6.446,4.331,0.931,11.237,4.59,0.081,4.731,9.021,0.594,0,1.065,12.391,3.13,2.984
6.678,4.245,3.913,2.921,2.921,9.195,9.195,2.894,6.284,4.173,6.028,2.686,8.606,8.606,2.778,2.778,3.747,3.798,3.798,8.291,1.484,7.926,3.938,0.111,3.966,-0.18,3.151,3.151,4.005,0.074,-0.216,-0.254,0,0.126,5.232,2,0.449,5.151,3.887,1.541,16.955,18.069,2,4.909,4.575,12.287,13.602,14.732,15.83,36.022,59.534,96.967,49.012,100.046,6.446,4.333,0.96,11.385,4.635,0.083,4.606,9.173,0.596,0,1.022,12.535,3.13,3.043
5.174,4.67,3.863,2.88,2.88,9.35,9.35,2.807,6.197,4.155,6.027,2.679,8.596,8.596,2.772,2.772,3.742,4.491,4.491,8.3,1.478,7.942,3.987,0.162,3.972,-0.184,3.183,3.183,3.821,0.041,-0.322,-0.378,0,0.126,5.03,2,0.393,5.183,4.119,1.532,16.979,18.103,2,4.908,4.525,11.818,13.6,14.737,15.845,34.416,73.089,82.906,48.704,80.646,6.854,4.313,0.892,11.368,4.635,0.107,4.33,9.141,0.596,0,0.94,12.522,3.137,2.942
4.0,3.7,3.085,2.096,2.096,5.534,5.534,2.056,4.945,3.547,4.292,1.703,4.066,4.066,1.719,1.719,2.713,3.102,3.102,4.407,1.215,4.447,3.759,0.445,3.804,-0.054,2.997,2.997,1.205,-0.162,0.073,0.095,0,-0.201,4.577,2,0.031,4.997,3.688,1.419,15.42,16.499,2,4.716,3.407,6.808,12.153,13.26,14.322,57.278,93.006,0.0,35.29,60.098,5.625,3.674,1.059,9.995,3.83,0.171,4.126,7.844,0.559,0,0.817,11.128,2.394,1.838
5.523,4.456,3.659,2.657,2.657,8.595,8.595,2.649,6.024,3.913,5.901,2.571,8.055,8.055,2.597,2.597,3.589,3.671,3.671,5.739,1.167,5.622,3.941,0.872,3.978,0.011,3.533,3.533,1.157,-0.102,-0.018,-0.047,1,-0.123,4.948,3,0.189,5.533,3.847,1.502,18.051,19.289,3,4.75,4.35,8.066,14.343,15.581,16.811,103.377,51.366,146.602,39.077,72.737,7.259,4.1,1.112,11.885,4.125,0.116,4.34,9.435,0.58,0,1.056,13.13,3.327,2.639
6.167,4.395,3.755,2.769,2.769,8.752,8.752,2.723,6.091,3.998,5.878,2.519,8.022,8.022,2.533,2.533,3.533,3.905,3.905,6.691,1.384,6.534,4.034,1.595,4.063,0.044,3.188,3.188,2.881,-0.064,0.163,0.149,1,-0.101,5.351,4,0.224,5.188,3.982,1.523,16.746,17.87,3,4.747,4.095,10.379,13.356,14.5,15.609,77.48,59.831,136.734,33.932,81.931,6.54,4.038,1.017,11.108,4.29,0.102,4.822,8.854,0.58,1,1.194,12.279,3.041,3.13
6.387,4.248,3.823,2.847,2.847,8.952,8.952,2.763,6.145,3.982,5.983,2.695,8.492,8.492,2.742,2.742,3.729,3.687,3.687,6.82,1.292,6.622,3.938,1.487,3.977,0.019,3.437,3.437,2.111,-0.144,0.116,0.081,1,-0.158,5.15,4,0.351,5.437,3.904,1.494,17.442,18.647,3,4.837,4.324,9.343,13.848,15.049,16.236,78.705,90.588,118.769,45.5,161.973,6.246,4.274,1.108,11.487,4.379,0.118,4.517,9.149,0.582,1,1.171,12.695,2.88,2.9
5.523,4.103,3.576,2.642,2.642,7.865,7.865,2.333,5.658,3.835,5.045,1.898,5.853,5.853,2.037,2.037,2.97,3.613,3.613,4.888,1.136,4.839,3.804,0.364,3.843,0.046,3.509,3.509,0.844,-0.198,-0.067,-0.091,1,-0.282,4.804,2,0.159,5.478,3.857,1.48,17.599,18.848,2,4.285,3.92,7.052,13.861,15.109,16.35,60.694,46.974,150.694,32.301,61.538,5.905,3.779,1.083,11.388,4.016,0.134,4.026,8.934,0.57,0,1.335,12.638,2.647,2.144
5.943,4.395,3.755,2.769,2.769,8.752,8.752,2.723,6.091,3.998,5.878,2.519,8.022,8.022,2.533,2.533,3.533,3.905,3.905,6.691,1.384,6.534,4.034,1.595,4.063,0.044,3.188,3.188,2.881,-0.064,0.163,0.149,1,-0.101,5.351,4,0.224,5.188,3.982,1.523,16.746,17.87,3,4.747,4.095,10.379,13.356,14.5,15.609,77.48,59.831,136.734,33.932,81.931,6.54,4.038,1.017,11.108,4.29,0.102,4.822,8.854,0.58,1,1.194,12.279,3.041,3.13
7.013,4.248,3.823,2.847,2.847,8.952,8.952,2.763,6.145,3.982,5.983,2.695,8.492,8.492,2.742,2.742,3.729,3.687,3.687,6.82,1.292,6.622,3.938,1.487,3.977,0.019,3.437,3.437,2.111,-0.144,0.116,0.081,1,-0.158,5.15,4,0.351,5.437,3.904,1.494,17.442,18.647,3,4.837,4.324,9.343,13.848,15.049,16.236,78.705,90.588,118.769,45.5,161.973,6.246,4.274,1.108,11.487,4.379,0.118,4.517,9.149,0.582,1,1.171,12.695,2.88,2.9
5.398,3.914,3.515,2.528,2.528,7.011,7.011,2.494,5.359,3.839,4.965,2.082,5.826,5.826,2.174,2.174,3.145,3.231,3.231,4.394,1.17,4.665,3.84,1.012,3.884,0.082,2.829,2.829,1.046,-0.258,0.275,0.185,0,-0.265,4.95,3,0.13,4.829,3.805,1.436,14.98,15.969,2,4.511,3.719,7.192,11.952,12.991,13.956,36.022,69.187,0.0,37.673,115.815,5.918,4.237,0.832,9.953,4.285,0.105,4.727,7.95,0.559,0,1.386,11.031,2.603,2.76
5.523,4.456,3.659,2.657,2.657,8.595,8.595,2.649,6.024,3.913,5.901,2.571,8.055,8.055,2.597,2.597,3.589,3.671,3.671,5.739,1.167,5.622,3.941,0.872,3.978,0.011,3.533,3.533,1.157,-0.102,-0.018,-0.047,1,-0.123,4.948,3,0.189,5.533,3.847,1.502,18.051,19.289,3,4.75,4.35,8.066,14.343,15.581,16.811,103.377,51.366,146.602,39.077,72.737,7.259,4.1,1.112,11.885,4.125,0.116,4.34,9.435,0.58,0,1.056,13.13,3.327,2.639
7.602,4.613,4.072,3.086,3.086,10.307,10.307,2.957,6.497,4.529,6.184,2.92,9.233,9.233,2.921,2.921,3.921,4.43,4.43,7.379,1.388,7.458,4.089,3.299,4.114,0.054,3.385,3.385,3.33,-0.205,0.235,0.186,2,-0.203,6.159,7,1.075,5.385,4.481,1.503,17.565,18.725,7,7.426,4.921,11.904,14.101,15.263,16.4,167.038,212.101,197.542,112.557,507.872,6.541,6.351,1.197,11.827,6.999,0.123,5.447,9.572,0.583,2,1.199,13.003,3.043,3.644
6.301,4.614,4.073,3.086,3.086,10.307,10.307,2.959,6.497,4.529,6.338,2.874,9.416,9.416,2.892,2.892,3.888,4.43,4.43,6.698,1.3,6.572,4.017,4.442,4.035,0.02,3.391,3.391,2.321,-0.137,0.245,0.215,2,-0.157,5.917,8,0.785,5.391,4.481,1.507,17.521,18.691,8,7.419,4.735,10.059,14.027,15.196,16.348,181.924,205.032,143.368,94.644,533.522,6.541,6.343,1.072,11.728,6.351,0.135,5.443,9.446,0.584,2,1.126,12.906,3.044,3.36
5.367,4.048,3.634,2.641,2.641,7.991,7.991,2.611,5.848,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.182,1.23,6.197,3.91,4.469,3.942,0.15,3.382,3.382,1.72,-0.2,0.271,0.262,1,-0.218,5.347,8,0.557,5.382,3.861,1.472,17.2,18.387,8,6.351,4.402,9.182,13.653,14.843,16.007,198.417,156.914,0.0,78.276,349.68,6.127,4.8,1.239,11.334,5.885,0.131,4.84,9.049,0.569,2,1.182,12.535,2.834,2.76
5.398,4.096,3.719,2.716,2.716,8.533,8.533,2.718,6.013,3.944,5.425,2.504,7.186,7.186,2.554,2.554,3.532,3.469,3.469,6.169,1.24,6.184,3.911,1.391,3.942,0.156,3.382,3.382,1.763,-0.217,0.284,0.256,0,-0.248,5.182,4,0.496,5.382,3.862,1.478,17.25,18.433,4,6.351,4.422,9.118,13.715,14.9,16.062,115.837,134.064,0.0,70.859,283.713,6.372,4.749,1.218,11.399,4.788,0.135,4.659,9.112,0.573,2,1.215,12.595,2.912,2.76
4.111,4.087,3.708,2.707,2.707,8.471,8.471,2.704,6.003,3.937,5.425,2.504,7.186,7.186,2.554,2.554,3.532,3.469,3.469,6.155,1.244,6.169,3.91,1.411,3.942,0.117,3.382,3.382,1.783,-0.207,0.268,0.244,0,-0.236,5.006,4,0.496,5.382,3.861,1.493,17.239,18.423,4,6.351,4.422,9.101,13.702,14.887,16.049,115.837,133.476,0.0,69.631,283.789,6.328,4.749,1.246,11.385,4.788,0.131,4.54,9.098,0.576,2,1.207,12.581,2.894,2.76
4.602,4.05,3.641,2.646,2.646,8.0,8.0,2.619,5.85,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.194,1.238,6.183,3.91,2.134,3.942,0.161,3.382,3.382,1.759,-0.138,0.237,0.245,2,-0.182,5.153,5,0.597,5.382,3.86,1.483,17.202,18.389,5,7.419,4.419,9.15,13.658,14.847,16.01,158.52,177.69,0.0,83.153,311.136,6.127,6.343,1.256,11.342,6.35,0.13,4.566,9.061,0.573,2,1.201,12.541,2.836,3.351
6.409,4.614,4.073,3.086,3.086,10.307,10.307,2.959,6.497,4.529,6.338,2.874,9.416,9.416,2.892,2.892,3.888,4.43,4.43,6.776,1.297,6.692,4.022,3.406,4.041,0.012,3.391,3.391,2.417,-0.155,0.221,0.157,2,-0.164,5.977,7,0.91,5.391,4.481,1.5,17.532,18.699,7,7.426,4.829,10.567,14.048,15.215,16.361,167.038,218.212,183.274,108.67,539.608,6.541,6.351,1.062,11.762,6.999,0.128,5.412,9.497,0.582,2,1.149,12.939,3.044,3.644
4.301,4.007,3.533,2.555,2.555,7.187,7.187,2.504,5.425,3.91,5.36,2.496,7.02,7.02,2.5,2.5,3.499,3.467,3.467,6.086,1.252,6.14,3.91,1.453,3.941,0.149,3.382,3.382,1.826,-0.192,0.241,0.23,0,-0.218,4.971,4,0.432,5.382,3.856,1.472,17.163,18.355,4,6.351,4.274,9.068,13.596,14.793,15.963,115.837,135.136,0.0,65.079,219.609,6.053,4.749,1.304,11.259,4.788,0.134,4.39,8.956,0.568,1,1.211,12.469,2.788,2.76
7.046,4.42,3.771,2.784,2.784,8.809,8.809,2.739,6.104,4.02,5.886,2.541,8.075,8.075,2.574,2.574,3.566,3.979,3.979,6.723,1.381,6.578,4.037,2.386,4.063,0.032,3.196,3.196,2.894,-0.088,0.107,0.092,1,-0.106,5.57,5,0.255,5.196,3.988,1.528,16.775,17.9,4,4.969,4.172,10.492,13.384,14.528,15.637,120.163,74.682,142.737,40.88,120.383,6.54,4.276,1.021,11.139,4.314,0.1,5.058,8.891,0.585,1,1.159,12.308,3.041,3.13
6.721,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.394,5.942,2.62,8.299,8.299,2.683,2.683,3.665,3.981,3.981,6.833,1.319,6.71,4.015,2.066,4.047,0.053,3.595,3.595,2.527,-0.177,0.269,0.245,1,-0.203,5.483,5,0.525,5.595,4.084,1.514,18.201,19.445,5,6.351,4.669,10.455,14.489,15.728,16.957,132.622,131.836,284.335,75.404,322.721,7.22,4.78,1.111,12.047,4.97,0.124,4.841,9.628,0.583,2,1.071,13.289,3.215,3.13
