pXC50,IC3,IC4,Eig10_EA.dm.,Eig09_EA.dm.,Eig08_EA.dm.,D.Dtr05,RBN,MATS3s,N.074,nRCONH2,CATS2D_05_AP,CATS2D_02_AP,BLTA96,BLTD48,BLTF96,MLOGP,nArC.N,NdsN,SdsN,MLOGP2,CATS2D_08_DP,CATS2D_07_PN,CATS2D_08_AP,CATS2D_07_PL,P_VSA_p_3,P_VSA_v_3,CATS2D_06_LL,CATS2D_06_PL,CATS2D_05_PL,CATS2D_03_PL,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,NsNH2,SM05_EA.dm.,P_VSA_s_4,SsCH3,CATS2D_09_DN,GNar,NsCH3,P_VSA_LogP_1,Eta_F_A,MATS2s,CATS2D_09_PL,DLS_01,Eta_betaP,CATS2D_05_DA,S3K,ECC,CATS2D_06_DA,nCsp2,CATS2D_09_AA,HVcpx,X2A,IDE,AECC,CATS2D_06_DP,DECC,P_VSA_LogP_2,SpMin8_Bh.v.,TIC3,CSI,TPSA.NO.,UNIP,ATSC1i,MATS3e,GATS1i,nBM,Uc,ATSC1m,ATS1i,LLS_02,ON0V,MATS8s,H.047,nCsp3,SdO,VvdwMG,Vx,P_VSA_i_3,CATS2D_03_DN,Eig04_EA.ri.,Eig04_EA,SM12_AEA.bo.,Eig11_AEA.dm.,CATS2D_09_DP,SpMin8_Bh.m.,ATSC5m,ATS2i,P_VSA_p_2,P_VSA_MR_6,Eig02_EA.dm.,DLS_07,ATSC5e,Chi0_EA.dm.,Eta_sh_p,Eig04_AEA.ri.,Eig06_EA.dm.,SpMax7_Bh.e.,GMTIV,ATS2e,P_VSA_MR_1,nBT,DLS_05,CATS2D_08_AN,MDDD,ICR,Dz,ATSC3m,IC1,H.,Chi0_EA.ed.,SpMin7_Bh.v.,Eig06_EA.bo.,Chi1_EA.ed.,Eig04_EA.bo.,SM14_AEA.ri.,X1sol,IVDM,P_VSA_v_2,ATS4s,X1,IDDM,IDM,SpMin7_Bh.p.,SpMax8_Bh.v.,O.058,BID,nSK,Psi_e_A,Psi_i_A,AMR,XMOD
4.0,5.337,5.684,0.0,0.0,0.0,75.327,4,0.014,1,0,0,0,-6.25,-6.09,-5.66,5.019,1,1,4.88,25.188,0,0,0,0,255.751,255.751,28,0,0,0,0,0,0,0,3.205,174.087,1.71,0,2.139,1,8.396,1.304,-0.004,0,0.5,31.0,0,4.534,486.0,0,29,0,3.556,0.27,3.725,12.462,0,1.783,5.659,1.293,330.896,1077.0,54.67,170.0,0.861,-0.016,1.031,31,5.0,8.818,4.334,0.63,11.719,0.019,20,3,27.191,264.433,636.977,360.174,0,2.75,2.779,2.779,1.773,0,1.282,32.386,4.882,72.099,214.068,0.98,1.0,0.43,24.307,0.115,3.773,0.0,3.301,67000.0,4.751,262.153,67,0.5,0,38.596,3.019,83.333,29.255,3.442,37.1,15.395,1.502,3.119,7.281,3.734,3.734,18.797,5.217,87.059,6.398,18.919,5.258,9.311,1.489,3.057,2,3.694,39,7.858,2.358,150.041,120.276
4.0,5.484,5.745,0.0,0.0,0.0,70.905,4,-0.019,0,0,0,0,-6.5,-6.32,-5.87,5.268,0,0,0.0,27.751,0,0,0,0,261.39,261.39,32,0,0,0,0,0,0,0,3.352,185.608,3.674,0,2.12,2,16.793,1.335,0.011,0,0.5,29.5,0,4.631,404.0,0,28,0,3.205,0.269,3.399,10.1,0,1.215,8.783,1.415,367.408,890.0,45.55,143.0,0.956,-0.007,1.107,30,4.954,11.011,4.411,0.63,12.802,-0.143,24,5,28.802,276.953,667.525,407.258,0,2.781,2.865,2.865,1.879,0,1.425,44.555,4.99,58.438,219.707,1.371,1.0,0.608,24.831,0.138,3.841,0.0,3.365,58970.0,4.841,309.238,72,0.5,0,36.05,2.588,85.333,33.928,3.447,40.3,15.662,1.551,3.031,7.387,3.728,3.728,19.224,5.247,73.398,6.497,19.346,5.294,9.434,1.53,3.04,2,3.719,40,7.815,2.315,154.939,123.055
4.0,5.093,5.377,0.0,0.0,0.0,55.167,3,-0.069,1,0,0,0,-4.88,-4.78,-4.49,3.645,1,1,4.846,13.288,0,0,0,0,186.135,186.135,16,0,0,0,0,0,0,0,3.813,113.715,0.0,0,2.165,0,0.0,1.123,0.023,0,1.0,23.5,1,3.517,286.0,2,21,0,3.227,0.274,3.371,9.533,0,1.329,38.556,1.107,244.469,637.0,70.56,106.0,0.645,-0.055,1.027,21,4.459,7.053,4.09,0.88,8.593,-0.035,13,3,25.666,205.599,493.422,277.776,0,2.482,2.565,2.565,1.33,0,1.181,26.273,4.629,103.097,144.452,1.958,1.0,0.439,23.291,0.095,3.533,0.0,3.046,31680.0,4.507,164.795,52,0.5,0,23.933,2.619,63.833,25.577,3.376,37.5,12.035,1.249,2.729,5.761,3.13,3.13,14.886,4.848,103.097,5.993,14.597,4.881,8.56,1.243,2.743,2,3.442,30,7.809,2.309,115.382,93.139
4.201,4.923,5.308,0.0,0.0,0.0,53.982,3,0.059,1,0,0,0,-5.19,-5.09,-4.76,3.963,1,1,5.046,15.708,0,0,0,0,176.058,176.058,17,0,0,0,0,0,0,0,3.205,154.055,3.891,0,2.165,2,16.793,1.133,-0.024,0,1.0,23.5,0,3.243,284.0,0,22,0,3.206,0.27,3.348,9.467,0,1.302,5.659,1.18,260.909,633.0,37.6,104.0,0.722,0.105,1.217,24,4.644,10.281,4.179,0.88,10.267,-0.156,20,4,13.444,212.455,510.15,295.88,0,2.491,2.541,2.541,1.245,0,1.215,32.214,4.755,46.954,173.523,0.701,1.0,0.248,18.254,0.092,3.522,0.0,3.147,24782.0,4.59,247.193,57,0.5,0,23.267,2.588,62.5,25.986,3.201,43.4,12.1,1.332,2.705,5.734,3.154,3.154,14.631,4.848,46.954,6.012,14.631,4.882,8.561,1.315,2.812,1,3.442,30,7.572,2.072,120.178,90.053
4.18,5.282,5.607,0.0,0.0,0.0,59.634,5,-0.065,1,1,1,1,-4.34,-4.27,-4.03,3.109,1,1,4.788,9.664,0,0,0,3,165.72,165.72,15,3,2,0,1,1,1,1,3.813,125.887,0.0,0,2.131,0,0.0,1.224,0.034,3,1.0,25.0,2,3.943,316.0,3,23,0,3.171,0.276,3.356,9.576,0,1.276,40.662,1.266,285.254,694.0,91.55,118.0,0.846,-0.013,0.999,25,4.7,8.94,4.215,0.88,9.626,-0.063,15,3,25.54,221.516,532.259,262.17,0,2.534,2.569,2.569,1.546,1,1.219,30.415,4.749,119.882,161.08,1.916,1.0,0.499,18.514,0.087,3.558,0.0,3.13,38330.0,4.61,203.298,58,0.0,0,28.749,2.535,71.5,26.126,3.653,38.9,13.244,1.29,2.716,6.28,3.168,3.168,15.614,4.979,134.843,6.198,16.025,5.017,8.855,1.31,2.856,2,3.533,33,7.939,2.439,123.555,99.858
4.0,5.215,5.411,0.0,0.0,0.0,52.973,3,-0.031,0,0,0,0,-4.79,-4.7,-4.42,3.562,0,0,0.0,12.689,0,0,0,0,189.681,189.681,16,0,0,0,0,0,0,0,3.206,122.762,0.0,0,2.193,0,0.0,1.049,0.01,0,1.0,22.0,0,3.521,276.0,1,21,0,3.227,0.274,3.37,9.517,0,1.36,20.545,1.107,255.511,618.0,56.92,102.0,0.672,0.01,1.018,23,4.585,8.454,4.116,0.88,8.56,-0.111,14,3,13.084,204.53,490.814,264.402,0,2.482,2.565,2.565,1.203,0,1.181,32.861,4.656,77.952,147.998,1.193,1.0,0.318,18.241,0.074,3.533,0.0,3.072,27014.0,4.521,176.567,53,0.5,0,23.339,2.641,60.833,27.412,3.398,40.8,11.819,1.288,2.671,5.659,3.114,3.114,14.475,4.809,77.952,5.932,14.187,4.831,8.456,1.281,2.766,1,3.409,29,7.642,2.142,115.191,90.143
4.0,5.235,5.553,0.0,0.0,0.0,70.774,5,0.023,1,0,0,0,-6.61,-6.43,-5.96,5.376,1,1,5.113,28.897,0,0,0,0,253.507,253.507,29,0,0,0,0,0,0,0,3.205,183.563,1.824,0,2.18,1,8.396,1.204,-0.021,0,0.5,29.5,0,4.56,438.0,0,28,0,3.516,0.273,3.674,11.838,0,1.644,7.765,1.317,329.814,978.0,37.6,155.0,0.807,0.046,1.143,30,4.954,10.939,4.345,0.63,11.743,-0.127,23,4,13.787,262.166,631.445,370.342,0,2.531,2.603,2.603,1.506,0,1.332,38.082,4.908,46.954,209.718,0.701,1.0,0.346,25.074,0.085,3.573,0.0,3.295,49939.0,4.76,282.506,68,0.5,0,36.726,2.908,76.833,32.313,3.238,41.3,15.083,1.514,2.851,7.23,3.457,3.457,18.369,5.156,46.954,6.171,18.081,5.181,9.159,1.487,3.043,1,3.643,37,7.584,2.084,149.595,113.841
4.638,5.284,5.615,0.0,0.0,0.0,59.634,5,-0.056,1,0,0,0,-4.74,-4.66,-4.38,3.515,1,1,4.747,12.353,0,0,0,0,161.925,161.925,15,0,0,0,0,0,0,0,4.486,125.887,0.0,0,2.131,0,0.0,1.229,0.071,0,1.0,25.0,2,3.943,316.0,3,23,0,3.171,0.276,3.356,9.576,0,1.276,7.765,1.214,280.07,694.0,85.76,118.0,0.796,-0.001,1.003,25,4.7,8.354,4.189,0.88,9.493,-0.076,15,3,25.262,218.718,525.432,304.853,0,2.534,2.569,2.569,1.546,0,1.162,29.614,4.724,129.669,157.285,1.986,1.0,0.617,18.321,0.083,3.558,0.0,3.119,39884.0,4.595,203.298,57,0.0,0,28.749,2.535,72.0,25.206,3.714,37.7,13.244,1.269,2.716,6.28,3.168,3.168,15.614,4.979,144.629,6.203,16.025,5.017,8.855,1.268,2.844,2,3.533,33,8.0,2.5,121.732,100.147
4.77,5.143,5.473,0.0,0.0,0.0,55.721,3,0.018,1,0,0,0,-5.56,-5.44,-5.07,4.332,1,1,4.867,18.769,0,0,0,0,175.703,175.703,15,0,0,0,0,0,0,0,3.205,144.579,3.758,0,2.14,2,16.793,1.166,-0.004,0,0.75,23.5,0,3.326,295.0,0,22,0,3.202,0.269,3.355,9.516,0,1.305,5.659,1.179,272.56,654.0,37.6,109.0,0.799,0.021,1.094,24,4.644,9.542,4.184,0.75,10.326,-0.172,19,4,13.435,213.653,513.073,284.109,0,2.54,2.58,2.58,1.311,0,1.214,31.851,4.761,46.954,173.168,0.701,1.0,0.233,19.881,0.109,3.567,0.0,3.148,29583.0,4.6,250.382,57,0.5,0,24.16,2.57,66.0,25.419,3.395,41.5,12.259,1.332,2.771,5.781,3.154,3.154,14.631,4.886,61.914,6.146,15.042,4.93,8.66,1.315,2.812,1,3.473,31,7.753,2.253,120.394,93.383
4.0,5.37,5.666,0.0,0.0,0.0,64.255,7,-0.037,1,0,0,0,-5.14,-5.04,-4.71,3.911,1,1,4.834,15.298,0,0,0,0,181.625,181.625,15,0,0,0,0,0,0,0,4.596,134.712,1.718,0,2.123,1,8.825,1.21,0.021,0,1.0,25.0,1,4.498,353.0,2,23,0,3.251,0.275,3.439,10.086,0,1.293,12.357,1.269,316.811,770.0,74.76,131.0,0.878,-0.007,1.078,25,4.7,10.257,4.287,0.75,10.96,-0.102,17,5,26.344,237.903,572.243,332.025,0,2.534,2.569,2.569,1.581,0,1.275,35.167,4.855,97.985,163.567,1.987,1.0,0.649,20.412,0.088,3.558,0.0,3.32,43494.0,4.711,226.84,63,0.5,0,33.42,2.612,76.0,29.978,3.707,40.7,14.319,1.513,2.716,6.71,3.172,3.172,16.652,5.067,112.945,6.267,17.063,5.099,9.026,1.513,2.981,2,3.59,35,7.886,2.386,131.25,106.706
5.0,4.886,5.294,0.0,0.0,0.0,51.734,3,0.064,1,0,0,0,-4.99,-4.89,-4.59,3.759,1,1,5.012,14.13,0,0,0,0,167.662,167.662,17,0,0,0,0,0,0,0,3.205,143.759,1.84,0,2.193,1,8.396,1.116,-0.042,0,1.0,23.5,1,3.129,273.0,2,22,0,3.194,0.27,3.331,9.414,0,1.296,5.659,1.142,244.277,612.0,48.46,99.0,0.678,0.106,1.118,24,4.644,9.347,4.126,0.88,9.317,-0.064,17,3,13.356,202.862,486.744,260.567,0,2.485,2.53,2.53,1.21,0,1.181,29.558,4.678,61.84,165.127,0.701,1.0,0.239,15.091,0.059,3.513,0.0,3.086,23607.0,4.527,211.88,54,0.5,0,22.283,2.602,60.5,24.502,3.265,42.0,11.885,1.269,2.677,5.636,3.149,3.149,14.22,4.809,61.84,5.957,14.22,4.832,8.461,1.256,2.777,1,3.409,29,7.592,2.092,115.281,87.384
4.0,5.034,5.307,0.0,0.0,0.0,0.0,6,-0.032,1,0,0,0,-6.11,-5.96,-5.54,4.88,1,1,4.918,23.815,0,0,0,0,239.076,239.076,27,0,0,0,0,0,0,0,3.114,161.096,0.0,0,2.163,0,0.0,1.136,-0.01,0,0.75,28.0,0,5.345,460.0,0,26,0,3.647,0.285,3.874,13.529,0,2.114,25.138,1.225,286.965,1018.0,50.69,157.0,0.696,-0.019,1.015,26,4.755,9.459,4.235,0.63,10.176,0.055,20,3,13.094,240.912,579.585,334.258,0,2.493,2.567,2.567,1.33,0,1.209,30.687,4.764,70.941,192.801,1.151,1.0,0.279,23.611,0.063,3.535,0.0,3.154,47855.0,4.638,235.422,61,0.5,0,40.813,3.086,71.333,29.458,3.121,40.4,14.11,1.292,2.79,6.81,3.441,3.441,16.942,5.043,70.941,6.01,16.653,5.053,8.862,1.304,2.9,1,3.561,34,7.66,2.16,135.179,105.396
4.0,5.225,5.513,0.0,0.0,0.0,62.021,6,0.012,1,0,0,0,-5.17,-5.06,-4.74,3.941,1,1,4.946,15.533,0,0,0,0,179.914,179.914,15,0,0,0,0,0,0,0,3.217,145.804,3.97,0,2.127,2,16.793,1.161,-0.002,0,1.0,23.5,1,4.394,329.0,2,22,0,3.215,0.277,3.405,9.676,0,1.322,9.87,1.308,318.755,719.0,51.7,125.0,0.949,0.027,1.166,24,4.644,12.037,4.326,0.88,11.576,-0.082,23,6,13.941,239.632,576.462,331.194,0,2.534,2.569,2.569,1.546,0,1.417,38.898,4.919,64.965,173.168,0.8,1.0,0.414,21.191,0.1,3.558,0.0,3.251,35680.0,4.742,297.467,65,0.5,0,31.554,2.609,72.5,31.691,3.55,44.3,13.697,1.488,2.716,6.497,3.158,3.158,16.114,5.023,79.925,6.223,16.525,5.058,8.941,1.464,2.949,1,3.562,34,7.716,2.216,133.517,102.774
4.097,4.842,5.087,0.0,0.0,0.0,0.0,5,-0.008,1,0,0,0,-5.12,-5.02,-4.7,3.89,1,1,4.761,15.136,0,0,0,0,194.8,194.8,7,0,0,0,0,0,0,0,3.114,123.191,0.0,0,2.137,0,0.0,1.053,-0.056,0,1.0,21.5,0,4.394,291.0,0,20,0,3.308,0.287,3.497,10.393,0,1.508,27.196,1.107,227.556,636.0,50.69,104.0,0.599,0.038,1.074,20,4.392,7.699,4.047,1.0,8.343,-0.127,18,3,12.75,199.533,478.621,287.173,0,2.475,2.51,2.51,1.0,0,1.181,24.059,4.584,70.941,146.467,1.151,1.0,0.284,18.993,0.077,3.5,0.0,2.98,26635.0,4.455,211.88,50,0.5,0,26.694,2.717,59.333,24.579,3.218,40.4,11.696,1.183,2.592,5.621,3.122,3.122,13.992,4.76,70.941,5.867,13.704,4.775,8.333,1.151,2.715,1,3.375,28,7.718,2.218,110.392,87.79
4.796,5.103,5.509,0.0,0.0,0.0,55.444,4,-0.008,1,0,0,0,-4.44,-4.37,-4.12,3.209,1,1,4.82,10.3,0,0,0,0,153.884,153.884,17,0,0,0,0,0,0,0,3.114,122.762,0.0,1,2.16,0,0.0,1.193,0.123,0,1.0,25.0,2,3.537,299.0,1,23,0,3.237,0.274,3.393,9.645,0,1.38,20.545,1.264,255.173,662.0,94.55,111.0,0.678,0.007,0.996,25,4.7,8.188,4.132,0.88,8.9,0.027,13,2,24.96,207.927,499.103,281.311,0,2.577,2.588,2.588,1.341,0,1.242,27.21,4.641,144.555,151.35,1.437,1.0,0.433,16.742,0.068,3.586,0.0,3.152,33120.0,4.52,164.795,54,0.0,0,25.411,2.642,66.5,22.935,3.551,38.0,12.521,1.319,2.716,5.922,3.103,3.103,15.114,4.896,144.555,6.08,15.114,4.928,8.658,1.333,2.878,2,3.473,31,7.871,2.371,117.143,93.688
4.222,4.672,4.737,0.0,0.0,0.0,0.0,3,-0.003,1,0,0,0,-5.28,-5.17,-4.83,4.053,1,1,4.795,16.424,0,0,0,0,155.233,155.233,18,0,0,0,0,0,0,0,3.114,93.46,4.194,0,2.041,2,17.65,0.903,0.08,0,1.0,15.5,0,3.52,167.0,0,14,0,2.882,0.293,3.006,7.261,0,0.991,20.545,1.107,196.213,351.0,41.46,64.0,0.56,0.037,1.138,14,3.907,8.002,3.928,1.0,8.093,-0.129,9,5,12.523,173.343,414.718,276.173,0,2.08,2.154,2.154,0.781,0,1.18,23.895,4.508,59.941,95.9,0.639,1.0,0.273,13.849,0.18,3.105,0.0,2.874,12336.0,4.342,188.338,44,0.5,0,16.371,2.212,48.333,25.188,3.363,45.2,9.101,1.174,2.135,4.372,2.751,2.751,11.33,4.443,59.941,5.727,11.042,4.494,7.801,1.138,2.604,1,3.19,23,7.708,2.208,93.157,70.82
4.523,5.245,5.552,0.0,0.0,0.0,59.422,5,0.039,1,0,0,0,-5.96,-5.81,-5.41,4.729,1,1,4.96,22.362,0,0,0,0,166.085,166.085,24,0,0,0,0,0,0,0,3.205,125.887,0.0,0,2.222,0,0.0,1.095,0.006,0,0.75,23.5,1,3.843,316.0,2,22,0,3.171,0.267,3.357,9.576,0,1.276,12.834,1.269,298.965,716.0,48.46,118.0,0.853,0.046,1.01,24,4.644,10.598,4.264,0.75,10.21,-0.055,15,6,13.911,225.444,541.844,295.88,0,2.6,2.614,2.614,1.546,0,1.275,33.25,4.834,61.84,156.375,0.701,1.0,0.251,18.3,0.039,3.609,0.0,3.189,33817.0,4.68,250.382,62,0.5,0,28.683,2.535,70.0,30.084,3.581,42.1,13.42,1.429,2.716,6.378,3.164,3.164,15.776,4.997,76.8,6.158,16.187,5.017,8.854,1.376,2.914,1,3.533,33,7.687,2.187,127.439,99.963
4.0,5.095,5.46,0.0,0.0,0.0,50.299,3,0.017,1,0,0,0,-5.63,-5.5,-5.13,4.397,1,1,5.03,19.33,0,0,0,0,156.311,156.311,15,0,0,0,0,0,0,0,0.0,122.762,0.0,0,2.223,0,0.0,1.039,-0.02,0,0.75,22.0,1,3.212,267.0,0,21,0,3.21,0.272,3.362,9.536,0,1.316,4.64,1.081,244.568,601.0,40.18,99.0,0.732,-0.01,0.939,23,4.585,8.878,4.097,0.75,8.51,0.04,15,3,0.0,193.399,463.654,211.88,0,2.336,2.405,2.405,1.212,0,1.132,26.429,4.643,51.582,151.671,0.4,1.0,0.202,17.201,0.021,3.377,0.0,3.053,23455.0,4.494,203.298,52,0.5,0,22.051,2.578,59.0,24.941,3.361,41.7,11.64,1.268,2.319,5.534,2.886,2.886,13.382,4.769,66.542,5.872,13.793,4.782,8.348,1.254,2.736,0,3.376,28,7.631,2.131,112.152,84.939
4.0,4.953,5.153,0.0,0.0,0.0,40.716,2,-0.027,1,0,0,0,-3.64,-3.61,-3.43,2.406,1,1,4.671,5.787,0,0,0,0,117.524,117.524,6,0,0,0,0,0,0,0,3.114,93.683,1.96,0,2.168,1,8.825,0.958,0.022,0,1.0,17.5,1,2.524,200.0,1,16,0,3.116,0.275,3.232,8.696,0,1.214,20.545,1.047,198.122,446.0,57.25,72.0,0.577,0.005,1.102,18,4.248,7.632,3.916,1.0,7.45,-0.088,9,3,12.556,161.484,385.781,201.711,0,2.043,2.125,2.125,0.707,0,1.104,23.725,4.464,76.727,106.164,0.988,1.0,0.209,13.587,0.076,3.088,0.0,2.874,13577.0,4.31,153.024,43,0.5,0,15.274,2.496,48.5,20.151,3.571,42.5,9.273,1.097,2.318,4.399,2.764,2.764,11.22,4.469,76.727,5.682,11.22,4.501,7.757,1.076,2.61,1,3.19,23,7.652,2.152,90.212,69.17
4.301,4.849,5.283,0.0,0.0,0.0,49.96,3,0.011,1,0,0,0,-4.78,-4.69,-4.41,3.551,1,1,4.941,12.612,0,0,0,0,159.265,159.265,17,0,0,0,0,0,0,0,3.114,132.239,0.0,0,2.223,0,0.0,1.094,-0.02,0,1.0,23.5,1,3.13,264.0,1,22,0,3.207,0.272,3.342,9.429,0,1.327,20.545,1.107,227.904,595.0,57.25,96.0,0.635,0.071,1.011,24,4.644,8.408,4.071,0.88,8.367,-0.067,14,2,12.988,193.27,463.339,225.254,0,2.463,2.501,2.501,1.209,0,1.181,24.63,4.594,76.727,156.731,0.639,1.0,0.197,14.465,0.025,3.486,0.0,3.056,22730.0,4.459,176.567,51,0.0,0,21.571,2.61,58.5,23.099,3.211,40.4,11.68,1.267,2.633,5.575,3.09,3.09,13.793,4.769,76.727,5.837,13.793,4.781,8.352,1.254,2.734,1,3.376,28,7.613,2.113,110.385,84.605
4.0,5.299,5.512,0.0,0.0,0.0,54.712,3,-0.032,1,0,0,0,-5.46,-5.34,-4.99,4.231,1,1,4.899,17.904,0,0,0,0,225.611,225.611,15,0,0,0,0,0,0,0,3.114,113.286,0.0,0,2.165,0,0.0,1.094,0.005,0,0.75,23.5,1,3.63,287.0,1,22,0,3.22,0.274,3.373,9.567,0,1.358,20.545,1.065,249.066,639.0,57.25,107.0,0.611,-0.036,1.008,24,4.644,5.928,4.069,0.75,8.486,-0.144,12,2,13.092,209.936,504.003,280.009,0,2.523,2.621,2.621,1.325,0,1.11,25.004,4.592,76.727,144.779,0.639,1.0,0.322,17.667,0.118,3.595,0.0,3.062,32740.0,4.474,153.024,51,0.0,0,24.444,2.626,63.167,23.96,3.558,36.2,11.978,1.265,2.716,5.706,3.162,3.162,15.175,4.848,76.727,5.937,14.597,4.881,8.559,1.252,2.77,1,3.442,30,7.724,2.224,119.994,95.783
4.523,5.195,5.525,0.0,0.0,0.0,55.422,4,0.022,1,0,0,0,-5.56,-5.44,-5.07,4.332,1,1,4.88,18.769,0,0,0,0,169.841,169.841,18,0,0,0,0,0,0,0,3.205,134.712,1.95,0,2.16,1,8.825,1.132,-0.008,0,0.75,23.5,1,3.424,294.0,2,22,0,3.182,0.268,3.336,9.484,0,1.276,7.765,1.239,275.315,652.0,48.46,108.0,0.797,0.017,1.026,24,4.644,9.577,4.185,0.75,9.876,-0.075,15,4,13.578,213.653,513.073,272.338,0,2.534,2.569,2.569,1.315,0,1.22,32.038,4.749,61.84,156.375,0.701,1.0,0.277,18.3,0.076,3.558,0.0,3.107,29453.0,4.596,203.298,57,0.5,0,24.891,2.57,66.0,27.192,3.518,41.5,12.581,1.27,2.716,5.838,3.157,3.157,14.758,4.896,76.8,6.133,15.169,4.928,8.665,1.263,2.831,1,3.473,31,7.753,2.253,120.246,93.857
4.0,5.137,5.342,0.0,0.0,0.0,52.973,3,-0.008,2,0,0,0,-5.66,-5.53,-5.15,4.429,1,2,9.924,19.614,0,0,0,0,227.419,227.419,16,0,0,0,0,0,0,0,4.679,122.762,0.0,0,2.193,0,0.0,1.013,-0.002,0,0.75,23.5,1,3.556,276.0,1,22,0,3.227,0.274,3.37,9.517,0,1.36,2.535,1.107,241.456,618.0,40.51,102.0,0.597,-0.022,1.001,24,4.644,7.79,4.057,0.75,8.41,-0.171,13,2,0.0,208.738,501.08,238.305,0,2.466,2.565,2.565,1.212,0,1.168,25.957,4.574,50.357,147.172,0.662,1.0,0.24,15.26,0.105,3.532,0.0,3.045,27682.0,4.449,175.614,51,0.5,0,23.339,2.641,59.833,24.747,3.472,38.3,11.819,1.232,2.721,5.659,3.204,3.204,14.764,4.809,50.357,5.767,14.187,4.831,8.456,1.217,2.741,0,3.409,29,7.557,2.057,121.838,92.453
4.0,5.207,5.54,0.0,0.0,0.0,66.633,5,0.003,1,0,0,0,-6.42,-6.25,-5.8,5.19,1,1,5.136,26.938,0,0,0,0,245.111,245.111,28,0,0,0,0,0,0,0,3.212,173.268,0.0,0,2.203,0,0.0,1.208,-0.035,0,0.75,29.5,1,4.462,366.0,2,28,0,3.275,0.273,3.458,10.167,0,1.343,7.765,1.266,312.413,820.0,48.46,138.0,0.762,0.047,1.058,30,4.954,9.977,4.3,0.63,10.793,-0.083,20,3,14.212,252.574,608.04,335.029,0,2.52,2.589,2.589,1.546,0,1.273,35.111,4.842,61.84,201.322,0.79,1.0,0.33,20.403,0.059,3.561,0.0,3.255,44706.0,4.707,247.193,65,0.5,0,34.812,2.645,74.833,30.91,3.238,40.0,14.886,1.434,2.803,7.14,3.454,3.454,17.959,5.125,61.84,6.124,17.67,5.14,9.108,1.419,2.969,1,3.617,36,7.6,2.1,144.699,111.172
4.444,5.097,5.469,0.0,0.0,0.0,51.699,3,-0.009,1,0,0,0,-5.15,-5.05,-4.73,3.924,1,1,4.761,15.394,0,0,0,0,158.91,158.91,15,0,0,0,0,0,0,0,3.114,122.762,0.0,0,2.193,0,0.0,1.128,-0.007,0,1.0,23.5,1,3.21,275.0,1,22,0,3.201,0.272,3.348,9.483,0,1.329,20.545,1.08,239.556,616.0,57.25,101.0,0.711,0.0,0.922,24,4.644,7.641,4.077,0.88,8.426,-0.054,13,2,12.979,194.468,466.262,213.483,0,2.532,2.569,2.569,1.305,0,1.125,24.251,4.601,76.727,156.375,0.639,1.0,0.247,16.092,0.045,3.558,0.0,3.056,27279.0,4.471,179.756,51,0.0,0,22.592,2.594,62.0,22.526,3.429,38.3,11.84,1.267,2.716,5.622,3.097,3.097,13.793,4.809,91.687,5.995,14.204,4.833,8.459,1.254,2.736,1,3.409,29,7.805,2.305,110.601,87.935
4.0,5.137,5.342,0.0,0.0,0.0,52.973,3,-0.022,1,0,0,0,-5.26,-5.15,-4.81,4.027,1,1,4.923,16.216,0,0,0,0,192.438,192.438,16,0,0,0,0,0,0,0,3.114,122.762,0.0,0,2.193,0,0.0,1.094,0.002,0,1.0,23.5,1,3.428,276.0,1,22,0,3.227,0.274,3.37,9.517,0,1.36,20.545,1.107,241.456,618.0,57.25,102.0,0.623,-0.001,1.01,24,4.644,7.247,4.07,0.88,8.426,-0.138,13,2,13.04,201.603,483.671,252.631,0,2.482,2.565,2.565,1.21,0,1.181,24.953,4.593,76.727,150.755,0.639,1.0,0.247,16.066,0.074,3.533,0.0,3.061,27759.0,4.466,164.795,51,0.0,0,23.339,2.641,60.833,24.064,3.429,38.3,11.819,1.266,2.688,5.659,3.138,3.138,14.475,4.809,76.727,5.869,14.187,4.831,8.456,1.252,2.759,1,3.409,29,7.67,2.17,115.189,90.143
4.0,5.215,5.411,0.0,0.0,0.0,52.973,3,-0.031,0,0,0,0,-4.79,-4.7,-4.42,3.562,0,0,0.0,12.689,0,0,0,0,189.681,189.681,16,0,0,0,0,0,0,0,3.206,122.762,0.0,0,2.193,0,0.0,1.049,0.01,0,1.0,22.0,0,3.521,276.0,1,21,0,3.227,0.274,3.37,9.517,0,1.36,20.545,1.107,255.511,618.0,56.92,102.0,0.672,0.01,1.018,23,4.585,8.454,4.116,0.88,8.56,-0.111,14,3,13.084,204.53,490.814,264.402,0,2.482,2.565,2.565,1.203,0,1.181,32.861,4.656,77.952,147.998,1.193,1.0,0.318,18.241,0.074,3.533,0.0,3.072,27014.0,4.521,176.567,53,0.5,0,23.339,2.641,60.833,27.412,3.398,40.8,11.819,1.288,2.671,5.659,3.114,3.114,14.475,4.809,77.952,5.932,14.187,4.831,8.456,1.281,2.766,1,3.409,29,7.642,2.142,115.191,90.143
