pXC50,D.Dtr07,D.Dtr11,Eig03_AEA.ed.,Eig03_EA.ed.,SM12_AEA.dm.,GATS7m,SssssC,SpMin2_Bh.v.,nR07,nR11,P_VSA_i_1,P_VSA_s_1,SpMax1_Bh.m.,SpMax1_Bh.p.,SddssS,P_VSA_m_4,SsssCH,Eig04_EA.bo.,SM14_AEA.ri.,MAXDN,SpMax1_Bh.e.,MATS7m,MAXDP,Eta_sh_y,SM13_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,NaaCH,SM07_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,SM11_EA.bo.,SaaCH,SM12_EA.bo.,D.Dtr10,N.071,Eig01_AEA.dm.,NddssS,nS,S.110,SpDiam_AEA.dm.,SpMax_AEA.dm.,MATS5v,SpMin1_Bh.e.,nR10,MATS8s,nArNR2,SM06_EA.bo.,SM08_EA.bo.,nHM,SpMAD_EA.ri.,MATS1s,SM05_EA.bo.,SpMAD_AEA.bo.,SpMin2_Bh.p.,GATS7p,MATS7p,MATS7v,MATS8m,PW2,SpMin2_Bh.i.,MATS7e,C.024
4.658,0.0,0.0,6.548,10.028,10.028,0.909,0.339,2.005,0,0,0.0,0.0,4.069,4.066,0.0,0.0,2.419,2.888,2.888,2.681,4.149,0.032,5.602,0.34,18.561,19.93,21.288,1,10.483,13.156,14.538,15.849,2.139,17.219,208.483,0,3.765,0,0,0,5.765,3.765,-0.042,2.051,2,-0.053,0,9.375,11.908,0,1.517,-0.051,7.816,1.556,1.982,1.017,-0.034,-0.003,-0.003,0.6,1.812,0.018,0
4.222,0.0,0.0,6.365,9.432,9.432,0.94,0.795,2.006,0,0,0.0,0.0,4.057,4.064,0.0,0.0,4.447,2.887,2.887,2.648,4.142,0.004,5.074,0.318,18.269,19.611,20.94,1,10.327,12.963,14.324,15.609,2.077,16.955,180.037,0,3.74,0,0,0,5.74,3.74,-0.029,2.056,2,-0.047,0,9.239,11.738,0,1.537,0.0,7.682,1.566,1.984,1.018,-0.048,-0.024,0.047,0.605,1.814,-0.002,0
5.215,0.0,0.0,6.533,9.951,9.951,0.817,0.411,2.015,0,0,1.339,1.339,4.708,4.051,-4.062,1.339,2.237,2.84,2.84,4.979,4.126,0.028,5.351,0.277,19.487,20.948,22.413,0,10.868,13.705,15.143,16.581,0.0,18.032,227.755,0,5.028,1,1,1,7.028,5.028,-0.029,2.052,2,-0.087,0,9.548,12.3,1,1.518,-0.115,8.065,1.54,1.991,0.908,-0.012,0.011,-0.017,0.613,1.816,-0.011,0
7.658,93.83,154.48,6.679,10.727,10.727,1.204,-0.877,2.07,1,1,6.046,6.046,4.749,4.17,-3.728,6.046,-1.852,3.456,3.456,4.645,4.169,-0.084,6.701,0.278,20.418,21.962,23.498,6,11.329,14.328,15.875,17.359,8.702,18.9,0.0,1,5.271,1,1,1,7.271,5.271,0.045,2.013,0,-0.105,1,10.047,12.909,1,1.427,-0.076,8.348,1.495,2.036,1.19,-0.129,-0.055,-0.143,0.589,1.924,-0.026,6
8.398,167.478,269.386,6.672,10.695,10.695,1.262,-0.802,2.073,1,1,6.046,6.046,4.749,4.172,-3.705,6.046,-1.507,3.609,3.609,4.622,4.173,-0.151,7.084,0.272,20.415,21.959,23.491,10,11.388,14.353,15.904,17.365,18.023,18.907,0.0,1,5.271,1,1,1,7.271,5.271,0.009,2.015,0,-0.147,1,10.196,12.983,1,1.42,-0.099,8.464,1.485,2.038,1.232,-0.131,-0.087,-0.102,0.579,1.929,-0.066,10
6.658,89.611,147.97,6.675,10.715,10.715,1.309,-0.665,2.081,1,1,6.046,6.046,4.749,4.17,-3.559,6.046,-1.181,3.411,3.411,4.475,4.172,-0.15,6.776,0.243,20.385,21.933,23.473,7,11.266,14.275,15.828,17.316,13.543,18.863,0.0,1,5.271,1,1,1,7.271,5.271,0.027,2.015,0,-0.191,1,9.99,12.855,1,1.432,-0.133,8.277,1.492,2.039,1.138,-0.078,-0.065,-0.264,0.583,1.923,-0.082,5
7.284,109.912,180.031,6.676,10.721,10.721,1.26,-0.721,2.076,1,1,6.046,6.046,4.749,4.172,-3.623,6.046,-1.319,3.47,3.47,4.54,4.172,-0.119,7.004,0.237,20.401,21.948,23.483,11,11.318,14.312,15.874,17.342,20.866,18.889,0.0,1,5.271,1,1,1,7.271,5.271,0.046,2.018,0,-0.176,1,10.11,12.931,1,1.427,-0.124,8.342,1.485,2.038,1.16,-0.092,-0.047,-0.178,0.578,1.934,-0.105,9
8.699,173.368,278.217,6.672,10.695,10.695,1.263,-0.785,2.074,1,1,6.046,6.046,4.749,4.172,-3.69,6.046,-1.462,3.606,3.606,4.606,4.174,-0.141,7.077,0.27,20.412,21.956,23.488,11,11.386,14.35,15.901,17.362,20.333,18.904,0.0,1,5.271,1,1,1,7.271,5.271,0.034,2.015,0,-0.174,1,10.194,12.98,1,1.427,-0.099,8.464,1.486,2.039,1.166,-0.09,-0.058,-0.137,0.579,1.934,-0.069,11
6.745,87.723,147.265,6.666,10.66,10.66,1.038,-0.757,2.071,1,1,6.046,6.046,4.75,4.172,-3.68,6.046,-1.434,3.405,3.405,4.597,4.172,-0.063,6.939,0.251,20.489,22.048,23.599,7,11.301,14.332,15.894,17.397,11.6,18.953,0.0,1,5.28,1,1,1,7.28,5.28,-0.01,2.016,0,-0.131,1,10.01,12.896,1,1.433,-0.095,8.294,1.492,2.039,1.004,-0.045,-0.026,-0.112,0.582,1.926,-0.013,7
6.678,90.435,148.787,7.112,11.68,11.68,1.404,-0.652,2.073,1,1,6.046,6.046,4.749,4.173,-3.55,6.046,-1.134,3.368,3.368,4.467,4.177,-0.177,6.802,0.191,20.396,21.943,23.482,8,11.282,14.29,15.841,17.329,15.696,18.874,0.0,0,5.271,1,1,1,7.271,5.271,0.044,2.028,0,-0.27,0,10.001,12.868,1,1.45,-0.141,8.296,1.511,2.042,1.256,-0.146,-0.086,-0.27,0.588,1.928,-0.103,8
5.056,108.741,177.44,6.672,10.696,10.696,1.278,-0.673,2.083,1,1,6.046,6.046,4.749,4.172,-3.576,6.046,-1.183,3.434,3.434,4.493,4.173,-0.11,6.923,0.221,20.389,21.936,23.475,7,11.305,14.295,15.842,17.326,14.119,18.869,0.0,1,5.271,1,1,1,7.271,5.271,0.004,2.022,0,-0.25,1,10.037,12.882,1,1.443,-0.142,8.349,1.508,2.043,1.173,-0.086,-0.034,-0.196,0.591,1.942,-0.082,7
7.638,128.999,208.893,6.672,10.695,10.695,1.249,-0.801,2.072,1,1,6.046,6.046,4.749,4.171,-3.691,6.046,-1.526,3.42,3.42,4.607,4.17,-0.139,6.918,0.258,20.386,21.933,23.472,7,11.298,14.287,15.836,17.32,12.301,18.865,0.0,1,5.271,1,1,1,7.271,5.271,0.05,2.015,0,-0.138,1,10.041,12.877,1,1.425,-0.097,8.346,1.484,2.036,1.219,-0.113,-0.066,-0.115,0.579,1.928,-0.044,7
5.886,102.338,164.26,6.667,10.676,10.676,1.119,-1.436,2.066,1,1,6.046,6.046,4.749,4.169,-3.68,6.046,-1.454,3.333,3.333,4.597,4.166,-0.122,6.651,0.213,20.37,21.919,23.46,8,11.262,14.259,15.811,17.299,14.324,18.846,0.0,0,5.271,1,1,1,7.271,5.271,0.031,2.013,0,0.225,0,9.998,12.845,1,1.441,-0.126,8.304,1.507,2.028,1.177,-0.168,-0.157,0.07,0.592,1.923,-0.072,8
8.398,151.144,243.381,6.672,10.695,10.695,1.252,-0.727,2.072,1,1,6.046,6.046,4.749,4.172,-3.63,6.046,-1.33,3.42,3.42,4.547,4.172,-0.103,7.012,0.185,20.387,21.934,23.473,7,11.303,14.292,15.839,17.323,13.308,18.867,0.0,1,5.271,1,1,1,7.271,5.271,0.093,2.015,0,-0.229,1,10.043,12.881,1,1.38,-0.123,8.349,1.466,2.042,1.241,-0.125,-0.064,-0.123,0.576,1.928,-0.024,7
8.658,90.6,149.379,6.671,10.694,10.694,1.288,-0.718,2.071,1,1,6.046,6.046,4.749,4.17,-3.599,6.046,-1.338,3.411,3.411,4.516,4.169,-0.146,6.728,0.251,20.382,21.93,23.47,7,11.263,14.271,15.824,17.312,12.268,18.859,0.0,1,5.271,1,1,1,7.271,5.271,0.049,2.014,0,-0.227,1,9.989,12.852,1,1.438,-0.135,8.277,1.493,2.036,1.197,-0.127,-0.076,-0.175,0.584,1.927,-0.045,7
7.796,140.036,226.079,6.672,10.695,10.695,1.274,-0.701,2.072,1,1,6.046,6.046,4.749,4.172,-3.606,6.046,-1.262,3.42,3.42,4.523,4.172,-0.104,7.01,0.21,20.384,21.932,23.472,7,11.275,14.277,15.829,17.316,13.616,18.862,0.0,1,5.271,1,1,1,7.271,5.271,0.052,2.015,0,-0.217,1,10.012,12.862,1,1.388,-0.118,8.298,1.444,2.037,1.21,-0.112,-0.058,-0.125,0.567,1.928,-0.017,7
9.125,125.45,203.686,6.672,10.695,10.695,1.292,-0.717,2.076,1,1,6.046,6.046,4.749,4.172,-3.619,6.046,-1.306,3.598,3.598,4.535,4.172,-0.136,6.987,0.247,20.407,21.953,23.486,11,11.351,14.332,15.888,17.353,21.446,18.898,0.0,1,5.271,1,1,1,7.271,5.271,0.076,2.015,0,-0.242,1,10.144,12.955,1,1.424,-0.126,8.393,1.489,2.06,1.178,-0.102,-0.058,-0.144,0.582,1.931,-0.055,9
6.0,103.83,169.826,7.111,11.66,11.66,1.349,-0.651,2.08,1,1,6.046,6.046,4.749,4.173,-3.573,6.046,-1.181,3.483,3.483,4.49,4.173,-0.155,6.899,0.226,20.414,21.957,23.493,7,11.34,14.331,15.875,17.357,14.097,18.897,0.0,1,5.271,1,1,1,7.271,5.271,0.027,2.026,0,-0.201,1,10.063,12.916,1,1.471,-0.149,8.373,1.521,2.038,1.213,-0.116,-0.07,-0.167,0.595,1.951,-0.104,7
8.301,86.381,142.869,6.671,10.692,10.692,1.338,-0.69,2.066,1,1,6.046,6.046,4.749,4.166,-3.57,6.046,-1.309,3.339,3.339,4.486,4.166,-0.176,6.693,0.225,20.369,21.919,23.462,7,11.223,14.243,15.801,17.293,12.873,18.843,0.0,1,5.271,1,1,1,7.271,5.271,0.035,2.005,0,-0.25,1,9.946,12.82,1,1.429,-0.125,8.22,1.489,2.035,1.221,-0.144,-0.094,-0.242,0.578,1.902,-0.115,6
6.638,70.666,117.488,6.667,10.677,10.677,1.042,-0.67,2.067,1,1,6.046,6.046,4.749,4.168,-3.537,6.046,-1.21,3.323,3.323,4.453,4.164,-0.187,6.34,0.227,20.36,21.911,23.454,8,11.2,14.226,15.787,17.281,14.664,18.833,0.0,0,5.271,1,1,1,7.271,5.271,-0.052,2.012,0,-0.022,0,9.92,12.8,1,1.452,-0.158,8.191,1.51,2.028,0.943,-0.076,-0.158,-0.061,0.581,1.925,-0.194,8
9.0,154.377,248.846,6.672,10.695,10.695,1.291,-0.729,2.091,1,1,6.046,6.046,4.749,4.173,-3.636,6.046,-1.33,3.61,3.61,4.553,4.175,-0.134,7.079,0.236,20.423,21.968,23.495,16,11.398,14.367,15.931,17.377,32.104,18.923,0.0,1,5.271,1,1,1,7.271,5.271,0.068,2.015,0,-0.243,1,10.248,13.024,1,1.427,-0.12,8.451,1.485,2.074,1.157,-0.092,-0.055,-0.13,0.578,1.942,-0.03,14
7.569,109.033,177.909,6.672,10.695,10.695,1.271,-0.773,2.072,1,1,6.046,6.046,4.749,4.171,-3.658,6.046,-1.464,3.42,3.42,4.575,4.17,-0.147,6.841,0.255,20.385,21.932,23.472,7,11.282,14.28,15.831,17.318,12.344,18.863,0.0,1,5.271,1,1,1,7.271,5.271,0.04,2.015,0,-0.178,1,10.016,12.866,1,1.429,-0.11,8.313,1.489,2.036,1.199,-0.116,-0.071,-0.135,0.581,1.928,-0.054,7
8.398,139.811,226.058,7.208,12.486,12.486,1.297,-0.699,2.097,1,1,6.046,6.046,4.749,4.172,-3.608,6.046,-1.256,3.42,3.42,4.524,4.175,-0.111,7.052,0.206,20.394,21.939,23.477,7,11.33,14.311,15.854,17.335,13.727,18.875,0.0,1,5.271,1,1,1,7.271,5.271,0.076,2.015,0,-0.242,1,10.076,12.904,1,1.426,-0.104,8.384,1.497,2.076,1.151,-0.056,-0.02,-0.167,0.586,1.929,-0.05,7
8.638,161.348,259.228,6.672,10.695,10.695,1.255,-0.771,2.072,1,1,6.046,6.046,4.749,4.172,-3.673,6.046,-1.429,3.42,3.42,4.59,4.172,-0.141,7.018,0.243,20.386,21.933,23.472,7,11.301,14.288,15.837,17.321,13.013,18.865,0.0,1,5.271,1,1,1,7.271,5.271,0.014,2.015,0,-0.171,1,10.051,12.879,1,1.407,-0.09,8.356,1.464,2.037,1.209,-0.11,-0.074,-0.132,0.572,1.928,-0.065,7
7.301,86.546,143.462,6.669,10.685,10.685,1.185,-0.768,2.071,1,1,6.046,6.046,4.749,4.168,-3.644,6.046,-1.504,3.41,3.41,4.56,4.165,-0.122,6.599,0.234,20.375,21.924,23.465,7,11.247,14.259,15.814,17.304,10.962,18.851,0.0,0,5.271,1,1,1,7.271,5.271,0.041,2.006,0,-0.17,0,9.973,12.839,1,1.414,-0.089,8.256,1.473,2.033,1.114,-0.1,-0.067,-0.093,0.577,1.926,-0.038,7
7.377,95.01,156.195,6.672,10.695,10.695,1.171,-0.662,2.07,1,1,38.266,6.046,4.749,4.171,-3.559,38.266,-1.161,3.419,3.419,4.475,4.169,-0.107,6.811,0.235,20.384,21.932,23.471,7,11.269,14.275,15.828,17.315,13.872,18.861,0.0,1,5.271,1,2,1,7.271,5.271,0.04,2.015,0,-0.229,1,9.996,12.857,2,1.416,-0.136,8.283,1.482,2.035,1.112,-0.093,-0.061,-0.089,0.58,1.93,-0.092,7
4.678,119.397,190.178,6.661,10.647,10.647,1.15,-0.693,2.066,1,1,6.046,6.046,4.749,4.168,-3.623,6.046,-1.193,3.319,3.319,4.54,4.167,-0.093,6.866,0.166,20.371,21.922,23.465,8,11.242,14.249,15.804,17.295,15.313,18.845,0.0,0,5.271,1,1,1,7.271,5.271,0.057,2.008,0,-0.077,0,9.976,12.831,1,1.41,-0.125,8.269,1.475,2.053,1.102,-0.079,-0.077,-0.057,0.579,1.923,0.002,8
8.0,90.6,149.379,6.671,10.694,10.694,1.267,-0.749,2.071,1,1,6.046,6.046,4.749,4.17,-3.624,6.046,-1.434,3.411,3.411,4.541,4.169,-0.138,6.708,0.251,20.382,21.93,23.47,7,11.263,14.271,15.824,17.312,11.497,18.859,0.0,1,5.271,1,1,1,7.271,5.271,0.045,2.014,0,-0.2,1,9.989,12.852,1,1.434,-0.096,8.277,1.493,2.036,1.187,-0.125,-0.074,-0.152,0.584,1.926,-0.027,7
8.222,130.616,211.712,6.672,10.695,10.695,1.306,-0.718,2.079,1,1,6.046,6.046,4.749,4.172,-3.621,6.046,-1.307,3.605,3.605,4.537,4.173,-0.143,7.007,0.24,20.409,21.954,23.487,11,11.356,14.336,15.892,17.356,21.649,18.9,0.0,1,5.271,1,1,1,7.271,5.271,0.066,2.015,0,-0.244,1,10.15,12.96,1,1.42,-0.125,8.398,1.481,2.065,1.205,-0.122,-0.076,-0.136,0.579,1.931,-0.05,9
4.796,119.675,190.653,6.661,10.647,10.647,1.16,-0.693,2.066,1,1,6.046,6.046,4.749,4.168,-3.622,6.046,-1.193,3.319,3.319,4.539,4.166,-0.1,6.856,0.165,20.367,21.92,23.464,8,11.206,14.232,15.793,17.287,15.303,18.84,0.0,0,5.271,1,1,1,7.271,5.271,0.049,2.008,0,-0.099,0,9.938,12.809,1,1.391,-0.115,8.197,1.439,2.027,1.1,-0.09,-0.083,-0.071,0.558,1.923,-0.021,8
6.585,74.984,123.766,6.667,10.675,10.675,1.11,-0.721,2.066,1,1,6.046,6.046,4.749,4.167,-3.597,6.046,-1.338,3.325,3.325,4.514,4.164,-0.135,6.359,0.221,20.362,21.914,23.456,8,11.206,14.23,15.791,17.284,14.278,18.836,0.0,0,5.271,1,1,1,7.271,5.271,0.04,2.011,0,-0.103,0,9.927,12.805,1,1.437,-0.113,8.197,1.48,2.026,1.084,-0.137,-0.144,-0.062,0.579,1.923,0.053,8
8.155,100.345,164.834,6.679,10.732,10.732,1.236,-0.784,2.074,1,1,6.046,6.046,4.749,4.171,-3.665,6.046,-1.526,3.454,3.454,4.581,4.171,-0.106,6.861,0.26,20.407,21.951,23.488,7,11.316,14.314,15.862,17.346,12.413,18.888,0.0,1,5.271,1,1,1,7.271,5.271,0.024,2.018,0,-0.181,1,10.044,12.899,1,1.433,-0.101,8.338,1.489,2.037,1.166,-0.09,-0.047,-0.128,0.581,1.936,-0.01,7
8.444,98.24,161.296,6.679,10.731,10.731,1.234,-0.816,2.07,1,1,6.046,6.046,4.749,4.17,-3.683,6.046,-1.659,3.459,3.459,4.6,4.17,-0.092,6.834,0.269,20.422,21.965,23.501,6,11.335,14.334,15.88,17.364,9.935,18.905,0.0,1,5.271,1,1,1,7.271,5.271,0.028,2.013,0,-0.088,1,10.055,12.916,1,1.42,-0.093,8.353,1.487,2.036,1.208,-0.13,-0.057,-0.151,0.583,1.926,-0.038,6
8.301,83.477,138.262,6.671,10.693,10.693,1.328,-0.63,2.049,1,1,37.324,6.046,4.749,4.173,-3.521,37.324,-1.073,3.349,3.349,4.438,4.167,-0.141,6.655,0.226,20.373,21.92,23.464,6,11.24,14.255,15.8,17.301,11.695,18.844,0.0,1,5.271,1,2,1,7.271,5.271,0.042,1.998,0,-0.254,1,9.933,12.813,2,1.413,-0.133,8.24,1.496,2.027,1.234,-0.144,-0.086,-0.196,0.581,1.884,-0.087,4
7.721,79.202,130.276,6.668,10.678,10.678,1.168,-0.744,2.064,1,1,38.266,6.046,4.749,4.171,-3.579,38.266,-1.399,3.405,3.405,4.496,4.162,-0.122,6.429,0.242,20.375,21.924,23.465,7,11.247,14.259,15.814,17.303,11.443,18.851,0.0,0,5.271,1,2,1,7.271,5.271,0.063,2.009,0,-0.147,0,9.97,12.838,2,1.414,-0.101,8.256,1.486,2.021,1.15,-0.13,-0.116,-0.057,0.586,1.922,0.009,7
4.301,57.132,92.697,6.606,10.468,10.468,1.003,-0.771,2.039,1,1,6.046,6.046,4.748,4.162,-3.492,6.046,-1.26,3.241,3.241,4.409,4.156,-0.119,5.79,0.267,20.352,21.905,23.448,8,11.183,14.213,15.776,17.271,14.335,18.824,0.0,0,5.27,1,1,1,7.27,5.27,-0.02,2.012,0,-0.041,0,9.9,12.785,1,1.488,-0.19,8.174,1.564,1.998,0.958,-0.096,-0.145,0.078,0.611,1.907,-0.118,8
6.745,95.254,153.154,6.676,10.721,10.721,1.077,-0.728,2.065,1,1,6.046,6.046,4.749,4.178,-3.608,6.046,-1.332,3.414,3.414,4.525,4.175,-0.023,6.788,0.24,20.426,21.971,23.504,12,11.336,14.338,15.899,17.368,23.171,18.915,0.0,0,5.271,1,1,1,7.271,5.271,0.053,2.044,0,-0.031,0,10.117,12.951,1,1.445,-0.129,8.344,1.49,2.033,1.084,-0.067,-0.031,-0.081,0.58,1.924,-0.038,12
7.959,95.01,156.195,6.672,10.695,10.695,1.293,-0.706,2.075,1,1,6.046,6.046,4.749,4.171,-3.595,6.046,-1.289,3.419,3.419,4.511,4.17,-0.15,6.781,0.243,20.384,21.932,23.471,7,11.269,14.275,15.828,17.315,13.058,18.861,0.0,1,5.271,1,1,1,7.271,5.271,0.051,2.019,0,-0.171,1,9.996,12.857,1,1.433,-0.138,8.283,1.482,2.037,1.201,-0.123,-0.072,-0.18,0.58,1.936,-0.09,7
6.26,80.699,134.963,6.767,11.025,11.025,1.195,-0.67,2.067,1,1,6.046,6.046,6.882,4.174,-3.547,6.046,-1.21,3.411,3.411,4.463,4.164,0.021,6.615,0.212,20.397,21.944,23.483,7,11.27,14.286,15.84,17.329,13.187,18.875,0.0,0,5.271,1,1,1,7.271,5.271,0.058,2.008,0,-0.127,0,9.985,12.861,3,1.384,-0.125,8.268,1.481,2.028,1.116,-0.061,-0.068,-0.093,0.58,1.929,-0.059,7
7.886,86.381,142.869,6.671,10.692,10.692,1.324,-0.65,2.073,1,1,6.046,6.046,4.749,4.17,-3.542,6.046,-1.136,3.339,3.339,4.458,4.168,-0.169,6.714,0.223,20.369,21.919,23.462,8,11.223,14.243,15.801,17.293,15.512,18.843,0.0,1,5.271,1,1,1,7.271,5.271,0.042,2.016,0,-0.229,1,9.946,12.82,1,1.438,-0.132,8.22,1.489,2.036,1.189,-0.125,-0.084,-0.228,0.578,1.927,-0.112,8
7.155,77.662,128.455,6.671,10.699,10.699,1.163,-0.7,2.064,1,1,6.046,6.046,6.88,4.171,-3.547,6.046,-1.275,3.412,3.412,4.464,4.162,-0.052,6.436,0.233,20.378,21.927,23.467,7,11.25,14.263,15.818,17.307,12.853,18.855,0.0,0,5.271,1,1,1,7.271,5.271,0.061,2.008,0,-0.014,0,9.972,12.841,2,1.4,-0.13,8.256,1.482,2.021,1.065,-0.08,-0.073,-0.039,0.585,1.924,-0.065,7
7.959,93.112,153.475,6.676,10.72,10.72,1.252,-0.699,2.072,1,1,6.046,6.046,4.749,4.17,-3.589,6.046,-1.28,3.418,3.418,4.505,4.169,-0.105,6.812,0.243,20.387,21.935,23.474,7,11.271,14.279,15.832,17.32,13.229,18.865,0.0,1,5.271,1,1,1,7.271,5.271,0.044,2.014,0,-0.185,1,9.997,12.86,1,1.423,-0.125,8.283,1.481,2.036,1.18,-0.112,-0.051,-0.213,0.579,1.928,-0.08,7
8.347,93.112,153.475,6.676,10.72,10.72,1.269,-0.72,2.075,1,1,6.046,6.046,4.749,4.171,-3.607,6.046,-1.338,3.418,3.418,4.523,4.17,-0.128,6.797,0.243,20.387,21.935,23.474,7,11.271,14.279,15.832,17.32,13.052,18.865,0.0,1,5.271,1,1,1,7.271,5.271,0.036,2.019,0,-0.193,1,9.997,12.86,1,1.432,-0.138,8.283,1.481,2.037,1.161,-0.09,-0.057,-0.216,0.579,1.936,-0.059,7
6.498,90.554,151.709,6.668,10.68,10.68,1.161,-0.727,2.074,1,1,6.046,6.046,4.749,4.172,-3.593,6.046,-1.37,3.41,3.41,4.51,4.168,-0.163,6.691,0.224,20.372,21.922,23.463,7,11.242,14.255,15.81,17.3,11.577,18.848,0.0,0,5.271,1,1,1,7.271,5.271,0.04,2.02,0,-0.05,0,9.967,12.834,1,1.428,-0.089,8.25,1.479,2.038,1.106,-0.122,-0.162,-0.027,0.577,1.927,-0.062,7
6.745,81.482,136.798,6.665,10.658,10.658,1.126,-0.893,2.071,1,1,6.046,6.046,4.75,4.167,-3.969,6.046,-1.777,3.404,3.404,4.885,4.167,-0.116,6.863,0.243,20.467,22.025,23.576,7,11.278,14.31,15.873,17.375,9.886,18.932,0.0,0,5.282,1,1,1,7.282,5.282,0.021,2.005,0,-0.136,0,9.986,12.875,1,1.421,-0.071,8.268,1.48,2.032,1.033,-0.068,-0.063,-0.017,0.581,1.926,-0.06,7
8.699,89.611,147.97,6.675,10.715,10.715,1.292,-0.697,2.073,1,1,6.046,6.046,4.749,4.17,-3.583,6.046,-1.282,3.411,3.411,4.5,4.169,-0.139,6.756,0.249,20.385,21.933,23.473,7,11.266,14.275,15.828,17.316,13.042,18.863,0.0,1,5.271,1,1,1,7.271,5.271,0.036,2.016,0,-0.151,1,9.99,12.855,1,1.441,-0.152,8.277,1.492,2.037,1.184,-0.115,-0.073,-0.249,0.583,1.929,-0.115,7
8.301,79.038,129.683,6.67,10.685,10.685,1.297,-0.66,2.066,1,1,6.046,6.046,4.749,4.169,-3.523,6.046,-1.143,3.335,3.335,4.44,4.166,-0.185,6.51,0.239,20.369,21.919,23.461,8,11.222,14.242,15.801,17.293,15.386,18.843,0.0,1,5.271,1,1,1,7.271,5.271,0.046,2.016,0,-0.217,1,9.944,12.819,1,1.448,-0.14,8.22,1.503,2.029,1.23,-0.178,-0.136,-0.207,0.587,1.923,-0.089,8
6.222,87.939,142.817,6.668,10.685,10.685,1.018,-0.793,2.066,1,1,11.853,11.853,4.756,4.174,-7.239,11.853,-1.525,3.511,3.511,4.617,4.174,0.004,6.5,0.197,20.679,22.215,23.745,8,11.579,14.594,16.134,17.627,13.845,19.162,0.0,0,5.271,2,2,2,7.271,5.271,0.02,2.018,0,0.294,0,10.244,13.15,2,1.446,-0.151,8.57,1.496,2.029,1.099,-0.091,-0.089,0.003,0.593,1.923,-0.036,8
7.046,83.62,136.467,6.667,10.676,10.676,1.093,-0.734,2.066,1,1,6.046,6.046,4.749,4.168,-3.62,6.046,-1.357,3.329,3.329,4.537,4.166,-0.098,6.488,0.24,20.364,21.915,23.458,8,11.221,14.238,15.796,17.288,14.475,18.839,0.0,0,5.271,1,1,1,7.271,5.271,0.019,2.013,0,0.181,0,9.949,12.816,1,1.447,-0.114,8.23,1.49,2.028,1.087,-0.107,-0.106,-0.023,0.582,1.923,-0.083,8
4.745,130.551,207.115,6.661,10.647,10.647,1.115,-0.725,2.066,1,1,6.046,6.046,4.749,4.168,-3.673,6.046,-1.262,3.319,3.319,4.589,4.166,-0.076,6.862,0.16,20.371,21.922,23.465,8,11.242,14.249,15.805,17.295,15.012,18.845,0.0,0,5.271,1,1,1,7.271,5.271,0.107,2.008,0,-0.038,0,9.978,12.831,1,1.378,-0.126,8.269,1.464,2.042,1.197,-0.154,-0.11,-0.009,0.575,1.923,0.006,8
6.721,82.328,136.952,6.662,10.654,10.654,1.144,-0.669,2.073,1,1,6.046,6.046,4.749,4.168,-3.593,6.046,-1.166,3.322,3.322,4.51,4.165,-0.135,6.659,0.205,20.367,21.92,23.464,8,11.206,14.232,15.793,17.288,15.066,18.84,0.0,0,5.271,1,1,1,7.271,5.271,0.04,2.008,0,-0.096,0,9.93,12.807,1,1.418,-0.12,8.197,1.466,2.033,1.039,-0.07,-0.076,-0.089,0.571,1.927,-0.073,8
6.222,121.827,195.262,6.668,10.683,10.683,1.15,-0.771,2.073,1,1,6.046,6.046,4.749,4.17,-3.716,6.046,-1.469,3.447,3.447,4.633,4.169,-0.078,6.927,0.212,20.377,21.928,23.465,13,11.272,14.272,15.839,17.309,23.834,18.862,0.0,0,5.271,1,1,1,7.271,5.271,0.052,2.013,0,0.154,0,10.074,12.892,1,1.423,-0.101,8.297,1.469,2.035,1.06,-0.055,-0.032,-0.01,0.571,1.927,-0.102,13
7.174,104.309,171.036,6.677,10.728,10.728,1.294,-0.678,2.083,1,1,6.046,6.046,4.749,4.172,-3.584,6.046,-1.193,3.429,3.429,4.5,4.173,-0.133,6.966,0.221,20.393,21.939,23.478,7,11.307,14.299,15.846,17.33,14.09,18.873,0.0,1,5.271,1,1,1,7.271,5.271,-0.008,2.023,0,-0.159,1,10.038,12.885,1,1.441,-0.142,8.349,1.505,2.042,1.192,-0.099,-0.072,-0.17,0.59,1.943,-0.081,7
5.573,106.392,170.177,6.674,10.701,10.701,1.066,-1.658,2.066,1,1,6.046,6.046,4.749,4.169,-3.77,6.046,-1.645,3.355,3.355,4.687,4.167,-0.051,6.677,0.233,20.381,21.929,23.469,8,11.289,14.28,15.829,17.314,13.584,18.859,0.0,0,5.271,1,1,1,7.271,5.271,0.048,2.012,0,0.144,0,10.024,12.867,1,1.457,-0.121,8.337,1.523,2.028,1.168,-0.151,-0.11,0.036,0.596,1.923,0.07,8
5.244,0.0,0.0,6.533,9.885,9.885,0.885,0.451,2.011,0,0,0.0,0.0,4.028,4.049,0.0,0.0,2.386,2.706,2.706,2.677,4.124,0.045,5.328,0.332,17.569,18.861,20.153,0,9.928,12.451,13.738,15.0,0.0,16.287,204.472,0,3.745,0,0,0,5.745,3.745,-0.032,2.052,2,-0.068,0,8.831,11.236,0,1.526,-0.061,7.415,1.555,1.988,0.963,-0.013,0.018,-0.013,0.607,1.812,-0.001,0
