pXC50,PDI,P_VSA_MR_6,P_VSA_MR_5,P_VSA_MR_3,SpDiam_EA.ed.,P_VSA_e_5,MATS2i,Eta_betaP_A,TPSA.Tot.,LOC,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_beta_A,ATSC8s,SM13_EA.ed.,ATSC8e,SM14_EA.ri.,SM15_EA.ri.,O.,ATSC1s,P_VSA_m_3,JGI2,ATSC4e,Mp,ATSC2e,ATSC4s,ATS3s,ATSC3e,GGI2,P_VSA_p_2,nO,ATSC7s,P_VSA_v_2,SAacc,DLS_06,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,ATSC5s,DELS,Eig02_AEA.dm.,MCD,PCR,ATSC3s,Eig02_EA.ed.,SM11_AEA.dm.,ATSC7e,SpDiam_AEA.ri.,ARR,TPSA.NO.,Eig02_AEA.ed.,SpMax2_Bh.s.,ATSC1e,MATS7v,ATSC2s,SpMax1_Bh.s.,MATS7m,IC1,ALOGP,GNar,JGI6,X0A,AAC,IC0,Eig01_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_AEA.ed.,SpMax_EA,SaaNH,MAXDP,SpMax5_Bh.s.,SpMax3_Bh.s.,DLS_07,nHet,Eig01_AEA.dm.,SpMax_AEA.dm.,MAXDN,Eta_sh_y,GGI3,D.Dtr05,MATS4v,GATS8s,AECC,ALOGP2,AMR,AMW,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6m,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1i,ATSC1m,ATSC1p,ATSC1v,ATSC2i,ATSC2m,ATSC2p,ATSC2v,ATSC3i,ATSC3m,ATSC3p,ATSC3v,ATSC4i,ATSC4m,ATSC4p,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7i,ATSC7m,ATSC7p,ATSC7v,ATSC8i,ATSC8m,ATSC8p,ATSC8v,BAC,BBI,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BID,BLI,BLTA96,BLTD48,BLTF96,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.010,C.013,C.016,C.017,C.018,C.020,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_DP,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DN
6.523,0.977,47.274,33.025,11.0,18.026,53.683,0.032,0.529,97.05,0.604,4.136,4.136,1.235,23.532,31.027,0.227,15.659,16.757,6.5,11.295,53.683,0.066,0.337,0.637,0.275,38.375,5.349,0.411,1.778,136.937,2,37.482,136.937,120.151,1.0,7.981,9.194,10.16,11.302,12.348,13.466,14.548,32.544,19.175,2.933,0.824,1.329,30.655,7.701,7.701,0.429,5.208,0.526,97.05,5.698,5.214,0.099,0.086,25.621,6.476,0.101,3.751,1.434,2.127,0.017,0.696,1.685,1.685,6.706,3.177,3.177,5.177,6.706,3.177,2.972,3.633,4.153,4.813,1.0,6,3.282,3.282,1.772,0.386,1.292,71.697,-0.009,1.86,6.529,2.057,63.623,7.558,3.585,3.711,3.153,3.017,4.712,3.038,4.125,4.29,3.535,3.43,5.254,3.42,4.335,4.559,3.43,3.46,3.402,4.242,4.479,3.351,3.354,5.366,3.298,4.153,4.389,3.175,3.234,5.18,3.158,4.042,4.282,2.957,3.09,5.013,3.012,3.953,4.241,2.763,2.851,4.993,2.744,3.569,3.82,2.328,2.436,4.618,2.359,0.487,6.696,2.402,3.34,0.751,12.642,4.525,6.203,0.796,17.387,5.116,7.61,0.714,15.827,4.482,7.025,0.37,0.63,14.735,4.209,6.42,0.281,0.566,13.016,3.182,30.246,5.18,0.436,13.153,2.975,5.067,0.288,8.709,1.877,3.028,5,27,0.321,0.715,0.858,0.883,0.883,0.883,2.91,0.897,-2.07,-2.11,-2.1,35.5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,4,2,3,0,1,0,1,0,0,0,2,0,2,1,1,0,2,0,0,0,1,0,1,1,2,0
10.0,0.88,3.186,48.181,85.367,17.888,128.05,0.077,0.447,105.5,0.868,4.116,4.116,1.158,49.822,31.019,0.418,15.81,16.892,8.6,20.218,128.05,0.081,0.788,0.627,0.342,89.231,5.619,0.478,2.444,181.531,3,32.301,181.531,164.745,1.0,8.206,9.404,10.38,11.506,12.547,13.648,14.717,48.37,26.01,3.116,0.737,1.313,54.026,9.057,9.057,0.299,5.189,0.476,105.5,6.14,6.464,0.148,-0.153,34.017,6.476,-0.02,3.759,-0.912,2.081,0.018,0.706,1.707,1.707,6.688,3.155,3.155,5.155,6.688,3.155,2.6,3.767,4.472,6.439,1.0,7,3.294,3.294,1.825,0.395,1.924,84.564,0.105,1.485,7.947,0.832,66.895,7.552,3.703,3.822,3.256,3.105,4.862,3.131,4.244,4.417,3.627,3.544,5.331,3.539,4.512,4.716,3.65,3.646,3.594,4.612,4.879,3.495,3.555,5.74,3.472,4.314,4.559,3.173,3.376,5.268,3.27,4.228,4.495,3.16,3.241,5.226,3.166,3.991,4.204,3.13,3.078,5.198,3.04,3.962,4.189,2.888,2.837,5.23,2.806,0.538,7.688,2.682,3.777,0.855,14.389,4.472,6.6,0.945,20.112,6.252,9.273,0.872,25.198,6.181,9.859,0.394,0.709,17.609,5.11,7.892,0.445,0.638,16.681,4.05,43.741,6.642,0.523,12.107,3.391,5.231,0.419,12.691,2.625,4.214,11,30,0.317,0.697,0.877,0.909,0.909,0.909,3.011,0.886,-0.51,-0.63,-0.78,34.3,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,2,1,2,0
8.745,0.928,3.186,48.61,42.683,17.909,85.367,0.023,0.5,85.27,0.844,4.122,4.122,1.221,22.009,31.055,0.185,15.752,16.836,6.5,12.389,85.367,0.089,0.396,0.637,0.271,39.68,5.365,0.364,2.222,138.848,2,32.016,138.848,122.062,1.0,8.124,9.337,10.307,11.441,12.479,13.585,14.654,34.346,18.698,3.108,0.765,1.328,32.504,9.218,9.218,0.299,5.193,0.526,85.27,6.199,6.455,0.101,-0.121,22.863,6.475,-0.115,3.776,-0.367,2.127,0.016,0.696,1.685,1.685,6.691,3.161,3.161,5.161,6.691,3.161,2.617,3.576,4.288,5.037,1.0,6,3.32,3.32,1.622,0.373,1.507,31.605,-0.008,1.641,7.176,0.135,60.911,7.558,3.585,3.709,3.153,3.011,4.719,3.031,4.091,4.277,3.451,3.385,5.157,3.371,4.279,4.498,3.468,3.445,3.397,4.312,4.56,3.319,3.384,5.354,3.31,4.161,4.413,3.039,3.241,5.081,3.131,4.011,4.271,2.985,3.063,5.009,2.986,3.847,4.094,2.819,2.846,4.999,2.783,3.57,3.796,2.378,2.49,4.691,2.413,0.494,6.696,2.346,3.334,0.743,12.363,3.717,5.615,0.79,15.931,4.803,7.284,0.739,17.422,4.92,7.541,0.283,0.627,15.046,4.505,6.917,0.311,0.543,13.011,3.339,26.531,5.389,0.428,11.004,2.643,4.262,0.29,8.275,2.086,3.141,6,27,0.321,0.719,0.895,0.895,0.895,0.895,2.909,0.891,-0.99,-1.09,-1.18,35.5,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,1,0,2,0
8.319,0.929,3.186,48.181,42.683,17.881,85.367,0.111,0.5,85.27,0.844,4.116,4.116,1.221,40.417,30.959,0.348,15.7,16.783,6.5,12.392,85.367,0.071,0.524,0.637,0.278,48.488,5.352,0.289,1.778,138.848,2,13.306,138.848,122.062,1.0,8.089,9.302,10.263,11.397,12.431,13.536,14.603,17.65,18.423,3.032,0.765,1.328,31.498,8.426,8.426,0.129,5.187,0.526,85.27,5.839,6.455,0.101,-0.189,23.062,6.475,-0.028,3.711,-0.402,2.127,0.019,0.696,1.685,1.685,6.688,3.154,3.154,5.154,6.688,3.154,2.62,3.565,4.29,5.037,1.0,6,3.285,3.285,1.613,0.373,1.632,33.135,0.204,1.804,7.882,0.161,60.933,7.558,3.585,3.709,3.153,3.011,4.72,3.031,4.09,4.278,3.447,3.393,5.154,3.377,4.273,4.482,3.441,3.448,3.389,4.351,4.629,3.27,3.331,5.38,3.249,3.972,4.201,2.974,3.149,4.863,3.047,3.996,4.269,2.845,3.003,4.957,2.91,3.702,3.931,2.764,2.819,4.716,2.751,3.703,3.944,2.506,2.559,4.94,2.495,0.494,6.696,2.346,3.334,0.743,12.392,3.755,5.622,0.788,15.477,5.026,7.482,0.715,19.301,4.759,7.655,0.16,0.576,11.493,3.758,5.814,0.37,0.507,13.331,3.189,33.696,5.142,0.404,8.939,2.73,4.182,0.318,10.016,2.079,3.26,6,27,0.321,0.707,0.858,0.858,0.858,0.858,2.908,0.885,-0.99,-1.09,-1.18,35.5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0
6.444,0.884,3.186,46.504,85.367,18.036,128.05,-0.025,0.447,105.5,0.986,4.157,4.157,1.158,27.085,31.529,0.227,16.057,17.152,8.6,19.499,128.05,0.091,0.519,0.627,0.341,58.534,5.539,0.5,2.556,181.531,3,63.908,181.531,164.745,1.0,8.333,9.546,10.548,11.689,12.75,13.865,14.95,55.46,25.198,3.182,0.684,1.313,43.956,10.457,10.457,0.563,5.229,0.476,105.5,6.582,6.459,0.148,-0.012,35.815,6.475,-0.056,3.701,-0.878,2.081,0.016,0.706,1.707,1.707,6.717,3.202,3.202,5.202,6.717,3.202,2.597,3.635,4.474,6.452,1.0,7,3.432,3.432,1.669,0.395,1.944,36.5,-0.039,1.228,7.316,0.77,66.874,7.552,3.703,3.822,3.256,3.105,4.866,3.131,4.212,4.388,3.567,3.492,5.299,3.482,4.444,4.661,3.625,3.588,3.545,4.502,4.742,3.5,3.571,5.545,3.5,4.426,4.673,3.32,3.479,5.391,3.382,4.341,4.58,3.347,3.345,5.535,3.288,4.228,4.478,3.184,3.151,5.47,3.104,3.851,4.065,2.8,2.806,5.027,2.756,0.538,7.688,2.682,3.777,0.819,14.051,4.264,6.384,0.903,19.021,5.52,8.474,0.872,21.088,5.989,9.116,0.429,0.777,19.864,5.865,8.948,0.56,0.704,18.412,4.672,65.191,7.349,0.581,16.805,3.594,5.959,0.397,10.68,2.776,4.276,14,30,0.317,0.686,0.835,0.835,0.835,0.835,3.011,0.888,-0.51,-0.63,-0.78,34.3,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,2,0,0,1,0,2,0
7.447,1.048,67.461,78.682,0.0,18.626,25.145,0.324,0.667,143.85,0.662,4.193,4.193,1.389,16.887,31.584,0.169,15.694,16.797,3.6,13.941,25.145,0.069,0.394,0.702,0.285,41.381,5.38,0.351,2.0,144.42,1,28.353,144.42,142.521,0.83,8.026,9.215,10.197,11.327,12.382,13.496,14.584,42.007,20.216,3.151,0.778,1.342,33.192,8.106,8.106,0.261,5.291,0.5,115.61,5.902,5.224,0.125,0.117,17.826,7.429,0.234,4.009,0.566,2.086,0.017,0.705,1.881,1.881,6.838,3.256,3.256,5.256,6.838,3.256,0.0,4.663,4.51,5.089,1.0,8,3.678,3.678,2.047,0.397,1.736,75.779,-0.119,1.22,6.5,0.32,68.03,9.369,3.509,3.64,3.311,3.031,4.767,3.032,3.962,4.115,3.713,3.423,5.257,3.392,4.103,4.279,3.59,3.369,3.354,4.105,4.305,3.565,3.341,5.453,3.304,4.025,4.231,3.579,3.287,5.337,3.233,3.959,4.154,3.243,3.189,5.258,3.1,3.755,4.021,3.017,2.864,4.881,2.739,3.348,3.6,2.298,2.376,4.55,2.239,0.52,4.288,2.025,2.034,0.786,8.965,4.002,4.329,0.806,14.07,4.07,4.227,0.759,10.577,3.985,4.845,0.356,0.718,12.69,3.791,4.563,0.343,0.641,11.514,3.746,44.232,3.665,0.46,12.206,3.189,4.092,0.273,10.398,2.777,3.162,10,29,0.361,0.769,0.841,0.882,0.882,0.882,2.962,0.91,-2.74,-2.75,-2.67,35.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,2,2,2,0,0,0,1,0,2,0,3,5,1,0,1,2,0,0,2,2,0,1,0,0,0,0,0,0,2,1,3,4,0,0,0
10.638,0.832,14.377,45.559,128.05,19.313,170.733,-0.079,0.447,134.52,0.92,4.261,4.261,1.158,65.218,32.024,0.487,16.381,17.512,12.1,33.793,170.733,0.1,0.921,0.626,0.407,117.322,5.822,0.77,3.111,239.101,4,78.098,239.101,222.315,0.83,8.473,9.687,10.727,11.885,12.981,14.122,15.242,97.657,33.999,3.14,0.737,1.312,92.872,10.105,10.105,0.631,5.333,0.476,134.52,6.528,6.475,0.243,-0.134,56.45,6.498,-0.069,3.945,-1.102,2.05,0.023,0.714,1.791,1.791,6.923,3.297,3.297,5.297,6.923,3.297,2.831,4.016,5.027,6.452,1.0,8,3.536,3.536,2.395,0.474,2.174,79.738,-0.044,1.284,7.105,1.215,64.313,8.069,3.671,3.779,3.257,3.046,4.916,3.099,4.185,4.323,3.667,3.494,5.392,3.521,4.507,4.695,3.781,3.608,3.606,4.568,4.779,3.644,3.55,5.863,3.537,4.441,4.675,3.422,3.396,5.68,3.347,4.23,4.461,3.279,3.173,5.484,3.147,4.05,4.274,3.054,2.876,5.479,2.868,3.684,3.926,2.447,2.381,5.117,2.336,0.505,6.811,2.421,3.13,0.808,11.91,4.18,5.663,0.897,19.395,5.703,8.277,0.848,22.497,5.502,8.124,0.791,0.724,20.426,4.902,7.784,0.615,0.574,16.317,3.88,64.547,6.065,0.42,13.944,2.818,4.532,0.243,10.395,1.932,3.137,18,31,0.337,0.741,0.887,0.925,0.936,0.936,3.012,0.839,0.12,-0.04,-0.25,33.3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,1,0,2,2,2,0
5.506,0.981,71.124,38.364,0.0,18.626,42.683,0.036,0.5,113.84,0.644,4.217,4.217,1.171,36.676,31.583,0.275,16.046,17.168,2.6,11.219,42.683,0.067,0.339,0.627,0.183,46.85,5.52,0.257,2.0,158.834,1,35.392,158.834,142.049,0.83,8.203,9.449,10.428,11.598,12.663,13.807,14.91,41.961,19.614,2.777,0.789,1.319,26.457,8.103,8.103,0.266,5.289,0.476,113.84,5.902,5.244,0.067,-0.064,23.201,6.476,-0.114,3.266,2.845,2.081,0.015,0.706,1.553,1.553,6.838,3.256,3.256,5.256,6.838,3.256,2.959,3.778,4.265,5.082,1.0,6,3.358,3.358,1.802,0.396,1.701,35.845,-0.004,1.675,7.263,8.092,74.837,6.878,3.751,3.902,3.233,3.209,4.829,3.194,4.297,4.491,3.622,3.658,5.333,3.594,4.609,4.862,3.637,3.782,3.679,4.653,4.93,3.532,3.723,5.618,3.598,4.506,4.78,3.438,3.583,5.494,3.472,4.446,4.705,3.263,3.5,5.454,3.393,4.391,4.694,3.043,3.348,5.275,3.204,4.18,4.487,2.631,3.016,5.107,2.853,0.601,9.081,2.98,4.64,0.948,16.074,6.045,8.903,1.095,23.032,7.185,11.491,1.03,24.691,7.202,11.744,0.295,0.916,21.292,5.955,9.888,0.341,0.866,20.238,4.57,47.034,8.17,0.734,19.403,4.506,8.158,0.518,16.078,3.479,6.23,10,30,0.283,0.595,0.716,0.795,0.821,0.821,3.012,0.968,-3.29,-3.28,-3.14,34.2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,2,0,0,0,8,0,1,1,2,3,1,2,1,9,0,1,0,1,0,2,1,2,0,7,0,1,0,2,1,2,1,4,0
6.066,0.968,47.274,38.57,0.0,18.025,42.683,0.001,0.474,87.82,0.565,4.137,4.137,1.132,29.161,31.027,0.254,15.708,16.802,2.6,8.59,42.683,0.061,0.317,0.63,0.185,43.137,5.502,0.251,1.778,125.937,1,19.192,125.937,109.152,1.0,8.029,9.273,10.213,11.367,12.4,13.522,14.596,29.97,15.911,2.72,0.842,1.314,24.674,7.691,7.691,0.174,5.209,0.476,87.82,5.696,5.213,0.056,-0.073,22.232,6.476,-0.05,3.212,3.923,2.113,0.016,0.697,1.497,1.497,6.705,3.177,3.177,5.177,6.705,3.177,3.058,3.754,4.149,4.806,1.0,5,3.27,3.27,1.727,0.336,1.319,35.427,-0.075,2.021,7.368,15.39,75.484,6.676,3.762,3.906,3.229,3.251,4.78,3.22,4.329,4.526,3.59,3.692,5.305,3.612,4.67,4.928,3.655,3.87,3.747,4.745,5.028,3.477,3.813,5.609,3.648,4.573,4.876,3.257,3.607,5.345,3.438,4.368,4.642,3.157,3.464,5.213,3.334,4.284,4.561,3.113,3.345,5.131,3.22,4.149,4.426,2.779,3.096,5.118,2.967,0.602,9.39,3.381,5.065,0.964,16.936,6.453,9.457,1.179,24.446,8.535,13.002,1.135,26.827,8.658,13.58,0.243,0.936,22.684,7.142,11.301,0.235,0.825,18.505,5.037,28.05,8.427,0.742,16.953,4.631,7.787,0.594,15.276,3.408,5.943,5,29,0.271,0.581,0.692,0.762,0.799,0.799,3.011,1.009,-3.65,-3.62,-3.45,35.9,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,9,0,1,1,2,3,0,1,0,10,0,0,0,1,0,2,1,1,0,11,0,0,0,2,0,1,1,3,0
5.602,1.005,47.274,36.036,0.0,18.134,42.683,0.075,0.409,87.82,0.517,4.212,4.212,1.091,17.939,31.576,0.169,16.655,17.788,2.3,9.002,42.683,0.056,0.37,0.644,0.194,48.272,5.684,0.261,2.222,125.937,1,26.962,125.937,109.152,1.0,8.701,9.963,10.964,12.15,13.231,14.389,15.506,30.161,16.847,3.144,0.864,1.26,25.141,10.483,10.483,0.258,5.284,0.385,87.82,6.569,5.214,0.061,0.055,24.219,6.476,-0.03,3.199,3.731,2.258,0.014,0.675,1.469,1.469,6.725,3.226,3.226,5.226,6.725,3.226,3.126,3.911,4.154,4.806,1.0,5,3.3,3.3,1.709,0.479,1.694,38.728,0.001,1.698,8.045,13.919,85.473,6.782,3.911,4.045,3.415,3.452,4.865,3.419,4.538,4.715,3.869,3.99,5.438,3.913,4.93,5.17,3.871,4.18,4.037,5.005,5.302,3.655,4.064,5.762,3.878,4.75,5.048,3.458,3.832,5.47,3.662,4.555,4.817,3.455,3.711,5.371,3.589,4.528,4.811,3.378,3.614,5.321,3.498,4.316,4.559,3.285,3.401,5.289,3.313,0.701,10.58,4.149,5.931,1.238,20.268,8.498,11.996,1.597,31.127,12.049,17.647,1.507,34.939,12.128,18.457,0.259,1.19,27.041,9.318,14.154,0.217,1.072,21.985,6.795,25.804,10.71,1.007,21.805,6.042,9.866,0.815,17.443,4.916,7.756,5,40,0.256,0.558,0.697,0.742,0.771,0.771,3.149,0.98,-4.4,-4.33,-4.09,38.6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,14,0,1,1,2,3,0,1,0,21,0,0,0,1,0,2,1,1,0,18,0,0,0,2,0,1,1,3,0
7.678,0.973,47.274,36.036,0.0,18.025,42.683,0.018,0.5,87.82,0.584,4.137,4.137,1.167,27.502,31.027,0.216,15.713,16.805,2.8,8.565,42.683,0.063,0.301,0.634,0.171,41.944,5.423,0.233,1.778,125.937,1,19.956,125.937,109.152,1.0,8.029,9.277,10.214,11.374,12.402,13.527,14.599,26.905,15.663,2.723,0.833,1.321,23.932,7.693,7.693,0.172,5.209,0.5,87.82,5.696,5.213,0.051,-0.031,21.58,6.476,-0.032,3.324,3.467,2.12,0.017,0.696,1.526,1.526,6.705,3.177,3.177,5.177,6.705,3.177,3.043,3.709,4.147,4.806,1.0,5,3.27,3.27,1.729,0.356,1.257,33.65,0.035,2.18,7.278,12.019,70.883,6.843,3.693,3.835,3.181,3.18,4.735,3.157,4.252,4.444,3.552,3.624,5.258,3.553,4.558,4.815,3.535,3.734,3.613,4.568,4.85,3.404,3.637,5.499,3.502,4.378,4.652,3.2,3.475,5.232,3.336,4.269,4.538,3.059,3.354,5.141,3.229,4.166,4.455,2.93,3.186,5.008,3.054,3.959,4.231,2.599,2.875,4.971,2.754,0.563,8.511,3.048,4.535,0.903,15.374,5.876,8.565,1.043,21.862,7.407,11.368,0.956,22.686,6.949,11.02,0.203,0.816,18.583,5.814,9.126,0.226,0.747,16.781,4.367,28.171,7.371,0.631,15.233,4.077,6.833,0.476,12.687,2.77,4.768,5,28,0.281,0.612,0.728,0.791,0.82,0.82,2.961,0.984,-3.39,-3.37,-3.23,36.1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,8,0,1,1,2,3,0,1,0,9,0,0,0,1,0,2,1,1,0,7,0,0,0,2,0,1,1,3,0
5.714,1.001,50.46,30.967,0.0,18.601,42.683,0.074,0.618,87.82,0.604,4.191,4.191,1.294,29.674,31.487,0.21,16.011,17.132,3.2,9.027,42.683,0.074,0.227,0.654,0.166,33.223,5.327,0.224,2.0,125.937,1,28.655,125.937,109.152,1.0,8.143,9.395,10.384,11.556,12.626,13.77,14.875,27.254,15.868,2.849,0.882,1.369,20.952,8.527,8.527,0.21,5.263,0.526,87.82,6.025,5.215,0.06,-0.183,19.387,6.476,-0.261,3.769,2.761,2.127,0.019,0.696,1.589,1.589,6.811,3.224,3.224,5.224,6.811,3.224,3.01,3.682,4.139,4.821,1.0,5,3.29,3.29,1.754,0.378,1.285,29.828,-0.081,2.19,6.412,7.621,67.132,7.429,3.567,3.7,3.124,3.069,4.695,3.065,4.077,4.253,3.5,3.489,5.199,3.447,4.319,4.552,3.498,3.566,3.492,4.259,4.482,3.411,3.466,5.393,3.394,4.186,4.432,3.146,3.327,5.176,3.228,4.066,4.331,2.932,3.15,5.009,3.038,3.909,4.185,2.576,2.847,4.895,2.721,3.626,3.936,1.919,2.37,4.597,2.195,0.5,6.634,2.479,3.437,0.787,11.76,4.703,6.58,0.886,16.493,5.701,8.42,0.806,15.555,5.164,7.662,0.228,0.732,14.932,4.446,6.743,0.172,0.629,13.382,3.722,20.917,5.932,0.475,12.066,3.019,4.739,0.306,9.74,2.142,3.449,5,27,0.301,0.713,0.815,0.852,0.876,0.876,2.911,0.913,-3.03,-3.03,-2.92,38.7,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,1,1,2,3,0,1,0,8,0,0,0,1,0,2,1,1,0,5,0,0,0,3,0,1,1,4,0
6.654,0.971,88.365,23.363,0.0,18.044,85.367,0.087,0.816,108.05,0.644,4.142,4.142,1.487,44.867,31.081,0.317,15.848,16.938,6.5,17.542,85.367,0.081,0.419,0.677,0.194,54.673,5.462,0.278,2.444,168.62,2,27.478,168.62,151.835,1.0,8.179,9.41,10.366,11.515,12.55,13.668,14.74,40.727,22.374,3.031,0.789,1.478,28.198,8.68,8.68,0.234,5.214,0.762,108.05,6.051,6.468,0.126,0.199,20.025,6.477,0.233,3.846,2.527,2.081,0.017,0.706,1.692,1.692,6.708,3.181,3.181,5.181,6.708,3.181,2.911,3.774,4.616,5.214,1.0,6,3.309,3.309,1.842,0.399,1.444,35.604,-0.145,0.932,7.316,6.384,71.522,8.267,3.588,3.701,3.216,3.091,4.871,3.116,4.012,4.149,3.593,3.476,5.313,3.475,4.23,4.4,3.609,3.543,3.523,4.294,4.49,3.469,3.468,5.569,3.429,4.174,4.399,3.272,3.347,5.289,3.278,4.071,4.29,3.201,3.203,5.308,3.161,3.927,4.182,3.007,3.003,5.049,2.954,3.624,3.82,2.829,2.655,5.219,2.64,0.493,5.573,2.362,2.689,0.752,8.737,4.121,5.088,0.853,12.361,4.937,6.241,0.82,15.05,5.034,6.417,0.296,0.728,14.072,4.933,6.642,0.366,0.659,12.501,3.694,42.84,4.975,0.543,11.865,3.538,5.066,0.388,7.863,2.309,3.091,10,30,0.316,0.718,0.828,0.889,0.901,0.901,3.011,0.82,-2.64,-2.66,-2.59,41.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,1,1,2,3,0,3,0,6,0,0,0,1,0,2,1,4,0,5,0,0,0,2,0,1,1,5,0
