pXC50,Eta_beta_A,Eig03_EA.dm.,SpMAD_EA.bo.,ON0V,Se,Si,TIC3,TIC4,Eta_betaP_A,CATS2D_03_AA,S3K,SpMin4_Bh.m.,SpMin4_Bh.v.,DBI,ATSC7m,TIC2,ON1V,ATSC3m,DLS_cons,Eta_C_A,P_VSA_LogP_8,ATSC5m,P_VSA_i_3,C.,PW5,ATS1e,ATS1i,ATS8e,GGI6,ISIZ,nAT,nBT,SAtot,SpMin5_Bh.m.,VvdwZAZ,Uindex,SpMin4_Bh.s.,ATS4e,ATS6e,ATS6i,ATS7e,ATS7i,ATS8i,ATSC6p,ATSC8m,TIC5,ATSC3s,CATS2D_02_AA,CIC4,SIC4,TIE,ATS3s,CIC5,Cl.089,Eig03_AEA.ri.,Eig03_EA.ri.,P_VSA_LogP_1,SIC5,JGI8,P_VSA_e_5,PW4,SaaN,SPI,S2K,ATS3i,ATSC2v,ATSC3v,Eta_FL_A,ATS2i,ATS8s,Chi0_EA.bo.,P_VSA_p_3,P_VSA_v_3,SpMax7_Bh.m.,ATSC4m,PHI,ATS3e,ATS4i,C.002,CATS2D_05_LL,CATS2D_06_LL,DLS_04,Eig06_AEA.ri.,GGI7,nCs,nCsp3,nH,ON0,P_VSA_LogP_7,ATSC8i,nHM,TIC1,nCL,NsCl,P_VSA_e_4,SsCl,X0A,ATS8p,ATSC7v,HDcpx,IDM,SpMin5_Bh.s.,ATS2e,ATSC3i,Eig02_EA.bo.,SM12_AEA.ri.,ATS5s,N.,Eta_L_A,NssCH2,SssCH2,ATS5e,ATS5v,ATS7p,ATSC1p,ATSC3p,ATSC6v,ATSC7i,ATSC7p,ATSC8p,Eta_C,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,ATSC5s,nO,ATSC8v,SpMin3_Bh.m.,VAR,ATSC6m,ATSC3e,ATSC8e,ATSC8s,D.Dtr09,Eta_betaS_A,LOC,PDI,P_VSA_MR_2,BIC5,C.005,CIC3,Eig03_EA,SM11_AEA.bo.,GNar,MATS6e,MCD,nPyrimidines,SdO,C.026,ATSC5p,ON1,ATSC1v,S1K,X0v,GGI4,CENT,ECC,IDET,IDMT,LPRS,MDDD,UNIP,Xu,ATS7v,ATS8v,ATSC4v,P_VSA_LogP_2,Sp,SssO,Sv,VvdwMG,Vx,CATS2D_08_DL,RBN,SpMax3_Bh.e.,SpMax3_Bh.i.,SpMax3_Bh.p.,SpMax3_Bh.v.,SpMin3_Bh.s.
5.886,1.271,0.86,1.837,8.117,45.247,50.488,218.379,222.379,0.646,1,4.093,1.786,1.747,3.0,22.875,188.727,2.737,25.221,0.93,0.766,0.0,21.304,313.479,42.2,0.089,3.902,4.004,4.625,0.461,247.133,45,47,439.978,1.575,306.06,39.167,1.028,4.63,4.582,4.767,4.615,4.819,4.883,8.507,25.061,222.379,46.451,0,0.55,0.9,46.225,5.797,0.55,0,3.535,2.471,10.883,0.9,0.011,89.828,0.177,0.0,10.548,7.687,4.897,9.34,11.73,0.246,4.581,5.651,14.75,108.489,108.489,2.819,24.144,5.383,4.699,4.837,4,10,12,1.0,2.5,0.298,5,6,21,12.333,223.651,1.018,0,150.056,0,0,0.0,0.0,0.706,3.584,11.339,1.671,7.876,0.577,4.432,1.145,3.778,3.778,5.795,2.2,0.24,4,4.385,4.545,3.722,3.784,4.447,8.886,11.038,1.066,8.557,7.76,18.394,223.651,223.651,223.651,223.651,67.553,4,10.919,1.86,74,21.903,0.447,0.498,66.217,0.0,0.625,0.757,0.941,136.912,0.859,1,0.639,2.562,2.562,2.064,0.044,0.708,0,12.437,4,7.826,5.417,5.481,16.806,13.619,1.351,822.0,228.0,940.028,11175.7,114.081,20.583,84,23.437,3.683,3.46,10.215,28.149,29.438,11.339,28.149,173.132,414.203,2,5,3.807,3.847,3.706,3.693,1.077
5.523,1.241,0.86,1.827,9.5,50.458,56.113,242.683,252.683,0.611,1,4.678,1.786,1.748,3.606,27.227,211.032,3.0,26.194,1.0,0.81,0.0,24.657,342.254,42.0,0.092,4.003,4.101,4.777,0.624,282.193,50,52,490.013,1.596,346.81,46.842,1.046,4.758,4.78,4.965,4.788,5.005,5.018,10.046,29.148,252.683,43.028,1,0.59,0.895,57.681,5.87,0.59,0,3.581,2.506,21.766,0.895,0.01,83.29,0.183,0.0,13.38,9.023,4.95,10.08,12.502,0.248,4.697,5.854,16.788,129.749,129.749,2.862,27.01,6.483,4.763,4.945,4,12,13,1.0,2.524,0.329,5,7,23,14.167,258.964,1.168,0,163.532,0,0,0.0,0.0,0.712,3.751,13.914,1.704,8.222,0.582,4.547,1.24,3.919,3.919,5.93,2.0,0.238,4,4.313,4.711,3.907,3.951,4.944,9.582,13.106,1.266,10.338,8.923,21.87,258.964,258.964,258.964,258.964,60.469,5,12.064,1.86,93,26.819,0.429,0.584,83.447,0.0,0.63,1.038,0.946,130.374,0.856,2,0.79,2.608,2.608,2.035,0.145,0.63,0,24.58,3,9.045,6.194,6.019,19.399,15.488,1.431,1125.0,279.0,1236.46,16057.9,133.802,24.42,103,25.867,3.85,3.661,11.263,28.149,32.654,16.156,31.39,193.386,463.621,2,7,3.81,3.851,3.707,3.693,1.102
9.0,1.25,0.86,1.845,7.986,43.785,48.25,200.574,200.574,0.6,1,4.376,1.783,1.746,3.082,25.772,185.82,2.621,27.583,0.9,0.86,78.297,21.868,325.551,41.9,0.089,3.869,3.963,4.584,0.502,233.329,43,45,456.027,1.573,321.39,41.65,0.922,4.573,4.54,4.712,4.588,4.778,4.83,8.305,29.62,200.574,51.762,0,0.762,0.86,50.04,5.815,0.762,2,3.551,2.456,10.883,0.86,0.012,47.145,0.181,3.867,12.504,8.257,4.84,8.148,10.753,0.237,4.555,5.658,15.197,173.977,173.977,2.961,29.513,6.045,4.663,4.758,4,8,10,0.8,2.516,0.345,5,6,18,13.167,176.567,0.946,2,155.945,2,2,78.297,12.094,0.712,3.588,10.985,1.683,7.998,0.576,4.412,1.04,3.942,3.942,5.807,4.7,0.247,4,4.349,4.497,3.749,3.839,3.91,8.904,10.148,0.991,8.984,8.21,21.509,200.109,200.109,200.109,200.109,66.085,3,10.224,1.823,74,19.755,0.668,0.697,72.27,0.0,0.65,0.795,0.961,94.229,0.818,1,0.762,2.586,2.586,2.038,0.087,0.68,0,12.562,5,7.709,5.611,4.618,18.302,15.232,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.722,3.478,9.687,28.149,29.943,11.358,28.583,183.004,438.289,2,5,3.804,3.841,3.705,3.692,1.065
6.523,1.24,0.86,1.837,8.917,46.803,52.694,229.556,231.556,0.625,1,4.11,1.786,1.748,3.0,23.477,199.904,2.937,25.862,0.93,0.815,0.0,23.586,306.109,42.6,0.089,3.927,4.039,4.684,0.461,261.066,47,49,444.619,1.575,314.57,39.167,1.053,4.688,4.637,4.832,4.64,4.85,4.956,9.056,26.061,231.556,36.712,0,0.628,0.887,40.971,5.726,0.628,0,3.54,2.482,19.708,0.887,0.011,47.145,0.177,0.0,10.548,7.713,4.925,10.371,12.704,0.238,4.644,5.603,14.75,120.5,120.5,2.86,25.504,5.414,4.721,4.911,4,13,15,1.0,2.5,0.298,5,7,23,12.333,258.964,1.105,0,151.159,0,0,0.0,0.0,0.706,3.666,12.378,1.671,7.876,0.604,4.478,1.206,3.778,3.778,5.715,2.1,0.248,4,4.506,4.627,3.77,3.851,4.727,9.409,11.953,1.124,9.116,8.557,19.565,258.964,258.964,258.964,258.964,46.056,3,12.145,1.86,74,23.767,0.33,0.319,49.511,0.0,0.615,0.757,0.962,94.229,0.848,1,0.67,2.562,2.562,2.064,0.033,0.708,0,12.548,3,8.772,5.417,6.126,16.844,14.172,1.351,822.0,228.0,940.028,11175.7,114.081,20.583,84,23.437,3.727,3.518,11.703,28.149,30.745,11.428,28.961,178.728,427.857,2,5,3.809,3.851,3.707,3.693,1.14
5.509,1.185,0.86,1.827,8.595,48.341,53.713,229.556,231.556,0.556,1,4.752,1.786,1.748,3.873,22.697,199.904,2.857,25.047,0.93,0.846,7.76,24.72,270.796,42.6,0.088,3.957,4.057,4.738,0.625,261.066,47,49,453.121,1.575,332.78,46.852,1.048,4.744,4.685,4.859,4.669,4.866,4.987,9.199,28.985,231.556,67.484,0,0.628,0.887,72.104,5.935,0.628,0,3.613,2.513,10.883,0.887,0.012,47.145,0.177,0.0,14.791,8.222,4.94,9.145,11.703,0.235,4.681,5.955,16.313,119.434,119.434,2.861,26.576,5.957,4.748,4.945,4,12,13,1.0,2.527,0.391,5,7,20,14.583,223.651,1.36,0,161.988,0,0,0.0,0.0,0.72,3.653,11.37,1.704,8.223,0.577,4.535,1.442,3.949,3.949,6.078,2.1,0.242,4,4.028,4.697,3.841,3.843,4.832,9.508,10.778,1.366,9.226,8.705,22.848,223.651,223.651,231.41,223.651,117.085,3,10.703,1.86,86,23.897,0.72,0.942,129.151,0.0,0.63,0.905,0.964,139.109,0.848,1,0.67,2.66,2.66,2.005,0.165,0.63,0,12.507,3,9.039,5.917,5.298,19.564,14.806,1.568,1104.0,264.0,1223.85,15862.0,133.494,23.671,102,25.793,3.781,3.6,10.184,28.149,30.557,11.198,30.111,182.323,436.628,2,5,3.81,3.852,3.707,3.693,1.11
6.444,1.271,0.86,1.837,7.926,43.462,48.306,208.574,208.574,0.625,1,4.207,1.786,1.747,3.0,23.677,186.965,2.645,26.322,0.9,0.798,39.149,20.386,298.173,41.9,0.089,3.863,3.964,4.558,0.461,233.329,43,45,434.625,1.575,306.18,39.167,0.923,4.543,4.535,4.721,4.562,4.761,4.813,7.99,26.297,208.574,45.673,0,0.576,0.894,43.017,5.75,0.576,1,3.519,2.405,10.883,0.894,0.011,47.145,0.177,4.063,10.548,7.862,4.847,8.551,10.836,0.243,4.556,5.583,14.75,140.804,140.804,2.86,24.405,5.588,4.651,4.742,4,8,11,0.8,2.499,0.298,5,6,19,12.333,200.109,0.939,1,151.19,1,1,39.149,6.026,0.706,3.56,10.689,1.671,7.876,0.577,4.405,1.069,3.778,3.778,5.697,4.7,0.243,4,4.406,4.462,3.698,3.776,4.021,8.464,10.14,0.996,8.349,7.736,19.16,211.88,211.88,211.88,211.88,50.922,3,10.356,1.86,74,20.806,0.529,0.54,61.571,0.0,0.646,0.757,0.962,94.229,0.851,1,0.576,2.562,2.562,2.064,0.036,0.708,0,12.449,3,7.277,5.417,4.932,17.057,14.176,1.351,822.0,228.0,940.028,11175.7,114.081,20.583,84,23.437,3.665,3.432,9.363,28.149,29.085,11.353,27.756,174.671,417.957,2,5,3.804,3.843,3.705,3.692,1.063
6.523,1.24,0.86,1.844,8.286,43.945,48.958,209.82,209.82,0.625,1,4.687,1.575,1.555,3.464,21.005,190.31,2.655,22.029,0.93,0.767,0.0,22.301,259.025,41.9,0.093,3.848,3.952,4.509,0.427,233.329,43,44,432.559,1.542,304.47,48.32,0.706,4.577,4.436,4.619,4.519,4.724,4.741,7.426,22.477,209.82,62.73,0,0.547,0.899,72.878,5.895,0.547,0,3.496,2.427,19.708,0.899,0.014,47.145,0.173,0.0,13.888,8.647,4.769,7.957,9.436,0.256,4.521,5.734,14.465,125.603,125.603,2.913,22.596,6.561,4.58,4.764,2,5,9,1.0,2.54,0.373,2,5,19,13.333,211.88,0.988,0,149.29,0,0,0.0,0.0,0.73,3.502,9.134,1.671,7.874,0.577,4.363,1.304,3.94,3.94,6.012,2.3,0.226,3,2.314,4.542,3.623,3.64,4.272,7.766,9.17,1.171,7.637,6.965,18.397,211.88,211.88,211.88,211.88,126.519,3,8.974,1.92,98,18.18,0.68,0.822,90.924,0.0,0.615,1.534,0.936,70.687,0.86,1,0.547,2.521,2.521,1.948,0.061,0.5,0,12.26,5,7.369,5.611,4.902,18.212,13.566,1.507,850.0,242.0,953.534,11377.3,114.465,21.535,85,23.461,3.589,3.43,8.475,27.672,27.858,10.794,27.2,169.333,404.934,1,7,3.656,3.723,3.511,3.492,1.016
6.301,1.23,0.86,1.843,8.119,44.567,49.167,213.46,215.46,0.6,1,4.599,1.786,1.747,3.082,24.607,185.95,2.703,28.743,0.9,0.865,78.297,25.105,337.322,43.2,0.093,3.882,3.975,4.599,0.543,240.215,44,46,461.346,1.575,327.69,41.67,1.032,4.598,4.557,4.729,4.6,4.796,4.839,8.61,30.165,215.46,46.631,0,0.563,0.897,48.811,5.791,0.563,2,3.545,2.45,10.883,0.897,0.012,47.145,0.176,0.0,12.627,8.301,4.874,8.846,11.679,0.233,4.566,5.645,15.173,184.311,184.311,2.874,28.469,6.098,4.691,4.789,4,11,13,0.8,2.516,0.329,5,6,19,13.167,211.88,0.974,2,150.176,2,2,78.297,12.062,0.712,3.657,11.322,1.682,7.995,0.577,4.427,1.086,3.874,3.874,5.774,2.3,0.25,4,4.385,4.505,3.768,3.852,4.131,9.679,10.579,1.019,9.157,8.796,21.632,211.88,211.88,211.88,211.88,59.548,3,10.866,1.86,76,21.242,0.543,0.576,65.828,0.0,0.63,0.795,0.965,94.229,0.855,1,0.608,2.582,2.582,2.038,0.144,0.68,0,12.557,5,7.938,5.583,4.98,18.365,15.362,1.542,920.0,240.0,1033.08,12672.0,120.592,21.536,90,24.247,3.734,3.526,10.194,28.149,30.699,11.377,29.089,185.802,445.116,2,5,3.808,3.847,3.707,3.693,1.081
7.456,1.23,0.86,1.845,9.7,48.905,55.192,226.856,226.856,0.6,1,4.131,1.786,1.748,3.082,24.128,212.101,3.05,26.247,1.0,0.869,0.0,25.068,317.88,40.8,0.089,3.971,4.087,4.772,0.502,275.121,49,51,465.376,1.639,325.57,41.65,1.05,4.777,4.78,5.001,4.678,4.883,5.051,10.05,28.57,226.856,36.493,0,0.985,0.825,45.24,5.777,0.985,0,3.561,2.493,28.533,0.825,0.012,47.145,0.181,4.131,12.504,7.877,4.939,10.616,12.805,0.234,4.705,5.685,15.197,112.7,112.7,2.86,28.149,5.592,4.745,5.01,4,12,12,1.0,2.519,0.345,5,8,24,13.167,247.193,1.174,0,165.698,0,0,0.0,0.0,0.712,3.728,12.923,1.683,7.998,0.719,4.526,1.259,3.942,3.942,5.804,4.1,0.249,4,4.478,4.703,3.856,3.906,4.774,9.329,13.625,1.187,9.375,8.892,21.733,270.735,270.735,270.735,270.735,45.785,3,13.056,1.86,74,28.098,0.306,0.34,53.154,0.0,0.63,0.795,0.955,94.229,0.79,1,0.985,2.586,2.586,2.038,0.054,0.68,0,12.68,3,9.522,5.611,6.3,17.748,14.964,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.785,3.584,12.188,28.149,31.75,11.453,29.982,185.523,444.435,2,5,3.809,3.851,3.706,3.693,1.125
6.398,1.202,0.86,1.824,8.619,47.829,53.373,220.801,226.311,0.577,1,4.544,1.575,1.554,3.082,24.662,192.827,2.96,27.869,0.93,0.846,0.0,24.344,282.567,42.6,0.097,3.947,4.051,4.722,0.508,261.066,47,49,450.287,1.513,326.71,44.212,0.825,4.764,4.603,4.781,4.697,4.895,4.969,8.851,28.12,226.311,72.901,0,0.739,0.867,69.06,5.999,0.739,0,3.55,2.477,10.883,0.867,0.011,47.145,0.179,0.0,12.868,8.502,4.998,9.582,12.378,0.235,4.655,5.884,15.904,119.789,119.789,2.913,28.236,6.1,4.795,4.976,5,8,12,1.0,2.558,0.382,6,7,21,13.667,235.422,1.201,0,157.134,0,0,0.0,0.0,0.712,3.692,11.364,1.693,8.111,0.774,4.501,1.534,3.942,3.942,6.057,2.1,0.249,5,5.34,4.645,3.768,3.851,4.796,9.903,10.887,1.386,9.378,8.623,21.988,235.422,235.422,235.422,235.422,125.827,3,11.484,1.927,90,21.526,0.737,0.888,105.031,0.0,0.625,0.777,0.963,94.229,0.829,1,0.857,2.579,2.579,2.037,0.031,0.692,0,12.422,5,8.536,5.861,5.579,18.655,14.558,1.658,1016.0,265.0,1132.03,14243.1,127.062,22.84,96,25.057,3.786,3.6,11.118,30.683,30.62,11.314,29.727,181.125,433.704,2,5,3.813,3.855,3.711,3.697,1.016
6.62,1.23,0.86,1.845,8.119,44.756,49.562,215.46,215.46,0.6,1,4.253,1.786,1.747,3.082,24.755,189.95,2.71,26.854,0.9,0.836,39.149,21.259,298.173,43.2,0.089,3.886,3.982,4.603,0.502,240.215,44,46,442.778,1.575,318.55,41.65,1.024,4.615,4.56,4.737,4.614,4.809,4.85,8.558,27.577,215.46,58.375,0,0.563,0.897,57.401,5.882,0.563,1,3.555,2.477,10.883,0.897,0.012,47.145,0.181,0.0,12.504,8.066,4.888,8.743,11.257,0.239,4.575,5.733,15.197,150.783,150.783,2.865,27.644,5.816,4.699,4.806,4,9,13,0.8,2.54,0.345,5,6,19,13.167,211.88,1.032,1,154.176,1,1,39.149,5.954,0.712,3.591,10.832,1.683,7.998,0.577,4.432,1.251,3.942,3.942,5.913,2.3,0.245,4,4.257,4.512,3.741,3.812,4.309,9.313,10.429,1.152,9.023,8.193,20.903,211.88,211.88,211.88,211.88,90.439,3,10.479,1.86,74,20.692,0.654,0.741,85.318,0.0,0.63,0.795,0.966,94.229,0.855,1,0.563,2.586,2.586,2.038,0.039,0.68,0,12.475,5,7.754,5.611,5.01,18.025,14.606,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.717,3.486,9.514,28.149,29.779,11.29,28.645,178.667,427.708,2,5,3.808,3.848,3.707,3.693,1.076
4.155,1.375,0.86,1.931,7.143,36.92,40.186,174.608,176.608,0.75,1,4.231,1.575,1.554,3.391,15.861,154.956,1.918,15.913,0.8,0.668,39.149,17.744,264.463,44.4,0.097,3.686,3.767,4.153,0.447,186.117,36,37,400.341,1.302,279.09,42.134,0.577,4.317,4.277,4.447,4.21,4.37,4.388,6.182,18.961,176.608,46.309,1,0.264,0.949,46.939,5.655,0.264,1,3.481,2.392,19.708,0.949,0.013,72.29,0.171,0.0,12.988,7.293,4.45,5.812,6.13,0.29,4.273,5.304,12.681,157.016,157.016,2.715,17.292,5.414,4.328,4.454,0,7,9,0.6,2.39,0.22,0,2,14,12.333,153.024,0.616,1,127.305,1,1,39.149,6.0,0.732,3.168,6.616,1.647,7.623,0.304,4.152,0.77,3.779,3.779,5.785,2.8,0.187,0,0.0,4.346,3.531,3.422,3.221,5.966,7.157,0.667,5.818,5.238,14.699,153.024,153.024,153.024,153.024,67.606,4,6.187,1.685,62,15.456,0.555,0.559,64.697,0.0,0.625,1.206,0.937,72.29,0.893,1,0.32,2.513,2.513,1.944,0.031,0.545,0,23.355,4,6.292,5.0,3.481,16.334,12.808,1.476,648.0,194.0,763.395,8507.54,101.202,17.636,72,21.643,3.342,3.093,6.441,18.011,25.011,10.119,24.396,157.154,375.216,0,5,3.51,3.53,3.261,3.294,0.693
5.921,1.25,0.86,1.859,9.333,49.131,54.903,241.611,245.611,0.635,1,4.459,1.786,1.748,3.464,25.38,211.96,3.042,26.919,0.93,0.82,0.0,25.212,331.254,42.9,0.09,3.972,4.077,4.718,0.543,275.121,49,51,474.898,1.663,338.02,44.214,1.05,4.721,4.747,4.949,4.716,4.922,4.963,10.086,26.834,245.611,50.301,0,0.602,0.893,55.101,5.864,0.602,0,3.579,2.509,19.708,0.893,0.011,72.29,0.182,0.0,12.99,8.37,4.962,10.416,12.659,0.243,4.677,5.753,15.865,125.633,125.633,2.861,25.798,5.945,4.77,4.918,4,13,14,1.0,2.522,0.329,5,7,23,13.667,258.964,1.152,0,161.214,0,0,0.0,0.0,0.712,3.744,12.728,1.693,8.112,0.689,4.518,1.25,3.912,3.912,5.893,2.0,0.241,4,4.362,4.713,3.879,3.907,4.884,9.691,13.326,1.19,9.619,8.837,21.321,258.964,258.964,258.964,258.964,58.108,4,12.119,1.86,80,26.378,0.406,0.377,64.869,0.0,0.615,0.881,0.956,119.374,0.852,1,0.684,2.602,2.602,2.037,0.152,0.654,0,24.386,3,9.179,5.861,6.126,18.466,15.08,1.431,1018.0,252.0,1127.55,14252.8,127.083,22.935,96,25.041,3.806,3.628,11.672,28.149,32.199,11.399,30.675,189.39,453.87,2,6,3.81,3.852,3.707,3.693,1.117
5.77,1.339,0.86,1.914,10.25,56.014,62.318,274.092,289.702,0.726,1,4.973,1.86,1.793,3.536,31.197,227.828,3.465,30.011,0.9,0.796,0.0,27.044,354.796,46.4,0.097,4.111,4.21,4.947,0.643,325.212,56,59,540.181,1.786,393.34,49.313,1.061,4.873,4.906,5.083,4.952,5.161,5.19,11.796,33.635,292.457,45.849,0,0.634,0.891,63.493,6.002,0.585,0,3.627,2.556,10.883,0.899,0.009,72.29,0.187,0.0,12.432,9.802,5.104,11.559,15.076,0.263,4.783,6.015,19.006,167.375,167.375,2.97,29.612,6.685,4.911,5.066,4,20,21,0.8,2.795,0.483,5,6,25,15.5,282.506,1.519,0,177.398,0,0,0.0,0.0,0.698,4.02,16.523,1.739,8.62,1.013,4.641,1.482,3.962,3.962,6.059,1.8,0.226,4,4.321,4.83,4.096,4.19,5.477,11.745,15.066,1.572,12.553,11.796,24.679,282.506,282.506,282.506,282.506,64.812,4,15.543,1.942,122,29.244,0.334,0.425,80.73,0.0,0.613,0.646,0.984,119.374,0.852,1,0.913,2.653,2.653,2.104,0.1,0.742,0,25.924,3,10.548,6.972,6.766,21.14,17.467,1.702,1626.0,365.0,1719.02,24645.1,161.158,30.66,132,29.137,4.087,3.914,13.403,28.149,37.96,11.506,36.202,221.176,531.429,2,7,3.832,3.874,3.757,3.751,1.147
6.699,1.24,0.86,1.837,8.06,43.993,48.933,213.46,215.46,0.625,1,4.421,1.785,1.746,3.0,27.156,183.809,2.723,28.493,0.9,0.844,84.341,27.665,284.799,43.2,0.089,3.87,3.97,4.564,0.461,240.215,44,46,456.0,1.572,322.2,39.167,1.035,4.573,4.535,4.716,4.581,4.784,4.816,9.506,33.582,215.46,35.832,0,0.563,0.897,37.229,5.668,0.563,1,3.503,2.407,10.883,0.897,0.011,22.0,0.177,0.0,10.548,8.188,4.867,9.187,12.373,0.235,4.561,5.455,14.75,192.339,192.339,2.866,29.776,5.978,4.67,4.775,4,11,14,0.8,2.499,0.298,5,6,20,12.333,223.651,1.121,2,145.892,1,1,39.149,6.181,0.706,3.737,12.237,1.671,7.876,0.579,4.413,1.165,3.778,3.778,5.532,2.3,0.252,4,4.629,4.472,3.781,3.91,4.184,10.291,11.396,1.093,10.105,10.637,20.25,223.651,223.651,223.651,223.651,33.084,2,12.408,1.86,74,23.91,0.361,0.306,37.969,0.0,0.615,0.757,0.97,69.084,0.855,1,0.608,2.562,2.562,2.064,0.022,0.708,0,0.0,4,9.273,5.417,5.272,17.522,15.122,1.351,822.0,228.0,940.028,11175.7,114.081,20.583,84,23.437,3.734,3.518,11.254,28.149,31.034,11.542,28.734,184.604,442.193,2,5,3.806,3.845,3.712,3.695,1.089
8.699,1.269,0.86,1.896,8.152,45.113,49.459,207.46,207.46,0.615,1,4.613,1.786,1.749,3.162,25.964,192.705,2.655,28.299,0.9,0.859,103.671,21.733,350.924,40.9,0.09,3.901,3.992,4.611,0.582,240.215,44,46,467.787,1.575,330.18,44.254,1.005,4.62,4.567,4.735,4.619,4.8,4.849,8.466,29.901,207.46,63.605,0,0.744,0.864,60.428,5.893,0.744,2,3.566,2.479,14.055,0.864,0.013,72.518,0.184,0.0,14.461,8.439,4.882,8.159,10.812,0.239,4.58,5.733,15.514,173.977,173.977,2.961,31.978,6.243,4.711,4.791,4,8,10,0.8,2.7,0.407,5,6,18,14.0,176.567,0.952,2,162.831,2,2,78.297,11.988,0.719,3.613,10.99,1.693,8.108,0.577,4.444,1.069,3.971,3.971,5.85,4.5,0.241,4,4.254,4.514,3.762,3.853,3.981,9.156,10.167,1.004,9.102,8.251,22.327,200.109,200.109,200.109,200.109,69.769,4,10.259,1.86,90,19.908,0.808,0.792,80.255,0.0,0.654,0.819,0.958,94.229,0.819,1,0.744,2.6,2.6,2.014,0.057,0.654,0,23.886,5,7.734,5.778,4.603,19.235,15.641,1.733,1010.0,266.0,1133.94,14214.0,127.022,22.757,96,25.029,3.751,3.521,9.733,28.149,30.398,11.323,29.298,187.0,448.04,2,5,3.813,3.857,3.707,3.693,1.072
6.602,1.327,0.86,1.906,8.45,46.793,51.78,221.329,225.329,0.692,1,4.414,1.786,1.748,3.464,22.592,193.677,2.804,24.906,0.9,0.749,50.747,22.248,321.543,41.3,0.09,3.935,4.035,4.683,0.543,254.084,46,48,456.469,1.575,323.21,44.214,1.044,4.689,4.635,4.803,4.642,4.841,4.925,8.495,26.602,227.329,50.281,1,0.625,0.887,59.69,5.85,0.582,0,3.574,2.501,16.553,0.895,0.011,97.892,0.182,0.0,12.99,8.301,4.917,9.069,11.526,0.258,4.61,5.81,15.705,111.245,111.245,2.861,24.91,5.863,4.724,4.883,4,10,12,0.8,2.52,0.329,5,6,20,13.667,223.651,1.049,0,155.761,0,0,0.0,0.0,0.712,3.632,11.133,1.693,8.112,0.577,4.469,1.195,3.967,3.967,5.931,4.3,0.226,4,4.223,4.624,3.8,3.818,4.336,8.814,10.744,1.112,8.441,7.797,19.473,223.651,223.651,223.651,223.651,75.388,5,10.697,1.86,80,22.405,0.558,0.668,89.618,0.0,0.635,0.881,0.949,94.229,0.847,1,0.712,2.602,2.602,2.037,0.154,0.654,0,34.725,4,7.88,5.861,5.264,18.365,14.436,1.431,1018.0,252.0,1127.55,14252.8,127.083,22.935,96,25.041,3.743,3.551,9.921,28.149,30.137,11.3,29.358,180.995,433.389,2,6,3.812,3.855,3.707,3.693,1.096
6.602,1.315,0.86,1.837,7.733,42.356,47.445,199.722,201.722,0.652,2,3.992,1.784,1.746,2.915,21.123,180.213,2.569,22.953,0.9,0.73,0.0,18.401,259.025,40.5,0.089,3.842,3.953,4.513,0.42,226.477,42,44,407.904,1.574,284.67,36.745,0.748,4.5,4.508,4.703,4.535,4.753,4.778,7.384,22.516,201.722,41.304,0,0.589,0.891,37.079,5.672,0.589,0,3.42,2.35,10.883,0.891,0.01,47.145,0.177,7.956,8.303,7.425,4.815,8.149,10.191,0.253,4.545,5.517,14.303,97.297,97.297,2.679,20.903,5.086,4.607,4.709,4,6,6,0.8,2.482,0.251,5,6,19,11.5,176.567,0.888,0,144.438,0,0,0.0,0.0,0.699,3.461,10.085,1.659,7.749,0.576,4.381,1.056,3.486,3.486,5.618,7.1,0.236,4,4.442,4.433,3.637,3.676,3.791,7.575,9.93,0.995,7.279,6.486,16.789,211.88,211.88,211.88,211.88,45.12,3,9.481,1.829,76,20.069,0.477,0.489,57.052,0.0,0.663,0.7,0.958,94.229,0.847,1,0.637,2.466,2.466,2.093,0.065,0.739,0,12.328,2,6.687,5.222,4.86,15.754,12.989,1.159,733.0,217.0,857.086,9879.69,107.818,19.864,79,22.665,3.578,3.338,8.97,28.149,27.472,11.335,26.423,163.54,390.797,2,5,3.789,3.835,3.623,3.649,1.061
