pXC50,Eig04_AEA.bo.,Eig04_EA,SM12_AEA.bo.,CENT,ZM2MulPer,ZM2Per,ZM2V,Eig06_AEA.ed.,Eig06_AEA.ri.,Eig06_EA,Eig06_EA.ed.,SM14_AEA.bo.,SM15_AEA.dm.,ZM2Kup,Eig04_EA.bo.,SM14_AEA.ri.,Eig14_EA.ri.,Eig15_EA,Eig15_EA.ri.,SM09_AEA.dm.,Eig04_AEA.ri.,Eig06_EA.bo.,Dz,ATS1s,Chi0_EA.ri.,Chi1_EA.ri.,MDDD,SM03_EA.bo.,piPC02,SM02_EA.bo.,Eig15_EA.bo.,BBI,Eig14_AEA.ed.,MPC02,MWC02,SM02_AEA.ed.,SM02_EA,SpAD_AEA.bo.,SpAD_AEA.ed.,SpAD_AEA.ri.,SpAD_EA,SpAD_EA.ed.,SRW04,SRW06,X2,ZM1,ZM2Mad,VAR,Eig06_AEA.bo.,Eig09_AEA.ed.,Eig15_AEA.ri.,Eig15_EA.ed.,SM04_EA.bo.,SM10_AEA.ri.,SpAD_EA.bo.,BID,Eig14_EA,Eig14_EA.bo.,HDcpx,IDM,SM08_AEA.dm.,SpMaxA_EA.ri.,X1sol,XMOD,Eig04_EA.ri.,S0K,Eig08_EA.ed.,RDSQ,SM03_AEA.ri.,Chi0_EA.ed.,Eig04_EA.ed.,SM13_AEA.dm.,X1v,C.018,SpMax3_Bh.i.,Eig15_AEA.ed.,Eta_betaS,SM07_EA.bo.,SM08_EA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,Eig09_EA.ed.,SM04_AEA.ri.,ATS6m,ATS7m,Eig11_AEA.ed.,ATSC7i,Eig11_AEA.bo.,Eig04_AEA.ed.,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3s,ATSC3v,ATSC4e,ATSC4i,ATSC4m,ATSC4p,ATSC4s,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5s,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7m,ATSC7p,ATSC7s,ATSC7v,ATSC8e,ATSC8i,ATSC8m,ATSC8p,ATSC8s,ATSC8v,BAC,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BLI,BLTA96,BLTD48,BLTF96,Br.094,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.009,C.011,C.012,C.013,C.015,C.016,C.017,C.019,C.021,C.022,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AA,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DP,CATS2D_04_LL,CATS2D_04_PL,CATS2D_04_PP,CATS2D_05_AA,CATS2D_05_AL,CATS2D_05_AP,CATS2D_05_DA,CATS2D_05_DD,CATS2D_05_DL,CATS2D_05_DN,CATS2D_05_DP,CATS2D_05_LL,CATS2D_05_PL,CATS2D_06_AA,CATS2D_06_AL,CATS2D_06_AP,CATS2D_06_DA,CATS2D_06_DD,CATS2D_06_DL,CATS2D_06_DP,CATS2D_06_LL,CATS2D_06_PL,CATS2D_07_AA,CATS2D_07_AL,CATS2D_07_AN,CATS2D_07_AP,CATS2D_07_DA,CATS2D_07_DD,CATS2D_07_DL,CATS2D_07_DP,CATS2D_07_LL,CATS2D_07_PL,CATS2D_08_AA,CATS2D_08_AL,CATS2D_08_AP,CATS2D_08_DA,CATS2D_08_DD,CATS2D_08_DL,CATS2D_08_DP,CATS2D_08_LL,CATS2D_08_PL,CATS2D_09_AA,CATS2D_09_AL,CATS2D_09_AP,CATS2D_09_DA,CATS2D_09_DD,CATS2D_09_DL,CATS2D_09_DP,CATS2D_09_LL,CATS2D_09_NL,CATS2D_09_PL,Chi0_AEA.bo.,Chi0_AEA.dm.
5.0,3.875,2.58,2.58,1830.0,579.809,860.84,543.0,5.211,3.124,2.195,6.337,2.195,6.337,586.788,3.161,3.161,0.183,0.136,0.108,0.136,3.519,2.804,73.833,5.316,21.506,17.916,37.637,4.966,4.413,5.1,0.167,48,2.898,3.892,5.106,5.953,4.575,51.216,52.202,50.72,50.392,146.047,5.565,7.072,14.506,164.0,223.738,152.0,3.547,4.063,1.024,0.249,7.25,0.249,65.683,3.501,0.188,0.223,1.738,8.658,0.188,0.087,14.229,100.132,2.405,151.245,4.786,271.251,4.786,12.092,7.541,7.541,9.441,0,3.871,2.828,21.0,10.553,12.182,3.823,3.823,3.427,3.427,3.841,3.977,3.473,1.129,2.568,5.565,1.965,14.281,4.176,17.437,110.459,9.685,0.529,4.003,4.1,3.755,3.517,3.555,4.496,4.622,4.2,3.853,6.254,3.888,4.687,4.837,4.212,3.955,6.089,3.972,4.729,4.888,4.278,3.87,6.302,3.909,4.633,4.809,4.034,3.794,6.141,3.811,4.604,4.799,3.776,5.894,3.752,4.507,4.685,3.684,6.22,3.67,4.383,4.577,3.681,3.61,5.663,3.582,0.311,0.902,5.104,4.001,37.643,3.787,1.055,1.686,11.815,6.648,147.525,6.555,0.943,1.452,18.483,8.178,99.294,8.02,1.323,1.452,26.239,8.848,158.001,8.205,1.117,1.415,18.246,7.271,116.513,7.605,1.027,1.273,21.288,8.134,142.434,8.546,1.184,18.324,6.854,152.715,8.195,0.73,1.053,16.236,6.388,91.483,6.945,55,0.331,0.647,0.756,0.856,0.873,0.88,0.833,-3.51,-3.48,-3.33,0,43.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,1,4,7,0,0,1,3,0,1,0,5,0,6,0,0,1,4,0,0,0,4,0,4,0,0,1,5,0,2,0,6,0,0,4,0,0,2,0,0,0,0,0,4,0,1,5,0,0,1,0,5,0,8,0,0,2,0,0,0,2,0,4,0,0,4,0,1,0,2,0,2,0,0,20.806,20.806
5.886,3.731,2.572,2.572,2001.0,537.185,787.64,505.0,5.139,3.091,2.175,6.287,2.175,6.287,507.292,2.948,2.948,0.566,0.302,0.248,0.302,3.499,2.481,71.833,5.289,23.048,19.239,39.278,4.89,4.41,5.097,0.362,50,3.163,3.932,5.153,5.979,4.615,53.852,55.262,53.389,53.272,151.631,5.609,7.111,14.445,172.0,253.281,182.0,3.377,4.254,1.216,0.714,7.225,0.714,67.06,3.531,0.688,1.0,1.749,8.765,0.688,0.079,16.62,107.355,2.377,157.71,5.104,295.833,5.104,13.115,7.535,7.535,11.853,0,3.859,2.952,22.75,10.595,12.196,3.905,3.905,3.876,3.876,4.3,4.105,3.789,1.499,2.572,5.56,1.781,14.515,3.439,11.829,130.334,8.272,0.472,4.186,4.31,3.868,3.71,3.681,4.723,4.911,4.273,4.092,5.802,4.04,4.941,5.151,4.314,4.218,5.982,4.141,5.006,5.228,4.28,4.257,6.04,4.143,5.048,5.295,4.247,4.219,6.107,4.099,4.913,5.139,4.148,5.979,4.032,4.818,5.046,4.07,5.861,3.938,4.729,4.975,3.899,3.905,5.736,3.791,0.095,0.941,11.465,5.069,10.998,6.429,0.43,1.487,24.882,8.224,31.59,10.997,0.6,1.695,35.684,10.349,45.533,13.753,0.546,1.729,37.657,12.51,51.32,16.654,0.76,1.693,45.193,13.007,79.856,17.006,0.671,1.578,38.884,11.058,68.555,13.89,0.533,38.483,11.075,49.188,13.638,0.487,1.324,32.202,9.003,43.612,11.771,28,0.289,0.627,0.771,0.863,0.863,0.863,0.988,-4.5,-4.42,-4.17,0,37.3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,2,6,0,3,0,3,4,0,0,1,1,0,1,0,5,0,4,0,0,3,4,0,3,0,2,0,5,0,0,1,5,0,1,1,0,0,0,1,0,2,5,0,1,0,0,0,5,0,2,6,0,0,2,0,2,0,1,0,0,1,0,1,0,5,0,0,0,3,3,0,2,0,2,0,1,0,0,22.195,22.195
5.0,3.663,2.436,2.436,1070.0,368.515,541.86,347.0,4.958,2.77,1.826,5.252,1.826,5.252,363.797,2.987,2.987,-0.302,-0.52,-0.481,-0.52,3.398,2.2,56.0,5.088,18.162,14.447,24.935,4.677,4.201,4.887,-0.598,38,2.618,3.664,4.89,5.707,4.344,41.172,42.947,41.092,41.139,115.87,5.342,6.838,10.91,132.0,169.15,96.0,3.071,3.61,0.409,-1.136,7.114,-1.136,53.225,3.305,-0.325,-0.41,1.698,8.128,-0.325,0.108,12.618,79.084,2.327,116.211,2.828,214.862,2.828,10.529,6.952,6.952,9.017,0,3.791,2.244,17.5,10.827,12.501,3.451,3.451,2.389,2.389,3.827,3.846,3.088,1.397,1.759,5.342,1.5,9.462,3.181,10.12,106.143,6.817,0.571,4.034,4.18,3.519,3.496,3.472,4.572,4.785,3.856,3.869,5.559,3.815,4.81,5.061,3.912,3.985,5.757,3.906,4.882,5.147,3.89,3.981,5.84,3.892,4.843,5.117,3.806,3.913,5.833,3.834,4.671,4.9,3.894,5.652,3.838,4.764,4.999,3.969,5.745,3.896,4.877,5.132,3.736,4.031,5.779,3.9,0.052,0.803,12.071,4.161,11.302,6.38,0.304,1.233,21.878,6.999,27.887,10.721,0.365,1.431,28.413,8.106,37.986,13.299,0.425,1.463,31.008,8.473,44.897,13.926,0.557,1.385,30.377,6.812,60.496,12.199,0.263,1.314,24.475,6.143,29.225,10.697,0.429,27.167,6.888,37.375,11.79,0.346,1.421,30.375,9.501,43.03,14.901,28,0.252,0.595,0.767,0.831,0.84,0.84,0.966,-4.72,-4.63,-4.35,0,36.5,3,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,3,2,0,3,0,2,7,0,0,2,0,0,1,1,4,0,3,0,0,1,7,0,3,1,3,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,9,0,0,0,6,0,0,0,0,9,0,0,1,1,3,0,0,0,0,6,0,1,0,2,0,5,0,0,2,0,0,0,4,0,9,0,0,17.74,17.74
5.0,3.719,2.364,2.364,1213.0,489.793,717.91,458.0,4.883,2.729,1.796,5.049,1.796,5.049,471.144,3.105,3.105,-0.236,-0.44,-0.264,-0.44,3.307,2.263,60.583,5.143,18.585,15.422,23.923,4.997,4.314,5.001,-0.521,41,2.432,3.738,4.949,5.814,4.419,43.574,46.09,43.577,43.192,126.727,5.407,6.932,11.669,140.0,225.954,120.0,3.112,3.809,0.494,-0.847,7.302,-0.847,56.939,3.341,-0.266,-0.313,1.709,8.245,-0.266,0.109,13.356,94.181,2.202,128.382,3.664,233.122,3.664,10.554,7.429,7.429,8.977,0,3.663,2.359,18.0,11.129,12.757,3.9,3.9,3.006,3.006,4.272,4.239,3.364,1.128,1.797,5.738,2.039,9.815,3.234,10.461,102.384,10.898,0.552,3.88,3.977,3.747,3.406,3.419,4.367,4.502,4.17,3.789,5.626,3.787,4.575,4.72,4.313,3.908,5.974,3.885,4.605,4.779,4.414,3.873,5.96,3.844,4.549,4.713,4.164,3.765,6.036,3.785,4.562,4.689,3.821,6.169,3.842,4.586,4.746,3.795,5.983,3.784,4.555,4.749,4.302,3.728,5.806,3.674,0.255,0.679,3.015,3.461,19.199,3.449,0.538,1.037,9.729,5.922,42.845,5.857,0.872,1.262,23.78,7.869,71.232,7.961,0.832,1.321,33.428,8.205,63.717,8.272,0.944,1.243,17.834,7.175,108.942,7.332,1.045,1.235,16.589,7.522,112.204,6.621,0.901,16.171,7.214,90.926,6.667,0.973,1.017,26.345,8.19,84.24,7.949,42,0.356,0.753,0.855,0.905,0.905,0.905,0.929,-4.17,-4.11,-3.89,1,40.5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,2,0,1,0,3,4,0,0,1,4,0,1,0,5,0,3,0,0,0,2,0,2,2,0,0,3,0,0,1,0,0,3,0,1,0,0,4,0,2,2,0,2,0,2,0,3,0,1,8,0,0,0,0,4,0,1,0,0,6,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,17.922,17.922
8.456,4.188,2.872,2.872,1554.0,597.473,923.77,568.0,6.05,3.365,2.389,8.42,2.389,8.42,592.552,3.612,3.612,1.044,0.939,0.876,0.939,3.852,3.043,75.0,5.286,25.037,21.485,25.211,5.602,4.787,5.476,1.064,68,3.853,4.234,5.398,6.425,4.92,67.299,71.374,67.01,67.063,226.373,5.878,7.529,16.322,220.0,312.869,104.0,3.691,5.264,1.879,2.394,7.923,2.394,87.688,3.592,1.138,1.342,1.784,9.056,1.138,0.086,17.08,106.923,2.807,177.525,7.069,446.328,7.069,13.618,10.548,10.548,12.253,0,3.888,3.658,24.75,12.137,13.829,4.71,4.71,5.664,5.664,4.686,4.425,4.719,2.864,2.867,6.655,1.512,8.057,3.82,14.59,131.874,7.649,0.571,4.263,4.37,3.882,3.832,3.826,4.873,5.021,4.374,4.318,5.859,4.309,5.178,5.337,4.61,4.573,6.149,4.556,5.369,5.531,4.757,4.756,6.333,4.727,5.532,5.717,4.778,4.847,6.495,4.794,5.585,5.797,4.848,6.518,4.761,5.533,5.767,4.709,6.463,4.58,5.314,5.575,3.935,4.389,6.201,4.21,0.027,0.917,12.149,5.573,11.265,6.965,0.37,1.627,25.463,9.887,30.97,12.55,0.571,2.159,35.68,13.607,40.408,17.155,0.443,2.615,42.815,17.103,43.837,21.674,0.654,3.038,52.426,19.901,53.811,25.674,0.548,3.117,57.473,22.265,66.036,29.664,0.67,56.948,21.781,84.94,29.533,0.536,2.232,47.876,17.849,74.079,24.601,21,0.238,0.589,0.78,0.837,0.857,0.878,0.875,-3.69,-3.66,-3.48,0,45.9,1,1,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2,11,0,1,0,3,14,0,0,3,12,0,1,0,2,0,13,0,0,0,16,0,3,0,3,0,17,0,0,2,15,0,2,0,2,0,0,19,0,1,13,0,0,0,10,0,18,0,1,8,0,0,1,0,10,0,12,0,0,4,0,1,0,2,0,10,0,1,1,0,1,1,0,0,4,0,0,24.479,24.479
5.0,3.66,2.421,2.421,1848.0,482.895,710.76,454.0,4.967,3.048,2.109,5.747,2.109,5.747,484.825,2.903,2.903,0.457,0.113,0.108,0.113,3.399,2.56,71.5,5.304,21.716,18.022,36.0,4.966,4.366,5.053,0.149,50,3.146,3.932,5.142,6.004,4.615,53.6,55.242,52.785,52.738,154.651,5.602,7.119,14.264,170.0,221.263,158.0,3.323,4.706,1.085,0.285,7.206,0.285,64.783,3.502,0.483,0.519,1.743,8.683,0.483,0.092,14.936,97.458,2.358,156.0,5.012,289.601,5.012,12.368,7.378,7.378,10.617,0,3.888,2.92,21.25,10.833,12.41,4.111,4.111,4.753,4.753,4.038,4.002,3.644,1.529,2.419,5.487,1.672,13.219,1.477,2.182,119.219,7.501,0.314,4.185,4.306,3.74,3.66,3.661,4.749,4.924,4.121,4.065,5.87,4.049,4.994,5.19,4.166,4.207,6.128,4.159,5.082,5.314,4.121,4.214,6.167,4.135,5.078,5.306,4.098,4.128,6.304,4.069,5.032,5.27,4.095,6.228,4.026,4.95,5.189,4.053,6.049,3.982,4.921,5.134,3.934,3.971,6.219,3.912,0.129,0.935,12.267,5.279,17.348,6.821,0.457,1.484,24.332,8.676,43.105,11.737,0.745,1.768,32.893,11.091,76.178,14.938,0.645,1.804,36.882,12.412,78.284,17.496,0.989,1.7,38.43,11.551,138.129,16.051,0.998,1.624,36.999,11.059,136.547,15.668,0.68,33.085,10.501,72.144,15.142,0.893,1.494,32.436,9.999,129.414,13.339,37,0.272,0.637,0.797,0.866,0.866,0.866,0.91,-2.31,-2.34,-2.31,0,39.0,2,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,3,3,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,8,7,0,0,1,3,0,1,1,6,0,8,0,0,0,4,0,2,1,3,0,7,0,0,0,3,0,2,1,4,0,0,5,0,1,4,0,1,0,5,0,4,0,0,3,0,0,1,1,5,0,4,0,1,3,0,3,1,2,0,3,0,1,3,0,0,0,2,0,1,0,0,21.223,21.223
5.456,3.452,2.119,2.119,634.0,347.666,506.56,328.0,4.13,2.479,1.548,3.65,1.548,3.65,343.124,2.582,2.582,-0.505,-0.743,-0.705,-0.743,3.085,2.077,49.0,4.917,16.506,13.317,17.149,4.543,4.167,4.852,-1.039,36,2.429,3.611,4.828,5.666,4.29,39.944,39.513,38.945,38.937,111.644,5.283,6.788,9.78,124.0,160.435,62.0,3.048,3.312,0.209,-1.489,7.063,-1.489,51.489,3.189,-0.539,-0.751,1.66,7.757,-0.539,0.118,11.365,70.932,2.044,100.042,2.231,191.674,2.231,9.756,6.277,6.277,8.061,0,3.828,2.188,15.5,10.767,12.41,3.803,3.803,2.201,2.201,3.475,3.14,3.122,0.763,1.922,5.228,1.454,8.217,2.741,7.514,87.719,7.473,0.577,3.83,3.964,3.419,3.379,3.361,4.393,4.579,3.766,3.812,5.342,3.761,4.662,4.912,3.726,3.893,5.519,3.793,4.671,4.931,3.794,3.896,5.617,3.814,4.649,4.893,3.712,3.876,5.675,3.777,4.555,4.837,3.656,5.585,3.543,4.166,4.425,3.392,5.114,3.28,4.06,4.274,3.265,3.408,5.073,3.326,0.041,0.682,8.241,3.401,9.986,4.712,0.131,1.111,15.972,6.023,16.474,8.592,0.168,1.289,23.327,7.929,29.134,11.904,0.319,1.31,24.085,7.725,35.496,11.607,0.191,1.284,22.816,7.672,37.649,11.491,0.341,1.111,22.197,6.431,46.383,9.929,0.152,14.408,4.675,28.391,7.021,0.105,0.743,11.964,4.393,18.547,6.355,4,0.253,0.65,0.797,0.84,0.84,0.84,0.93,-3.52,-3.5,-3.34,0,41.5,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6,0,1,8,0,1,0,2,7,0,0,0,6,0,0,0,0,0,3,0,0,3,8,0,1,0,1,0,4,0,0,1,6,0,0,0,0,0,0,2,0,2,5,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,4,0,1,5,0,0,0,2,0,4,0,0,3,0,0,0,2,0,2,0,0,16.215,16.215
5.0,3.892,2.509,2.509,3800.0,627.993,909.28,587.0,5.227,3.179,2.239,6.516,2.239,6.516,606.662,3.442,3.442,0.956,0.972,0.909,0.972,3.468,2.897,86.333,5.504,27.862,22.361,59.85,5.121,4.659,5.347,1.258,58,3.247,4.078,5.313,6.116,4.762,64.58,65.003,62.683,62.595,174.359,5.765,7.258,17.013,202.0,264.931,248.0,3.629,4.641,1.916,1.951,7.555,1.951,83.308,3.717,1.0,1.357,1.803,9.348,1.0,0.073,19.66,124.66,2.404,208.877,5.27,386.957,5.27,16.333,7.373,7.373,12.966,0,3.874,3.208,26.0,11.102,12.772,3.896,3.896,5.093,5.093,4.487,4.498,4.184,1.965,2.939,5.639,1.64,15.75,5.095,25.957,155.746,8.074,0.535,4.323,4.436,3.953,3.866,3.856,4.823,4.99,4.287,4.211,5.95,4.188,5.034,5.207,4.416,4.356,6.189,4.313,5.116,5.33,4.384,4.375,6.215,4.307,5.087,5.277,4.401,4.408,6.257,4.343,5.11,5.304,4.433,6.295,4.382,5.143,5.327,4.435,6.404,4.376,5.1,5.3,4.403,4.344,6.311,4.271,0.063,0.996,12.243,5.847,13.293,7.294,0.342,1.527,24.666,9.35,31.741,11.878,0.569,1.813,33.334,11.829,56.824,14.934,0.594,1.909,38.801,13.573,68.673,17.944,0.671,1.869,38.318,13.487,71.405,17.429,0.482,1.956,36.057,13.018,59.248,17.037,0.673,39.088,13.007,100.549,16.255,0.668,1.79,42.208,13.335,93.345,17.149,54,0.254,0.623,0.82,0.883,0.883,0.883,0.905,-2.49,-2.52,-2.46,0,43.5,1,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,8,2,6,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,1,0,6,5,0,0,1,9,0,1,0,5,0,4,0,0,2,4,0,2,0,2,0,8,0,0,2,6,0,3,1,2,0,0,9,0,0,11,0,1,0,0,0,12,0,1,8,0,0,2,0,3,0,8,0,2,8,0,1,0,4,0,7,0,3,5,0,0,0,2,0,2,0,0,27.101,27.101
5.0,3.818,2.657,2.657,2730.0,534.756,775.35,500.0,5.205,3.227,2.311,6.481,2.311,6.481,505.346,3.253,3.253,0.965,1.0,0.951,1.0,3.604,2.782,76.0,5.339,25.183,20.793,51.028,4.89,4.551,5.239,1.007,55,3.414,4.025,5.252,6.057,4.71,60.044,60.336,59.378,59.424,166.135,5.707,7.201,15.845,190.0,253.356,216.0,3.544,4.376,1.954,2.136,7.355,2.136,77.22,3.615,1.0,1.5,1.769,9.002,1.0,0.072,17.984,113.333,2.52,178.117,5.438,331.774,5.438,14.579,7.698,7.698,12.961,0,3.928,3.265,23.75,10.592,12.258,3.88,3.88,4.299,4.299,4.12,3.976,4.045,1.669,2.744,5.588,1.54,16.667,4.475,20.029,146.666,7.556,0.575,4.28,4.407,3.903,3.864,3.817,4.812,4.999,4.255,4.246,5.814,4.182,5.037,5.241,4.236,4.383,6.005,4.278,5.175,5.434,4.202,4.381,6.092,4.232,5.086,5.353,4.21,4.309,5.994,4.17,4.875,5.072,4.257,5.876,4.129,4.947,5.191,4.197,5.882,4.063,4.807,5.025,3.998,4.113,5.832,4.011,0.043,1.016,13.973,5.934,9.96,7.836,0.303,1.668,27.936,9.47,24.758,13.038,0.251,1.964,33.846,12.832,34.462,17.464,0.369,2.105,42.94,15.603,55.382,21.355,0.403,1.937,44.21,14.615,51.009,19.32,0.315,1.685,33.664,12.227,36.653,15.636,0.338,35.001,12.794,42.861,17.207,0.283,1.47,28.205,10.532,40.085,14.224,10,0.242,0.57,0.746,0.823,0.855,0.855,0.972,-4.35,-4.29,-4.05,0,42.4,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,6,0,2,0,6,11,0,0,1,6,0,0,0,5,0,7,0,0,1,9,0,0,1,5,0,5,0,0,0,7,0,0,0,3,0,0,8,0,0,4,0,3,0,3,0,10,0,1,3,0,0,1,0,2,0,11,0,1,5,0,0,0,3,0,11,0,0,6,0,0,0,2,0,8,0,0,24.549,24.549
5.0,3.821,2.61,2.61,2470.0,520.327,761.28,489.0,5.322,3.11,2.14,6.439,2.14,6.439,507.779,3.167,3.167,1.0,1.0,0.965,1.0,3.546,2.712,76.5,5.374,24.952,20.467,40.701,5.017,4.588,5.276,1.0,56,3.414,4.043,5.263,6.103,4.727,60.927,61.936,60.111,59.98,172.334,5.72,7.241,15.775,192.0,243.115,206.0,3.553,4.77,1.967,2.136,7.469,2.136,78.56,3.616,1.0,1.5,1.774,9.034,1.0,0.08,17.491,108.85,2.458,174.117,5.119,350.416,5.119,14.482,7.348,7.348,12.211,0,3.916,3.414,23.75,11.061,12.742,3.835,3.835,4.998,4.998,4.281,4.18,3.612,2.119,2.83,5.49,1.468,14.139,4.725,22.326,143.007,7.189,0.55,4.296,4.422,3.839,3.839,3.814,4.829,5.017,4.193,4.236,5.841,4.191,5.082,5.287,4.266,4.404,6.091,4.326,5.194,5.429,4.24,4.417,6.189,4.315,5.191,5.436,4.277,4.386,6.24,4.315,5.107,5.294,4.439,6.214,4.362,5.207,5.442,4.463,6.186,4.337,5.154,5.421,3.926,4.318,6.018,4.158,0.05,0.996,14.24,5.91,11.343,8.044,0.309,1.633,26.445,9.271,23.903,13.296,0.387,1.987,35.058,12.805,38.967,17.929,0.358,2.094,40.579,15.014,57.73,21.288,0.497,2.048,41.823,13.987,72.416,19.646,0.429,1.978,35.939,13.536,64.075,18.251,0.348,40.822,15.806,62.944,22.335,0.384,1.941,40.207,14.942,58.33,21.447,17,0.23,0.542,0.68,0.797,0.838,0.838,0.916,-4.14,-4.09,-3.87,0,43.3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,6,0,0,1,4,14,0,0,3,7,0,0,0,3,0,12,0,0,0,5,0,2,0,5,0,10,0,0,1,7,0,0,0,6,0,0,17,0,2,3,0,0,0,8,0,20,0,1,2,0,0,0,0,6,0,19,0,1,5,0,0,0,0,0,12,0,0,7,0,2,0,0,0,3,0,0,24.499,24.499
